linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=3228 | nome=Felipe | acao=participou da aula | valor=2115
linha=3229 | nome=Carlos | acao=participou da aula | valor=1554
linha=3230 | nome=Tiago | acao=participou da aula | valor=3713
linha=3231 | nome=Gabriela | acao=fez um experimento | valor=2028
linha=3232 | nome=Lucas | acao=otimizou o algoritmo | valor=5747
linha=3233 | nome=Paulo | acao=otimizou o algoritmo | valor=5707
linha=3234 | nome=Sofia | acao=executou o benchmark | valor=1100
linha=3235 | nome=Ana | acao=otimizou o algoritmo | valor=6076
linha=3236 | nome=Mariana | acao=otimizou o algoritmo | valor=7257
linha=3237 | nome=Otavio | acao=analisou os resultados | valor=6967
linha=3238 | nome=Ana | acao=escreveu o relatorio | valor=9017
linha=3239 | nome=Natalia | acao=escreveu o relatorio | valor=8618
linha=3240 | nome=Tiago | acao=comparou as metricas | valor=3379
linha=3241 | nome=Felipe | acao=executou o benchmark | valor=4982
linha=3242 | nome=Igor | acao=comparou as metricas | valor=8204
linha=3243 | nome=Igor | acao=estudou computacao | valor=2851
linha=3244 | nome=Renata | acao=comparou as metricas | valor=5729
linha=3245 | nome=Carlos | acao=executou o benchmark | valor=4090
linha=3246 | nome=Helena | acao=participou da aula | valor=2769
linha=3247 | nome=Helena | acao=participou da aula | valor=9192
linha=3248 | nome=Karen | acao=otimizou o algoritmo | valor=3954
linha=3249 | nome=Gabriela | acao=estudou computacao | valor=1457
linha=3250 | nome=Otavio | acao=escreveu o relatorio | valor=5024
linha=3251 | nome=Daniela | acao=comparou as metricas | valor=2046
linha=3252 | nome=Bruno | acao=otimizou o algoritmo | valor=8936
linha=3253 | nome=Bruno | acao=escreveu o relatorio | valor=6328
linha=3254 | nome=Otavio | acao=escreveu o relatorio | valor=6336
linha=3255 | nome=Vitor | acao=executou o benchmark | valor=3007
linha=3256 | nome=Mariana | acao=comparou as metricas | valor=9296
linha=3257 | nome=Natalia | acao=estudou computacao | valor=1961
linha=3258 | nome=Otavio | acao=executou o benchmark | valor=8486
linha=3259 | nome=Helena | acao=escreveu o relatorio | valor=1168
linha=3260 | nome=Joao | acao=otimizou o algoritmo | valor=4314
linha=3261 | nome=Renata | acao=otimizou o algoritmo | valor=3525
linha=3262 | nome=Helena | acao=analisou os resultados | valor=8785
linha=3263 | nome=Joao | acao=estudou computacao | valor=9062
linha=3264 | nome=Igor | acao=participou da aula | valor=4570
linha=3265 | nome=Bruno | acao=executou o benchmark | valor=4524
linha=3266 | nome=Natalia | acao=comparou as metricas | valor=8578
linha=3267 | nome=Mariana | acao=executou o benchmark | valor=2437
linha=3268 | nome=Carlos | acao=otimizou o algoritmo | valor=2122
linha=3269 | nome=Eduarda | acao=executou o benchmark | valor=9058
linha=3270 | nome=Eduarda | acao=estudou computacao | valor=8988
linha=3271 | nome=Otavio | acao=analisou os resultados | valor=7984
linha=3272 | nome=Helena | acao=comparou as metricas | valor=3535
linha=3273 | nome=Igor | acao=analisou os resultados | valor=4530
linha=3274 | nome=Carlos | acao=analisou os resultados | valor=7733
linha=3275 | nome=Natalia | acao=executou o benchmark | valor=6145
linha=3276 | nome=Felipe | acao=comparou as metricas | valor=1783
linha=3277 | nome=Renata | acao=executou o benchmark | valor=4182
linha=3278 | nome=Daniela | acao=analisou os resultados | valor=7143
linha=3279 | nome=Mariana | acao=escreveu o relatorio | valor=9962
linha=3280 | nome=Ana | acao=analisou os resultados | valor=3041
linha=3281 | nome=Gabriela | acao=fez um experimento | valor=6967
linha=3282 | nome=Vitor | acao=otimizou o algoritmo | valor=9209
linha=3283 | nome=Gabriela | acao=otimizou o algoritmo | valor=7820
linha=3284 | nome=Otavio | acao=comparou as metricas | valor=4479
linha=3285 | nome=Gabriela | acao=estudou computacao | valor=5375
linha=3286 | nome=Joao | acao=participou da aula | valor=4784
linha=3287 | nome=Otavio | acao=comparou as metricas | valor=3499
linha=3288 | nome=Karen | acao=comparou as metricas | valor=7567
linha=3289 | nome=Vitor | acao=comparou as metricas | valor=8586
linha=3290 | nome=Igor | acao=analisou os resultados | valor=8210
linha=3291 | nome=Renata | acao=estudou computacao | valor=4434
linha=3292 | nome=Bruno | acao=analisou os resultados | valor=5612
linha=3293 | nome=Eduarda | acao=otimizou o algoritmo | valor=5279
linha=3294 | nome=Ana | acao=estudou computacao | valor=5687
linha=3295 | nome=Sofia | acao=comparou as metricas | valor=2494
linha=3296 | nome=Eduarda | acao=escreveu o relatorio | valor=5438
linha=3297 | nome=Otavio | acao=analisou os resultados | valor=5981
linha=3298 | nome=Carlos | acao=escreveu o relatorio | valor=5215
linha=3299 | nome=Lucas | acao=fez um experimento | valor=4662
linha=3300 | nome=Helena | acao=fez um experimento | valor=3095
linha=3301 | nome=Renata | acao=analisou os resultados | valor=9993
linha=3302 | nome=Vitor | acao=comparou as metricas | valor=1933
linha=3303 | nome=Natalia | acao=estudou computacao | valor=7745
linha=3304 | nome=Mariana | acao=fez um experimento | valor=4325
linha=3305 | nome=Carlos | acao=comparou as metricas | valor=9282
linha=3306 | nome=Lucas | acao=participou da aula | valor=9557
linha=3307 | nome=Lucas | acao=executou o benchmark | valor=2835
linha=3308 | nome=Daniela | acao=comparou as metricas | valor=2911
linha=3309 | nome=Carlos | acao=escreveu o relatorio | valor=9438
linha=3310 | nome=Daniela | acao=analisou os resultados | valor=6736
linha=3311 | nome=Karen | acao=participou da aula | valor=8126
linha=3312 | nome=Mariana | acao=comparou as metricas | valor=7302
linha=3313 | nome=Otavio | acao=participou da aula | valor=7689
linha=3314 | nome=Helena | acao=analisou os resultados | valor=8657
linha=3315 | nome=Sofia | acao=analisou os resultados | valor=8977
linha=3316 | nome=Igor | acao=analisou os resultados | valor=5450
linha=3317 | nome=Gabriela | acao=comparou as metricas | valor=4535
linha=3318 | nome=Karen | acao=analisou os resultados | valor=5089
linha=3319 | nome=Bruno | acao=executou o benchmark | valor=5184
linha=3320 | nome=Daniela | acao=executou o benchmark | valor=4585
linha=3321 | nome=Carlos | acao=analisou os resultados | valor=6169
linha=3322 | nome=Joao | acao=escreveu o relatorio | valor=5433
linha=3323 | nome=Tiago | acao=analisou os resultados | valor=5418
linha=3324 | nome=Felipe | acao=escreveu o relatorio | valor=5160
linha=3325 | nome=Igor | acao=analisou os resultados | valor=4226
linha=3326 | nome=Natalia | acao=fez um experimento | valor=3710
linha=3327 | nome=Karen | acao=participou da aula | valor=6702
linha=3328 | nome=Igor | acao=comparou as metricas | valor=6061
linha=3329 | nome=Daniela | acao=fez um experimento | valor=4182
linha=3330 | nome=Gabriela | acao=otimizou o algoritmo | valor=5794
linha=3331 | nome=Gabriela | acao=comparou as metricas | valor=2166
linha=3332 | nome=Bruno | acao=estudou computacao | valor=9673
linha=3333 | nome=Karen | acao=analisou os resultados | valor=4293
linha=3334 | nome=Paulo | acao=otimizou o algoritmo | valor=9594
linha=3335 | nome=Bruno | acao=estudou computacao | valor=8056
linha=3336 | nome=Bruno | acao=participou da aula | valor=9422
linha=3337 | nome=Joao | acao=estudou computacao | valor=4010
linha=3338 | nome=Felipe | acao=otimizou o algoritmo | valor=5061
linha=3339 | nome=Bruno | acao=fez um experimento | valor=3167
linha=3340 | nome=Mariana | acao=analisou os resultados | valor=3260
linha=3341 | nome=Helena | acao=participou da aula | valor=4012
linha=3342 | nome=Paulo | acao=analisou os resultados | valor=5255
linha=3343 | nome=Gabriela | acao=estudou computacao | valor=9802
linha=3344 | nome=Helena | acao=otimizou o algoritmo | valor=7326
linha=3345 | nome=Renata | acao=estudou computacao | valor=6799
linha=3346 | nome=Mariana | acao=estudou computacao | valor=1340
linha=3347 | nome=Tiago | acao=participou da aula | valor=6393
linha=3348 | nome=Felipe | acao=executou o benchmark | valor=1835
linha=3349 | nome=Felipe | acao=analisou os resultados | valor=3423
linha=3350 | nome=Gabriela | acao=analisou os resultados | valor=4105
linha=3351 | nome=Natalia | acao=participou da aula | valor=1040
linha=3352 | nome=Otavio | acao=estudou computacao | valor=1951
linha=3353 | nome=Carlos | acao=participou da aula | valor=7371
linha=3354 | nome=Natalia | acao=otimizou o algoritmo | valor=9700
linha=3355 | nome=Tiago | acao=escreveu o relatorio | valor=1721
linha=3356 | nome=Eduarda | acao=analisou os resultados | valor=2721
linha=3357 | nome=Mariana | acao=participou da aula | valor=7218
linha=3358 | nome=Sofia | acao=participou da aula | valor=4568
linha=3359 | nome=Sofia | acao=escreveu o relatorio | valor=2805
linha=3360 | nome=Carlos | acao=executou o benchmark | valor=4791
linha=3361 | nome=Carlos | acao=escreveu o relatorio | valor=3260
linha=3362 | nome=Gabriela | acao=analisou os resultados | valor=4536
linha=3363 | nome=Bruno | acao=comparou as metricas | valor=9984
linha=3364 | nome=Igor | acao=comparou as metricas | valor=3951
linha=3365 | nome=Igor | acao=participou da aula | valor=8933
linha=3366 | nome=Lucas | acao=estudou computacao | valor=3323
linha=3367 | nome=Otavio | acao=fez um experimento | valor=1594
linha=3368 | nome=Felipe | acao=otimizou o algoritmo | valor=5550
linha=3369 | nome=Renata | acao=otimizou o algoritmo | valor=4510
linha=3370 | nome=Igor | acao=otimizou o algoritmo | valor=2626
linha=3371 | nome=Karen | acao=comparou as metricas | valor=4837
linha=3372 | nome=Mariana | acao=estudou computacao | valor=6355
linha=3373 | nome=Vitor | acao=participou da aula | valor=6630
linha=3374 | nome=Igor | acao=estudou computacao | valor=4921
linha=3375 | nome=Vitor | acao=executou o benchmark | valor=1492
linha=3376 | nome=Gabriela | acao=fez um experimento | valor=5941
linha=3377 | nome=Carlos | acao=escreveu o relatorio | valor=3380
linha=3378 | nome=Helena | acao=estudou computacao | valor=2758
linha=3379 | nome=Lucas | acao=participou da aula | valor=8777
linha=3380 | nome=Mariana | acao=escreveu o relatorio | valor=9259
linha=3381 | nome=Paulo | acao=escreveu o relatorio | valor=6243
linha=3382 | nome=Paulo | acao=participou da aula | valor=1349
linha=3383 | nome=Ana | acao=executou o benchmark | valor=3547
linha=3384 | nome=Renata | acao=analisou os resultados | valor=5022
linha=3385 | nome=Karen | acao=fez um experimento | valor=3030
linha=3386 | nome=Mariana | acao=fez um experimento | valor=4285
linha=3387 | nome=Igor | acao=analisou os resultados | valor=6932
linha=3388 | nome=Vitor | acao=participou da aula | valor=6546
linha=3389 | nome=Eduarda | acao=participou da aula | valor=4078
linha=3390 | nome=Sofia | acao=participou da aula | valor=2478
linha=3391 | nome=Joao | acao=executou o benchmark | valor=2605
linha=3392 | nome=Mariana | acao=analisou os resultados | valor=8647
linha=3393 | nome=Tiago | acao=escreveu o relatorio | valor=6245
linha=3394 | nome=Natalia | acao=analisou os resultados | valor=1016
linha=3395 | nome=Eduarda | acao=fez um experimento | valor=1871
linha=3396 | nome=Tiago | acao=fez um experimento | valor=5315
linha=3397 | nome=Karen | acao=executou o benchmark | valor=6903
linha=3398 | nome=Bruno | acao=participou da aula | valor=3306
linha=3399 | nome=Renata | acao=fez um experimento | valor=8073
linha=3400 | nome=Vitor | acao=escreveu o relatorio | valor=4946
linha=3401 | nome=Mariana | acao=executou o benchmark | valor=2579
linha=3402 | nome=Natalia | acao=analisou os resultados | valor=4521
linha=3403 | nome=Igor | acao=fez um experimento | valor=1665
linha=3404 | nome=Helena | acao=estudou computacao | valor=2209
linha=3405 | nome=Mariana | acao=fez um experimento | valor=1840
linha=3406 | nome=Ana | acao=escreveu o relatorio | valor=7483
linha=3407 | nome=Renata | acao=comparou as metricas | valor=2083
linha=3408 | nome=Sofia | acao=participou da aula | valor=2421
linha=3409 | nome=Gabriela | acao=participou da aula | valor=6790
linha=3410 | nome=Eduarda | acao=executou o benchmark | valor=3385
linha=3411 | nome=Karen | acao=otimizou o algoritmo | valor=7831
linha=3412 | nome=Igor | acao=fez um experimento | valor=4688
linha=3413 | nome=Vitor | acao=comparou as metricas | valor=9279
linha=3414 | nome=Joao | acao=executou o benchmark | valor=5750
linha=3415 | nome=Helena | acao=executou o benchmark | valor=2837
linha=3416 | nome=Otavio | acao=executou o benchmark | valor=4254
linha=3417 | nome=Gabriela | acao=escreveu o relatorio | valor=9833
linha=3418 | nome=Renata | acao=executou o benchmark | valor=4549
linha=3419 | nome=Mariana | acao=comparou as metricas | valor=6159
linha=3420 | nome=Otavio | acao=analisou os resultados | valor=4663
linha=3421 | nome=Joao | acao=executou o benchmark | valor=3074
linha=3422 | nome=Natalia | acao=estudou computacao | valor=8806
linha=3423 | nome=Igor | acao=participou da aula | valor=8603
linha=3424 | nome=Bruno | acao=executou o benchmark | valor=8966
linha=3425 | nome=Renata | acao=otimizou o algoritmo | valor=8841
linha=3426 | nome=Daniela | acao=executou o benchmark | valor=1898
linha=3427 | nome=Renata | acao=participou da aula | valor=1523
linha=3428 | nome=Karen | acao=participou da aula | valor=6456
linha=3429 | nome=Ana | acao=fez um experimento | valor=7397
linha=3430 | nome=Vitor | acao=estudou computacao | valor=6093
linha=3431 | nome=Gabriela | acao=analisou os resultados | valor=7723
linha=3432 | nome=Carlos | acao=participou da aula | valor=1319
linha=3433 | nome=Bruno | acao=otimizou o algoritmo | valor=4163
linha=3434 | nome=Karen | acao=comparou as metricas | valor=4297
linha=3435 | nome=Gabriela | acao=analisou os resultados | valor=8190
linha=3436 | nome=Karen | acao=estudou computacao | valor=5924
linha=3437 | nome=Paulo | acao=analisou os resultados | valor=1833
linha=3438 | nome=Paulo | acao=estudou computacao | valor=1922
linha=3439 | nome=Karen | acao=otimizou o algoritmo | valor=7981
linha=3440 | nome=Bruno | acao=analisou os resultados | valor=3132
linha=3441 | nome=Gabriela | acao=estudou computacao | valor=3746
linha=3442 | nome=Tiago | acao=escreveu o relatorio | valor=4844
linha=3443 | nome=Joao | acao=otimizou o algoritmo | valor=8549
linha=3444 | nome=Gabriela | acao=otimizou o algoritmo | valor=1289
linha=3445 | nome=Karen | acao=estudou computacao | valor=9045
linha=3446 | nome=Natalia | acao=analisou os resultados | valor=2130
linha=3447 | nome=Felipe | acao=comparou as metricas | valor=3811
linha=3448 | nome=Lucas | acao=fez um experimento | valor=7386
linha=3449 | nome=Bruno | acao=fez um experimento | valor=2735
linha=3450 | nome=Natalia | acao=participou da aula | valor=1953
linha=3451 | nome=Karen | acao=fez um experimento | valor=9439
linha=3452 | nome=Karen | acao=participou da aula | valor=6230
linha=3453 | nome=Bruno | acao=fez um experimento | valor=9473
linha=3454 | nome=Felipe | acao=analisou os resultados | valor=6882
linha=3455 | nome=Lucas | acao=participou da aula | valor=1026
linha=3456 | nome=Ana | acao=escreveu o relatorio | valor=7923
linha=3457 | nome=Lucas | acao=otimizou o algoritmo | valor=5055
linha=3458 | nome=Tiago | acao=executou o benchmark | valor=9100
linha=3459 | nome=Mariana | acao=fez um experimento | valor=1845
linha=3460 | nome=Mariana | acao=executou o benchmark | valor=8483
linha=3461 | nome=Bruno | acao=analisou os resultados | valor=3342
linha=3462 | nome=Gabriela | acao=participou da aula | valor=9288
linha=3463 | nome=Mariana | acao=estudou computacao | valor=2143
linha=3464 | nome=Karen | acao=otimizou o algoritmo | valor=9526
linha=3465 | nome=Sofia | acao=analisou os resultados | valor=7520
linha=3466 | nome=Lucas | acao=analisou os resultados | valor=8679
linha=3467 | nome=Otavio | acao=escreveu o relatorio | valor=7170
linha=3468 | nome=Ana | acao=otimizou o algoritmo | valor=9412
linha=3469 | nome=Bruno | acao=estudou computacao | valor=6511
linha=3470 | nome=Joao | acao=escreveu o relatorio | valor=8806
linha=3471 | nome=Otavio | acao=estudou computacao | valor=6498
linha=3472 | nome=Carlos | acao=estudou computacao | valor=7794
linha=3473 | nome=Vitor | acao=comparou as metricas | valor=2099
linha=3474 | nome=Igor | acao=estudou computacao | valor=5299
linha=3475 | nome=Helena | acao=otimizou o algoritmo | valor=7659
linha=3476 | nome=Joao | acao=otimizou o algoritmo | valor=1133
linha=3477 | nome=Carlos | acao=analisou os resultados | valor=9610
linha=3478 | nome=Renata | acao=fez um experimento | valor=5033
linha=3479 | nome=Natalia | acao=comparou as metricas | valor=9558
linha=3480 | nome=Daniela | acao=fez um experimento | valor=8754
linha=3481 | nome=Vitor | acao=escreveu o relatorio | valor=7635
