linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=2897 | nome=Otavio | acao=participou da aula | valor=7072
linha=2898 | nome=Eduarda | acao=estudou computacao | valor=3628
linha=2899 | nome=Felipe | acao=otimizou o algoritmo | valor=5603
linha=2900 | nome=Sofia | acao=fez um experimento | valor=7906
linha=2901 | nome=Eduarda | acao=comparou as metricas | valor=8493
linha=2902 | nome=Bruno | acao=fez um experimento | valor=5246
linha=2903 | nome=Helena | acao=executou o benchmark | valor=8231
linha=2904 | nome=Gabriela | acao=escreveu o relatorio | valor=6342
linha=2905 | nome=Eduarda | acao=participou da aula | valor=1652
linha=2906 | nome=Natalia | acao=executou o benchmark | valor=3054
linha=2907 | nome=Bruno | acao=estudou computacao | valor=1813
linha=2908 | nome=Ana | acao=analisou os resultados | valor=1316
linha=2909 | nome=Helena | acao=executou o benchmark | valor=7912
linha=2910 | nome=Paulo | acao=fez um experimento | valor=7506
linha=2911 | nome=Carlos | acao=fez um experimento | valor=7362
linha=2912 | nome=Renata | acao=estudou computacao | valor=5804
linha=2913 | nome=Carlos | acao=executou o benchmark | valor=5805
linha=2914 | nome=Daniela | acao=estudou computacao | valor=5670
linha=2915 | nome=Gabriela | acao=executou o benchmark | valor=8091
linha=2916 | nome=Vitor | acao=executou o benchmark | valor=5391
linha=2917 | nome=Daniela | acao=fez um experimento | valor=5390
linha=2918 | nome=Mariana | acao=participou da aula | valor=6554
linha=2919 | nome=Igor | acao=escreveu o relatorio | valor=2567
linha=2920 | nome=Felipe | acao=escreveu o relatorio | valor=6789
linha=2921 | nome=Mariana | acao=otimizou o algoritmo | valor=8185
linha=2922 | nome=Joao | acao=estudou computacao | valor=6590
linha=2923 | nome=Bruno | acao=analisou os resultados | valor=6952
linha=2924 | nome=Joao | acao=escreveu o relatorio | valor=7014
linha=2925 | nome=Natalia | acao=comparou as metricas | valor=6903
linha=2926 | nome=Gabriela | acao=comparou as metricas | valor=7311
linha=2927 | nome=Mariana | acao=escreveu o relatorio | valor=9108
linha=2928 | nome=Helena | acao=analisou os resultados | valor=4905
linha=2929 | nome=Mariana | acao=otimizou o algoritmo | valor=1402
linha=2930 | nome=Karen | acao=otimizou o algoritmo | valor=6813
linha=2931 | nome=Lucas | acao=otimizou o algoritmo | valor=1326
linha=2932 | nome=Mariana | acao=estudou computacao | valor=8647
linha=2933 | nome=Paulo | acao=estudou computacao | valor=6018
linha=2934 | nome=Karen | acao=analisou os resultados | valor=9431
linha=2935 | nome=Renata | acao=fez um experimento | valor=1002
linha=2936 | nome=Mariana | acao=estudou computacao | valor=3263
linha=2937 | nome=Mariana | acao=analisou os resultados | valor=8397
linha=2938 | nome=Ana | acao=analisou os resultados | valor=2642
linha=2939 | nome=Igor | acao=escreveu o relatorio | valor=9270
linha=2940 | nome=Ana | acao=executou o benchmark | valor=3093
linha=2941 | nome=Daniela | acao=escreveu o relatorio | valor=9337
linha=2942 | nome=Lucas | acao=participou da aula | valor=6781
linha=2943 | nome=Tiago | acao=comparou as metricas | valor=4203
linha=2944 | nome=Vitor | acao=fez um experimento | valor=8933
linha=2945 | nome=Eduarda | acao=participou da aula | valor=2946
linha=2946 | nome=Carlos | acao=comparou as metricas | valor=6734
linha=2947 | nome=Ana | acao=otimizou o algoritmo | valor=9112
linha=2948 | nome=Gabriela | acao=escreveu o relatorio | valor=7860
linha=2949 | nome=Karen | acao=participou da aula | valor=3889
linha=2950 | nome=Felipe | acao=comparou as metricas | valor=9351
linha=2951 | nome=Otavio | acao=executou o benchmark | valor=7943
linha=2952 | nome=Otavio | acao=analisou os resultados | valor=7343
linha=2953 | nome=Lucas | acao=executou o benchmark | valor=5142
linha=2954 | nome=Daniela | acao=comparou as metricas | valor=6500
linha=2955 | nome=Sofia | acao=escreveu o relatorio | valor=8937
linha=2956 | nome=Ana | acao=otimizou o algoritmo | valor=3625
linha=2957 | nome=Helena | acao=analisou os resultados | valor=4837
linha=2958 | nome=Otavio | acao=escreveu o relatorio | valor=1766
linha=2959 | nome=Mariana | acao=otimizou o algoritmo | valor=9299
linha=2960 | nome=Felipe | acao=fez um experimento | valor=2588
linha=2961 | nome=Renata | acao=participou da aula | valor=9269
linha=2962 | nome=Daniela | acao=participou da aula | valor=1200
linha=2963 | nome=Natalia | acao=otimizou o algoritmo | valor=4792
linha=2964 | nome=Igor | acao=executou o benchmark | valor=8587
linha=2965 | nome=Natalia | acao=comparou as metricas | valor=3227
linha=2966 | nome=Daniela | acao=participou da aula | valor=8329
linha=2967 | nome=Sofia | acao=estudou computacao | valor=6646
linha=2968 | nome=Felipe | acao=escreveu o relatorio | valor=4250
linha=2969 | nome=Renata | acao=executou o benchmark | valor=3434
linha=2970 | nome=Paulo | acao=fez um experimento | valor=4411
linha=2971 | nome=Mariana | acao=estudou computacao | valor=7361
linha=2972 | nome=Mariana | acao=analisou os resultados | valor=5122
linha=2973 | nome=Daniela | acao=estudou computacao | valor=6891
linha=2974 | nome=Mariana | acao=analisou os resultados | valor=6676
linha=2975 | nome=Daniela | acao=fez um experimento | valor=9532
linha=2976 | nome=Ana | acao=fez um experimento | valor=7242
linha=2977 | nome=Karen | acao=comparou as metricas | valor=1361
linha=2978 | nome=Bruno | acao=fez um experimento | valor=7001
linha=2979 | nome=Gabriela | acao=participou da aula | valor=9038
linha=2980 | nome=Igor | acao=otimizou o algoritmo | valor=9063
linha=2981 | nome=Ana | acao=executou o benchmark | valor=8676
linha=2982 | nome=Joao | acao=analisou os resultados | valor=2326
linha=2983 | nome=Felipe | acao=participou da aula | valor=1030
linha=2984 | nome=Vitor | acao=comparou as metricas | valor=3499
linha=2985 | nome=Karen | acao=fez um experimento | valor=9434
linha=2986 | nome=Ana | acao=fez um experimento | valor=4606
linha=2987 | nome=Helena | acao=otimizou o algoritmo | valor=5562
linha=2988 | nome=Carlos | acao=comparou as metricas | valor=8962
linha=2989 | nome=Natalia | acao=comparou as metricas | valor=3886
linha=2990 | nome=Sofia | acao=participou da aula | valor=1586
linha=2991 | nome=Vitor | acao=participou da aula | valor=5983
linha=2992 | nome=Felipe | acao=estudou computacao | valor=9715
linha=2993 | nome=Mariana | acao=otimizou o algoritmo | valor=6290
linha=2994 | nome=Bruno | acao=otimizou o algoritmo | valor=3664
linha=2995 | nome=Eduarda | acao=executou o benchmark | valor=2997
linha=2996 | nome=Lucas | acao=analisou os resultados | valor=4409
linha=2997 | nome=Felipe | acao=escreveu o relatorio | valor=2555
linha=2998 | nome=Gabriela | acao=escreveu o relatorio | valor=2907
linha=2999 | nome=Ana | acao=participou da aula | valor=4119
linha=3000 | nome=Natalia | acao=estudou computacao | valor=8365
linha=3001 | nome=Tiago | acao=estudou computacao | valor=4213
linha=3002 | nome=Helena | acao=executou o benchmark | valor=9340
linha=3003 | nome=Eduarda | acao=executou o benchmark | valor=7850
linha=3004 | nome=Mariana | acao=otimizou o algoritmo | valor=4992
linha=3005 | nome=Otavio | acao=estudou computacao | valor=8459
linha=3006 | nome=Vitor | acao=comparou as metricas | valor=8047
linha=3007 | nome=Karen | acao=participou da aula | valor=8137
linha=3008 | nome=Carlos | acao=comparou as metricas | valor=9149
linha=3009 | nome=Natalia | acao=escreveu o relatorio | valor=5690
linha=3010 | nome=Tiago | acao=analisou os resultados | valor=1194
linha=3011 | nome=Eduarda | acao=executou o benchmark | valor=7355
linha=3012 | nome=Eduarda | acao=executou o benchmark | valor=9972
linha=3013 | nome=Vitor | acao=analisou os resultados | valor=5139
linha=3014 | nome=Igor | acao=analisou os resultados | valor=4367
linha=3015 | nome=Vitor | acao=analisou os resultados | valor=5937
linha=3016 | nome=Natalia | acao=executou o benchmark | valor=3058
linha=3017 | nome=Bruno | acao=escreveu o relatorio | valor=8851
linha=3018 | nome=Felipe | acao=fez um experimento | valor=9041
linha=3019 | nome=Igor | acao=executou o benchmark | valor=7408
linha=3020 | nome=Vitor | acao=participou da aula | valor=8540
linha=3021 | nome=Mariana | acao=comparou as metricas | valor=6408
linha=3022 | nome=Mariana | acao=comparou as metricas | valor=9665
linha=3023 | nome=Gabriela | acao=otimizou o algoritmo | valor=6958
linha=3024 | nome=Otavio | acao=fez um experimento | valor=2292
linha=3025 | nome=Igor | acao=participou da aula | valor=8436
linha=3026 | nome=Bruno | acao=comparou as metricas | valor=4015
linha=3027 | nome=Helena | acao=executou o benchmark | valor=8501
linha=3028 | nome=Daniela | acao=otimizou o algoritmo | valor=7246
linha=3029 | nome=Carlos | acao=executou o benchmark | valor=7959
linha=3030 | nome=Sofia | acao=executou o benchmark | valor=2597
linha=3031 | nome=Paulo | acao=estudou computacao | valor=9987
linha=3032 | nome=Gabriela | acao=estudou computacao | valor=3693
linha=3033 | nome=Helena | acao=fez um experimento | valor=4850
linha=3034 | nome=Ana | acao=fez um experimento | valor=5746
linha=3035 | nome=Tiago | acao=comparou as metricas | valor=3580
linha=3036 | nome=Mariana | acao=analisou os resultados | valor=2419
linha=3037 | nome=Felipe | acao=fez um experimento | valor=5972
linha=3038 | nome=Igor | acao=comparou as metricas | valor=9159
linha=3039 | nome=Vitor | acao=otimizou o algoritmo | valor=8977
linha=3040 | nome=Bruno | acao=escreveu o relatorio | valor=5112
linha=3041 | nome=Natalia | acao=estudou computacao | valor=2838
linha=3042 | nome=Carlos | acao=escreveu o relatorio | valor=3857
linha=3043 | nome=Otavio | acao=executou o benchmark | valor=9984
linha=3044 | nome=Mariana | acao=fez um experimento | valor=1279
linha=3045 | nome=Igor | acao=analisou os resultados | valor=4081
linha=3046 | nome=Igor | acao=otimizou o algoritmo | valor=7827
linha=3047 | nome=Lucas | acao=otimizou o algoritmo | valor=4806
linha=3048 | nome=Carlos | acao=analisou os resultados | valor=2836
linha=3049 | nome=Karen | acao=participou da aula | valor=4195
linha=3050 | nome=Vitor | acao=executou o benchmark | valor=9631
linha=3051 | nome=Ana | acao=analisou os resultados | valor=1192
linha=3052 | nome=Paulo | acao=comparou as metricas | valor=9102
linha=3053 | nome=Felipe | acao=estudou computacao | valor=1210
linha=3054 | nome=Karen | acao=analisou os resultados | valor=1992
linha=3055 | nome=Natalia | acao=otimizou o algoritmo | valor=3231
linha=3056 | nome=Vitor | acao=participou da aula | valor=8846
linha=3057 | nome=Lucas | acao=executou o benchmark | valor=7776
linha=3058 | nome=Ana | acao=fez um experimento | valor=5159
linha=3059 | nome=Sofia | acao=otimizou o algoritmo | valor=4050
linha=3060 | nome=Igor | acao=fez um experimento | valor=9892
linha=3061 | nome=Vitor | acao=otimizou o algoritmo | valor=6533
linha=3062 | nome=Bruno | acao=comparou as metricas | valor=5368
linha=3063 | nome=Joao | acao=otimizou o algoritmo | valor=7134
linha=3064 | nome=Sofia | acao=analisou os resultados | valor=4242
linha=3065 | nome=Otavio | acao=participou da aula | valor=7162
linha=3066 | nome=Ana | acao=comparou as metricas | valor=7464
linha=3067 | nome=Joao | acao=executou o benchmark | valor=4113
linha=3068 | nome=Tiago | acao=executou o benchmark | valor=7896
linha=3069 | nome=Renata | acao=otimizou o algoritmo | valor=3458
linha=3070 | nome=Joao | acao=estudou computacao | valor=2933
linha=3071 | nome=Tiago | acao=fez um experimento | valor=1789
linha=3072 | nome=Paulo | acao=estudou computacao | valor=5587
linha=3073 | nome=Renata | acao=otimizou o algoritmo | valor=3708
linha=3074 | nome=Bruno | acao=analisou os resultados | valor=7393
linha=3075 | nome=Lucas | acao=otimizou o algoritmo | valor=5409
linha=3076 | nome=Ana | acao=executou o benchmark | valor=2730
linha=3077 | nome=Gabriela | acao=analisou os resultados | valor=9285
linha=3078 | nome=Ana | acao=comparou as metricas | valor=5676
linha=3079 | nome=Ana | acao=escreveu o relatorio | valor=1130
linha=3080 | nome=Otavio | acao=analisou os resultados | valor=4030
linha=3081 | nome=Lucas | acao=escreveu o relatorio | valor=2393
linha=3082 | nome=Otavio | acao=executou o benchmark | valor=1245
linha=3083 | nome=Joao | acao=estudou computacao | valor=3423
linha=3084 | nome=Felipe | acao=otimizou o algoritmo | valor=5269
linha=3085 | nome=Daniela | acao=fez um experimento | valor=7560
linha=3086 | nome=Helena | acao=estudou computacao | valor=3973
linha=3087 | nome=Sofia | acao=escreveu o relatorio | valor=5811
linha=3088 | nome=Felipe | acao=executou o benchmark | valor=1779
linha=3089 | nome=Tiago | acao=escreveu o relatorio | valor=6742
linha=3090 | nome=Gabriela | acao=executou o benchmark | valor=7776
linha=3091 | nome=Karen | acao=comparou as metricas | valor=3372
linha=3092 | nome=Ana | acao=executou o benchmark | valor=5669
linha=3093 | nome=Carlos | acao=escreveu o relatorio | valor=3556
linha=3094 | nome=Karen | acao=estudou computacao | valor=2297
linha=3095 | nome=Karen | acao=estudou computacao | valor=4329
linha=3096 | nome=Vitor | acao=escreveu o relatorio | valor=4203
linha=3097 | nome=Tiago | acao=fez um experimento | valor=6187
linha=3098 | nome=Renata | acao=fez um experimento | valor=8432
linha=3099 | nome=Renata | acao=escreveu o relatorio | valor=5641
linha=3100 | nome=Eduarda | acao=executou o benchmark | valor=6313
linha=3101 | nome=Helena | acao=otimizou o algoritmo | valor=6303
linha=3102 | nome=Daniela | acao=otimizou o algoritmo | valor=7386
linha=3103 | nome=Joao | acao=fez um experimento | valor=4862
linha=3104 | nome=Eduarda | acao=comparou as metricas | valor=4906
linha=3105 | nome=Igor | acao=participou da aula | valor=7504
linha=3106 | nome=Ana | acao=estudou computacao | valor=2733
linha=3107 | nome=Bruno | acao=fez um experimento | valor=5705
linha=3108 | nome=Natalia | acao=executou o benchmark | valor=5090
linha=3109 | nome=Paulo | acao=otimizou o algoritmo | valor=4300
linha=3110 | nome=Otavio | acao=otimizou o algoritmo | valor=3526
linha=3111 | nome=Sofia | acao=executou o benchmark | valor=3216
linha=3112 | nome=Paulo | acao=otimizou o algoritmo | valor=8214
linha=3113 | nome=Daniela | acao=participou da aula | valor=5577
linha=3114 | nome=Ana | acao=escreveu o relatorio | valor=6345
linha=3115 | nome=Ana | acao=escreveu o relatorio | valor=3363
linha=3116 | nome=Natalia | acao=fez um experimento | valor=1242
linha=3117 | nome=Vitor | acao=escreveu o relatorio | valor=2319
linha=3118 | nome=Vitor | acao=escreveu o relatorio | valor=7731
linha=3119 | nome=Paulo | acao=participou da aula | valor=9117
linha=3120 | nome=Otavio | acao=comparou as metricas | valor=2582
linha=3121 | nome=Igor | acao=fez um experimento | valor=4747
linha=3122 | nome=Ana | acao=escreveu o relatorio | valor=4312
linha=3123 | nome=Mariana | acao=participou da aula | valor=8669
linha=3124 | nome=Natalia | acao=escreveu o relatorio | valor=9469
linha=3125 | nome=Helena | acao=participou da aula | valor=4458
linha=3126 | nome=Mariana | acao=fez um experimento | valor=8467
linha=3127 | nome=Otavio | acao=escreveu o relatorio | valor=8278
linha=3128 | nome=Joao | acao=executou o benchmark | valor=8907
linha=3129 | nome=Tiago | acao=executou o benchmark | valor=6303
linha=3130 | nome=Gabriela | acao=participou da aula | valor=6814
linha=3131 | nome=Bruno | acao=analisou os resultados | valor=9210
linha=3132 | nome=Joao | acao=analisou os resultados | valor=9302
linha=3133 | nome=Otavio | acao=participou da aula | valor=7734
linha=3134 | nome=Helena | acao=escreveu o relatorio | valor=6581
linha=3135 | nome=Gabriela | acao=estudou computacao | valor=1765
linha=3136 | nome=Sofia | acao=analisou os resultados | valor=1334
linha=3137 | nome=Sofia | acao=executou o benchmark | valor=5473
linha=3138 | nome=Renata | acao=fez um experimento | valor=6851
linha=3139 | nome=Paulo | acao=analisou os resultados | valor=1392
linha=3140 | nome=Paulo | acao=estudou computacao | valor=7527
linha=3141 | nome=Tiago | acao=comparou as metricas | valor=2377
linha=3142 | nome=Vitor | acao=escreveu o relatorio | valor=1575
linha=3143 | nome=Joao | acao=estudou computacao | valor=9332
linha=3144 | nome=Mariana | acao=otimizou o algoritmo | valor=7598
linha=3145 | nome=Gabriela | acao=participou da aula | valor=5141
linha=3146 | nome=Helena | acao=executou o benchmark | valor=2176
linha=3147 | nome=Mariana | acao=fez um experimento | valor=6958
linha=3148 | nome=Lucas | acao=participou da aula | valor=2578
linha=3149 | nome=Renata | acao=comparou as metricas | valor=6935
linha=3150 | nome=Vitor | acao=otimizou o algoritmo | valor=8226
