linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=3017 | nome=Felipe | acao=executou o benchmark | valor=5581
linha=3018 | nome=Tiago | acao=escreveu o relatorio | valor=2935
linha=3019 | nome=Karen | acao=escreveu o relatorio | valor=1927
linha=3020 | nome=Eduarda | acao=executou o benchmark | valor=2317
linha=3021 | nome=Tiago | acao=comparou as metricas | valor=5993
linha=3022 | nome=Mariana | acao=analisou os resultados | valor=9384
linha=3023 | nome=Mariana | acao=escreveu o relatorio | valor=8421
linha=3024 | nome=Gabriela | acao=estudou computacao | valor=9678
linha=3025 | nome=Helena | acao=escreveu o relatorio | valor=6674
linha=3026 | nome=Otavio | acao=analisou os resultados | valor=2064
linha=3027 | nome=Natalia | acao=otimizou o algoritmo | valor=8718
linha=3028 | nome=Daniela | acao=escreveu o relatorio | valor=7374
linha=3029 | nome=Vitor | acao=participou da aula | valor=7849
linha=3030 | nome=Karen | acao=otimizou o algoritmo | valor=5605
linha=3031 | nome=Felipe | acao=escreveu o relatorio | valor=1143
linha=3032 | nome=Joao | acao=otimizou o algoritmo | valor=4263
linha=3033 | nome=Tiago | acao=comparou as metricas | valor=7580
linha=3034 | nome=Joao | acao=estudou computacao | valor=3782
linha=3035 | nome=Renata | acao=escreveu o relatorio | valor=6245
linha=3036 | nome=Gabriela | acao=participou da aula | valor=2991
linha=3037 | nome=Paulo | acao=estudou computacao | valor=2438
linha=3038 | nome=Helena | acao=estudou computacao | valor=6310
linha=3039 | nome=Carlos | acao=estudou computacao | valor=5011
linha=3040 | nome=Vitor | acao=otimizou o algoritmo | valor=5293
linha=3041 | nome=Mariana | acao=comparou as metricas | valor=6687
linha=3042 | nome=Lucas | acao=otimizou o algoritmo | valor=6316
linha=3043 | nome=Karen | acao=estudou computacao | valor=3133
linha=3044 | nome=Vitor | acao=analisou os resultados | valor=6319
linha=3045 | nome=Natalia | acao=comparou as metricas | valor=4426
linha=3046 | nome=Vitor | acao=analisou os resultados | valor=6832
linha=3047 | nome=Tiago | acao=otimizou o algoritmo | valor=1128
linha=3048 | nome=Otavio | acao=executou o benchmark | valor=7683
linha=3049 | nome=Renata | acao=escreveu o relatorio | valor=4933
linha=3050 | nome=Otavio | acao=estudou computacao | valor=8040
linha=3051 | nome=Ana | acao=fez um experimento | valor=7831
linha=3052 | nome=Sofia | acao=analisou os resultados | valor=3025
linha=3053 | nome=Otavio | acao=participou da aula | valor=4444
linha=3054 | nome=Vitor | acao=analisou os resultados | valor=5657
linha=3055 | nome=Felipe | acao=executou o benchmark | valor=8285
linha=3056 | nome=Tiago | acao=participou da aula | valor=9710
linha=3057 | nome=Bruno | acao=escreveu o relatorio | valor=9626
linha=3058 | nome=Tiago | acao=otimizou o algoritmo | valor=1257
linha=3059 | nome=Ana | acao=otimizou o algoritmo | valor=5586
linha=3060 | nome=Helena | acao=fez um experimento | valor=2412
linha=3061 | nome=Vitor | acao=fez um experimento | valor=2061
linha=3062 | nome=Vitor | acao=estudou computacao | valor=4138
linha=3063 | nome=Vitor | acao=analisou os resultados | valor=9075
linha=3064 | nome=Renata | acao=participou da aula | valor=3854
linha=3065 | nome=Daniela | acao=executou o benchmark | valor=9932
linha=3066 | nome=Lucas | acao=executou o benchmark | valor=5554
linha=3067 | nome=Otavio | acao=fez um experimento | valor=1658
linha=3068 | nome=Otavio | acao=otimizou o algoritmo | valor=8864
linha=3069 | nome=Otavio | acao=analisou os resultados | valor=6071
linha=3070 | nome=Vitor | acao=otimizou o algoritmo | valor=2094
linha=3071 | nome=Eduarda | acao=estudou computacao | valor=3935
linha=3072 | nome=Paulo | acao=executou o benchmark | valor=3980
linha=3073 | nome=Sofia | acao=fez um experimento | valor=9451
linha=3074 | nome=Tiago | acao=estudou computacao | valor=4286
linha=3075 | nome=Renata | acao=analisou os resultados | valor=2898
linha=3076 | nome=Daniela | acao=comparou as metricas | valor=6000
linha=3077 | nome=Bruno | acao=escreveu o relatorio | valor=1977
linha=3078 | nome=Vitor | acao=escreveu o relatorio | valor=2610
linha=3079 | nome=Renata | acao=participou da aula | valor=7262
linha=3080 | nome=Mariana | acao=analisou os resultados | valor=1597
linha=3081 | nome=Gabriela | acao=comparou as metricas | valor=5563
linha=3082 | nome=Gabriela | acao=analisou os resultados | valor=4669
linha=3083 | nome=Lucas | acao=fez um experimento | valor=5123
linha=3084 | nome=Lucas | acao=comparou as metricas | valor=7178
linha=3085 | nome=Daniela | acao=comparou as metricas | valor=9125
linha=3086 | nome=Ana | acao=fez um experimento | valor=7754
linha=3087 | nome=Felipe | acao=escreveu o relatorio | valor=1323
linha=3088 | nome=Joao | acao=escreveu o relatorio | valor=6320
linha=3089 | nome=Paulo | acao=executou o benchmark | valor=3088
linha=3090 | nome=Bruno | acao=participou da aula | valor=5353
linha=3091 | nome=Paulo | acao=otimizou o algoritmo | valor=8655
linha=3092 | nome=Vitor | acao=participou da aula | valor=7668
linha=3093 | nome=Carlos | acao=analisou os resultados | valor=3925
linha=3094 | nome=Vitor | acao=escreveu o relatorio | valor=6396
linha=3095 | nome=Felipe | acao=otimizou o algoritmo | valor=6372
linha=3096 | nome=Ana | acao=executou o benchmark | valor=3487
linha=3097 | nome=Carlos | acao=participou da aula | valor=7190
linha=3098 | nome=Renata | acao=estudou computacao | valor=6737
linha=3099 | nome=Felipe | acao=escreveu o relatorio | valor=3135
linha=3100 | nome=Sofia | acao=comparou as metricas | valor=1642
linha=3101 | nome=Carlos | acao=participou da aula | valor=9531
linha=3102 | nome=Helena | acao=analisou os resultados | valor=1112
linha=3103 | nome=Vitor | acao=escreveu o relatorio | valor=5043
linha=3104 | nome=Helena | acao=analisou os resultados | valor=9974
linha=3105 | nome=Vitor | acao=comparou as metricas | valor=9594
linha=3106 | nome=Eduarda | acao=comparou as metricas | valor=7376
linha=3107 | nome=Otavio | acao=fez um experimento | valor=7043
linha=3108 | nome=Renata | acao=comparou as metricas | valor=7583
linha=3109 | nome=Lucas | acao=estudou computacao | valor=1696
linha=3110 | nome=Mariana | acao=otimizou o algoritmo | valor=1347
linha=3111 | nome=Paulo | acao=participou da aula | valor=8360
linha=3112 | nome=Renata | acao=analisou os resultados | valor=5953
linha=3113 | nome=Daniela | acao=executou o benchmark | valor=9224
linha=3114 | nome=Eduarda | acao=participou da aula | valor=2510
linha=3115 | nome=Otavio | acao=executou o benchmark | valor=6309
linha=3116 | nome=Mariana | acao=participou da aula | valor=5894
linha=3117 | nome=Felipe | acao=participou da aula | valor=4685
linha=3118 | nome=Bruno | acao=comparou as metricas | valor=2571
linha=3119 | nome=Carlos | acao=comparou as metricas | valor=1412
linha=3120 | nome=Vitor | acao=estudou computacao | valor=2981
linha=3121 | nome=Carlos | acao=fez um experimento | valor=9287
linha=3122 | nome=Carlos | acao=comparou as metricas | valor=4513
linha=3123 | nome=Daniela | acao=estudou computacao | valor=8390
linha=3124 | nome=Mariana | acao=participou da aula | valor=2034
linha=3125 | nome=Paulo | acao=executou o benchmark | valor=5988
linha=3126 | nome=Natalia | acao=estudou computacao | valor=5160
linha=3127 | nome=Tiago | acao=fez um experimento | valor=7630
linha=3128 | nome=Paulo | acao=executou o benchmark | valor=6406
linha=3129 | nome=Natalia | acao=participou da aula | valor=2955
linha=3130 | nome=Daniela | acao=comparou as metricas | valor=8556
linha=3131 | nome=Igor | acao=fez um experimento | valor=3997
linha=3132 | nome=Lucas | acao=comparou as metricas | valor=3306
linha=3133 | nome=Bruno | acao=escreveu o relatorio | valor=7339
linha=3134 | nome=Sofia | acao=participou da aula | valor=7809
linha=3135 | nome=Gabriela | acao=analisou os resultados | valor=9871
linha=3136 | nome=Otavio | acao=comparou as metricas | valor=3407
linha=3137 | nome=Vitor | acao=estudou computacao | valor=6695
linha=3138 | nome=Ana | acao=fez um experimento | valor=9515
linha=3139 | nome=Ana | acao=executou o benchmark | valor=6740
linha=3140 | nome=Karen | acao=analisou os resultados | valor=9795
linha=3141 | nome=Helena | acao=comparou as metricas | valor=5006
linha=3142 | nome=Natalia | acao=analisou os resultados | valor=2484
linha=3143 | nome=Tiago | acao=fez um experimento | valor=2664
linha=3144 | nome=Tiago | acao=analisou os resultados | valor=2481
linha=3145 | nome=Paulo | acao=otimizou o algoritmo | valor=3389
linha=3146 | nome=Tiago | acao=comparou as metricas | valor=9972
linha=3147 | nome=Igor | acao=otimizou o algoritmo | valor=5400
linha=3148 | nome=Ana | acao=estudou computacao | valor=6492
linha=3149 | nome=Joao | acao=fez um experimento | valor=5958
linha=3150 | nome=Natalia | acao=participou da aula | valor=6756
linha=3151 | nome=Vitor | acao=otimizou o algoritmo | valor=9600
linha=3152 | nome=Mariana | acao=estudou computacao | valor=8235
linha=3153 | nome=Eduarda | acao=estudou computacao | valor=9542
linha=3154 | nome=Tiago | acao=comparou as metricas | valor=5553
linha=3155 | nome=Carlos | acao=fez um experimento | valor=3302
linha=3156 | nome=Igor | acao=fez um experimento | valor=7230
linha=3157 | nome=Felipe | acao=escreveu o relatorio | valor=8344
linha=3158 | nome=Lucas | acao=participou da aula | valor=1180
linha=3159 | nome=Joao | acao=executou o benchmark | valor=8455
linha=3160 | nome=Vitor | acao=executou o benchmark | valor=7895
linha=3161 | nome=Karen | acao=executou o benchmark | valor=3761
linha=3162 | nome=Felipe | acao=participou da aula | valor=7711
linha=3163 | nome=Felipe | acao=executou o benchmark | valor=1683
linha=3164 | nome=Felipe | acao=analisou os resultados | valor=8149
linha=3165 | nome=Gabriela | acao=otimizou o algoritmo | valor=6440
linha=3166 | nome=Natalia | acao=otimizou o algoritmo | valor=9106
linha=3167 | nome=Tiago | acao=comparou as metricas | valor=5167
linha=3168 | nome=Natalia | acao=participou da aula | valor=2995
linha=3169 | nome=Mariana | acao=executou o benchmark | valor=7012
linha=3170 | nome=Eduarda | acao=estudou computacao | valor=6412
linha=3171 | nome=Tiago | acao=estudou computacao | valor=2702
linha=3172 | nome=Bruno | acao=participou da aula | valor=7614
linha=3173 | nome=Carlos | acao=estudou computacao | valor=8250
linha=3174 | nome=Bruno | acao=escreveu o relatorio | valor=3839
linha=3175 | nome=Paulo | acao=participou da aula | valor=4877
linha=3176 | nome=Bruno | acao=escreveu o relatorio | valor=3355
linha=3177 | nome=Otavio | acao=comparou as metricas | valor=6977
linha=3178 | nome=Felipe | acao=estudou computacao | valor=3195
linha=3179 | nome=Ana | acao=analisou os resultados | valor=9082
linha=3180 | nome=Daniela | acao=escreveu o relatorio | valor=2152
linha=3181 | nome=Natalia | acao=participou da aula | valor=2179
linha=3182 | nome=Vitor | acao=participou da aula | valor=9619
linha=3183 | nome=Felipe | acao=escreveu o relatorio | valor=7656
linha=3184 | nome=Otavio | acao=fez um experimento | valor=1954
linha=3185 | nome=Igor | acao=escreveu o relatorio | valor=1706
linha=3186 | nome=Carlos | acao=comparou as metricas | valor=4005
linha=3187 | nome=Mariana | acao=fez um experimento | valor=6457
linha=3188 | nome=Carlos | acao=otimizou o algoritmo | valor=3724
linha=3189 | nome=Helena | acao=escreveu o relatorio | valor=7756
linha=3190 | nome=Carlos | acao=escreveu o relatorio | valor=8099
linha=3191 | nome=Felipe | acao=otimizou o algoritmo | valor=6616
linha=3192 | nome=Tiago | acao=participou da aula | valor=1296
linha=3193 | nome=Mariana | acao=executou o benchmark | valor=7540
linha=3194 | nome=Otavio | acao=otimizou o algoritmo | valor=2535
linha=3195 | nome=Carlos | acao=executou o benchmark | valor=8057
linha=3196 | nome=Gabriela | acao=analisou os resultados | valor=3878
linha=3197 | nome=Natalia | acao=comparou as metricas | valor=7630
linha=3198 | nome=Eduarda | acao=estudou computacao | valor=5812
linha=3199 | nome=Daniela | acao=analisou os resultados | valor=1608
linha=3200 | nome=Felipe | acao=otimizou o algoritmo | valor=6186
linha=3201 | nome=Helena | acao=participou da aula | valor=4887
linha=3202 | nome=Sofia | acao=participou da aula | valor=2144
linha=3203 | nome=Gabriela | acao=escreveu o relatorio | valor=3019
linha=3204 | nome=Ana | acao=comparou as metricas | valor=2139
linha=3205 | nome=Felipe | acao=comparou as metricas | valor=2006
linha=3206 | nome=Joao | acao=comparou as metricas | valor=1455
linha=3207 | nome=Karen | acao=executou o benchmark | valor=9516
linha=3208 | nome=Joao | acao=comparou as metricas | valor=7479
linha=3209 | nome=Joao | acao=fez um experimento | valor=6579
linha=3210 | nome=Vitor | acao=participou da aula | valor=2033
linha=3211 | nome=Lucas | acao=participou da aula | valor=8615
linha=3212 | nome=Karen | acao=fez um experimento | valor=2451
linha=3213 | nome=Bruno | acao=participou da aula | valor=9147
linha=3214 | nome=Bruno | acao=otimizou o algoritmo | valor=7340
linha=3215 | nome=Otavio | acao=estudou computacao | valor=2611
linha=3216 | nome=Carlos | acao=comparou as metricas | valor=5567
linha=3217 | nome=Mariana | acao=estudou computacao | valor=6980
linha=3218 | nome=Natalia | acao=estudou computacao | valor=7157
linha=3219 | nome=Vitor | acao=estudou computacao | valor=9128
linha=3220 | nome=Tiago | acao=fez um experimento | valor=2286
linha=3221 | nome=Helena | acao=executou o benchmark | valor=6019
linha=3222 | nome=Igor | acao=participou da aula | valor=9897
linha=3223 | nome=Sofia | acao=fez um experimento | valor=9566
linha=3224 | nome=Felipe | acao=otimizou o algoritmo | valor=1180
linha=3225 | nome=Mariana | acao=fez um experimento | valor=9495
linha=3226 | nome=Eduarda | acao=escreveu o relatorio | valor=7305
linha=3227 | nome=Renata | acao=escreveu o relatorio | valor=4766
linha=3228 | nome=Tiago | acao=comparou as metricas | valor=7265
linha=3229 | nome=Helena | acao=participou da aula | valor=7369
linha=3230 | nome=Helena | acao=otimizou o algoritmo | valor=8130
linha=3231 | nome=Tiago | acao=otimizou o algoritmo | valor=4799
linha=3232 | nome=Vitor | acao=fez um experimento | valor=1026
linha=3233 | nome=Tiago | acao=otimizou o algoritmo | valor=8114
linha=3234 | nome=Vitor | acao=participou da aula | valor=4539
linha=3235 | nome=Igor | acao=analisou os resultados | valor=2590
linha=3236 | nome=Otavio | acao=estudou computacao | valor=3535
linha=3237 | nome=Lucas | acao=comparou as metricas | valor=9945
linha=3238 | nome=Mariana | acao=comparou as metricas | valor=2922
linha=3239 | nome=Paulo | acao=executou o benchmark | valor=4683
linha=3240 | nome=Igor | acao=participou da aula | valor=1844
linha=3241 | nome=Lucas | acao=analisou os resultados | valor=4086
linha=3242 | nome=Mariana | acao=executou o benchmark | valor=1573
linha=3243 | nome=Otavio | acao=estudou computacao | valor=2763
linha=3244 | nome=Lucas | acao=escreveu o relatorio | valor=3050
linha=3245 | nome=Otavio | acao=escreveu o relatorio | valor=6407
linha=3246 | nome=Karen | acao=fez um experimento | valor=5124
linha=3247 | nome=Bruno | acao=participou da aula | valor=1384
linha=3248 | nome=Vitor | acao=estudou computacao | valor=5024
linha=3249 | nome=Natalia | acao=estudou computacao | valor=7083
linha=3250 | nome=Helena | acao=fez um experimento | valor=9446
linha=3251 | nome=Karen | acao=executou o benchmark | valor=7576
linha=3252 | nome=Helena | acao=executou o benchmark | valor=1740
linha=3253 | nome=Tiago | acao=escreveu o relatorio | valor=7682
linha=3254 | nome=Carlos | acao=participou da aula | valor=3855
linha=3255 | nome=Lucas | acao=estudou computacao | valor=9992
linha=3256 | nome=Lucas | acao=analisou os resultados | valor=6747
linha=3257 | nome=Igor | acao=participou da aula | valor=5893
linha=3258 | nome=Mariana | acao=analisou os resultados | valor=3125
linha=3259 | nome=Vitor | acao=otimizou o algoritmo | valor=4000
linha=3260 | nome=Bruno | acao=executou o benchmark | valor=3554
linha=3261 | nome=Otavio | acao=otimizou o algoritmo | valor=8622
linha=3262 | nome=Tiago | acao=fez um experimento | valor=1718
linha=3263 | nome=Mariana | acao=estudou computacao | valor=7927
linha=3264 | nome=Igor | acao=otimizou o algoritmo | valor=6560
linha=3265 | nome=Mariana | acao=analisou os resultados | valor=7988
linha=3266 | nome=Ana | acao=analisou os resultados | valor=9515
linha=3267 | nome=Renata | acao=participou da aula | valor=7198
linha=3268 | nome=Joao | acao=fez um experimento | valor=5284
linha=3269 | nome=Igor | acao=comparou as metricas | valor=2685
linha=3270 | nome=Helena | acao=executou o benchmark | valor=2421
linha=3271 | nome=Ana | acao=escreveu o relatorio | valor=7514
