linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=3231 | nome=Vitor | acao=analisou os resultados | valor=8547
linha=3232 | nome=Helena | acao=otimizou o algoritmo | valor=9476
linha=3233 | nome=Otavio | acao=otimizou o algoritmo | valor=8984
linha=3234 | nome=Tiago | acao=fez um experimento | valor=2878
linha=3235 | nome=Helena | acao=fez um experimento | valor=4770
linha=3236 | nome=Otavio | acao=fez um experimento | valor=9982
linha=3237 | nome=Natalia | acao=fez um experimento | valor=9606
linha=3238 | nome=Gabriela | acao=comparou as metricas | valor=3054
linha=3239 | nome=Otavio | acao=analisou os resultados | valor=1091
linha=3240 | nome=Paulo | acao=participou da aula | valor=8295
linha=3241 | nome=Carlos | acao=escreveu o relatorio | valor=8233
linha=3242 | nome=Igor | acao=escreveu o relatorio | valor=2793
linha=3243 | nome=Bruno | acao=analisou os resultados | valor=4951
linha=3244 | nome=Carlos | acao=participou da aula | valor=8564
linha=3245 | nome=Ana | acao=comparou as metricas | valor=8564
linha=3246 | nome=Mariana | acao=fez um experimento | valor=3684
linha=3247 | nome=Otavio | acao=escreveu o relatorio | valor=1014
linha=3248 | nome=Otavio | acao=escreveu o relatorio | valor=8896
linha=3249 | nome=Bruno | acao=fez um experimento | valor=9440
linha=3250 | nome=Bruno | acao=participou da aula | valor=7288
linha=3251 | nome=Otavio | acao=executou o benchmark | valor=7556
linha=3252 | nome=Renata | acao=executou o benchmark | valor=1111
linha=3253 | nome=Natalia | acao=comparou as metricas | valor=5092
linha=3254 | nome=Ana | acao=executou o benchmark | valor=5214
linha=3255 | nome=Mariana | acao=executou o benchmark | valor=6072
linha=3256 | nome=Paulo | acao=fez um experimento | valor=7506
linha=3257 | nome=Karen | acao=escreveu o relatorio | valor=7964
linha=3258 | nome=Karen | acao=fez um experimento | valor=6976
linha=3259 | nome=Ana | acao=estudou computacao | valor=7920
linha=3260 | nome=Felipe | acao=executou o benchmark | valor=4856
linha=3261 | nome=Sofia | acao=fez um experimento | valor=6873
linha=3262 | nome=Sofia | acao=comparou as metricas | valor=4775
linha=3263 | nome=Natalia | acao=estudou computacao | valor=2648
linha=3264 | nome=Mariana | acao=otimizou o algoritmo | valor=4573
linha=3265 | nome=Karen | acao=fez um experimento | valor=8151
linha=3266 | nome=Mariana | acao=participou da aula | valor=4990
linha=3267 | nome=Tiago | acao=fez um experimento | valor=4802
linha=3268 | nome=Daniela | acao=otimizou o algoritmo | valor=5385
linha=3269 | nome=Tiago | acao=escreveu o relatorio | valor=3525
linha=3270 | nome=Joao | acao=analisou os resultados | valor=8842
linha=3271 | nome=Natalia | acao=participou da aula | valor=4608
linha=3272 | nome=Ana | acao=otimizou o algoritmo | valor=7591
linha=3273 | nome=Gabriela | acao=participou da aula | valor=9813
linha=3274 | nome=Felipe | acao=analisou os resultados | valor=1060
linha=3275 | nome=Paulo | acao=comparou as metricas | valor=6157
linha=3276 | nome=Helena | acao=executou o benchmark | valor=5272
linha=3277 | nome=Eduarda | acao=fez um experimento | valor=4732
linha=3278 | nome=Vitor | acao=otimizou o algoritmo | valor=5413
linha=3279 | nome=Igor | acao=fez um experimento | valor=5611
linha=3280 | nome=Felipe | acao=escreveu o relatorio | valor=7051
linha=3281 | nome=Sofia | acao=executou o benchmark | valor=7236
linha=3282 | nome=Mariana | acao=fez um experimento | valor=1340
linha=3283 | nome=Gabriela | acao=analisou os resultados | valor=5934
linha=3284 | nome=Vitor | acao=otimizou o algoritmo | valor=2915
linha=3285 | nome=Tiago | acao=estudou computacao | valor=5957
linha=3286 | nome=Lucas | acao=fez um experimento | valor=4302
linha=3287 | nome=Eduarda | acao=otimizou o algoritmo | valor=2575
linha=3288 | nome=Gabriela | acao=otimizou o algoritmo | valor=7693
linha=3289 | nome=Igor | acao=analisou os resultados | valor=9755
linha=3290 | nome=Ana | acao=escreveu o relatorio | valor=2258
linha=3291 | nome=Felipe | acao=participou da aula | valor=4211
linha=3292 | nome=Renata | acao=comparou as metricas | valor=7404
linha=3293 | nome=Ana | acao=analisou os resultados | valor=4514
linha=3294 | nome=Igor | acao=executou o benchmark | valor=4640
linha=3295 | nome=Ana | acao=executou o benchmark | valor=8978
linha=3296 | nome=Felipe | acao=estudou computacao | valor=8788
linha=3297 | nome=Mariana | acao=otimizou o algoritmo | valor=4925
linha=3298 | nome=Gabriela | acao=escreveu o relatorio | valor=5238
linha=3299 | nome=Ana | acao=estudou computacao | valor=3428
linha=3300 | nome=Natalia | acao=participou da aula | valor=8447
linha=3301 | nome=Helena | acao=otimizou o algoritmo | valor=3748
linha=3302 | nome=Natalia | acao=fez um experimento | valor=8039
linha=3303 | nome=Natalia | acao=comparou as metricas | valor=8894
linha=3304 | nome=Natalia | acao=escreveu o relatorio | valor=1230
linha=3305 | nome=Mariana | acao=escreveu o relatorio | valor=3229
linha=3306 | nome=Otavio | acao=participou da aula | valor=8695
linha=3307 | nome=Bruno | acao=fez um experimento | valor=9763
linha=3308 | nome=Sofia | acao=escreveu o relatorio | valor=1887
linha=3309 | nome=Felipe | acao=estudou computacao | valor=6818
linha=3310 | nome=Lucas | acao=comparou as metricas | valor=2271
linha=3311 | nome=Igor | acao=executou o benchmark | valor=5566
linha=3312 | nome=Carlos | acao=escreveu o relatorio | valor=7071
linha=3313 | nome=Felipe | acao=analisou os resultados | valor=3464
linha=3314 | nome=Sofia | acao=analisou os resultados | valor=8705
linha=3315 | nome=Paulo | acao=estudou computacao | valor=3181
linha=3316 | nome=Felipe | acao=executou o benchmark | valor=8556
linha=3317 | nome=Mariana | acao=analisou os resultados | valor=5969
linha=3318 | nome=Eduarda | acao=otimizou o algoritmo | valor=9872
linha=3319 | nome=Eduarda | acao=fez um experimento | valor=8016
linha=3320 | nome=Eduarda | acao=analisou os resultados | valor=5074
linha=3321 | nome=Otavio | acao=executou o benchmark | valor=2480
linha=3322 | nome=Natalia | acao=comparou as metricas | valor=5664
linha=3323 | nome=Bruno | acao=fez um experimento | valor=7928
linha=3324 | nome=Vitor | acao=analisou os resultados | valor=1520
linha=3325 | nome=Renata | acao=participou da aula | valor=1386
linha=3326 | nome=Helena | acao=comparou as metricas | valor=2053
linha=3327 | nome=Paulo | acao=escreveu o relatorio | valor=7811
linha=3328 | nome=Lucas | acao=fez um experimento | valor=3989
linha=3329 | nome=Tiago | acao=estudou computacao | valor=2773
linha=3330 | nome=Mariana | acao=escreveu o relatorio | valor=9561
linha=3331 | nome=Igor | acao=estudou computacao | valor=6573
linha=3332 | nome=Igor | acao=comparou as metricas | valor=3725
linha=3333 | nome=Natalia | acao=fez um experimento | valor=5367
linha=3334 | nome=Paulo | acao=comparou as metricas | valor=9012
linha=3335 | nome=Carlos | acao=executou o benchmark | valor=1866
linha=3336 | nome=Eduarda | acao=fez um experimento | valor=4476
linha=3337 | nome=Sofia | acao=fez um experimento | valor=4668
linha=3338 | nome=Joao | acao=estudou computacao | valor=8964
linha=3339 | nome=Helena | acao=participou da aula | valor=5682
linha=3340 | nome=Eduarda | acao=fez um experimento | valor=5250
linha=3341 | nome=Sofia | acao=fez um experimento | valor=5883
linha=3342 | nome=Otavio | acao=participou da aula | valor=8407
linha=3343 | nome=Joao | acao=comparou as metricas | valor=9192
linha=3344 | nome=Natalia | acao=escreveu o relatorio | valor=1064
linha=3345 | nome=Sofia | acao=fez um experimento | valor=9895
linha=3346 | nome=Helena | acao=comparou as metricas | valor=4280
linha=3347 | nome=Paulo | acao=otimizou o algoritmo | valor=5703
linha=3348 | nome=Daniela | acao=comparou as metricas | valor=5769
linha=3349 | nome=Gabriela | acao=comparou as metricas | valor=9903
linha=3350 | nome=Mariana | acao=executou o benchmark | valor=4960
linha=3351 | nome=Carlos | acao=otimizou o algoritmo | valor=5691
linha=3352 | nome=Igor | acao=fez um experimento | valor=8048
linha=3353 | nome=Natalia | acao=participou da aula | valor=9951
linha=3354 | nome=Mariana | acao=analisou os resultados | valor=5660
linha=3355 | nome=Mariana | acao=fez um experimento | valor=3203
linha=3356 | nome=Carlos | acao=otimizou o algoritmo | valor=2166
linha=3357 | nome=Vitor | acao=comparou as metricas | valor=8419
linha=3358 | nome=Eduarda | acao=analisou os resultados | valor=2644
linha=3359 | nome=Mariana | acao=analisou os resultados | valor=6120
linha=3360 | nome=Mariana | acao=otimizou o algoritmo | valor=6217
linha=3361 | nome=Gabriela | acao=estudou computacao | valor=8890
linha=3362 | nome=Igor | acao=fez um experimento | valor=6844
linha=3363 | nome=Daniela | acao=executou o benchmark | valor=9205
linha=3364 | nome=Igor | acao=participou da aula | valor=6278
linha=3365 | nome=Vitor | acao=otimizou o algoritmo | valor=6732
linha=3366 | nome=Daniela | acao=participou da aula | valor=7500
linha=3367 | nome=Lucas | acao=escreveu o relatorio | valor=4266
linha=3368 | nome=Tiago | acao=comparou as metricas | valor=9744
linha=3369 | nome=Joao | acao=estudou computacao | valor=7722
linha=3370 | nome=Helena | acao=fez um experimento | valor=8427
linha=3371 | nome=Carlos | acao=participou da aula | valor=6886
linha=3372 | nome=Joao | acao=otimizou o algoritmo | valor=2417
linha=3373 | nome=Tiago | acao=fez um experimento | valor=9929
linha=3374 | nome=Tiago | acao=estudou computacao | valor=9305
linha=3375 | nome=Natalia | acao=participou da aula | valor=4657
linha=3376 | nome=Igor | acao=otimizou o algoritmo | valor=6094
linha=3377 | nome=Mariana | acao=analisou os resultados | valor=2938
linha=3378 | nome=Mariana | acao=fez um experimento | valor=7851
linha=3379 | nome=Helena | acao=otimizou o algoritmo | valor=1587
linha=3380 | nome=Otavio | acao=estudou computacao | valor=2616
linha=3381 | nome=Helena | acao=escreveu o relatorio | valor=2368
linha=3382 | nome=Lucas | acao=participou da aula | valor=4824
linha=3383 | nome=Sofia | acao=participou da aula | valor=4852
linha=3384 | nome=Carlos | acao=comparou as metricas | valor=3222
linha=3385 | nome=Natalia | acao=comparou as metricas | valor=7590
linha=3386 | nome=Natalia | acao=participou da aula | valor=2600
linha=3387 | nome=Felipe | acao=escreveu o relatorio | valor=6056
linha=3388 | nome=Natalia | acao=executou o benchmark | valor=5678
linha=3389 | nome=Renata | acao=analisou os resultados | valor=2693
linha=3390 | nome=Joao | acao=executou o benchmark | valor=6245
linha=3391 | nome=Eduarda | acao=participou da aula | valor=6727
linha=3392 | nome=Joao | acao=otimizou o algoritmo | valor=7691
linha=3393 | nome=Natalia | acao=estudou computacao | valor=5671
linha=3394 | nome=Tiago | acao=analisou os resultados | valor=2370
linha=3395 | nome=Natalia | acao=fez um experimento | valor=5726
linha=3396 | nome=Daniela | acao=fez um experimento | valor=1633
linha=3397 | nome=Felipe | acao=fez um experimento | valor=5387
linha=3398 | nome=Mariana | acao=escreveu o relatorio | valor=8308
linha=3399 | nome=Eduarda | acao=executou o benchmark | valor=1302
linha=3400 | nome=Felipe | acao=executou o benchmark | valor=1976
linha=3401 | nome=Ana | acao=otimizou o algoritmo | valor=6731
linha=3402 | nome=Daniela | acao=participou da aula | valor=9214
linha=3403 | nome=Daniela | acao=escreveu o relatorio | valor=2879
linha=3404 | nome=Paulo | acao=otimizou o algoritmo | valor=1317
linha=3405 | nome=Mariana | acao=comparou as metricas | valor=6813
linha=3406 | nome=Sofia | acao=analisou os resultados | valor=2766
linha=3407 | nome=Vitor | acao=estudou computacao | valor=3165
linha=3408 | nome=Karen | acao=participou da aula | valor=6371
linha=3409 | nome=Carlos | acao=analisou os resultados | valor=1703
linha=3410 | nome=Carlos | acao=otimizou o algoritmo | valor=1726
linha=3411 | nome=Eduarda | acao=estudou computacao | valor=6020
linha=3412 | nome=Igor | acao=escreveu o relatorio | valor=5844
linha=3413 | nome=Natalia | acao=executou o benchmark | valor=7790
linha=3414 | nome=Helena | acao=escreveu o relatorio | valor=8740
linha=3415 | nome=Tiago | acao=estudou computacao | valor=2774
linha=3416 | nome=Helena | acao=otimizou o algoritmo | valor=1651
linha=3417 | nome=Gabriela | acao=analisou os resultados | valor=2375
linha=3418 | nome=Mariana | acao=analisou os resultados | valor=4317
linha=3419 | nome=Lucas | acao=comparou as metricas | valor=3527
linha=3420 | nome=Ana | acao=comparou as metricas | valor=7000
linha=3421 | nome=Natalia | acao=participou da aula | valor=4379
linha=3422 | nome=Natalia | acao=escreveu o relatorio | valor=8520
linha=3423 | nome=Mariana | acao=estudou computacao | valor=3484
linha=3424 | nome=Eduarda | acao=otimizou o algoritmo | valor=5914
linha=3425 | nome=Otavio | acao=otimizou o algoritmo | valor=8725
linha=3426 | nome=Carlos | acao=otimizou o algoritmo | valor=6849
linha=3427 | nome=Karen | acao=fez um experimento | valor=1866
linha=3428 | nome=Natalia | acao=escreveu o relatorio | valor=2985
linha=3429 | nome=Felipe | acao=comparou as metricas | valor=9344
linha=3430 | nome=Karen | acao=comparou as metricas | valor=7448
linha=3431 | nome=Sofia | acao=participou da aula | valor=2524
linha=3432 | nome=Natalia | acao=comparou as metricas | valor=3343
linha=3433 | nome=Ana | acao=fez um experimento | valor=6516
linha=3434 | nome=Ana | acao=comparou as metricas | valor=6653
linha=3435 | nome=Helena | acao=analisou os resultados | valor=6365
linha=3436 | nome=Vitor | acao=executou o benchmark | valor=2323
linha=3437 | nome=Natalia | acao=analisou os resultados | valor=7071
linha=3438 | nome=Mariana | acao=estudou computacao | valor=1199
linha=3439 | nome=Carlos | acao=estudou computacao | valor=9164
linha=3440 | nome=Igor | acao=executou o benchmark | valor=4095
linha=3441 | nome=Natalia | acao=fez um experimento | valor=6021
linha=3442 | nome=Tiago | acao=escreveu o relatorio | valor=2691
linha=3443 | nome=Tiago | acao=fez um experimento | valor=9547
linha=3444 | nome=Tiago | acao=analisou os resultados | valor=8868
linha=3445 | nome=Mariana | acao=otimizou o algoritmo | valor=8930
linha=3446 | nome=Mariana | acao=participou da aula | valor=9348
linha=3447 | nome=Felipe | acao=fez um experimento | valor=8923
linha=3448 | nome=Tiago | acao=analisou os resultados | valor=4692
linha=3449 | nome=Mariana | acao=estudou computacao | valor=2671
linha=3450 | nome=Paulo | acao=participou da aula | valor=8960
linha=3451 | nome=Gabriela | acao=escreveu o relatorio | valor=7872
linha=3452 | nome=Eduarda | acao=escreveu o relatorio | valor=1983
linha=3453 | nome=Bruno | acao=comparou as metricas | valor=6820
linha=3454 | nome=Renata | acao=executou o benchmark | valor=1166
linha=3455 | nome=Mariana | acao=fez um experimento | valor=1088
linha=3456 | nome=Otavio | acao=comparou as metricas | valor=7896
linha=3457 | nome=Bruno | acao=executou o benchmark | valor=5320
linha=3458 | nome=Otavio | acao=escreveu o relatorio | valor=8931
linha=3459 | nome=Lucas | acao=otimizou o algoritmo | valor=4159
linha=3460 | nome=Mariana | acao=participou da aula | valor=7763
linha=3461 | nome=Igor | acao=estudou computacao | valor=9985
linha=3462 | nome=Natalia | acao=analisou os resultados | valor=3510
linha=3463 | nome=Igor | acao=analisou os resultados | valor=3407
linha=3464 | nome=Lucas | acao=escreveu o relatorio | valor=4201
linha=3465 | nome=Eduarda | acao=fez um experimento | valor=1529
linha=3466 | nome=Daniela | acao=executou o benchmark | valor=6427
linha=3467 | nome=Carlos | acao=analisou os resultados | valor=6027
linha=3468 | nome=Paulo | acao=executou o benchmark | valor=1496
linha=3469 | nome=Paulo | acao=escreveu o relatorio | valor=4727
linha=3470 | nome=Karen | acao=otimizou o algoritmo | valor=9166
linha=3471 | nome=Felipe | acao=estudou computacao | valor=9579
linha=3472 | nome=Bruno | acao=escreveu o relatorio | valor=3487
linha=3473 | nome=Gabriela | acao=analisou os resultados | valor=2384
linha=3474 | nome=Paulo | acao=otimizou o algoritmo | valor=5698
linha=3475 | nome=Daniela | acao=executou o benchmark | valor=3461
linha=3476 | nome=Paulo | acao=fez um experimento | valor=6618
linha=3477 | nome=Felipe | acao=estudou computacao | valor=7291
linha=3478 | nome=Otavio | acao=fez um experimento | valor=5380
linha=3479 | nome=Sofia | acao=escreveu o relatorio | valor=9355
linha=3480 | nome=Mariana | acao=analisou os resultados | valor=4772
linha=3481 | nome=Vitor | acao=estudou computacao | valor=1722
linha=3482 | nome=Bruno | acao=analisou os resultados | valor=9367
linha=3483 | nome=Joao | acao=fez um experimento | valor=4208
