linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=2718 | nome=Paulo | acao=fez um experimento | valor=5638
linha=2719 | nome=Helena | acao=executou o benchmark | valor=5083
linha=2720 | nome=Daniela | acao=fez um experimento | valor=8677
linha=2721 | nome=Otavio | acao=escreveu o relatorio | valor=5045
linha=2722 | nome=Mariana | acao=fez um experimento | valor=7003
linha=2723 | nome=Tiago | acao=executou o benchmark | valor=9979
linha=2724 | nome=Otavio | acao=otimizou o algoritmo | valor=3125
linha=2725 | nome=Felipe | acao=participou da aula | valor=9530
linha=2726 | nome=Renata | acao=fez um experimento | valor=5982
linha=2727 | nome=Paulo | acao=comparou as metricas | valor=3307
linha=2728 | nome=Carlos | acao=comparou as metricas | valor=3243
linha=2729 | nome=Karen | acao=fez um experimento | valor=1004
linha=2730 | nome=Natalia | acao=executou o benchmark | valor=2883
linha=2731 | nome=Gabriela | acao=comparou as metricas | valor=3161
linha=2732 | nome=Vitor | acao=participou da aula | valor=1884
linha=2733 | nome=Sofia | acao=executou o benchmark | valor=7800
linha=2734 | nome=Eduarda | acao=participou da aula | valor=8073
linha=2735 | nome=Joao | acao=escreveu o relatorio | valor=9076
linha=2736 | nome=Mariana | acao=executou o benchmark | valor=7135
linha=2737 | nome=Tiago | acao=comparou as metricas | valor=4649
linha=2738 | nome=Tiago | acao=escreveu o relatorio | valor=9355
linha=2739 | nome=Sofia | acao=comparou as metricas | valor=5590
linha=2740 | nome=Ana | acao=otimizou o algoritmo | valor=1854
linha=2741 | nome=Sofia | acao=escreveu o relatorio | valor=5811
linha=2742 | nome=Carlos | acao=otimizou o algoritmo | valor=4350
linha=2743 | nome=Otavio | acao=escreveu o relatorio | valor=2904
linha=2744 | nome=Ana | acao=comparou as metricas | valor=3415
linha=2745 | nome=Tiago | acao=comparou as metricas | valor=3236
linha=2746 | nome=Carlos | acao=fez um experimento | valor=7150
linha=2747 | nome=Igor | acao=fez um experimento | valor=5950
linha=2748 | nome=Igor | acao=otimizou o algoritmo | valor=5296
linha=2749 | nome=Gabriela | acao=escreveu o relatorio | valor=4365
linha=2750 | nome=Igor | acao=escreveu o relatorio | valor=3436
linha=2751 | nome=Carlos | acao=fez um experimento | valor=3554
linha=2752 | nome=Mariana | acao=fez um experimento | valor=4293
linha=2753 | nome=Mariana | acao=fez um experimento | valor=4607
linha=2754 | nome=Ana | acao=executou o benchmark | valor=1367
linha=2755 | nome=Igor | acao=analisou os resultados | valor=1916
linha=2756 | nome=Ana | acao=participou da aula | valor=6087
linha=2757 | nome=Tiago | acao=executou o benchmark | valor=3242
linha=2758 | nome=Bruno | acao=otimizou o algoritmo | valor=7917
linha=2759 | nome=Bruno | acao=comparou as metricas | valor=2344
linha=2760 | nome=Renata | acao=fez um experimento | valor=9682
linha=2761 | nome=Ana | acao=fez um experimento | valor=6888
linha=2762 | nome=Tiago | acao=comparou as metricas | valor=5742
linha=2763 | nome=Daniela | acao=fez um experimento | valor=8785
linha=2764 | nome=Lucas | acao=escreveu o relatorio | valor=2474
linha=2765 | nome=Vitor | acao=executou o benchmark | valor=4023
linha=2766 | nome=Paulo | acao=participou da aula | valor=8190
linha=2767 | nome=Karen | acao=estudou computacao | valor=9034
linha=2768 | nome=Otavio | acao=otimizou o algoritmo | valor=3091
linha=2769 | nome=Paulo | acao=fez um experimento | valor=3212
linha=2770 | nome=Mariana | acao=escreveu o relatorio | valor=7373
linha=2771 | nome=Natalia | acao=analisou os resultados | valor=2108
linha=2772 | nome=Karen | acao=fez um experimento | valor=2948
linha=2773 | nome=Lucas | acao=comparou as metricas | valor=1195
linha=2774 | nome=Carlos | acao=estudou computacao | valor=9133
linha=2775 | nome=Sofia | acao=otimizou o algoritmo | valor=6434
linha=2776 | nome=Paulo | acao=fez um experimento | valor=5135
linha=2777 | nome=Karen | acao=fez um experimento | valor=7251
linha=2778 | nome=Natalia | acao=participou da aula | valor=4351
linha=2779 | nome=Felipe | acao=fez um experimento | valor=1704
linha=2780 | nome=Sofia | acao=escreveu o relatorio | valor=4031
linha=2781 | nome=Lucas | acao=executou o benchmark | valor=7919
linha=2782 | nome=Otavio | acao=escreveu o relatorio | valor=3201
linha=2783 | nome=Otavio | acao=participou da aula | valor=5395
linha=2784 | nome=Bruno | acao=executou o benchmark | valor=4790
linha=2785 | nome=Otavio | acao=executou o benchmark | valor=9801
linha=2786 | nome=Karen | acao=comparou as metricas | valor=4047
linha=2787 | nome=Daniela | acao=fez um experimento | valor=1923
linha=2788 | nome=Helena | acao=fez um experimento | valor=4969
linha=2789 | nome=Otavio | acao=otimizou o algoritmo | valor=8176
linha=2790 | nome=Mariana | acao=escreveu o relatorio | valor=2597
linha=2791 | nome=Felipe | acao=analisou os resultados | valor=1700
linha=2792 | nome=Vitor | acao=estudou computacao | valor=3563
linha=2793 | nome=Vitor | acao=comparou as metricas | valor=4752
linha=2794 | nome=Natalia | acao=fez um experimento | valor=1631
linha=2795 | nome=Felipe | acao=otimizou o algoritmo | valor=5147
linha=2796 | nome=Natalia | acao=escreveu o relatorio | valor=3483
linha=2797 | nome=Renata | acao=fez um experimento | valor=1369
linha=2798 | nome=Karen | acao=participou da aula | valor=4165
linha=2799 | nome=Paulo | acao=participou da aula | valor=4372
linha=2800 | nome=Paulo | acao=comparou as metricas | valor=5010
linha=2801 | nome=Helena | acao=otimizou o algoritmo | valor=2664
linha=2802 | nome=Paulo | acao=escreveu o relatorio | valor=7453
linha=2803 | nome=Paulo | acao=analisou os resultados | valor=6681
linha=2804 | nome=Vitor | acao=fez um experimento | valor=7876
linha=2805 | nome=Joao | acao=escreveu o relatorio | valor=7787
linha=2806 | nome=Carlos | acao=otimizou o algoritmo | valor=8606
linha=2807 | nome=Paulo | acao=participou da aula | valor=2061
linha=2808 | nome=Daniela | acao=escreveu o relatorio | valor=2442
linha=2809 | nome=Felipe | acao=escreveu o relatorio | valor=6593
linha=2810 | nome=Joao | acao=participou da aula | valor=4775
linha=2811 | nome=Natalia | acao=comparou as metricas | valor=6144
linha=2812 | nome=Joao | acao=otimizou o algoritmo | valor=4010
linha=2813 | nome=Joao | acao=comparou as metricas | valor=6606
linha=2814 | nome=Gabriela | acao=fez um experimento | valor=1170
linha=2815 | nome=Mariana | acao=participou da aula | valor=5748
linha=2816 | nome=Helena | acao=fez um experimento | valor=4252
linha=2817 | nome=Renata | acao=estudou computacao | valor=3277
linha=2818 | nome=Gabriela | acao=participou da aula | valor=1456
linha=2819 | nome=Bruno | acao=comparou as metricas | valor=5932
linha=2820 | nome=Paulo | acao=analisou os resultados | valor=3841
linha=2821 | nome=Mariana | acao=estudou computacao | valor=5073
linha=2822 | nome=Tiago | acao=executou o benchmark | valor=9409
linha=2823 | nome=Mariana | acao=executou o benchmark | valor=9375
linha=2824 | nome=Gabriela | acao=analisou os resultados | valor=6403
linha=2825 | nome=Mariana | acao=comparou as metricas | valor=1087
linha=2826 | nome=Renata | acao=analisou os resultados | valor=8071
linha=2827 | nome=Felipe | acao=fez um experimento | valor=4908
linha=2828 | nome=Sofia | acao=fez um experimento | valor=1609
linha=2829 | nome=Mariana | acao=analisou os resultados | valor=8037
linha=2830 | nome=Tiago | acao=fez um experimento | valor=9692
linha=2831 | nome=Karen | acao=escreveu o relatorio | valor=6432
linha=2832 | nome=Daniela | acao=estudou computacao | valor=1499
linha=2833 | nome=Renata | acao=estudou computacao | valor=7344
linha=2834 | nome=Daniela | acao=estudou computacao | valor=1473
linha=2835 | nome=Renata | acao=estudou computacao | valor=2216
linha=2836 | nome=Vitor | acao=fez um experimento | valor=5859
linha=2837 | nome=Joao | acao=executou o benchmark | valor=5268
linha=2838 | nome=Otavio | acao=executou o benchmark | valor=3002
linha=2839 | nome=Mariana | acao=otimizou o algoritmo | valor=3251
linha=2840 | nome=Joao | acao=estudou computacao | valor=9522
linha=2841 | nome=Bruno | acao=participou da aula | valor=1247
linha=2842 | nome=Helena | acao=participou da aula | valor=8482
linha=2843 | nome=Felipe | acao=executou o benchmark | valor=6320
linha=2844 | nome=Ana | acao=comparou as metricas | valor=2714
linha=2845 | nome=Vitor | acao=analisou os resultados | valor=2874
linha=2846 | nome=Carlos | acao=analisou os resultados | valor=1319
linha=2847 | nome=Felipe | acao=participou da aula | valor=3996
linha=2848 | nome=Mariana | acao=analisou os resultados | valor=5985
linha=2849 | nome=Carlos | acao=participou da aula | valor=9930
linha=2850 | nome=Natalia | acao=escreveu o relatorio | valor=8516
linha=2851 | nome=Paulo | acao=comparou as metricas | valor=7977
linha=2852 | nome=Carlos | acao=escreveu o relatorio | valor=2837
linha=2853 | nome=Renata | acao=otimizou o algoritmo | valor=6484
linha=2854 | nome=Mariana | acao=comparou as metricas | valor=1882
linha=2855 | nome=Mariana | acao=executou o benchmark | valor=8428
linha=2856 | nome=Natalia | acao=otimizou o algoritmo | valor=7304
linha=2857 | nome=Carlos | acao=otimizou o algoritmo | valor=8574
linha=2858 | nome=Felipe | acao=executou o benchmark | valor=6153
linha=2859 | nome=Karen | acao=comparou as metricas | valor=6116
linha=2860 | nome=Igor | acao=comparou as metricas | valor=5285
linha=2861 | nome=Paulo | acao=comparou as metricas | valor=4810
linha=2862 | nome=Tiago | acao=fez um experimento | valor=4821
linha=2863 | nome=Daniela | acao=fez um experimento | valor=5994
linha=2864 | nome=Igor | acao=otimizou o algoritmo | valor=3734
linha=2865 | nome=Natalia | acao=estudou computacao | valor=4583
linha=2866 | nome=Sofia | acao=otimizou o algoritmo | valor=1591
linha=2867 | nome=Renata | acao=estudou computacao | valor=2891
linha=2868 | nome=Gabriela | acao=otimizou o algoritmo | valor=8577
linha=2869 | nome=Mariana | acao=comparou as metricas | valor=2752
linha=2870 | nome=Otavio | acao=executou o benchmark | valor=6347
linha=2871 | nome=Joao | acao=fez um experimento | valor=9177
linha=2872 | nome=Daniela | acao=escreveu o relatorio | valor=7978
linha=2873 | nome=Felipe | acao=comparou as metricas | valor=9988
linha=2874 | nome=Ana | acao=otimizou o algoritmo | valor=8488
linha=2875 | nome=Joao | acao=executou o benchmark | valor=3443
linha=2876 | nome=Renata | acao=executou o benchmark | valor=6359
linha=2877 | nome=Karen | acao=participou da aula | valor=9774
linha=2878 | nome=Helena | acao=comparou as metricas | valor=2898
linha=2879 | nome=Tiago | acao=escreveu o relatorio | valor=4030
linha=2880 | nome=Gabriela | acao=executou o benchmark | valor=6862
linha=2881 | nome=Otavio | acao=fez um experimento | valor=5880
linha=2882 | nome=Mariana | acao=executou o benchmark | valor=6878
linha=2883 | nome=Carlos | acao=participou da aula | valor=1730
linha=2884 | nome=Tiago | acao=otimizou o algoritmo | valor=8810
linha=2885 | nome=Gabriela | acao=executou o benchmark | valor=3543
linha=2886 | nome=Paulo | acao=participou da aula | valor=5431
linha=2887 | nome=Renata | acao=comparou as metricas | valor=1762
linha=2888 | nome=Felipe | acao=participou da aula | valor=5684
linha=2889 | nome=Joao | acao=comparou as metricas | valor=9215
linha=2890 | nome=Otavio | acao=estudou computacao | valor=3047
linha=2891 | nome=Karen | acao=otimizou o algoritmo | valor=9875
linha=2892 | nome=Carlos | acao=otimizou o algoritmo | valor=7533
linha=2893 | nome=Lucas | acao=participou da aula | valor=7011
linha=2894 | nome=Igor | acao=participou da aula | valor=4440
linha=2895 | nome=Carlos | acao=escreveu o relatorio | valor=6456
linha=2896 | nome=Tiago | acao=executou o benchmark | valor=4672
linha=2897 | nome=Igor | acao=comparou as metricas | valor=2344
linha=2898 | nome=Sofia | acao=otimizou o algoritmo | valor=9288
linha=2899 | nome=Otavio | acao=otimizou o algoritmo | valor=5920
linha=2900 | nome=Karen | acao=escreveu o relatorio | valor=8069
linha=2901 | nome=Mariana | acao=fez um experimento | valor=7276
linha=2902 | nome=Natalia | acao=analisou os resultados | valor=9328
linha=2903 | nome=Otavio | acao=participou da aula | valor=7673
linha=2904 | nome=Natalia | acao=comparou as metricas | valor=2915
linha=2905 | nome=Karen | acao=estudou computacao | valor=7376
linha=2906 | nome=Daniela | acao=escreveu o relatorio | valor=5201
linha=2907 | nome=Ana | acao=participou da aula | valor=6656
linha=2908 | nome=Helena | acao=otimizou o algoritmo | valor=9072
linha=2909 | nome=Daniela | acao=participou da aula | valor=7531
linha=2910 | nome=Paulo | acao=estudou computacao | valor=1422
linha=2911 | nome=Gabriela | acao=escreveu o relatorio | valor=5180
linha=2912 | nome=Renata | acao=analisou os resultados | valor=9449
linha=2913 | nome=Otavio | acao=comparou as metricas | valor=4221
linha=2914 | nome=Felipe | acao=otimizou o algoritmo | valor=6811
linha=2915 | nome=Natalia | acao=participou da aula | valor=9138
linha=2916 | nome=Daniela | acao=escreveu o relatorio | valor=9057
linha=2917 | nome=Vitor | acao=otimizou o algoritmo | valor=8295
linha=2918 | nome=Daniela | acao=otimizou o algoritmo | valor=3791
linha=2919 | nome=Karen | acao=participou da aula | valor=9229
linha=2920 | nome=Mariana | acao=otimizou o algoritmo | valor=9166
linha=2921 | nome=Sofia | acao=comparou as metricas | valor=9391
linha=2922 | nome=Natalia | acao=estudou computacao | valor=1162
linha=2923 | nome=Daniela | acao=analisou os resultados | valor=7348
linha=2924 | nome=Igor | acao=estudou computacao | valor=3866
linha=2925 | nome=Bruno | acao=comparou as metricas | valor=8640
linha=2926 | nome=Vitor | acao=comparou as metricas | valor=4437
linha=2927 | nome=Daniela | acao=otimizou o algoritmo | valor=1536
linha=2928 | nome=Vitor | acao=otimizou o algoritmo | valor=5221
linha=2929 | nome=Eduarda | acao=estudou computacao | valor=1063
linha=2930 | nome=Helena | acao=analisou os resultados | valor=3717
linha=2931 | nome=Vitor | acao=escreveu o relatorio | valor=1893
linha=2932 | nome=Renata | acao=participou da aula | valor=1962
linha=2933 | nome=Sofia | acao=estudou computacao | valor=8593
linha=2934 | nome=Lucas | acao=participou da aula | valor=9605
linha=2935 | nome=Lucas | acao=participou da aula | valor=3480
linha=2936 | nome=Ana | acao=participou da aula | valor=3084
linha=2937 | nome=Sofia | acao=executou o benchmark | valor=2761
linha=2938 | nome=Renata | acao=executou o benchmark | valor=6991
linha=2939 | nome=Karen | acao=participou da aula | valor=1032
linha=2940 | nome=Paulo | acao=analisou os resultados | valor=9605
linha=2941 | nome=Bruno | acao=otimizou o algoritmo | valor=2005
linha=2942 | nome=Felipe | acao=executou o benchmark | valor=3030
linha=2943 | nome=Mariana | acao=otimizou o algoritmo | valor=4709
linha=2944 | nome=Eduarda | acao=executou o benchmark | valor=8411
linha=2945 | nome=Sofia | acao=otimizou o algoritmo | valor=2137
linha=2946 | nome=Mariana | acao=analisou os resultados | valor=8144
linha=2947 | nome=Sofia | acao=escreveu o relatorio | valor=2436
linha=2948 | nome=Ana | acao=analisou os resultados | valor=4118
linha=2949 | nome=Ana | acao=fez um experimento | valor=4584
linha=2950 | nome=Tiago | acao=escreveu o relatorio | valor=6806
linha=2951 | nome=Felipe | acao=participou da aula | valor=6193
linha=2952 | nome=Tiago | acao=executou o benchmark | valor=4790
linha=2953 | nome=Paulo | acao=estudou computacao | valor=2368
linha=2954 | nome=Gabriela | acao=fez um experimento | valor=5701
linha=2955 | nome=Mariana | acao=comparou as metricas | valor=3752
linha=2956 | nome=Bruno | acao=fez um experimento | valor=5090
linha=2957 | nome=Igor | acao=comparou as metricas | valor=3166
linha=2958 | nome=Ana | acao=escreveu o relatorio | valor=1794
linha=2959 | nome=Carlos | acao=comparou as metricas | valor=7114
linha=2960 | nome=Renata | acao=analisou os resultados | valor=4744
linha=2961 | nome=Igor | acao=executou o benchmark | valor=8372
linha=2962 | nome=Vitor | acao=otimizou o algoritmo | valor=2101
linha=2963 | nome=Gabriela | acao=participou da aula | valor=4590
linha=2964 | nome=Renata | acao=fez um experimento | valor=1401
linha=2965 | nome=Ana | acao=otimizou o algoritmo | valor=6240
linha=2966 | nome=Sofia | acao=fez um experimento | valor=6515
linha=2967 | nome=Mariana | acao=escreveu o relatorio | valor=7394
linha=2968 | nome=Joao | acao=analisou os resultados | valor=8652
linha=2969 | nome=Otavio | acao=participou da aula | valor=6385
linha=2970 | nome=Daniela | acao=estudou computacao | valor=7568
