linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=2926 | nome=Eduarda | acao=analisou os resultados | valor=2633
linha=2927 | nome=Eduarda | acao=executou o benchmark | valor=6469
linha=2928 | nome=Joao | acao=comparou as metricas | valor=9504
linha=2929 | nome=Renata | acao=fez um experimento | valor=8794
linha=2930 | nome=Helena | acao=analisou os resultados | valor=6285
linha=2931 | nome=Bruno | acao=fez um experimento | valor=7730
linha=2932 | nome=Renata | acao=escreveu o relatorio | valor=8846
linha=2933 | nome=Natalia | acao=escreveu o relatorio | valor=5392
linha=2934 | nome=Carlos | acao=fez um experimento | valor=9964
linha=2935 | nome=Felipe | acao=analisou os resultados | valor=7268
linha=2936 | nome=Helena | acao=escreveu o relatorio | valor=7914
linha=2937 | nome=Paulo | acao=estudou computacao | valor=8460
linha=2938 | nome=Tiago | acao=escreveu o relatorio | valor=6408
linha=2939 | nome=Vitor | acao=participou da aula | valor=8518
linha=2940 | nome=Igor | acao=otimizou o algoritmo | valor=1881
linha=2941 | nome=Eduarda | acao=analisou os resultados | valor=3250
linha=2942 | nome=Karen | acao=escreveu o relatorio | valor=8104
linha=2943 | nome=Joao | acao=escreveu o relatorio | valor=5756
linha=2944 | nome=Helena | acao=executou o benchmark | valor=6472
linha=2945 | nome=Karen | acao=estudou computacao | valor=1707
linha=2946 | nome=Daniela | acao=estudou computacao | valor=9859
linha=2947 | nome=Sofia | acao=analisou os resultados | valor=8311
linha=2948 | nome=Carlos | acao=analisou os resultados | valor=8334
linha=2949 | nome=Otavio | acao=comparou as metricas | valor=8913
linha=2950 | nome=Lucas | acao=fez um experimento | valor=2936
linha=2951 | nome=Lucas | acao=otimizou o algoritmo | valor=2216
linha=2952 | nome=Mariana | acao=comparou as metricas | valor=1163
linha=2953 | nome=Renata | acao=fez um experimento | valor=7742
linha=2954 | nome=Gabriela | acao=analisou os resultados | valor=3111
linha=2955 | nome=Vitor | acao=escreveu o relatorio | valor=8417
linha=2956 | nome=Bruno | acao=escreveu o relatorio | valor=4050
linha=2957 | nome=Igor | acao=analisou os resultados | valor=3035
linha=2958 | nome=Sofia | acao=participou da aula | valor=8225
linha=2959 | nome=Paulo | acao=analisou os resultados | valor=7882
linha=2960 | nome=Daniela | acao=executou o benchmark | valor=6830
linha=2961 | nome=Gabriela | acao=escreveu o relatorio | valor=6585
linha=2962 | nome=Otavio | acao=executou o benchmark | valor=4431
linha=2963 | nome=Otavio | acao=fez um experimento | valor=5190
linha=2964 | nome=Natalia | acao=estudou computacao | valor=3153
linha=2965 | nome=Tiago | acao=otimizou o algoritmo | valor=4802
linha=2966 | nome=Vitor | acao=escreveu o relatorio | valor=3083
linha=2967 | nome=Helena | acao=comparou as metricas | valor=4884
linha=2968 | nome=Igor | acao=otimizou o algoritmo | valor=8944
linha=2969 | nome=Sofia | acao=fez um experimento | valor=4620
linha=2970 | nome=Tiago | acao=analisou os resultados | valor=3962
linha=2971 | nome=Vitor | acao=comparou as metricas | valor=4542
linha=2972 | nome=Paulo | acao=otimizou o algoritmo | valor=8001
linha=2973 | nome=Bruno | acao=analisou os resultados | valor=3046
linha=2974 | nome=Vitor | acao=otimizou o algoritmo | valor=3052
linha=2975 | nome=Igor | acao=analisou os resultados | valor=4706
linha=2976 | nome=Gabriela | acao=comparou as metricas | valor=3072
linha=2977 | nome=Vitor | acao=comparou as metricas | valor=5172
linha=2978 | nome=Ana | acao=executou o benchmark | valor=2391
linha=2979 | nome=Helena | acao=escreveu o relatorio | valor=8322
linha=2980 | nome=Paulo | acao=comparou as metricas | valor=2273
linha=2981 | nome=Daniela | acao=comparou as metricas | valor=1528
linha=2982 | nome=Joao | acao=estudou computacao | valor=8170
linha=2983 | nome=Bruno | acao=fez um experimento | valor=2242
linha=2984 | nome=Daniela | acao=analisou os resultados | valor=2992
linha=2985 | nome=Mariana | acao=executou o benchmark | valor=9559
linha=2986 | nome=Mariana | acao=comparou as metricas | valor=3590
linha=2987 | nome=Otavio | acao=analisou os resultados | valor=5717
linha=2988 | nome=Helena | acao=escreveu o relatorio | valor=4790
linha=2989 | nome=Carlos | acao=otimizou o algoritmo | valor=5861
linha=2990 | nome=Natalia | acao=executou o benchmark | valor=4512
linha=2991 | nome=Carlos | acao=comparou as metricas | valor=8908
linha=2992 | nome=Carlos | acao=analisou os resultados | valor=9485
linha=2993 | nome=Carlos | acao=analisou os resultados | valor=1238
linha=2994 | nome=Ana | acao=otimizou o algoritmo | valor=9130
linha=2995 | nome=Joao | acao=analisou os resultados | valor=8700
linha=2996 | nome=Renata | acao=comparou as metricas | valor=1619
linha=2997 | nome=Sofia | acao=comparou as metricas | valor=3177
linha=2998 | nome=Daniela | acao=comparou as metricas | valor=7976
linha=2999 | nome=Eduarda | acao=executou o benchmark | valor=1395
linha=3000 | nome=Felipe | acao=estudou computacao | valor=3516
linha=3001 | nome=Joao | acao=executou o benchmark | valor=3899
linha=3002 | nome=Daniela | acao=otimizou o algoritmo | valor=2406
linha=3003 | nome=Tiago | acao=fez um experimento | valor=9022
linha=3004 | nome=Paulo | acao=escreveu o relatorio | valor=4624
linha=3005 | nome=Natalia | acao=estudou computacao | valor=7869
linha=3006 | nome=Vitor | acao=analisou os resultados | valor=4399
linha=3007 | nome=Otavio | acao=participou da aula | valor=7617
linha=3008 | nome=Otavio | acao=estudou computacao | valor=3492
linha=3009 | nome=Daniela | acao=fez um experimento | valor=8154
linha=3010 | nome=Helena | acao=executou o benchmark | valor=8530
linha=3011 | nome=Mariana | acao=participou da aula | valor=5314
linha=3012 | nome=Igor | acao=otimizou o algoritmo | valor=5285
linha=3013 | nome=Helena | acao=comparou as metricas | valor=3832
linha=3014 | nome=Karen | acao=escreveu o relatorio | valor=6512
linha=3015 | nome=Ana | acao=executou o benchmark | valor=9401
linha=3016 | nome=Tiago | acao=escreveu o relatorio | valor=9427
linha=3017 | nome=Ana | acao=participou da aula | valor=5873
linha=3018 | nome=Ana | acao=estudou computacao | valor=5901
linha=3019 | nome=Ana | acao=estudou computacao | valor=6746
linha=3020 | nome=Ana | acao=otimizou o algoritmo | valor=5158
linha=3021 | nome=Igor | acao=estudou computacao | valor=8250
linha=3022 | nome=Helena | acao=participou da aula | valor=3569
linha=3023 | nome=Eduarda | acao=executou o benchmark | valor=7180
linha=3024 | nome=Mariana | acao=estudou computacao | valor=6425
linha=3025 | nome=Eduarda | acao=otimizou o algoritmo | valor=5328
linha=3026 | nome=Renata | acao=escreveu o relatorio | valor=6266
linha=3027 | nome=Felipe | acao=fez um experimento | valor=5609
linha=3028 | nome=Bruno | acao=participou da aula | valor=2228
linha=3029 | nome=Natalia | acao=otimizou o algoritmo | valor=6404
linha=3030 | nome=Tiago | acao=participou da aula | valor=4645
linha=3031 | nome=Gabriela | acao=executou o benchmark | valor=7102
linha=3032 | nome=Karen | acao=participou da aula | valor=9732
linha=3033 | nome=Karen | acao=escreveu o relatorio | valor=2815
linha=3034 | nome=Lucas | acao=participou da aula | valor=6877
linha=3035 | nome=Bruno | acao=otimizou o algoritmo | valor=7034
linha=3036 | nome=Gabriela | acao=otimizou o algoritmo | valor=5263
linha=3037 | nome=Tiago | acao=participou da aula | valor=2393
linha=3038 | nome=Mariana | acao=executou o benchmark | valor=3134
linha=3039 | nome=Sofia | acao=comparou as metricas | valor=7689
linha=3040 | nome=Carlos | acao=otimizou o algoritmo | valor=8490
linha=3041 | nome=Gabriela | acao=otimizou o algoritmo | valor=5405
linha=3042 | nome=Helena | acao=estudou computacao | valor=1924
linha=3043 | nome=Daniela | acao=analisou os resultados | valor=8719
linha=3044 | nome=Sofia | acao=escreveu o relatorio | valor=9150
linha=3045 | nome=Lucas | acao=participou da aula | valor=2092
linha=3046 | nome=Felipe | acao=analisou os resultados | valor=7895
linha=3047 | nome=Paulo | acao=executou o benchmark | valor=6707
linha=3048 | nome=Otavio | acao=otimizou o algoritmo | valor=1184
linha=3049 | nome=Natalia | acao=fez um experimento | valor=7652
linha=3050 | nome=Mariana | acao=fez um experimento | valor=2568
linha=3051 | nome=Felipe | acao=fez um experimento | valor=9513
linha=3052 | nome=Vitor | acao=fez um experimento | valor=3359
linha=3053 | nome=Bruno | acao=executou o benchmark | valor=8891
linha=3054 | nome=Eduarda | acao=executou o benchmark | valor=3625
linha=3055 | nome=Karen | acao=executou o benchmark | valor=5123
linha=3056 | nome=Ana | acao=escreveu o relatorio | valor=9363
linha=3057 | nome=Mariana | acao=participou da aula | valor=4412
linha=3058 | nome=Joao | acao=participou da aula | valor=6642
linha=3059 | nome=Carlos | acao=participou da aula | valor=1119
linha=3060 | nome=Sofia | acao=fez um experimento | valor=6651
linha=3061 | nome=Daniela | acao=participou da aula | valor=2182
linha=3062 | nome=Vitor | acao=fez um experimento | valor=7816
linha=3063 | nome=Tiago | acao=estudou computacao | valor=5137
linha=3064 | nome=Otavio | acao=estudou computacao | valor=9746
linha=3065 | nome=Igor | acao=executou o benchmark | valor=6789
linha=3066 | nome=Bruno | acao=estudou computacao | valor=5318
linha=3067 | nome=Mariana | acao=executou o benchmark | valor=5035
linha=3068 | nome=Carlos | acao=analisou os resultados | valor=7040
linha=3069 | nome=Otavio | acao=comparou as metricas | valor=4787
linha=3070 | nome=Tiago | acao=executou o benchmark | valor=2250
linha=3071 | nome=Carlos | acao=otimizou o algoritmo | valor=7698
linha=3072 | nome=Joao | acao=comparou as metricas | valor=8718
linha=3073 | nome=Vitor | acao=participou da aula | valor=8613
linha=3074 | nome=Mariana | acao=comparou as metricas | valor=1664
linha=3075 | nome=Karen | acao=otimizou o algoritmo | valor=6276
linha=3076 | nome=Otavio | acao=analisou os resultados | valor=2007
linha=3077 | nome=Paulo | acao=executou o benchmark | valor=7418
linha=3078 | nome=Otavio | acao=otimizou o algoritmo | valor=6436
linha=3079 | nome=Vitor | acao=participou da aula | valor=4910
linha=3080 | nome=Vitor | acao=estudou computacao | valor=3747
linha=3081 | nome=Mariana | acao=analisou os resultados | valor=1668
linha=3082 | nome=Vitor | acao=fez um experimento | valor=2808
linha=3083 | nome=Vitor | acao=analisou os resultados | valor=5953
linha=3084 | nome=Natalia | acao=participou da aula | valor=9894
linha=3085 | nome=Igor | acao=executou o benchmark | valor=7455
linha=3086 | nome=Paulo | acao=comparou as metricas | valor=5706
linha=3087 | nome=Natalia | acao=otimizou o algoritmo | valor=4548
linha=3088 | nome=Helena | acao=fez um experimento | valor=4925
linha=3089 | nome=Daniela | acao=participou da aula | valor=5918
linha=3090 | nome=Karen | acao=escreveu o relatorio | valor=8478
linha=3091 | nome=Lucas | acao=participou da aula | valor=2995
linha=3092 | nome=Helena | acao=escreveu o relatorio | valor=2850
linha=3093 | nome=Daniela | acao=estudou computacao | valor=7074
linha=3094 | nome=Tiago | acao=participou da aula | valor=3477
linha=3095 | nome=Sofia | acao=comparou as metricas | valor=4036
linha=3096 | nome=Helena | acao=escreveu o relatorio | valor=1299
linha=3097 | nome=Carlos | acao=escreveu o relatorio | valor=2110
linha=3098 | nome=Mariana | acao=otimizou o algoritmo | valor=2576
linha=3099 | nome=Lucas | acao=fez um experimento | valor=6565
linha=3100 | nome=Daniela | acao=comparou as metricas | valor=3941
linha=3101 | nome=Tiago | acao=otimizou o algoritmo | valor=4204
linha=3102 | nome=Natalia | acao=escreveu o relatorio | valor=4776
linha=3103 | nome=Mariana | acao=comparou as metricas | valor=9753
linha=3104 | nome=Eduarda | acao=fez um experimento | valor=6401
linha=3105 | nome=Mariana | acao=executou o benchmark | valor=9480
linha=3106 | nome=Renata | acao=participou da aula | valor=7804
linha=3107 | nome=Bruno | acao=executou o benchmark | valor=1311
linha=3108 | nome=Gabriela | acao=analisou os resultados | valor=3821
linha=3109 | nome=Daniela | acao=comparou as metricas | valor=4640
linha=3110 | nome=Renata | acao=executou o benchmark | valor=1206
linha=3111 | nome=Igor | acao=estudou computacao | valor=4443
linha=3112 | nome=Renata | acao=executou o benchmark | valor=2526
linha=3113 | nome=Sofia | acao=escreveu o relatorio | valor=6076
linha=3114 | nome=Ana | acao=participou da aula | valor=6683
linha=3115 | nome=Bruno | acao=otimizou o algoritmo | valor=9964
linha=3116 | nome=Sofia | acao=executou o benchmark | valor=2453
linha=3117 | nome=Karen | acao=executou o benchmark | valor=8039
linha=3118 | nome=Felipe | acao=participou da aula | valor=3717
linha=3119 | nome=Carlos | acao=analisou os resultados | valor=2863
linha=3120 | nome=Mariana | acao=estudou computacao | valor=6767
linha=3121 | nome=Ana | acao=estudou computacao | valor=9291
linha=3122 | nome=Helena | acao=otimizou o algoritmo | valor=6332
linha=3123 | nome=Renata | acao=analisou os resultados | valor=8819
linha=3124 | nome=Paulo | acao=executou o benchmark | valor=5360
linha=3125 | nome=Daniela | acao=participou da aula | valor=1792
linha=3126 | nome=Tiago | acao=comparou as metricas | valor=8069
linha=3127 | nome=Natalia | acao=fez um experimento | valor=5411
linha=3128 | nome=Helena | acao=executou o benchmark | valor=4519
linha=3129 | nome=Igor | acao=comparou as metricas | valor=4113
linha=3130 | nome=Ana | acao=participou da aula | valor=8035
linha=3131 | nome=Paulo | acao=participou da aula | valor=6424
linha=3132 | nome=Natalia | acao=participou da aula | valor=7144
linha=3133 | nome=Sofia | acao=comparou as metricas | valor=1907
linha=3134 | nome=Daniela | acao=executou o benchmark | valor=6306
linha=3135 | nome=Bruno | acao=participou da aula | valor=8262
linha=3136 | nome=Helena | acao=estudou computacao | valor=7002
linha=3137 | nome=Joao | acao=executou o benchmark | valor=4682
linha=3138 | nome=Mariana | acao=otimizou o algoritmo | valor=1833
linha=3139 | nome=Felipe | acao=otimizou o algoritmo | valor=3444
linha=3140 | nome=Paulo | acao=participou da aula | valor=3022
linha=3141 | nome=Carlos | acao=executou o benchmark | valor=3089
linha=3142 | nome=Igor | acao=estudou computacao | valor=4152
linha=3143 | nome=Vitor | acao=analisou os resultados | valor=3997
linha=3144 | nome=Renata | acao=comparou as metricas | valor=2741
linha=3145 | nome=Mariana | acao=analisou os resultados | valor=7655
linha=3146 | nome=Tiago | acao=participou da aula | valor=6818
linha=3147 | nome=Natalia | acao=participou da aula | valor=4297
linha=3148 | nome=Vitor | acao=analisou os resultados | valor=8827
linha=3149 | nome=Felipe | acao=participou da aula | valor=5395
linha=3150 | nome=Gabriela | acao=escreveu o relatorio | valor=1122
linha=3151 | nome=Joao | acao=participou da aula | valor=9869
linha=3152 | nome=Eduarda | acao=analisou os resultados | valor=2296
linha=3153 | nome=Natalia | acao=estudou computacao | valor=9441
linha=3154 | nome=Carlos | acao=estudou computacao | valor=3081
linha=3155 | nome=Joao | acao=comparou as metricas | valor=2580
linha=3156 | nome=Renata | acao=executou o benchmark | valor=3350
linha=3157 | nome=Carlos | acao=otimizou o algoritmo | valor=7157
linha=3158 | nome=Karen | acao=analisou os resultados | valor=8222
linha=3159 | nome=Natalia | acao=participou da aula | valor=9567
linha=3160 | nome=Tiago | acao=fez um experimento | valor=1475
linha=3161 | nome=Mariana | acao=otimizou o algoritmo | valor=6610
linha=3162 | nome=Renata | acao=estudou computacao | valor=6057
linha=3163 | nome=Vitor | acao=estudou computacao | valor=3930
linha=3164 | nome=Carlos | acao=escreveu o relatorio | valor=7245
linha=3165 | nome=Paulo | acao=analisou os resultados | valor=4441
linha=3166 | nome=Daniela | acao=comparou as metricas | valor=8061
linha=3167 | nome=Paulo | acao=fez um experimento | valor=4496
linha=3168 | nome=Karen | acao=comparou as metricas | valor=8813
linha=3169 | nome=Helena | acao=fez um experimento | valor=3310
linha=3170 | nome=Carlos | acao=comparou as metricas | valor=3112
linha=3171 | nome=Joao | acao=estudou computacao | valor=3177
linha=3172 | nome=Paulo | acao=estudou computacao | valor=3928
linha=3173 | nome=Daniela | acao=escreveu o relatorio | valor=4112
linha=3174 | nome=Felipe | acao=comparou as metricas | valor=5266
linha=3175 | nome=Ana | acao=otimizou o algoritmo | valor=9876
linha=3176 | nome=Vitor | acao=estudou computacao | valor=6623
linha=3177 | nome=Ana | acao=analisou os resultados | valor=4089
linha=3178 | nome=Tiago | acao=escreveu o relatorio | valor=4416
linha=3179 | nome=Eduarda | acao=otimizou o algoritmo | valor=9177
linha=3180 | nome=Felipe | acao=executou o benchmark | valor=3707
