linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=3118 | nome=Ana | acao=participou da aula | valor=5703
linha=3119 | nome=Paulo | acao=comparou as metricas | valor=9792
linha=3120 | nome=Natalia | acao=estudou computacao | valor=4385
linha=3121 | nome=Karen | acao=participou da aula | valor=2320
linha=3122 | nome=Vitor | acao=estudou computacao | valor=5974
linha=3123 | nome=Joao | acao=participou da aula | valor=2979
linha=3124 | nome=Karen | acao=estudou computacao | valor=9385
linha=3125 | nome=Joao | acao=comparou as metricas | valor=8652
linha=3126 | nome=Otavio | acao=executou o benchmark | valor=1525
linha=3127 | nome=Otavio | acao=participou da aula | valor=8766
linha=3128 | nome=Bruno | acao=analisou os resultados | valor=2003
linha=3129 | nome=Ana | acao=escreveu o relatorio | valor=3223
linha=3130 | nome=Eduarda | acao=participou da aula | valor=3822
linha=3131 | nome=Gabriela | acao=estudou computacao | valor=2107
linha=3132 | nome=Carlos | acao=otimizou o algoritmo | valor=4496
linha=3133 | nome=Felipe | acao=estudou computacao | valor=6469
linha=3134 | nome=Renata | acao=otimizou o algoritmo | valor=3177
linha=3135 | nome=Karen | acao=escreveu o relatorio | valor=1448
linha=3136 | nome=Eduarda | acao=executou o benchmark | valor=1946
linha=3137 | nome=Vitor | acao=estudou computacao | valor=1272
linha=3138 | nome=Lucas | acao=fez um experimento | valor=7135
linha=3139 | nome=Paulo | acao=analisou os resultados | valor=5300
linha=3140 | nome=Daniela | acao=comparou as metricas | valor=1418
linha=3141 | nome=Lucas | acao=estudou computacao | valor=5204
linha=3142 | nome=Sofia | acao=analisou os resultados | valor=9505
linha=3143 | nome=Vitor | acao=escreveu o relatorio | valor=2479
linha=3144 | nome=Ana | acao=analisou os resultados | valor=5869
linha=3145 | nome=Helena | acao=participou da aula | valor=8932
linha=3146 | nome=Igor | acao=estudou computacao | valor=4446
linha=3147 | nome=Mariana | acao=escreveu o relatorio | valor=3452
linha=3148 | nome=Renata | acao=fez um experimento | valor=5509
linha=3149 | nome=Otavio | acao=fez um experimento | valor=3693
linha=3150 | nome=Ana | acao=otimizou o algoritmo | valor=2602
linha=3151 | nome=Igor | acao=fez um experimento | valor=8851
linha=3152 | nome=Felipe | acao=analisou os resultados | valor=7612
linha=3153 | nome=Joao | acao=participou da aula | valor=2076
linha=3154 | nome=Paulo | acao=estudou computacao | valor=5946
linha=3155 | nome=Lucas | acao=escreveu o relatorio | valor=7390
linha=3156 | nome=Igor | acao=otimizou o algoritmo | valor=5941
linha=3157 | nome=Natalia | acao=executou o benchmark | valor=8622
linha=3158 | nome=Renata | acao=participou da aula | valor=5092
linha=3159 | nome=Renata | acao=comparou as metricas | valor=6920
linha=3160 | nome=Karen | acao=estudou computacao | valor=2923
linha=3161 | nome=Felipe | acao=escreveu o relatorio | valor=3644
linha=3162 | nome=Lucas | acao=escreveu o relatorio | valor=9724
linha=3163 | nome=Helena | acao=participou da aula | valor=2701
linha=3164 | nome=Karen | acao=estudou computacao | valor=2891
linha=3165 | nome=Vitor | acao=otimizou o algoritmo | valor=1777
linha=3166 | nome=Helena | acao=comparou as metricas | valor=5850
linha=3167 | nome=Helena | acao=otimizou o algoritmo | valor=6713
linha=3168 | nome=Helena | acao=fez um experimento | valor=6831
linha=3169 | nome=Tiago | acao=fez um experimento | valor=9081
linha=3170 | nome=Bruno | acao=escreveu o relatorio | valor=8800
linha=3171 | nome=Tiago | acao=participou da aula | valor=2625
linha=3172 | nome=Karen | acao=estudou computacao | valor=2584
linha=3173 | nome=Paulo | acao=otimizou o algoritmo | valor=5136
linha=3174 | nome=Tiago | acao=otimizou o algoritmo | valor=9145
linha=3175 | nome=Sofia | acao=estudou computacao | valor=7240
linha=3176 | nome=Natalia | acao=otimizou o algoritmo | valor=6805
linha=3177 | nome=Carlos | acao=executou o benchmark | valor=3012
linha=3178 | nome=Renata | acao=participou da aula | valor=9875
linha=3179 | nome=Carlos | acao=analisou os resultados | valor=6567
linha=3180 | nome=Natalia | acao=analisou os resultados | valor=7145
linha=3181 | nome=Eduarda | acao=estudou computacao | valor=3998
linha=3182 | nome=Sofia | acao=estudou computacao | valor=5910
linha=3183 | nome=Joao | acao=estudou computacao | valor=5380
linha=3184 | nome=Daniela | acao=analisou os resultados | valor=2567
linha=3185 | nome=Paulo | acao=estudou computacao | valor=8452
linha=3186 | nome=Lucas | acao=estudou computacao | valor=1149
linha=3187 | nome=Otavio | acao=comparou as metricas | valor=8053
linha=3188 | nome=Paulo | acao=otimizou o algoritmo | valor=1938
linha=3189 | nome=Natalia | acao=executou o benchmark | valor=8956
linha=3190 | nome=Bruno | acao=participou da aula | valor=7706
linha=3191 | nome=Paulo | acao=estudou computacao | valor=9296
linha=3192 | nome=Natalia | acao=participou da aula | valor=6920
linha=3193 | nome=Daniela | acao=estudou computacao | valor=4718
linha=3194 | nome=Igor | acao=escreveu o relatorio | valor=6799
linha=3195 | nome=Natalia | acao=estudou computacao | valor=2226
linha=3196 | nome=Igor | acao=analisou os resultados | valor=8054
linha=3197 | nome=Mariana | acao=estudou computacao | valor=7029
linha=3198 | nome=Helena | acao=analisou os resultados | valor=8892
linha=3199 | nome=Ana | acao=otimizou o algoritmo | valor=6331
linha=3200 | nome=Helena | acao=otimizou o algoritmo | valor=8621
linha=3201 | nome=Lucas | acao=analisou os resultados | valor=6039
linha=3202 | nome=Bruno | acao=analisou os resultados | valor=9427
linha=3203 | nome=Lucas | acao=estudou computacao | valor=9243
linha=3204 | nome=Sofia | acao=participou da aula | valor=4179
linha=3205 | nome=Tiago | acao=estudou computacao | valor=3321
linha=3206 | nome=Mariana | acao=fez um experimento | valor=1864
linha=3207 | nome=Renata | acao=executou o benchmark | valor=1426
linha=3208 | nome=Tiago | acao=estudou computacao | valor=7876
linha=3209 | nome=Daniela | acao=comparou as metricas | valor=4191
linha=3210 | nome=Paulo | acao=estudou computacao | valor=1990
linha=3211 | nome=Sofia | acao=executou o benchmark | valor=9738
linha=3212 | nome=Daniela | acao=estudou computacao | valor=8165
linha=3213 | nome=Paulo | acao=otimizou o algoritmo | valor=2424
linha=3214 | nome=Tiago | acao=executou o benchmark | valor=1176
linha=3215 | nome=Felipe | acao=analisou os resultados | valor=8866
linha=3216 | nome=Paulo | acao=participou da aula | valor=5779
linha=3217 | nome=Mariana | acao=estudou computacao | valor=7454
linha=3218 | nome=Vitor | acao=analisou os resultados | valor=2391
linha=3219 | nome=Joao | acao=fez um experimento | valor=1540
linha=3220 | nome=Tiago | acao=executou o benchmark | valor=8731
linha=3221 | nome=Carlos | acao=executou o benchmark | valor=4863
linha=3222 | nome=Gabriela | acao=comparou as metricas | valor=5099
linha=3223 | nome=Joao | acao=analisou os resultados | valor=6570
linha=3224 | nome=Bruno | acao=analisou os resultados | valor=1655
linha=3225 | nome=Tiago | acao=comparou as metricas | valor=6995
linha=3226 | nome=Felipe | acao=fez um experimento | valor=7368
linha=3227 | nome=Tiago | acao=estudou computacao | valor=6311
linha=3228 | nome=Ana | acao=otimizou o algoritmo | valor=1906
linha=3229 | nome=Lucas | acao=estudou computacao | valor=7473
linha=3230 | nome=Helena | acao=participou da aula | valor=8770
linha=3231 | nome=Otavio | acao=analisou os resultados | valor=6430
linha=3232 | nome=Igor | acao=estudou computacao | valor=5705
linha=3233 | nome=Sofia | acao=estudou computacao | valor=9842
linha=3234 | nome=Bruno | acao=otimizou o algoritmo | valor=9116
linha=3235 | nome=Eduarda | acao=executou o benchmark | valor=9346
linha=3236 | nome=Renata | acao=executou o benchmark | valor=1897
linha=3237 | nome=Eduarda | acao=comparou as metricas | valor=7126
linha=3238 | nome=Mariana | acao=analisou os resultados | valor=1955
linha=3239 | nome=Karen | acao=estudou computacao | valor=6651
linha=3240 | nome=Felipe | acao=escreveu o relatorio | valor=2178
linha=3241 | nome=Sofia | acao=otimizou o algoritmo | valor=1366
linha=3242 | nome=Karen | acao=analisou os resultados | valor=2590
linha=3243 | nome=Mariana | acao=escreveu o relatorio | valor=8523
linha=3244 | nome=Otavio | acao=escreveu o relatorio | valor=4832
linha=3245 | nome=Joao | acao=executou o benchmark | valor=7315
linha=3246 | nome=Helena | acao=analisou os resultados | valor=7924
linha=3247 | nome=Tiago | acao=analisou os resultados | valor=7343
linha=3248 | nome=Mariana | acao=comparou as metricas | valor=4889
linha=3249 | nome=Renata | acao=comparou as metricas | valor=4107
linha=3250 | nome=Felipe | acao=analisou os resultados | valor=5097
linha=3251 | nome=Mariana | acao=analisou os resultados | valor=9300
linha=3252 | nome=Helena | acao=otimizou o algoritmo | valor=1419
linha=3253 | nome=Tiago | acao=escreveu o relatorio | valor=3333
linha=3254 | nome=Felipe | acao=otimizou o algoritmo | valor=1036
linha=3255 | nome=Lucas | acao=estudou computacao | valor=7166
linha=3256 | nome=Joao | acao=escreveu o relatorio | valor=1408
linha=3257 | nome=Ana | acao=analisou os resultados | valor=6743
linha=3258 | nome=Joao | acao=fez um experimento | valor=9879
linha=3259 | nome=Bruno | acao=otimizou o algoritmo | valor=7872
linha=3260 | nome=Lucas | acao=comparou as metricas | valor=1255
linha=3261 | nome=Bruno | acao=analisou os resultados | valor=7979
linha=3262 | nome=Gabriela | acao=otimizou o algoritmo | valor=7748
linha=3263 | nome=Tiago | acao=executou o benchmark | valor=9054
linha=3264 | nome=Lucas | acao=escreveu o relatorio | valor=4307
linha=3265 | nome=Helena | acao=estudou computacao | valor=6111
linha=3266 | nome=Gabriela | acao=otimizou o algoritmo | valor=6962
linha=3267 | nome=Carlos | acao=executou o benchmark | valor=1492
linha=3268 | nome=Igor | acao=participou da aula | valor=1480
linha=3269 | nome=Daniela | acao=executou o benchmark | valor=3548
linha=3270 | nome=Renata | acao=estudou computacao | valor=4182
linha=3271 | nome=Lucas | acao=estudou computacao | valor=6588
linha=3272 | nome=Daniela | acao=comparou as metricas | valor=6090
linha=3273 | nome=Otavio | acao=executou o benchmark | valor=6319
linha=3274 | nome=Ana | acao=participou da aula | valor=7115
linha=3275 | nome=Natalia | acao=estudou computacao | valor=1307
linha=3276 | nome=Felipe | acao=estudou computacao | valor=6696
linha=3277 | nome=Carlos | acao=analisou os resultados | valor=7668
linha=3278 | nome=Sofia | acao=comparou as metricas | valor=1523
linha=3279 | nome=Gabriela | acao=escreveu o relatorio | valor=1272
linha=3280 | nome=Carlos | acao=comparou as metricas | valor=2681
linha=3281 | nome=Otavio | acao=escreveu o relatorio | valor=7607
linha=3282 | nome=Carlos | acao=executou o benchmark | valor=4595
linha=3283 | nome=Bruno | acao=executou o benchmark | valor=7345
linha=3284 | nome=Vitor | acao=otimizou o algoritmo | valor=7878
linha=3285 | nome=Joao | acao=comparou as metricas | valor=6607
linha=3286 | nome=Vitor | acao=fez um experimento | valor=5790
linha=3287 | nome=Mariana | acao=fez um experimento | valor=9500
linha=3288 | nome=Vitor | acao=otimizou o algoritmo | valor=6262
linha=3289 | nome=Paulo | acao=analisou os resultados | valor=4320
linha=3290 | nome=Vitor | acao=comparou as metricas | valor=9265
linha=3291 | nome=Vitor | acao=estudou computacao | valor=6199
linha=3292 | nome=Mariana | acao=comparou as metricas | valor=1567
linha=3293 | nome=Mariana | acao=comparou as metricas | valor=8302
linha=3294 | nome=Vitor | acao=analisou os resultados | valor=7037
linha=3295 | nome=Natalia | acao=comparou as metricas | valor=7781
linha=3296 | nome=Mariana | acao=executou o benchmark | valor=7160
linha=3297 | nome=Vitor | acao=otimizou o algoritmo | valor=3105
linha=3298 | nome=Carlos | acao=participou da aula | valor=4098
linha=3299 | nome=Bruno | acao=participou da aula | valor=5909
linha=3300 | nome=Ana | acao=comparou as metricas | valor=1093
linha=3301 | nome=Vitor | acao=participou da aula | valor=8993
linha=3302 | nome=Renata | acao=otimizou o algoritmo | valor=9599
linha=3303 | nome=Sofia | acao=comparou as metricas | valor=2976
linha=3304 | nome=Igor | acao=executou o benchmark | valor=1107
linha=3305 | nome=Gabriela | acao=escreveu o relatorio | valor=4103
linha=3306 | nome=Otavio | acao=participou da aula | valor=6998
linha=3307 | nome=Igor | acao=estudou computacao | valor=7294
linha=3308 | nome=Sofia | acao=estudou computacao | valor=6490
linha=3309 | nome=Mariana | acao=participou da aula | valor=1301
linha=3310 | nome=Karen | acao=analisou os resultados | valor=6202
linha=3311 | nome=Gabriela | acao=analisou os resultados | valor=6203
linha=3312 | nome=Sofia | acao=otimizou o algoritmo | valor=5989
linha=3313 | nome=Gabriela | acao=participou da aula | valor=6535
linha=3314 | nome=Tiago | acao=escreveu o relatorio | valor=2404
linha=3315 | nome=Sofia | acao=executou o benchmark | valor=7714
linha=3316 | nome=Bruno | acao=estudou computacao | valor=3832
linha=3317 | nome=Bruno | acao=otimizou o algoritmo | valor=3589
linha=3318 | nome=Otavio | acao=estudou computacao | valor=2468
linha=3319 | nome=Lucas | acao=estudou computacao | valor=7279
linha=3320 | nome=Mariana | acao=escreveu o relatorio | valor=1945
linha=3321 | nome=Eduarda | acao=analisou os resultados | valor=7212
linha=3322 | nome=Tiago | acao=analisou os resultados | valor=3155
linha=3323 | nome=Eduarda | acao=participou da aula | valor=1816
linha=3324 | nome=Daniela | acao=comparou as metricas | valor=3703
linha=3325 | nome=Gabriela | acao=executou o benchmark | valor=9894
linha=3326 | nome=Karen | acao=analisou os resultados | valor=4412
linha=3327 | nome=Vitor | acao=analisou os resultados | valor=9807
linha=3328 | nome=Natalia | acao=analisou os resultados | valor=8041
linha=3329 | nome=Joao | acao=executou o benchmark | valor=3165
linha=3330 | nome=Otavio | acao=comparou as metricas | valor=3277
linha=3331 | nome=Karen | acao=participou da aula | valor=7153
linha=3332 | nome=Igor | acao=comparou as metricas | valor=7422
linha=3333 | nome=Igor | acao=escreveu o relatorio | valor=7879
linha=3334 | nome=Helena | acao=escreveu o relatorio | valor=8369
linha=3335 | nome=Sofia | acao=fez um experimento | valor=8595
linha=3336 | nome=Natalia | acao=otimizou o algoritmo | valor=4543
linha=3337 | nome=Vitor | acao=executou o benchmark | valor=2749
linha=3338 | nome=Daniela | acao=escreveu o relatorio | valor=4643
linha=3339 | nome=Paulo | acao=analisou os resultados | valor=7196
linha=3340 | nome=Sofia | acao=escreveu o relatorio | valor=9740
linha=3341 | nome=Karen | acao=participou da aula | valor=2014
linha=3342 | nome=Vitor | acao=otimizou o algoritmo | valor=9788
linha=3343 | nome=Paulo | acao=otimizou o algoritmo | valor=9331
linha=3344 | nome=Paulo | acao=estudou computacao | valor=5221
linha=3345 | nome=Mariana | acao=estudou computacao | valor=8819
linha=3346 | nome=Felipe | acao=participou da aula | valor=9088
linha=3347 | nome=Lucas | acao=participou da aula | valor=5688
linha=3348 | nome=Bruno | acao=participou da aula | valor=1806
linha=3349 | nome=Joao | acao=escreveu o relatorio | valor=7276
linha=3350 | nome=Igor | acao=otimizou o algoritmo | valor=6421
linha=3351 | nome=Igor | acao=fez um experimento | valor=5411
linha=3352 | nome=Otavio | acao=fez um experimento | valor=2375
linha=3353 | nome=Bruno | acao=fez um experimento | valor=2297
linha=3354 | nome=Carlos | acao=fez um experimento | valor=4147
linha=3355 | nome=Tiago | acao=fez um experimento | valor=9909
linha=3356 | nome=Carlos | acao=participou da aula | valor=1435
linha=3357 | nome=Renata | acao=otimizou o algoritmo | valor=9268
linha=3358 | nome=Tiago | acao=comparou as metricas | valor=4349
linha=3359 | nome=Vitor | acao=executou o benchmark | valor=3642
linha=3360 | nome=Mariana | acao=fez um experimento | valor=1904
linha=3361 | nome=Paulo | acao=participou da aula | valor=3418
linha=3362 | nome=Natalia | acao=comparou as metricas | valor=6378
linha=3363 | nome=Karen | acao=participou da aula | valor=3202
linha=3364 | nome=Karen | acao=participou da aula | valor=8805
linha=3365 | nome=Gabriela | acao=fez um experimento | valor=1819
linha=3366 | nome=Joao | acao=escreveu o relatorio | valor=1488
linha=3367 | nome=Daniela | acao=participou da aula | valor=5249
linha=3368 | nome=Ana | acao=comparou as metricas | valor=9894
linha=3369 | nome=Helena | acao=analisou os resultados | valor=5445
linha=3370 | nome=Helena | acao=participou da aula | valor=4972
linha=3371 | nome=Igor | acao=comparou as metricas | valor=4633
linha=3372 | nome=Daniela | acao=comparou as metricas | valor=9125
