linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=3014 | nome=Bruno | acao=comparou as metricas | valor=7847
linha=3015 | nome=Natalia | acao=estudou computacao | valor=9425
linha=3016 | nome=Tiago | acao=participou da aula | valor=5341
linha=3017 | nome=Paulo | acao=analisou os resultados | valor=6905
linha=3018 | nome=Vitor | acao=executou o benchmark | valor=6056
linha=3019 | nome=Tiago | acao=escreveu o relatorio | valor=6910
linha=3020 | nome=Mariana | acao=estudou computacao | valor=4035
linha=3021 | nome=Vitor | acao=analisou os resultados | valor=2886
linha=3022 | nome=Karen | acao=fez um experimento | valor=4077
linha=3023 | nome=Vitor | acao=analisou os resultados | valor=5723
linha=3024 | nome=Vitor | acao=comparou as metricas | valor=2409
linha=3025 | nome=Joao | acao=analisou os resultados | valor=9597
linha=3026 | nome=Sofia | acao=comparou as metricas | valor=7107
linha=3027 | nome=Vitor | acao=escreveu o relatorio | valor=2073
linha=3028 | nome=Bruno | acao=executou o benchmark | valor=9385
linha=3029 | nome=Paulo | acao=executou o benchmark | valor=9213
linha=3030 | nome=Natalia | acao=comparou as metricas | valor=7970
linha=3031 | nome=Igor | acao=fez um experimento | valor=6307
linha=3032 | nome=Renata | acao=otimizou o algoritmo | valor=3739
linha=3033 | nome=Karen | acao=executou o benchmark | valor=5793
linha=3034 | nome=Renata | acao=analisou os resultados | valor=4052
linha=3035 | nome=Joao | acao=fez um experimento | valor=4258
linha=3036 | nome=Mariana | acao=executou o benchmark | valor=8273
linha=3037 | nome=Paulo | acao=participou da aula | valor=4240
linha=3038 | nome=Carlos | acao=comparou as metricas | valor=4146
linha=3039 | nome=Lucas | acao=escreveu o relatorio | valor=2973
linha=3040 | nome=Natalia | acao=analisou os resultados | valor=2198
linha=3041 | nome=Paulo | acao=executou o benchmark | valor=7420
linha=3042 | nome=Sofia | acao=escreveu o relatorio | valor=2642
linha=3043 | nome=Felipe | acao=otimizou o algoritmo | valor=6845
linha=3044 | nome=Vitor | acao=estudou computacao | valor=1652
linha=3045 | nome=Renata | acao=analisou os resultados | valor=8048
linha=3046 | nome=Renata | acao=otimizou o algoritmo | valor=1313
linha=3047 | nome=Renata | acao=otimizou o algoritmo | valor=7749
linha=3048 | nome=Gabriela | acao=escreveu o relatorio | valor=4241
linha=3049 | nome=Paulo | acao=analisou os resultados | valor=8476
linha=3050 | nome=Daniela | acao=otimizou o algoritmo | valor=3889
linha=3051 | nome=Daniela | acao=estudou computacao | valor=9543
linha=3052 | nome=Igor | acao=escreveu o relatorio | valor=2261
linha=3053 | nome=Daniela | acao=analisou os resultados | valor=7643
linha=3054 | nome=Paulo | acao=otimizou o algoritmo | valor=1918
linha=3055 | nome=Carlos | acao=analisou os resultados | valor=4810
linha=3056 | nome=Tiago | acao=fez um experimento | valor=8890
linha=3057 | nome=Paulo | acao=executou o benchmark | valor=7981
linha=3058 | nome=Felipe | acao=participou da aula | valor=1531
linha=3059 | nome=Sofia | acao=otimizou o algoritmo | valor=2649
linha=3060 | nome=Helena | acao=fez um experimento | valor=6825
linha=3061 | nome=Renata | acao=executou o benchmark | valor=6446
linha=3062 | nome=Sofia | acao=comparou as metricas | valor=3603
linha=3063 | nome=Mariana | acao=analisou os resultados | valor=3749
linha=3064 | nome=Otavio | acao=otimizou o algoritmo | valor=9252
linha=3065 | nome=Carlos | acao=participou da aula | valor=1446
linha=3066 | nome=Natalia | acao=participou da aula | valor=5310
linha=3067 | nome=Renata | acao=participou da aula | valor=9651
linha=3068 | nome=Eduarda | acao=participou da aula | valor=3549
linha=3069 | nome=Daniela | acao=estudou computacao | valor=4474
linha=3070 | nome=Daniela | acao=comparou as metricas | valor=6947
linha=3071 | nome=Renata | acao=executou o benchmark | valor=4481
linha=3072 | nome=Daniela | acao=participou da aula | valor=8946
linha=3073 | nome=Lucas | acao=participou da aula | valor=9288
linha=3074 | nome=Mariana | acao=participou da aula | valor=4869
linha=3075 | nome=Otavio | acao=estudou computacao | valor=1659
linha=3076 | nome=Vitor | acao=otimizou o algoritmo | valor=8984
linha=3077 | nome=Joao | acao=fez um experimento | valor=6999
linha=3078 | nome=Vitor | acao=escreveu o relatorio | valor=8356
linha=3079 | nome=Ana | acao=executou o benchmark | valor=6533
linha=3080 | nome=Natalia | acao=fez um experimento | valor=1316
linha=3081 | nome=Karen | acao=analisou os resultados | valor=4310
linha=3082 | nome=Otavio | acao=escreveu o relatorio | valor=7037
linha=3083 | nome=Eduarda | acao=otimizou o algoritmo | valor=4485
linha=3084 | nome=Tiago | acao=escreveu o relatorio | valor=1598
linha=3085 | nome=Ana | acao=escreveu o relatorio | valor=2619
linha=3086 | nome=Felipe | acao=estudou computacao | valor=7301
linha=3087 | nome=Renata | acao=otimizou o algoritmo | valor=4126
linha=3088 | nome=Joao | acao=executou o benchmark | valor=5762
linha=3089 | nome=Natalia | acao=participou da aula | valor=4830
linha=3090 | nome=Mariana | acao=escreveu o relatorio | valor=7808
linha=3091 | nome=Daniela | acao=escreveu o relatorio | valor=3439
linha=3092 | nome=Tiago | acao=comparou as metricas | valor=6151
linha=3093 | nome=Joao | acao=participou da aula | valor=6570
linha=3094 | nome=Igor | acao=escreveu o relatorio | valor=6848
linha=3095 | nome=Tiago | acao=executou o benchmark | valor=9317
linha=3096 | nome=Natalia | acao=comparou as metricas | valor=7948
linha=3097 | nome=Joao | acao=analisou os resultados | valor=1849
linha=3098 | nome=Eduarda | acao=comparou as metricas | valor=7982
linha=3099 | nome=Otavio | acao=executou o benchmark | valor=6225
linha=3100 | nome=Felipe | acao=analisou os resultados | valor=1160
linha=3101 | nome=Otavio | acao=estudou computacao | valor=9491
linha=3102 | nome=Daniela | acao=fez um experimento | valor=1285
linha=3103 | nome=Igor | acao=fez um experimento | valor=5617
linha=3104 | nome=Helena | acao=escreveu o relatorio | valor=3553
linha=3105 | nome=Gabriela | acao=escreveu o relatorio | valor=4428
linha=3106 | nome=Gabriela | acao=escreveu o relatorio | valor=3644
linha=3107 | nome=Renata | acao=participou da aula | valor=5490
linha=3108 | nome=Igor | acao=fez um experimento | valor=3618
linha=3109 | nome=Tiago | acao=comparou as metricas | valor=2167
linha=3110 | nome=Helena | acao=escreveu o relatorio | valor=5908
linha=3111 | nome=Daniela | acao=escreveu o relatorio | valor=7380
linha=3112 | nome=Joao | acao=estudou computacao | valor=2937
linha=3113 | nome=Gabriela | acao=analisou os resultados | valor=5444
linha=3114 | nome=Tiago | acao=participou da aula | valor=5191
linha=3115 | nome=Otavio | acao=participou da aula | valor=5285
linha=3116 | nome=Felipe | acao=executou o benchmark | valor=2793
linha=3117 | nome=Igor | acao=analisou os resultados | valor=5614
linha=3118 | nome=Paulo | acao=analisou os resultados | valor=6312
linha=3119 | nome=Carlos | acao=otimizou o algoritmo | valor=8295
linha=3120 | nome=Otavio | acao=comparou as metricas | valor=2415
linha=3121 | nome=Renata | acao=executou o benchmark | valor=7027
linha=3122 | nome=Paulo | acao=otimizou o algoritmo | valor=3746
linha=3123 | nome=Carlos | acao=escreveu o relatorio | valor=2700
linha=3124 | nome=Natalia | acao=escreveu o relatorio | valor=5851
linha=3125 | nome=Otavio | acao=escreveu o relatorio | valor=7027
linha=3126 | nome=Otavio | acao=estudou computacao | valor=7512
linha=3127 | nome=Helena | acao=analisou os resultados | valor=3489
linha=3128 | nome=Tiago | acao=executou o benchmark | valor=2300
linha=3129 | nome=Mariana | acao=otimizou o algoritmo | valor=2349
linha=3130 | nome=Daniela | acao=escreveu o relatorio | valor=5618
linha=3131 | nome=Igor | acao=analisou os resultados | valor=4758
linha=3132 | nome=Daniela | acao=otimizou o algoritmo | valor=8011
linha=3133 | nome=Karen | acao=escreveu o relatorio | valor=2305
linha=3134 | nome=Vitor | acao=estudou computacao | valor=8463
linha=3135 | nome=Lucas | acao=otimizou o algoritmo | valor=6562
linha=3136 | nome=Paulo | acao=escreveu o relatorio | valor=7717
linha=3137 | nome=Mariana | acao=fez um experimento | valor=1013
linha=3138 | nome=Helena | acao=executou o benchmark | valor=1179
linha=3139 | nome=Vitor | acao=escreveu o relatorio | valor=8008
linha=3140 | nome=Daniela | acao=otimizou o algoritmo | valor=8395
linha=3141 | nome=Renata | acao=estudou computacao | valor=5083
linha=3142 | nome=Daniela | acao=estudou computacao | valor=8891
linha=3143 | nome=Gabriela | acao=escreveu o relatorio | valor=7641
linha=3144 | nome=Otavio | acao=participou da aula | valor=6063
linha=3145 | nome=Renata | acao=executou o benchmark | valor=8008
linha=3146 | nome=Otavio | acao=otimizou o algoritmo | valor=2321
linha=3147 | nome=Helena | acao=otimizou o algoritmo | valor=1888
linha=3148 | nome=Renata | acao=participou da aula | valor=4828
linha=3149 | nome=Tiago | acao=comparou as metricas | valor=4384
linha=3150 | nome=Eduarda | acao=fez um experimento | valor=1928
linha=3151 | nome=Natalia | acao=otimizou o algoritmo | valor=2787
linha=3152 | nome=Ana | acao=analisou os resultados | valor=7137
linha=3153 | nome=Otavio | acao=comparou as metricas | valor=4278
linha=3154 | nome=Paulo | acao=otimizou o algoritmo | valor=8475
linha=3155 | nome=Daniela | acao=comparou as metricas | valor=7050
linha=3156 | nome=Carlos | acao=analisou os resultados | valor=3531
linha=3157 | nome=Tiago | acao=comparou as metricas | valor=5840
linha=3158 | nome=Tiago | acao=participou da aula | valor=3727
linha=3159 | nome=Paulo | acao=fez um experimento | valor=7847
linha=3160 | nome=Natalia | acao=estudou computacao | valor=1921
linha=3161 | nome=Gabriela | acao=fez um experimento | valor=6013
linha=3162 | nome=Lucas | acao=comparou as metricas | valor=9368
linha=3163 | nome=Karen | acao=comparou as metricas | valor=3307
linha=3164 | nome=Carlos | acao=participou da aula | valor=6911
linha=3165 | nome=Gabriela | acao=analisou os resultados | valor=8507
linha=3166 | nome=Sofia | acao=executou o benchmark | valor=8680
linha=3167 | nome=Karen | acao=analisou os resultados | valor=3057
linha=3168 | nome=Felipe | acao=participou da aula | valor=5292
linha=3169 | nome=Gabriela | acao=executou o benchmark | valor=5857
linha=3170 | nome=Felipe | acao=fez um experimento | valor=6698
linha=3171 | nome=Eduarda | acao=otimizou o algoritmo | valor=9432
linha=3172 | nome=Otavio | acao=escreveu o relatorio | valor=3264
linha=3173 | nome=Sofia | acao=executou o benchmark | valor=1173
linha=3174 | nome=Carlos | acao=participou da aula | valor=4733
linha=3175 | nome=Igor | acao=participou da aula | valor=6482
linha=3176 | nome=Natalia | acao=analisou os resultados | valor=3726
linha=3177 | nome=Felipe | acao=executou o benchmark | valor=4770
linha=3178 | nome=Igor | acao=executou o benchmark | valor=7477
linha=3179 | nome=Gabriela | acao=participou da aula | valor=7396
linha=3180 | nome=Natalia | acao=otimizou o algoritmo | valor=4072
linha=3181 | nome=Eduarda | acao=analisou os resultados | valor=4746
linha=3182 | nome=Vitor | acao=comparou as metricas | valor=8956
linha=3183 | nome=Tiago | acao=fez um experimento | valor=8352
linha=3184 | nome=Carlos | acao=otimizou o algoritmo | valor=2216
linha=3185 | nome=Bruno | acao=executou o benchmark | valor=7676
linha=3186 | nome=Joao | acao=comparou as metricas | valor=3671
linha=3187 | nome=Natalia | acao=fez um experimento | valor=1335
linha=3188 | nome=Felipe | acao=executou o benchmark | valor=8419
linha=3189 | nome=Otavio | acao=otimizou o algoritmo | valor=6163
linha=3190 | nome=Bruno | acao=executou o benchmark | valor=5708
linha=3191 | nome=Joao | acao=executou o benchmark | valor=3500
linha=3192 | nome=Otavio | acao=executou o benchmark | valor=6161
linha=3193 | nome=Tiago | acao=escreveu o relatorio | valor=7690
linha=3194 | nome=Vitor | acao=executou o benchmark | valor=8735
linha=3195 | nome=Paulo | acao=analisou os resultados | valor=9214
linha=3196 | nome=Paulo | acao=comparou as metricas | valor=1680
linha=3197 | nome=Gabriela | acao=fez um experimento | valor=9047
linha=3198 | nome=Joao | acao=fez um experimento | valor=6724
linha=3199 | nome=Lucas | acao=comparou as metricas | valor=3774
linha=3200 | nome=Renata | acao=comparou as metricas | valor=5536
linha=3201 | nome=Igor | acao=otimizou o algoritmo | valor=7018
linha=3202 | nome=Mariana | acao=participou da aula | valor=7801
linha=3203 | nome=Sofia | acao=otimizou o algoritmo | valor=5003
linha=3204 | nome=Sofia | acao=fez um experimento | valor=7734
linha=3205 | nome=Igor | acao=comparou as metricas | valor=7956
linha=3206 | nome=Mariana | acao=escreveu o relatorio | valor=3249
linha=3207 | nome=Renata | acao=participou da aula | valor=4970
linha=3208 | nome=Tiago | acao=participou da aula | valor=8584
linha=3209 | nome=Helena | acao=comparou as metricas | valor=6428
linha=3210 | nome=Bruno | acao=estudou computacao | valor=8980
linha=3211 | nome=Bruno | acao=analisou os resultados | valor=9122
linha=3212 | nome=Carlos | acao=escreveu o relatorio | valor=1659
linha=3213 | nome=Bruno | acao=escreveu o relatorio | valor=1423
linha=3214 | nome=Lucas | acao=otimizou o algoritmo | valor=6265
linha=3215 | nome=Lucas | acao=participou da aula | valor=3701
linha=3216 | nome=Vitor | acao=executou o benchmark | valor=5522
linha=3217 | nome=Gabriela | acao=fez um experimento | valor=7347
linha=3218 | nome=Eduarda | acao=escreveu o relatorio | valor=8430
linha=3219 | nome=Tiago | acao=otimizou o algoritmo | valor=2333
linha=3220 | nome=Vitor | acao=comparou as metricas | valor=2966
linha=3221 | nome=Felipe | acao=escreveu o relatorio | valor=2992
linha=3222 | nome=Bruno | acao=participou da aula | valor=7692
linha=3223 | nome=Mariana | acao=fez um experimento | valor=8383
linha=3224 | nome=Helena | acao=analisou os resultados | valor=1779
linha=3225 | nome=Renata | acao=fez um experimento | valor=8072
linha=3226 | nome=Tiago | acao=participou da aula | valor=6860
linha=3227 | nome=Lucas | acao=analisou os resultados | valor=6345
linha=3228 | nome=Joao | acao=comparou as metricas | valor=7527
linha=3229 | nome=Helena | acao=comparou as metricas | valor=3544
linha=3230 | nome=Igor | acao=executou o benchmark | valor=5370
linha=3231 | nome=Eduarda | acao=escreveu o relatorio | valor=7169
linha=3232 | nome=Helena | acao=escreveu o relatorio | valor=5158
linha=3233 | nome=Paulo | acao=otimizou o algoritmo | valor=1611
linha=3234 | nome=Helena | acao=fez um experimento | valor=8484
linha=3235 | nome=Helena | acao=comparou as metricas | valor=8714
linha=3236 | nome=Karen | acao=analisou os resultados | valor=9648
linha=3237 | nome=Tiago | acao=fez um experimento | valor=3259
linha=3238 | nome=Tiago | acao=escreveu o relatorio | valor=5554
linha=3239 | nome=Natalia | acao=comparou as metricas | valor=4937
linha=3240 | nome=Sofia | acao=otimizou o algoritmo | valor=4183
linha=3241 | nome=Natalia | acao=escreveu o relatorio | valor=7307
linha=3242 | nome=Carlos | acao=analisou os resultados | valor=1838
linha=3243 | nome=Carlos | acao=otimizou o algoritmo | valor=7934
linha=3244 | nome=Natalia | acao=analisou os resultados | valor=4252
linha=3245 | nome=Carlos | acao=analisou os resultados | valor=1592
linha=3246 | nome=Vitor | acao=executou o benchmark | valor=9812
linha=3247 | nome=Joao | acao=estudou computacao | valor=2866
linha=3248 | nome=Mariana | acao=analisou os resultados | valor=6014
linha=3249 | nome=Helena | acao=fez um experimento | valor=5045
linha=3250 | nome=Gabriela | acao=otimizou o algoritmo | valor=7716
linha=3251 | nome=Mariana | acao=otimizou o algoritmo | valor=3294
linha=3252 | nome=Mariana | acao=participou da aula | valor=2153
linha=3253 | nome=Igor | acao=executou o benchmark | valor=5076
linha=3254 | nome=Karen | acao=executou o benchmark | valor=9396
linha=3255 | nome=Carlos | acao=participou da aula | valor=6977
linha=3256 | nome=Paulo | acao=otimizou o algoritmo | valor=9504
linha=3257 | nome=Felipe | acao=comparou as metricas | valor=9190
linha=3258 | nome=Daniela | acao=estudou computacao | valor=2407
linha=3259 | nome=Helena | acao=estudou computacao | valor=3344
linha=3260 | nome=Tiago | acao=escreveu o relatorio | valor=7770
linha=3261 | nome=Lucas | acao=otimizou o algoritmo | valor=9771
linha=3262 | nome=Sofia | acao=executou o benchmark | valor=3524
linha=3263 | nome=Lucas | acao=executou o benchmark | valor=8000
linha=3264 | nome=Felipe | acao=otimizou o algoritmo | valor=2736
linha=3265 | nome=Gabriela | acao=participou da aula | valor=9441
linha=3266 | nome=Natalia | acao=fez um experimento | valor=5938
