linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=2697 | nome=Bruno | acao=comparou as metricas | valor=3559
linha=2698 | nome=Karen | acao=escreveu o relatorio | valor=9917
linha=2699 | nome=Helena | acao=estudou computacao | valor=8490
linha=2700 | nome=Paulo | acao=participou da aula | valor=1434
linha=2701 | nome=Renata | acao=fez um experimento | valor=7404
linha=2702 | nome=Natalia | acao=estudou computacao | valor=3492
linha=2703 | nome=Vitor | acao=fez um experimento | valor=6213
linha=2704 | nome=Mariana | acao=analisou os resultados | valor=7824
linha=2705 | nome=Renata | acao=analisou os resultados | valor=8477
linha=2706 | nome=Paulo | acao=estudou computacao | valor=5537
linha=2707 | nome=Paulo | acao=executou o benchmark | valor=7519
linha=2708 | nome=Carlos | acao=otimizou o algoritmo | valor=6640
linha=2709 | nome=Renata | acao=fez um experimento | valor=4553
linha=2710 | nome=Renata | acao=executou o benchmark | valor=4950
linha=2711 | nome=Carlos | acao=executou o benchmark | valor=2725
linha=2712 | nome=Tiago | acao=participou da aula | valor=3248
linha=2713 | nome=Carlos | acao=escreveu o relatorio | valor=4307
linha=2714 | nome=Sofia | acao=otimizou o algoritmo | valor=3583
linha=2715 | nome=Tiago | acao=escreveu o relatorio | valor=6273
linha=2716 | nome=Ana | acao=executou o benchmark | valor=8880
linha=2717 | nome=Karen | acao=otimizou o algoritmo | valor=3703
linha=2718 | nome=Gabriela | acao=otimizou o algoritmo | valor=5706
linha=2719 | nome=Vitor | acao=escreveu o relatorio | valor=2196
linha=2720 | nome=Daniela | acao=escreveu o relatorio | valor=8049
linha=2721 | nome=Mariana | acao=escreveu o relatorio | valor=4537
linha=2722 | nome=Vitor | acao=participou da aula | valor=6889
linha=2723 | nome=Sofia | acao=escreveu o relatorio | valor=2799
linha=2724 | nome=Eduarda | acao=executou o benchmark | valor=9636
linha=2725 | nome=Sofia | acao=comparou as metricas | valor=5595
linha=2726 | nome=Karen | acao=otimizou o algoritmo | valor=1134
linha=2727 | nome=Tiago | acao=fez um experimento | valor=7848
linha=2728 | nome=Natalia | acao=estudou computacao | valor=2262
linha=2729 | nome=Otavio | acao=executou o benchmark | valor=9211
linha=2730 | nome=Carlos | acao=executou o benchmark | valor=3482
linha=2731 | nome=Ana | acao=participou da aula | valor=8810
linha=2732 | nome=Daniela | acao=comparou as metricas | valor=3008
linha=2733 | nome=Joao | acao=comparou as metricas | valor=7572
linha=2734 | nome=Mariana | acao=fez um experimento | valor=1530
linha=2735 | nome=Karen | acao=comparou as metricas | valor=1748
linha=2736 | nome=Mariana | acao=fez um experimento | valor=9006
linha=2737 | nome=Tiago | acao=estudou computacao | valor=3992
linha=2738 | nome=Helena | acao=participou da aula | valor=8849
linha=2739 | nome=Felipe | acao=executou o benchmark | valor=7578
linha=2740 | nome=Felipe | acao=estudou computacao | valor=4867
linha=2741 | nome=Paulo | acao=participou da aula | valor=6324
linha=2742 | nome=Natalia | acao=estudou computacao | valor=4470
linha=2743 | nome=Bruno | acao=analisou os resultados | valor=8826
linha=2744 | nome=Daniela | acao=participou da aula | valor=8201
linha=2745 | nome=Vitor | acao=estudou computacao | valor=1185
linha=2746 | nome=Tiago | acao=escreveu o relatorio | valor=2325
linha=2747 | nome=Gabriela | acao=executou o benchmark | valor=6146
linha=2748 | nome=Otavio | acao=estudou computacao | valor=1592
linha=2749 | nome=Tiago | acao=estudou computacao | valor=7674
linha=2750 | nome=Ana | acao=escreveu o relatorio | valor=9487
linha=2751 | nome=Igor | acao=escreveu o relatorio | valor=4500
linha=2752 | nome=Karen | acao=executou o benchmark | valor=7695
linha=2753 | nome=Karen | acao=executou o benchmark | valor=9903
linha=2754 | nome=Otavio | acao=fez um experimento | valor=6359
linha=2755 | nome=Mariana | acao=escreveu o relatorio | valor=6826
linha=2756 | nome=Paulo | acao=comparou as metricas | valor=6519
linha=2757 | nome=Igor | acao=participou da aula | valor=8035
linha=2758 | nome=Lucas | acao=analisou os resultados | valor=3547
linha=2759 | nome=Igor | acao=comparou as metricas | valor=7089
linha=2760 | nome=Eduarda | acao=comparou as metricas | valor=9521
linha=2761 | nome=Mariana | acao=executou o benchmark | valor=9410
linha=2762 | nome=Igor | acao=escreveu o relatorio | valor=6686
linha=2763 | nome=Daniela | acao=executou o benchmark | valor=8808
linha=2764 | nome=Sofia | acao=executou o benchmark | valor=4843
linha=2765 | nome=Joao | acao=estudou computacao | valor=5314
linha=2766 | nome=Natalia | acao=fez um experimento | valor=8977
linha=2767 | nome=Felipe | acao=comparou as metricas | valor=5215
linha=2768 | nome=Igor | acao=comparou as metricas | valor=3095
linha=2769 | nome=Joao | acao=analisou os resultados | valor=9856
linha=2770 | nome=Carlos | acao=fez um experimento | valor=8710
linha=2771 | nome=Ana | acao=estudou computacao | valor=2510
linha=2772 | nome=Felipe | acao=otimizou o algoritmo | valor=2360
linha=2773 | nome=Ana | acao=executou o benchmark | valor=8535
linha=2774 | nome=Eduarda | acao=analisou os resultados | valor=6527
linha=2775 | nome=Igor | acao=executou o benchmark | valor=7886
linha=2776 | nome=Renata | acao=comparou as metricas | valor=5490
linha=2777 | nome=Mariana | acao=escreveu o relatorio | valor=5766
linha=2778 | nome=Vitor | acao=participou da aula | valor=2009
linha=2779 | nome=Sofia | acao=comparou as metricas | valor=6071
linha=2780 | nome=Vitor | acao=fez um experimento | valor=7701
linha=2781 | nome=Eduarda | acao=participou da aula | valor=3818
linha=2782 | nome=Tiago | acao=escreveu o relatorio | valor=6748
linha=2783 | nome=Lucas | acao=escreveu o relatorio | valor=9248
linha=2784 | nome=Daniela | acao=escreveu o relatorio | valor=9916
linha=2785 | nome=Lucas | acao=estudou computacao | valor=5456
linha=2786 | nome=Vitor | acao=otimizou o algoritmo | valor=7198
linha=2787 | nome=Daniela | acao=participou da aula | valor=3508
linha=2788 | nome=Helena | acao=executou o benchmark | valor=8027
linha=2789 | nome=Helena | acao=estudou computacao | valor=8211
linha=2790 | nome=Tiago | acao=executou o benchmark | valor=3886
linha=2791 | nome=Ana | acao=escreveu o relatorio | valor=4237
linha=2792 | nome=Helena | acao=comparou as metricas | valor=7799
linha=2793 | nome=Felipe | acao=analisou os resultados | valor=7558
linha=2794 | nome=Sofia | acao=escreveu o relatorio | valor=8997
linha=2795 | nome=Renata | acao=otimizou o algoritmo | valor=6008
linha=2796 | nome=Lucas | acao=escreveu o relatorio | valor=6614
linha=2797 | nome=Tiago | acao=fez um experimento | valor=4294
linha=2798 | nome=Ana | acao=otimizou o algoritmo | valor=5959
linha=2799 | nome=Vitor | acao=executou o benchmark | valor=7068
linha=2800 | nome=Carlos | acao=escreveu o relatorio | valor=1197
linha=2801 | nome=Igor | acao=otimizou o algoritmo | valor=8527
linha=2802 | nome=Tiago | acao=comparou as metricas | valor=7944
linha=2803 | nome=Paulo | acao=participou da aula | valor=8096
linha=2804 | nome=Paulo | acao=comparou as metricas | valor=6257
linha=2805 | nome=Gabriela | acao=escreveu o relatorio | valor=6329
linha=2806 | nome=Daniela | acao=comparou as metricas | valor=9043
linha=2807 | nome=Renata | acao=escreveu o relatorio | valor=5607
linha=2808 | nome=Ana | acao=escreveu o relatorio | valor=8197
linha=2809 | nome=Lucas | acao=otimizou o algoritmo | valor=5223
linha=2810 | nome=Paulo | acao=analisou os resultados | valor=4876
linha=2811 | nome=Gabriela | acao=escreveu o relatorio | valor=4466
linha=2812 | nome=Tiago | acao=analisou os resultados | valor=1139
linha=2813 | nome=Karen | acao=analisou os resultados | valor=5652
linha=2814 | nome=Natalia | acao=fez um experimento | valor=6142
linha=2815 | nome=Natalia | acao=analisou os resultados | valor=5779
linha=2816 | nome=Sofia | acao=comparou as metricas | valor=2551
linha=2817 | nome=Otavio | acao=executou o benchmark | valor=9666
linha=2818 | nome=Bruno | acao=analisou os resultados | valor=7575
linha=2819 | nome=Karen | acao=escreveu o relatorio | valor=1553
linha=2820 | nome=Igor | acao=fez um experimento | valor=9934
linha=2821 | nome=Helena | acao=comparou as metricas | valor=2943
linha=2822 | nome=Eduarda | acao=comparou as metricas | valor=8728
linha=2823 | nome=Natalia | acao=participou da aula | valor=2501
linha=2824 | nome=Otavio | acao=escreveu o relatorio | valor=5517
linha=2825 | nome=Mariana | acao=estudou computacao | valor=7254
linha=2826 | nome=Sofia | acao=otimizou o algoritmo | valor=8842
linha=2827 | nome=Vitor | acao=fez um experimento | valor=2783
linha=2828 | nome=Lucas | acao=fez um experimento | valor=9965
linha=2829 | nome=Ana | acao=estudou computacao | valor=8271
linha=2830 | nome=Eduarda | acao=estudou computacao | valor=1106
linha=2831 | nome=Otavio | acao=escreveu o relatorio | valor=8253
linha=2832 | nome=Mariana | acao=otimizou o algoritmo | valor=6995
linha=2833 | nome=Joao | acao=otimizou o algoritmo | valor=6615
linha=2834 | nome=Mariana | acao=analisou os resultados | valor=3133
linha=2835 | nome=Daniela | acao=fez um experimento | valor=8842
linha=2836 | nome=Bruno | acao=fez um experimento | valor=8744
linha=2837 | nome=Otavio | acao=fez um experimento | valor=8959
linha=2838 | nome=Paulo | acao=otimizou o algoritmo | valor=4141
linha=2839 | nome=Ana | acao=executou o benchmark | valor=1505
linha=2840 | nome=Karen | acao=otimizou o algoritmo | valor=8031
linha=2841 | nome=Mariana | acao=otimizou o algoritmo | valor=3288
linha=2842 | nome=Felipe | acao=executou o benchmark | valor=4528
linha=2843 | nome=Bruno | acao=participou da aula | valor=6615
linha=2844 | nome=Ana | acao=executou o benchmark | valor=7834
linha=2845 | nome=Bruno | acao=fez um experimento | valor=9007
linha=2846 | nome=Mariana | acao=analisou os resultados | valor=3027
linha=2847 | nome=Igor | acao=otimizou o algoritmo | valor=8106
linha=2848 | nome=Carlos | acao=comparou as metricas | valor=3272
linha=2849 | nome=Helena | acao=comparou as metricas | valor=2360
linha=2850 | nome=Tiago | acao=fez um experimento | valor=2285
linha=2851 | nome=Carlos | acao=analisou os resultados | valor=2253
linha=2852 | nome=Joao | acao=fez um experimento | valor=4551
linha=2853 | nome=Natalia | acao=fez um experimento | valor=3246
linha=2854 | nome=Lucas | acao=estudou computacao | valor=5650
linha=2855 | nome=Daniela | acao=analisou os resultados | valor=5715
linha=2856 | nome=Mariana | acao=comparou as metricas | valor=2730
linha=2857 | nome=Otavio | acao=otimizou o algoritmo | valor=6195
linha=2858 | nome=Lucas | acao=otimizou o algoritmo | valor=5555
linha=2859 | nome=Karen | acao=analisou os resultados | valor=8546
linha=2860 | nome=Felipe | acao=comparou as metricas | valor=1952
linha=2861 | nome=Sofia | acao=otimizou o algoritmo | valor=5149
linha=2862 | nome=Otavio | acao=escreveu o relatorio | valor=7618
linha=2863 | nome=Mariana | acao=comparou as metricas | valor=5569
linha=2864 | nome=Joao | acao=participou da aula | valor=9470
linha=2865 | nome=Otavio | acao=otimizou o algoritmo | valor=3124
linha=2866 | nome=Felipe | acao=participou da aula | valor=6650
linha=2867 | nome=Paulo | acao=otimizou o algoritmo | valor=2928
linha=2868 | nome=Otavio | acao=analisou os resultados | valor=9961
linha=2869 | nome=Tiago | acao=fez um experimento | valor=5390
linha=2870 | nome=Joao | acao=otimizou o algoritmo | valor=7069
linha=2871 | nome=Lucas | acao=analisou os resultados | valor=1978
linha=2872 | nome=Renata | acao=analisou os resultados | valor=9048
linha=2873 | nome=Paulo | acao=participou da aula | valor=7484
linha=2874 | nome=Lucas | acao=fez um experimento | valor=9054
linha=2875 | nome=Paulo | acao=otimizou o algoritmo | valor=9410
linha=2876 | nome=Renata | acao=comparou as metricas | valor=5966
linha=2877 | nome=Vitor | acao=executou o benchmark | valor=7959
linha=2878 | nome=Daniela | acao=otimizou o algoritmo | valor=7740
linha=2879 | nome=Paulo | acao=executou o benchmark | valor=5533
linha=2880 | nome=Eduarda | acao=escreveu o relatorio | valor=7231
linha=2881 | nome=Natalia | acao=otimizou o algoritmo | valor=3620
linha=2882 | nome=Felipe | acao=otimizou o algoritmo | valor=4801
linha=2883 | nome=Gabriela | acao=executou o benchmark | valor=2657
linha=2884 | nome=Joao | acao=estudou computacao | valor=9291
linha=2885 | nome=Helena | acao=fez um experimento | valor=4386
linha=2886 | nome=Joao | acao=estudou computacao | valor=1267
linha=2887 | nome=Paulo | acao=participou da aula | valor=4874
linha=2888 | nome=Daniela | acao=participou da aula | valor=7799
linha=2889 | nome=Eduarda | acao=fez um experimento | valor=6569
linha=2890 | nome=Joao | acao=comparou as metricas | valor=6700
linha=2891 | nome=Gabriela | acao=escreveu o relatorio | valor=6477
linha=2892 | nome=Gabriela | acao=otimizou o algoritmo | valor=6603
linha=2893 | nome=Mariana | acao=executou o benchmark | valor=5271
linha=2894 | nome=Bruno | acao=estudou computacao | valor=9584
linha=2895 | nome=Daniela | acao=analisou os resultados | valor=9932
linha=2896 | nome=Bruno | acao=otimizou o algoritmo | valor=9022
linha=2897 | nome=Sofia | acao=escreveu o relatorio | valor=4485
linha=2898 | nome=Helena | acao=participou da aula | valor=2746
linha=2899 | nome=Lucas | acao=comparou as metricas | valor=5976
linha=2900 | nome=Igor | acao=fez um experimento | valor=7130
linha=2901 | nome=Igor | acao=escreveu o relatorio | valor=6007
linha=2902 | nome=Vitor | acao=analisou os resultados | valor=9611
linha=2903 | nome=Mariana | acao=otimizou o algoritmo | valor=8523
linha=2904 | nome=Joao | acao=executou o benchmark | valor=3099
linha=2905 | nome=Paulo | acao=escreveu o relatorio | valor=8094
linha=2906 | nome=Helena | acao=analisou os resultados | valor=9944
linha=2907 | nome=Paulo | acao=fez um experimento | valor=1291
linha=2908 | nome=Daniela | acao=analisou os resultados | valor=1402
linha=2909 | nome=Karen | acao=participou da aula | valor=8325
linha=2910 | nome=Vitor | acao=otimizou o algoritmo | valor=2602
linha=2911 | nome=Vitor | acao=participou da aula | valor=1838
linha=2912 | nome=Joao | acao=estudou computacao | valor=4843
linha=2913 | nome=Carlos | acao=participou da aula | valor=9933
linha=2914 | nome=Bruno | acao=executou o benchmark | valor=8471
linha=2915 | nome=Tiago | acao=fez um experimento | valor=6124
linha=2916 | nome=Lucas | acao=fez um experimento | valor=9692
linha=2917 | nome=Paulo | acao=estudou computacao | valor=7951
linha=2918 | nome=Helena | acao=otimizou o algoritmo | valor=8724
linha=2919 | nome=Otavio | acao=fez um experimento | valor=6710
linha=2920 | nome=Helena | acao=fez um experimento | valor=4108
linha=2921 | nome=Paulo | acao=analisou os resultados | valor=1202
linha=2922 | nome=Tiago | acao=analisou os resultados | valor=9158
linha=2923 | nome=Tiago | acao=comparou as metricas | valor=4803
linha=2924 | nome=Helena | acao=participou da aula | valor=8729
linha=2925 | nome=Ana | acao=executou o benchmark | valor=7342
linha=2926 | nome=Paulo | acao=escreveu o relatorio | valor=2908
linha=2927 | nome=Mariana | acao=analisou os resultados | valor=1824
linha=2928 | nome=Mariana | acao=participou da aula | valor=7949
linha=2929 | nome=Otavio | acao=escreveu o relatorio | valor=5164
linha=2930 | nome=Gabriela | acao=fez um experimento | valor=2350
linha=2931 | nome=Natalia | acao=escreveu o relatorio | valor=4618
linha=2932 | nome=Vitor | acao=otimizou o algoritmo | valor=5854
linha=2933 | nome=Renata | acao=escreveu o relatorio | valor=6210
linha=2934 | nome=Felipe | acao=participou da aula | valor=8015
linha=2935 | nome=Joao | acao=estudou computacao | valor=2611
linha=2936 | nome=Lucas | acao=comparou as metricas | valor=2372
linha=2937 | nome=Renata | acao=otimizou o algoritmo | valor=1834
linha=2938 | nome=Lucas | acao=analisou os resultados | valor=9207
linha=2939 | nome=Mariana | acao=fez um experimento | valor=5804
linha=2940 | nome=Felipe | acao=analisou os resultados | valor=4081
linha=2941 | nome=Gabriela | acao=participou da aula | valor=8573
linha=2942 | nome=Daniela | acao=escreveu o relatorio | valor=5275
linha=2943 | nome=Eduarda | acao=fez um experimento | valor=6786
linha=2944 | nome=Lucas | acao=executou o benchmark | valor=1973
linha=2945 | nome=Helena | acao=estudou computacao | valor=4494
linha=2946 | nome=Mariana | acao=otimizou o algoritmo | valor=9372
linha=2947 | nome=Mariana | acao=fez um experimento | valor=7450
linha=2948 | nome=Eduarda | acao=executou o benchmark | valor=8620
linha=2949 | nome=Carlos | acao=comparou as metricas | valor=4032
linha=2950 | nome=Tiago | acao=estudou computacao | valor=3247
linha=2951 | nome=Otavio | acao=estudou computacao | valor=7561
