linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=2891 | nome=Tiago | acao=analisou os resultados | valor=6287
linha=2892 | nome=Lucas | acao=participou da aula | valor=5039
linha=2893 | nome=Bruno | acao=comparou as metricas | valor=1495
linha=2894 | nome=Paulo | acao=escreveu o relatorio | valor=4888
linha=2895 | nome=Vitor | acao=participou da aula | valor=8777
linha=2896 | nome=Natalia | acao=escreveu o relatorio | valor=9602
linha=2897 | nome=Renata | acao=comparou as metricas | valor=4809
linha=2898 | nome=Paulo | acao=estudou computacao | valor=7296
linha=2899 | nome=Vitor | acao=fez um experimento | valor=7264
linha=2900 | nome=Natalia | acao=participou da aula | valor=3709
linha=2901 | nome=Helena | acao=otimizou o algoritmo | valor=8121
linha=2902 | nome=Tiago | acao=estudou computacao | valor=4559
linha=2903 | nome=Mariana | acao=escreveu o relatorio | valor=9404
linha=2904 | nome=Helena | acao=participou da aula | valor=2542
linha=2905 | nome=Helena | acao=executou o benchmark | valor=6477
linha=2906 | nome=Joao | acao=estudou computacao | valor=9243
linha=2907 | nome=Mariana | acao=otimizou o algoritmo | valor=1765
linha=2908 | nome=Daniela | acao=comparou as metricas | valor=9659
linha=2909 | nome=Felipe | acao=executou o benchmark | valor=3514
linha=2910 | nome=Natalia | acao=participou da aula | valor=5684
linha=2911 | nome=Helena | acao=analisou os resultados | valor=1904
linha=2912 | nome=Natalia | acao=estudou computacao | valor=4122
linha=2913 | nome=Mariana | acao=executou o benchmark | valor=6893
linha=2914 | nome=Otavio | acao=estudou computacao | valor=2587
linha=2915 | nome=Helena | acao=escreveu o relatorio | valor=5701
linha=2916 | nome=Natalia | acao=executou o benchmark | valor=8341
linha=2917 | nome=Daniela | acao=estudou computacao | valor=8170
linha=2918 | nome=Paulo | acao=otimizou o algoritmo | valor=1210
linha=2919 | nome=Eduarda | acao=participou da aula | valor=6366
linha=2920 | nome=Karen | acao=comparou as metricas | valor=6044
linha=2921 | nome=Paulo | acao=comparou as metricas | valor=1960
linha=2922 | nome=Joao | acao=escreveu o relatorio | valor=8575
linha=2923 | nome=Sofia | acao=analisou os resultados | valor=8782
linha=2924 | nome=Joao | acao=fez um experimento | valor=5641
linha=2925 | nome=Felipe | acao=escreveu o relatorio | valor=3611
linha=2926 | nome=Karen | acao=comparou as metricas | valor=9116
linha=2927 | nome=Lucas | acao=estudou computacao | valor=5427
linha=2928 | nome=Eduarda | acao=analisou os resultados | valor=7544
linha=2929 | nome=Renata | acao=escreveu o relatorio | valor=7087
linha=2930 | nome=Igor | acao=comparou as metricas | valor=9596
linha=2931 | nome=Lucas | acao=participou da aula | valor=1491
linha=2932 | nome=Gabriela | acao=estudou computacao | valor=4506
linha=2933 | nome=Natalia | acao=executou o benchmark | valor=6491
linha=2934 | nome=Renata | acao=estudou computacao | valor=5274
linha=2935 | nome=Joao | acao=executou o benchmark | valor=7959
linha=2936 | nome=Gabriela | acao=executou o benchmark | valor=9478
linha=2937 | nome=Bruno | acao=estudou computacao | valor=8623
linha=2938 | nome=Carlos | acao=comparou as metricas | valor=8542
linha=2939 | nome=Bruno | acao=estudou computacao | valor=1062
linha=2940 | nome=Tiago | acao=escreveu o relatorio | valor=5692
linha=2941 | nome=Karen | acao=comparou as metricas | valor=6838
linha=2942 | nome=Renata | acao=analisou os resultados | valor=7140
linha=2943 | nome=Eduarda | acao=estudou computacao | valor=3795
linha=2944 | nome=Joao | acao=comparou as metricas | valor=9519
linha=2945 | nome=Helena | acao=comparou as metricas | valor=3591
linha=2946 | nome=Mariana | acao=otimizou o algoritmo | valor=1274
linha=2947 | nome=Renata | acao=escreveu o relatorio | valor=7671
linha=2948 | nome=Natalia | acao=participou da aula | valor=9142
linha=2949 | nome=Lucas | acao=otimizou o algoritmo | valor=9886
linha=2950 | nome=Mariana | acao=participou da aula | valor=4445
linha=2951 | nome=Bruno | acao=escreveu o relatorio | valor=6330
linha=2952 | nome=Felipe | acao=estudou computacao | valor=3638
linha=2953 | nome=Otavio | acao=participou da aula | valor=1817
linha=2954 | nome=Gabriela | acao=escreveu o relatorio | valor=1432
linha=2955 | nome=Ana | acao=participou da aula | valor=6323
linha=2956 | nome=Mariana | acao=comparou as metricas | valor=1234
linha=2957 | nome=Mariana | acao=estudou computacao | valor=3186
linha=2958 | nome=Natalia | acao=fez um experimento | valor=4345
linha=2959 | nome=Carlos | acao=otimizou o algoritmo | valor=6070
linha=2960 | nome=Paulo | acao=estudou computacao | valor=3413
linha=2961 | nome=Renata | acao=fez um experimento | valor=8517
linha=2962 | nome=Helena | acao=executou o benchmark | valor=5119
linha=2963 | nome=Lucas | acao=otimizou o algoritmo | valor=5517
linha=2964 | nome=Mariana | acao=participou da aula | valor=2981
linha=2965 | nome=Otavio | acao=participou da aula | valor=1768
linha=2966 | nome=Lucas | acao=executou o benchmark | valor=4348
linha=2967 | nome=Otavio | acao=otimizou o algoritmo | valor=8527
linha=2968 | nome=Karen | acao=estudou computacao | valor=5542
linha=2969 | nome=Otavio | acao=participou da aula | valor=5420
linha=2970 | nome=Otavio | acao=analisou os resultados | valor=6255
linha=2971 | nome=Felipe | acao=otimizou o algoritmo | valor=3440
linha=2972 | nome=Lucas | acao=analisou os resultados | valor=4499
linha=2973 | nome=Renata | acao=executou o benchmark | valor=6733
linha=2974 | nome=Tiago | acao=escreveu o relatorio | valor=2396
linha=2975 | nome=Bruno | acao=participou da aula | valor=7367
linha=2976 | nome=Bruno | acao=executou o benchmark | valor=6292
linha=2977 | nome=Igor | acao=participou da aula | valor=5007
linha=2978 | nome=Renata | acao=analisou os resultados | valor=3876
linha=2979 | nome=Carlos | acao=escreveu o relatorio | valor=5670
linha=2980 | nome=Helena | acao=executou o benchmark | valor=3873
linha=2981 | nome=Joao | acao=participou da aula | valor=6862
linha=2982 | nome=Daniela | acao=estudou computacao | valor=4281
linha=2983 | nome=Otavio | acao=otimizou o algoritmo | valor=4134
linha=2984 | nome=Tiago | acao=otimizou o algoritmo | valor=6971
linha=2985 | nome=Natalia | acao=estudou computacao | valor=9098
linha=2986 | nome=Tiago | acao=escreveu o relatorio | valor=3777
linha=2987 | nome=Paulo | acao=escreveu o relatorio | valor=7001
linha=2988 | nome=Otavio | acao=comparou as metricas | valor=3904
linha=2989 | nome=Mariana | acao=fez um experimento | valor=7416
linha=2990 | nome=Tiago | acao=escreveu o relatorio | valor=3006
linha=2991 | nome=Karen | acao=analisou os resultados | valor=1673
linha=2992 | nome=Vitor | acao=estudou computacao | valor=2491
linha=2993 | nome=Bruno | acao=estudou computacao | valor=1781
linha=2994 | nome=Paulo | acao=comparou as metricas | valor=1336
linha=2995 | nome=Karen | acao=fez um experimento | valor=7911
linha=2996 | nome=Paulo | acao=executou o benchmark | valor=7957
linha=2997 | nome=Karen | acao=comparou as metricas | valor=8659
linha=2998 | nome=Karen | acao=fez um experimento | valor=1223
linha=2999 | nome=Daniela | acao=executou o benchmark | valor=7503
linha=3000 | nome=Natalia | acao=participou da aula | valor=8925
linha=3001 | nome=Mariana | acao=escreveu o relatorio | valor=1559
linha=3002 | nome=Otavio | acao=comparou as metricas | valor=1376
linha=3003 | nome=Bruno | acao=estudou computacao | valor=5360
linha=3004 | nome=Igor | acao=estudou computacao | valor=9471
linha=3005 | nome=Daniela | acao=fez um experimento | valor=7578
linha=3006 | nome=Paulo | acao=analisou os resultados | valor=6003
linha=3007 | nome=Felipe | acao=participou da aula | valor=5584
linha=3008 | nome=Bruno | acao=participou da aula | valor=9059
linha=3009 | nome=Vitor | acao=executou o benchmark | valor=1148
linha=3010 | nome=Lucas | acao=comparou as metricas | valor=9967
linha=3011 | nome=Natalia | acao=comparou as metricas | valor=9964
linha=3012 | nome=Lucas | acao=fez um experimento | valor=6236
linha=3013 | nome=Karen | acao=fez um experimento | valor=8768
linha=3014 | nome=Lucas | acao=estudou computacao | valor=3387
linha=3015 | nome=Bruno | acao=otimizou o algoritmo | valor=6158
linha=3016 | nome=Karen | acao=otimizou o algoritmo | valor=4594
linha=3017 | nome=Igor | acao=executou o benchmark | valor=5616
linha=3018 | nome=Mariana | acao=participou da aula | valor=5305
linha=3019 | nome=Gabriela | acao=comparou as metricas | valor=6153
linha=3020 | nome=Tiago | acao=comparou as metricas | valor=6565
linha=3021 | nome=Tiago | acao=fez um experimento | valor=2349
linha=3022 | nome=Lucas | acao=otimizou o algoritmo | valor=3959
linha=3023 | nome=Sofia | acao=otimizou o algoritmo | valor=9836
linha=3024 | nome=Gabriela | acao=comparou as metricas | valor=3115
linha=3025 | nome=Tiago | acao=otimizou o algoritmo | valor=4630
linha=3026 | nome=Sofia | acao=otimizou o algoritmo | valor=6413
linha=3027 | nome=Gabriela | acao=analisou os resultados | valor=8123
linha=3028 | nome=Daniela | acao=executou o benchmark | valor=8590
linha=3029 | nome=Karen | acao=participou da aula | valor=7445
linha=3030 | nome=Karen | acao=estudou computacao | valor=4466
linha=3031 | nome=Ana | acao=executou o benchmark | valor=2976
linha=3032 | nome=Igor | acao=analisou os resultados | valor=6924
linha=3033 | nome=Ana | acao=participou da aula | valor=9659
linha=3034 | nome=Carlos | acao=escreveu o relatorio | valor=7594
linha=3035 | nome=Gabriela | acao=escreveu o relatorio | valor=7636
linha=3036 | nome=Lucas | acao=executou o benchmark | valor=5138
linha=3037 | nome=Natalia | acao=analisou os resultados | valor=9749
linha=3038 | nome=Sofia | acao=fez um experimento | valor=9080
linha=3039 | nome=Bruno | acao=estudou computacao | valor=8128
linha=3040 | nome=Vitor | acao=participou da aula | valor=8211
linha=3041 | nome=Felipe | acao=otimizou o algoritmo | valor=5121
linha=3042 | nome=Helena | acao=estudou computacao | valor=8089
linha=3043 | nome=Vitor | acao=participou da aula | valor=9300
linha=3044 | nome=Ana | acao=estudou computacao | valor=6135
linha=3045 | nome=Daniela | acao=executou o benchmark | valor=6645
linha=3046 | nome=Eduarda | acao=comparou as metricas | valor=8346
linha=3047 | nome=Karen | acao=participou da aula | valor=7336
linha=3048 | nome=Otavio | acao=comparou as metricas | valor=8766
linha=3049 | nome=Vitor | acao=fez um experimento | valor=6165
linha=3050 | nome=Igor | acao=comparou as metricas | valor=6338
linha=3051 | nome=Karen | acao=otimizou o algoritmo | valor=7606
linha=3052 | nome=Felipe | acao=fez um experimento | valor=1787
linha=3053 | nome=Paulo | acao=executou o benchmark | valor=3104
linha=3054 | nome=Daniela | acao=comparou as metricas | valor=7882
linha=3055 | nome=Igor | acao=comparou as metricas | valor=4043
linha=3056 | nome=Vitor | acao=executou o benchmark | valor=5286
linha=3057 | nome=Mariana | acao=otimizou o algoritmo | valor=1080
linha=3058 | nome=Daniela | acao=participou da aula | valor=5417
linha=3059 | nome=Helena | acao=fez um experimento | valor=4853
linha=3060 | nome=Renata | acao=escreveu o relatorio | valor=5811
linha=3061 | nome=Felipe | acao=estudou computacao | valor=2924
linha=3062 | nome=Igor | acao=comparou as metricas | valor=1661
linha=3063 | nome=Otavio | acao=analisou os resultados | valor=5022
linha=3064 | nome=Daniela | acao=analisou os resultados | valor=8455
linha=3065 | nome=Lucas | acao=comparou as metricas | valor=2028
linha=3066 | nome=Helena | acao=executou o benchmark | valor=2709
linha=3067 | nome=Carlos | acao=participou da aula | valor=6379
linha=3068 | nome=Felipe | acao=analisou os resultados | valor=2386
linha=3069 | nome=Otavio | acao=fez um experimento | valor=6520
linha=3070 | nome=Carlos | acao=escreveu o relatorio | valor=3555
linha=3071 | nome=Natalia | acao=executou o benchmark | valor=5209
linha=3072 | nome=Igor | acao=fez um experimento | valor=8902
linha=3073 | nome=Vitor | acao=estudou computacao | valor=8372
linha=3074 | nome=Sofia | acao=estudou computacao | valor=5125
linha=3075 | nome=Mariana | acao=estudou computacao | valor=4196
linha=3076 | nome=Natalia | acao=analisou os resultados | valor=8110
linha=3077 | nome=Vitor | acao=escreveu o relatorio | valor=6196
linha=3078 | nome=Karen | acao=participou da aula | valor=3491
linha=3079 | nome=Felipe | acao=otimizou o algoritmo | valor=5397
linha=3080 | nome=Bruno | acao=comparou as metricas | valor=6227
linha=3081 | nome=Otavio | acao=estudou computacao | valor=1375
linha=3082 | nome=Ana | acao=fez um experimento | valor=3172
linha=3083 | nome=Otavio | acao=analisou os resultados | valor=2135
linha=3084 | nome=Karen | acao=executou o benchmark | valor=2136
linha=3085 | nome=Felipe | acao=fez um experimento | valor=3939
linha=3086 | nome=Gabriela | acao=executou o benchmark | valor=9801
linha=3087 | nome=Paulo | acao=estudou computacao | valor=2886
linha=3088 | nome=Tiago | acao=estudou computacao | valor=2446
linha=3089 | nome=Paulo | acao=comparou as metricas | valor=4862
linha=3090 | nome=Tiago | acao=escreveu o relatorio | valor=9700
linha=3091 | nome=Karen | acao=comparou as metricas | valor=3045
linha=3092 | nome=Igor | acao=comparou as metricas | valor=2339
linha=3093 | nome=Lucas | acao=escreveu o relatorio | valor=1091
linha=3094 | nome=Otavio | acao=estudou computacao | valor=8818
linha=3095 | nome=Sofia | acao=escreveu o relatorio | valor=5538
linha=3096 | nome=Gabriela | acao=otimizou o algoritmo | valor=6004
linha=3097 | nome=Felipe | acao=otimizou o algoritmo | valor=4873
linha=3098 | nome=Daniela | acao=executou o benchmark | valor=9716
linha=3099 | nome=Lucas | acao=comparou as metricas | valor=3415
linha=3100 | nome=Paulo | acao=estudou computacao | valor=7673
linha=3101 | nome=Natalia | acao=estudou computacao | valor=9739
linha=3102 | nome=Igor | acao=otimizou o algoritmo | valor=6084
linha=3103 | nome=Igor | acao=participou da aula | valor=6183
linha=3104 | nome=Gabriela | acao=analisou os resultados | valor=9408
linha=3105 | nome=Natalia | acao=participou da aula | valor=5925
linha=3106 | nome=Gabriela | acao=analisou os resultados | valor=5259
linha=3107 | nome=Mariana | acao=estudou computacao | valor=5590
linha=3108 | nome=Tiago | acao=executou o benchmark | valor=7407
linha=3109 | nome=Gabriela | acao=otimizou o algoritmo | valor=1785
linha=3110 | nome=Natalia | acao=otimizou o algoritmo | valor=7067
linha=3111 | nome=Eduarda | acao=participou da aula | valor=3147
linha=3112 | nome=Karen | acao=comparou as metricas | valor=6575
linha=3113 | nome=Sofia | acao=estudou computacao | valor=1907
linha=3114 | nome=Sofia | acao=comparou as metricas | valor=7551
linha=3115 | nome=Karen | acao=otimizou o algoritmo | valor=3596
linha=3116 | nome=Felipe | acao=otimizou o algoritmo | valor=4153
linha=3117 | nome=Lucas | acao=executou o benchmark | valor=3405
linha=3118 | nome=Igor | acao=executou o benchmark | valor=2272
linha=3119 | nome=Renata | acao=estudou computacao | valor=9170
linha=3120 | nome=Mariana | acao=comparou as metricas | valor=9430
linha=3121 | nome=Mariana | acao=fez um experimento | valor=8812
linha=3122 | nome=Mariana | acao=analisou os resultados | valor=4581
linha=3123 | nome=Felipe | acao=fez um experimento | valor=3167
linha=3124 | nome=Joao | acao=participou da aula | valor=9295
linha=3125 | nome=Felipe | acao=executou o benchmark | valor=3640
linha=3126 | nome=Lucas | acao=estudou computacao | valor=4901
linha=3127 | nome=Igor | acao=executou o benchmark | valor=9365
linha=3128 | nome=Lucas | acao=escreveu o relatorio | valor=6085
linha=3129 | nome=Gabriela | acao=estudou computacao | valor=1125
linha=3130 | nome=Tiago | acao=participou da aula | valor=3796
linha=3131 | nome=Mariana | acao=analisou os resultados | valor=4615
linha=3132 | nome=Joao | acao=comparou as metricas | valor=4730
linha=3133 | nome=Felipe | acao=analisou os resultados | valor=1192
linha=3134 | nome=Daniela | acao=comparou as metricas | valor=9363
linha=3135 | nome=Carlos | acao=escreveu o relatorio | valor=8521
linha=3136 | nome=Natalia | acao=escreveu o relatorio | valor=3995
linha=3137 | nome=Renata | acao=escreveu o relatorio | valor=3708
linha=3138 | nome=Ana | acao=executou o benchmark | valor=9419
linha=3139 | nome=Vitor | acao=fez um experimento | valor=2314
linha=3140 | nome=Mariana | acao=otimizou o algoritmo | valor=4157
linha=3141 | nome=Natalia | acao=comparou as metricas | valor=2757
linha=3142 | nome=Gabriela | acao=estudou computacao | valor=4117
linha=3143 | nome=Carlos | acao=otimizou o algoritmo | valor=2357
linha=3144 | nome=Vitor | acao=fez um experimento | valor=4870
