linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=2722 | nome=Eduarda | acao=comparou as metricas | valor=1016
linha=2723 | nome=Gabriela | acao=executou o benchmark | valor=8257
linha=2724 | nome=Joao | acao=analisou os resultados | valor=2074
linha=2725 | nome=Eduarda | acao=participou da aula | valor=6900
linha=2726 | nome=Renata | acao=comparou as metricas | valor=1633
linha=2727 | nome=Vitor | acao=participou da aula | valor=9494
linha=2728 | nome=Eduarda | acao=estudou computacao | valor=8699
linha=2729 | nome=Felipe | acao=executou o benchmark | valor=4134
linha=2730 | nome=Mariana | acao=otimizou o algoritmo | valor=8986
linha=2731 | nome=Carlos | acao=estudou computacao | valor=3901
linha=2732 | nome=Carlos | acao=estudou computacao | valor=8816
linha=2733 | nome=Tiago | acao=participou da aula | valor=2941
linha=2734 | nome=Renata | acao=fez um experimento | valor=1421
linha=2735 | nome=Renata | acao=fez um experimento | valor=2678
linha=2736 | nome=Ana | acao=comparou as metricas | valor=9275
linha=2737 | nome=Mariana | acao=comparou as metricas | valor=6875
linha=2738 | nome=Vitor | acao=comparou as metricas | valor=7359
linha=2739 | nome=Vitor | acao=analisou os resultados | valor=7632
linha=2740 | nome=Sofia | acao=fez um experimento | valor=7921
linha=2741 | nome=Tiago | acao=analisou os resultados | valor=5757
linha=2742 | nome=Carlos | acao=estudou computacao | valor=1807
linha=2743 | nome=Vitor | acao=participou da aula | valor=3305
linha=2744 | nome=Felipe | acao=comparou as metricas | valor=8149
linha=2745 | nome=Paulo | acao=estudou computacao | valor=2882
linha=2746 | nome=Paulo | acao=participou da aula | valor=6271
linha=2747 | nome=Daniela | acao=otimizou o algoritmo | valor=1802
linha=2748 | nome=Igor | acao=otimizou o algoritmo | valor=9484
linha=2749 | nome=Renata | acao=comparou as metricas | valor=4363
linha=2750 | nome=Daniela | acao=fez um experimento | valor=9535
linha=2751 | nome=Daniela | acao=comparou as metricas | valor=5091
linha=2752 | nome=Karen | acao=estudou computacao | valor=2386
linha=2753 | nome=Natalia | acao=participou da aula | valor=2399
linha=2754 | nome=Igor | acao=escreveu o relatorio | valor=2765
linha=2755 | nome=Otavio | acao=escreveu o relatorio | valor=8976
linha=2756 | nome=Vitor | acao=comparou as metricas | valor=4810
linha=2757 | nome=Tiago | acao=estudou computacao | valor=6806
linha=2758 | nome=Bruno | acao=escreveu o relatorio | valor=6898
linha=2759 | nome=Bruno | acao=comparou as metricas | valor=2159
linha=2760 | nome=Eduarda | acao=comparou as metricas | valor=4163
linha=2761 | nome=Karen | acao=executou o benchmark | valor=1807
linha=2762 | nome=Bruno | acao=otimizou o algoritmo | valor=6278
linha=2763 | nome=Felipe | acao=otimizou o algoritmo | valor=6511
linha=2764 | nome=Karen | acao=fez um experimento | valor=1742
linha=2765 | nome=Vitor | acao=executou o benchmark | valor=9201
linha=2766 | nome=Ana | acao=escreveu o relatorio | valor=8700
linha=2767 | nome=Karen | acao=estudou computacao | valor=6230
linha=2768 | nome=Bruno | acao=otimizou o algoritmo | valor=8157
linha=2769 | nome=Felipe | acao=escreveu o relatorio | valor=6010
linha=2770 | nome=Gabriela | acao=estudou computacao | valor=2329
linha=2771 | nome=Vitor | acao=participou da aula | valor=3303
linha=2772 | nome=Bruno | acao=participou da aula | valor=2719
linha=2773 | nome=Joao | acao=executou o benchmark | valor=7351
linha=2774 | nome=Felipe | acao=fez um experimento | valor=3471
linha=2775 | nome=Carlos | acao=participou da aula | valor=9053
linha=2776 | nome=Joao | acao=comparou as metricas | valor=8055
linha=2777 | nome=Gabriela | acao=otimizou o algoritmo | valor=4128
linha=2778 | nome=Natalia | acao=analisou os resultados | valor=2447
linha=2779 | nome=Felipe | acao=participou da aula | valor=1744
linha=2780 | nome=Igor | acao=escreveu o relatorio | valor=5034
linha=2781 | nome=Igor | acao=fez um experimento | valor=8062
linha=2782 | nome=Daniela | acao=participou da aula | valor=9044
linha=2783 | nome=Eduarda | acao=executou o benchmark | valor=8491
linha=2784 | nome=Ana | acao=estudou computacao | valor=9280
linha=2785 | nome=Felipe | acao=analisou os resultados | valor=8116
linha=2786 | nome=Helena | acao=otimizou o algoritmo | valor=9066
linha=2787 | nome=Paulo | acao=participou da aula | valor=1288
linha=2788 | nome=Daniela | acao=analisou os resultados | valor=6651
linha=2789 | nome=Sofia | acao=participou da aula | valor=4784
linha=2790 | nome=Mariana | acao=analisou os resultados | valor=3686
linha=2791 | nome=Gabriela | acao=executou o benchmark | valor=1168
linha=2792 | nome=Sofia | acao=participou da aula | valor=7411
linha=2793 | nome=Renata | acao=otimizou o algoritmo | valor=6764
linha=2794 | nome=Karen | acao=participou da aula | valor=5776
linha=2795 | nome=Igor | acao=analisou os resultados | valor=6042
linha=2796 | nome=Eduarda | acao=comparou as metricas | valor=5530
linha=2797 | nome=Paulo | acao=participou da aula | valor=2357
linha=2798 | nome=Tiago | acao=participou da aula | valor=1187
linha=2799 | nome=Natalia | acao=participou da aula | valor=2359
linha=2800 | nome=Vitor | acao=escreveu o relatorio | valor=5964
linha=2801 | nome=Sofia | acao=executou o benchmark | valor=4151
linha=2802 | nome=Gabriela | acao=escreveu o relatorio | valor=7982
linha=2803 | nome=Gabriela | acao=estudou computacao | valor=5168
linha=2804 | nome=Bruno | acao=participou da aula | valor=1303
linha=2805 | nome=Renata | acao=fez um experimento | valor=3378
linha=2806 | nome=Felipe | acao=estudou computacao | valor=3628
linha=2807 | nome=Daniela | acao=executou o benchmark | valor=9373
linha=2808 | nome=Paulo | acao=estudou computacao | valor=4386
linha=2809 | nome=Bruno | acao=comparou as metricas | valor=6517
linha=2810 | nome=Gabriela | acao=executou o benchmark | valor=6743
linha=2811 | nome=Helena | acao=executou o benchmark | valor=2802
linha=2812 | nome=Felipe | acao=comparou as metricas | valor=3097
linha=2813 | nome=Felipe | acao=analisou os resultados | valor=7020
linha=2814 | nome=Joao | acao=participou da aula | valor=1266
linha=2815 | nome=Lucas | acao=estudou computacao | valor=3847
linha=2816 | nome=Karen | acao=executou o benchmark | valor=3396
linha=2817 | nome=Natalia | acao=estudou computacao | valor=7025
linha=2818 | nome=Joao | acao=escreveu o relatorio | valor=5204
linha=2819 | nome=Ana | acao=analisou os resultados | valor=8211
linha=2820 | nome=Mariana | acao=estudou computacao | valor=5104
linha=2821 | nome=Sofia | acao=otimizou o algoritmo | valor=6021
linha=2822 | nome=Sofia | acao=analisou os resultados | valor=2577
linha=2823 | nome=Felipe | acao=executou o benchmark | valor=3991
linha=2824 | nome=Natalia | acao=estudou computacao | valor=5526
linha=2825 | nome=Natalia | acao=analisou os resultados | valor=3633
linha=2826 | nome=Paulo | acao=otimizou o algoritmo | valor=1235
linha=2827 | nome=Felipe | acao=escreveu o relatorio | valor=6635
linha=2828 | nome=Joao | acao=participou da aula | valor=2952
linha=2829 | nome=Joao | acao=executou o benchmark | valor=9206
linha=2830 | nome=Eduarda | acao=fez um experimento | valor=1190
linha=2831 | nome=Daniela | acao=participou da aula | valor=1894
linha=2832 | nome=Sofia | acao=escreveu o relatorio | valor=1659
linha=2833 | nome=Helena | acao=comparou as metricas | valor=8372
linha=2834 | nome=Lucas | acao=estudou computacao | valor=2530
linha=2835 | nome=Daniela | acao=otimizou o algoritmo | valor=9447
linha=2836 | nome=Sofia | acao=fez um experimento | valor=7431
linha=2837 | nome=Paulo | acao=analisou os resultados | valor=9098
linha=2838 | nome=Renata | acao=executou o benchmark | valor=2866
linha=2839 | nome=Daniela | acao=comparou as metricas | valor=2755
linha=2840 | nome=Helena | acao=analisou os resultados | valor=2186
linha=2841 | nome=Igor | acao=comparou as metricas | valor=9811
linha=2842 | nome=Bruno | acao=escreveu o relatorio | valor=5106
linha=2843 | nome=Mariana | acao=comparou as metricas | valor=1610
linha=2844 | nome=Otavio | acao=otimizou o algoritmo | valor=8171
linha=2845 | nome=Natalia | acao=analisou os resultados | valor=1073
linha=2846 | nome=Daniela | acao=estudou computacao | valor=3134
linha=2847 | nome=Helena | acao=executou o benchmark | valor=2803
linha=2848 | nome=Daniela | acao=escreveu o relatorio | valor=5307
linha=2849 | nome=Daniela | acao=participou da aula | valor=6129
linha=2850 | nome=Daniela | acao=participou da aula | valor=2406
linha=2851 | nome=Carlos | acao=analisou os resultados | valor=1928
linha=2852 | nome=Lucas | acao=comparou as metricas | valor=8678
linha=2853 | nome=Helena | acao=fez um experimento | valor=2602
linha=2854 | nome=Renata | acao=fez um experimento | valor=1375
linha=2855 | nome=Igor | acao=comparou as metricas | valor=1262
linha=2856 | nome=Mariana | acao=participou da aula | valor=7464
linha=2857 | nome=Mariana | acao=estudou computacao | valor=3435
linha=2858 | nome=Daniela | acao=estudou computacao | valor=4677
linha=2859 | nome=Natalia | acao=otimizou o algoritmo | valor=7227
linha=2860 | nome=Natalia | acao=escreveu o relatorio | valor=7356
linha=2861 | nome=Paulo | acao=comparou as metricas | valor=7674
linha=2862 | nome=Vitor | acao=analisou os resultados | valor=9512
linha=2863 | nome=Paulo | acao=executou o benchmark | valor=5673
linha=2864 | nome=Vitor | acao=comparou as metricas | valor=1141
linha=2865 | nome=Felipe | acao=escreveu o relatorio | valor=1201
linha=2866 | nome=Ana | acao=comparou as metricas | valor=9514
linha=2867 | nome=Helena | acao=executou o benchmark | valor=1145
linha=2868 | nome=Tiago | acao=executou o benchmark | valor=3736
linha=2869 | nome=Felipe | acao=participou da aula | valor=2253
linha=2870 | nome=Felipe | acao=escreveu o relatorio | valor=8375
linha=2871 | nome=Gabriela | acao=fez um experimento | valor=1530
linha=2872 | nome=Carlos | acao=analisou os resultados | valor=5461
linha=2873 | nome=Paulo | acao=comparou as metricas | valor=4847
linha=2874 | nome=Sofia | acao=executou o benchmark | valor=9154
linha=2875 | nome=Tiago | acao=participou da aula | valor=2924
linha=2876 | nome=Igor | acao=fez um experimento | valor=4984
linha=2877 | nome=Mariana | acao=otimizou o algoritmo | valor=2695
linha=2878 | nome=Lucas | acao=participou da aula | valor=6054
linha=2879 | nome=Felipe | acao=fez um experimento | valor=2850
linha=2880 | nome=Paulo | acao=fez um experimento | valor=7762
linha=2881 | nome=Eduarda | acao=executou o benchmark | valor=6013
linha=2882 | nome=Karen | acao=estudou computacao | valor=7352
linha=2883 | nome=Gabriela | acao=participou da aula | valor=9143
linha=2884 | nome=Renata | acao=participou da aula | valor=9331
linha=2885 | nome=Renata | acao=estudou computacao | valor=2078
linha=2886 | nome=Paulo | acao=estudou computacao | valor=6144
linha=2887 | nome=Daniela | acao=comparou as metricas | valor=3491
linha=2888 | nome=Natalia | acao=executou o benchmark | valor=5819
linha=2889 | nome=Mariana | acao=estudou computacao | valor=8280
linha=2890 | nome=Mariana | acao=otimizou o algoritmo | valor=8274
linha=2891 | nome=Otavio | acao=analisou os resultados | valor=5733
linha=2892 | nome=Igor | acao=executou o benchmark | valor=8333
linha=2893 | nome=Joao | acao=executou o benchmark | valor=7554
linha=2894 | nome=Gabriela | acao=otimizou o algoritmo | valor=5292
linha=2895 | nome=Ana | acao=comparou as metricas | valor=3031
linha=2896 | nome=Helena | acao=escreveu o relatorio | valor=1283
linha=2897 | nome=Karen | acao=fez um experimento | valor=2507
linha=2898 | nome=Daniela | acao=fez um experimento | valor=9628
linha=2899 | nome=Natalia | acao=fez um experimento | valor=3792
linha=2900 | nome=Felipe | acao=analisou os resultados | valor=2747
linha=2901 | nome=Carlos | acao=estudou computacao | valor=8983
linha=2902 | nome=Bruno | acao=analisou os resultados | valor=2660
linha=2903 | nome=Bruno | acao=participou da aula | valor=2540
linha=2904 | nome=Igor | acao=participou da aula | valor=4384
linha=2905 | nome=Gabriela | acao=analisou os resultados | valor=5483
linha=2906 | nome=Paulo | acao=otimizou o algoritmo | valor=9805
linha=2907 | nome=Helena | acao=participou da aula | valor=9804
linha=2908 | nome=Gabriela | acao=fez um experimento | valor=9964
linha=2909 | nome=Paulo | acao=analisou os resultados | valor=7555
linha=2910 | nome=Paulo | acao=escreveu o relatorio | valor=6143
linha=2911 | nome=Bruno | acao=estudou computacao | valor=5955
linha=2912 | nome=Otavio | acao=participou da aula | valor=2108
linha=2913 | nome=Helena | acao=analisou os resultados | valor=3442
linha=2914 | nome=Gabriela | acao=fez um experimento | valor=8918
linha=2915 | nome=Natalia | acao=fez um experimento | valor=2136
linha=2916 | nome=Bruno | acao=escreveu o relatorio | valor=7655
linha=2917 | nome=Natalia | acao=otimizou o algoritmo | valor=3001
linha=2918 | nome=Daniela | acao=participou da aula | valor=9730
linha=2919 | nome=Ana | acao=fez um experimento | valor=7002
linha=2920 | nome=Daniela | acao=analisou os resultados | valor=9227
linha=2921 | nome=Helena | acao=estudou computacao | valor=7192
linha=2922 | nome=Karen | acao=comparou as metricas | valor=5683
linha=2923 | nome=Natalia | acao=otimizou o algoritmo | valor=2245
linha=2924 | nome=Felipe | acao=otimizou o algoritmo | valor=9443
linha=2925 | nome=Natalia | acao=otimizou o algoritmo | valor=2915
linha=2926 | nome=Mariana | acao=otimizou o algoritmo | valor=2295
linha=2927 | nome=Vitor | acao=escreveu o relatorio | valor=3868
linha=2928 | nome=Mariana | acao=participou da aula | valor=8769
linha=2929 | nome=Mariana | acao=estudou computacao | valor=5709
linha=2930 | nome=Tiago | acao=fez um experimento | valor=9634
linha=2931 | nome=Bruno | acao=analisou os resultados | valor=1355
linha=2932 | nome=Helena | acao=executou o benchmark | valor=5036
linha=2933 | nome=Igor | acao=estudou computacao | valor=7188
linha=2934 | nome=Eduarda | acao=analisou os resultados | valor=9765
linha=2935 | nome=Daniela | acao=analisou os resultados | valor=1779
linha=2936 | nome=Daniela | acao=analisou os resultados | valor=6370
linha=2937 | nome=Helena | acao=executou o benchmark | valor=9933
linha=2938 | nome=Natalia | acao=fez um experimento | valor=8635
linha=2939 | nome=Paulo | acao=participou da aula | valor=2002
linha=2940 | nome=Paulo | acao=executou o benchmark | valor=5571
linha=2941 | nome=Karen | acao=participou da aula | valor=5187
linha=2942 | nome=Carlos | acao=otimizou o algoritmo | valor=9568
linha=2943 | nome=Helena | acao=comparou as metricas | valor=8155
linha=2944 | nome=Daniela | acao=executou o benchmark | valor=9819
linha=2945 | nome=Ana | acao=otimizou o algoritmo | valor=6008
linha=2946 | nome=Lucas | acao=fez um experimento | valor=8379
linha=2947 | nome=Mariana | acao=escreveu o relatorio | valor=4921
linha=2948 | nome=Otavio | acao=analisou os resultados | valor=5799
linha=2949 | nome=Ana | acao=estudou computacao | valor=6638
linha=2950 | nome=Mariana | acao=analisou os resultados | valor=2959
linha=2951 | nome=Otavio | acao=comparou as metricas | valor=6155
linha=2952 | nome=Natalia | acao=comparou as metricas | valor=1217
linha=2953 | nome=Mariana | acao=escreveu o relatorio | valor=2675
linha=2954 | nome=Karen | acao=participou da aula | valor=5079
linha=2955 | nome=Ana | acao=otimizou o algoritmo | valor=3494
linha=2956 | nome=Igor | acao=fez um experimento | valor=3995
linha=2957 | nome=Natalia | acao=estudou computacao | valor=6514
linha=2958 | nome=Otavio | acao=participou da aula | valor=6856
linha=2959 | nome=Sofia | acao=comparou as metricas | valor=3362
linha=2960 | nome=Renata | acao=participou da aula | valor=7303
linha=2961 | nome=Karen | acao=analisou os resultados | valor=6794
linha=2962 | nome=Helena | acao=comparou as metricas | valor=5607
linha=2963 | nome=Tiago | acao=escreveu o relatorio | valor=4122
linha=2964 | nome=Lucas | acao=participou da aula | valor=7669
linha=2965 | nome=Otavio | acao=estudou computacao | valor=3760
linha=2966 | nome=Lucas | acao=fez um experimento | valor=9174
linha=2967 | nome=Otavio | acao=comparou as metricas | valor=3493
linha=2968 | nome=Helena | acao=otimizou o algoritmo | valor=9457
linha=2969 | nome=Paulo | acao=analisou os resultados | valor=6984
linha=2970 | nome=Lucas | acao=comparou as metricas | valor=2587
linha=2971 | nome=Eduarda | acao=comparou as metricas | valor=2163
linha=2972 | nome=Lucas | acao=fez um experimento | valor=6375
linha=2973 | nome=Tiago | acao=fez um experimento | valor=8314
linha=2974 | nome=Natalia | acao=escreveu o relatorio | valor=3247
linha=2975 | nome=Daniela | acao=estudou computacao | valor=3877
linha=2976 | nome=Natalia | acao=estudou computacao | valor=6504
