linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=3052 | nome=Igor | acao=analisou os resultados | valor=1134
linha=3053 | nome=Paulo | acao=estudou computacao | valor=3336
linha=3054 | nome=Bruno | acao=analisou os resultados | valor=4054
linha=3055 | nome=Lucas | acao=otimizou o algoritmo | valor=3198
linha=3056 | nome=Igor | acao=analisou os resultados | valor=1549
linha=3057 | nome=Paulo | acao=executou o benchmark | valor=6408
linha=3058 | nome=Daniela | acao=analisou os resultados | valor=3683
linha=3059 | nome=Natalia | acao=participou da aula | valor=8465
linha=3060 | nome=Lucas | acao=comparou as metricas | valor=7910
linha=3061 | nome=Felipe | acao=escreveu o relatorio | valor=6377
linha=3062 | nome=Eduarda | acao=fez um experimento | valor=6234
linha=3063 | nome=Felipe | acao=executou o benchmark | valor=3813
linha=3064 | nome=Carlos | acao=executou o benchmark | valor=5566
linha=3065 | nome=Eduarda | acao=comparou as metricas | valor=1795
linha=3066 | nome=Daniela | acao=estudou computacao | valor=1942
linha=3067 | nome=Lucas | acao=escreveu o relatorio | valor=9757
linha=3068 | nome=Eduarda | acao=otimizou o algoritmo | valor=3748
linha=3069 | nome=Lucas | acao=participou da aula | valor=9587
linha=3070 | nome=Carlos | acao=analisou os resultados | valor=6695
linha=3071 | nome=Renata | acao=escreveu o relatorio | valor=3028
linha=3072 | nome=Sofia | acao=comparou as metricas | valor=7970
linha=3073 | nome=Paulo | acao=executou o benchmark | valor=9815
linha=3074 | nome=Bruno | acao=comparou as metricas | valor=8662
linha=3075 | nome=Paulo | acao=executou o benchmark | valor=6384
linha=3076 | nome=Helena | acao=executou o benchmark | valor=9310
linha=3077 | nome=Bruno | acao=escreveu o relatorio | valor=6904
linha=3078 | nome=Carlos | acao=fez um experimento | valor=4703
linha=3079 | nome=Igor | acao=estudou computacao | valor=8522
linha=3080 | nome=Paulo | acao=estudou computacao | valor=5531
linha=3081 | nome=Tiago | acao=executou o benchmark | valor=4938
linha=3082 | nome=Natalia | acao=executou o benchmark | valor=3204
linha=3083 | nome=Gabriela | acao=executou o benchmark | valor=1374
linha=3084 | nome=Karen | acao=participou da aula | valor=1744
linha=3085 | nome=Vitor | acao=comparou as metricas | valor=6979
linha=3086 | nome=Renata | acao=participou da aula | valor=4969
linha=3087 | nome=Daniela | acao=otimizou o algoritmo | valor=3445
linha=3088 | nome=Lucas | acao=fez um experimento | valor=1331
linha=3089 | nome=Joao | acao=participou da aula | valor=2941
linha=3090 | nome=Renata | acao=estudou computacao | valor=7930
linha=3091 | nome=Carlos | acao=comparou as metricas | valor=3637
linha=3092 | nome=Joao | acao=comparou as metricas | valor=4320
linha=3093 | nome=Bruno | acao=comparou as metricas | valor=7114
linha=3094 | nome=Renata | acao=comparou as metricas | valor=7154
linha=3095 | nome=Renata | acao=executou o benchmark | valor=7073
linha=3096 | nome=Gabriela | acao=fez um experimento | valor=2938
linha=3097 | nome=Sofia | acao=fez um experimento | valor=9291
linha=3098 | nome=Daniela | acao=executou o benchmark | valor=4197
linha=3099 | nome=Daniela | acao=participou da aula | valor=2386
linha=3100 | nome=Mariana | acao=executou o benchmark | valor=3306
linha=3101 | nome=Igor | acao=analisou os resultados | valor=8756
linha=3102 | nome=Gabriela | acao=executou o benchmark | valor=6622
linha=3103 | nome=Ana | acao=comparou as metricas | valor=7353
linha=3104 | nome=Eduarda | acao=otimizou o algoritmo | valor=5566
linha=3105 | nome=Sofia | acao=escreveu o relatorio | valor=1967
linha=3106 | nome=Renata | acao=estudou computacao | valor=4275
linha=3107 | nome=Felipe | acao=estudou computacao | valor=5575
linha=3108 | nome=Joao | acao=participou da aula | valor=4617
linha=3109 | nome=Helena | acao=estudou computacao | valor=5779
linha=3110 | nome=Renata | acao=participou da aula | valor=4317
linha=3111 | nome=Eduarda | acao=executou o benchmark | valor=4652
linha=3112 | nome=Karen | acao=comparou as metricas | valor=7970
linha=3113 | nome=Daniela | acao=fez um experimento | valor=9641
linha=3114 | nome=Felipe | acao=fez um experimento | valor=8909
linha=3115 | nome=Paulo | acao=otimizou o algoritmo | valor=9024
linha=3116 | nome=Ana | acao=comparou as metricas | valor=3928
linha=3117 | nome=Mariana | acao=fez um experimento | valor=8287
linha=3118 | nome=Renata | acao=analisou os resultados | valor=1468
linha=3119 | nome=Renata | acao=fez um experimento | valor=6817
linha=3120 | nome=Felipe | acao=fez um experimento | valor=6467
linha=3121 | nome=Vitor | acao=executou o benchmark | valor=3319
linha=3122 | nome=Carlos | acao=estudou computacao | valor=6194
linha=3123 | nome=Felipe | acao=analisou os resultados | valor=8372
linha=3124 | nome=Bruno | acao=comparou as metricas | valor=6776
linha=3125 | nome=Lucas | acao=participou da aula | valor=7984
linha=3126 | nome=Mariana | acao=fez um experimento | valor=7161
linha=3127 | nome=Joao | acao=fez um experimento | valor=7186
linha=3128 | nome=Lucas | acao=participou da aula | valor=3497
linha=3129 | nome=Helena | acao=estudou computacao | valor=9820
linha=3130 | nome=Joao | acao=analisou os resultados | valor=7860
linha=3131 | nome=Gabriela | acao=estudou computacao | valor=8058
linha=3132 | nome=Ana | acao=estudou computacao | valor=9093
linha=3133 | nome=Natalia | acao=estudou computacao | valor=4442
linha=3134 | nome=Igor | acao=fez um experimento | valor=3494
linha=3135 | nome=Lucas | acao=escreveu o relatorio | valor=8441
linha=3136 | nome=Carlos | acao=participou da aula | valor=5231
linha=3137 | nome=Carlos | acao=fez um experimento | valor=4977
linha=3138 | nome=Carlos | acao=executou o benchmark | valor=5806
linha=3139 | nome=Joao | acao=escreveu o relatorio | valor=5039
linha=3140 | nome=Carlos | acao=analisou os resultados | valor=8548
linha=3141 | nome=Mariana | acao=participou da aula | valor=1681
linha=3142 | nome=Paulo | acao=executou o benchmark | valor=1518
linha=3143 | nome=Vitor | acao=fez um experimento | valor=6627
linha=3144 | nome=Renata | acao=analisou os resultados | valor=7346
linha=3145 | nome=Gabriela | acao=estudou computacao | valor=4446
linha=3146 | nome=Otavio | acao=executou o benchmark | valor=2481
linha=3147 | nome=Natalia | acao=analisou os resultados | valor=6602
linha=3148 | nome=Felipe | acao=participou da aula | valor=7971
linha=3149 | nome=Vitor | acao=estudou computacao | valor=4414
linha=3150 | nome=Bruno | acao=otimizou o algoritmo | valor=2694
linha=3151 | nome=Mariana | acao=participou da aula | valor=4987
linha=3152 | nome=Gabriela | acao=estudou computacao | valor=7718
linha=3153 | nome=Gabriela | acao=executou o benchmark | valor=4210
linha=3154 | nome=Tiago | acao=otimizou o algoritmo | valor=1118
linha=3155 | nome=Carlos | acao=executou o benchmark | valor=5005
linha=3156 | nome=Vitor | acao=analisou os resultados | valor=7615
linha=3157 | nome=Ana | acao=escreveu o relatorio | valor=7921
linha=3158 | nome=Bruno | acao=fez um experimento | valor=5155
linha=3159 | nome=Paulo | acao=fez um experimento | valor=5321
linha=3160 | nome=Renata | acao=estudou computacao | valor=3872
linha=3161 | nome=Mariana | acao=analisou os resultados | valor=2625
linha=3162 | nome=Gabriela | acao=executou o benchmark | valor=7139
linha=3163 | nome=Ana | acao=comparou as metricas | valor=6676
linha=3164 | nome=Helena | acao=otimizou o algoritmo | valor=4582
linha=3165 | nome=Gabriela | acao=analisou os resultados | valor=4353
linha=3166 | nome=Bruno | acao=escreveu o relatorio | valor=6983
linha=3167 | nome=Mariana | acao=comparou as metricas | valor=8987
linha=3168 | nome=Daniela | acao=otimizou o algoritmo | valor=5814
linha=3169 | nome=Sofia | acao=executou o benchmark | valor=9187
linha=3170 | nome=Sofia | acao=analisou os resultados | valor=9123
linha=3171 | nome=Helena | acao=escreveu o relatorio | valor=5331
linha=3172 | nome=Ana | acao=analisou os resultados | valor=5807
linha=3173 | nome=Eduarda | acao=executou o benchmark | valor=8330
linha=3174 | nome=Bruno | acao=executou o benchmark | valor=1899
linha=3175 | nome=Renata | acao=executou o benchmark | valor=8333
linha=3176 | nome=Natalia | acao=escreveu o relatorio | valor=2548
linha=3177 | nome=Gabriela | acao=analisou os resultados | valor=6338
linha=3178 | nome=Sofia | acao=participou da aula | valor=1298
linha=3179 | nome=Joao | acao=analisou os resultados | valor=6252
linha=3180 | nome=Ana | acao=escreveu o relatorio | valor=5236
linha=3181 | nome=Natalia | acao=otimizou o algoritmo | valor=1223
linha=3182 | nome=Ana | acao=escreveu o relatorio | valor=5443
linha=3183 | nome=Bruno | acao=fez um experimento | valor=1348
linha=3184 | nome=Helena | acao=executou o benchmark | valor=2226
linha=3185 | nome=Daniela | acao=participou da aula | valor=8941
linha=3186 | nome=Eduarda | acao=executou o benchmark | valor=6664
linha=3187 | nome=Mariana | acao=participou da aula | valor=9555
linha=3188 | nome=Felipe | acao=executou o benchmark | valor=9327
linha=3189 | nome=Igor | acao=estudou computacao | valor=8025
linha=3190 | nome=Vitor | acao=comparou as metricas | valor=6428
linha=3191 | nome=Bruno | acao=escreveu o relatorio | valor=4133
linha=3192 | nome=Bruno | acao=comparou as metricas | valor=1674
linha=3193 | nome=Eduarda | acao=participou da aula | valor=3603
linha=3194 | nome=Bruno | acao=analisou os resultados | valor=8645
linha=3195 | nome=Karen | acao=escreveu o relatorio | valor=4144
linha=3196 | nome=Bruno | acao=escreveu o relatorio | valor=8068
linha=3197 | nome=Natalia | acao=participou da aula | valor=2932
linha=3198 | nome=Helena | acao=participou da aula | valor=6176
linha=3199 | nome=Mariana | acao=otimizou o algoritmo | valor=3165
linha=3200 | nome=Otavio | acao=participou da aula | valor=2051
linha=3201 | nome=Helena | acao=escreveu o relatorio | valor=9675
linha=3202 | nome=Daniela | acao=fez um experimento | valor=2614
linha=3203 | nome=Helena | acao=executou o benchmark | valor=7150
linha=3204 | nome=Bruno | acao=comparou as metricas | valor=7696
linha=3205 | nome=Gabriela | acao=estudou computacao | valor=5334
linha=3206 | nome=Carlos | acao=participou da aula | valor=7387
linha=3207 | nome=Otavio | acao=participou da aula | valor=8316
linha=3208 | nome=Otavio | acao=participou da aula | valor=4856
linha=3209 | nome=Vitor | acao=analisou os resultados | valor=9132
linha=3210 | nome=Helena | acao=escreveu o relatorio | valor=2802
linha=3211 | nome=Daniela | acao=escreveu o relatorio | valor=1278
linha=3212 | nome=Felipe | acao=escreveu o relatorio | valor=3723
linha=3213 | nome=Mariana | acao=escreveu o relatorio | valor=7649
linha=3214 | nome=Ana | acao=estudou computacao | valor=6490
linha=3215 | nome=Igor | acao=executou o benchmark | valor=6260
linha=3216 | nome=Gabriela | acao=estudou computacao | valor=5960
linha=3217 | nome=Natalia | acao=estudou computacao | valor=6052
linha=3218 | nome=Carlos | acao=participou da aula | valor=3582
linha=3219 | nome=Joao | acao=otimizou o algoritmo | valor=3486
linha=3220 | nome=Ana | acao=otimizou o algoritmo | valor=9685
linha=3221 | nome=Sofia | acao=comparou as metricas | valor=6683
linha=3222 | nome=Gabriela | acao=executou o benchmark | valor=9305
linha=3223 | nome=Mariana | acao=participou da aula | valor=7604
linha=3224 | nome=Eduarda | acao=otimizou o algoritmo | valor=4624
linha=3225 | nome=Eduarda | acao=estudou computacao | valor=3672
linha=3226 | nome=Vitor | acao=participou da aula | valor=9693
linha=3227 | nome=Otavio | acao=escreveu o relatorio | valor=2823
linha=3228 | nome=Eduarda | acao=executou o benchmark | valor=6099
linha=3229 | nome=Carlos | acao=executou o benchmark | valor=3494
linha=3230 | nome=Vitor | acao=comparou as metricas | valor=1133
linha=3231 | nome=Vitor | acao=escreveu o relatorio | valor=6253
linha=3232 | nome=Igor | acao=estudou computacao | valor=2173
linha=3233 | nome=Mariana | acao=estudou computacao | valor=5743
linha=3234 | nome=Mariana | acao=participou da aula | valor=3770
linha=3235 | nome=Paulo | acao=executou o benchmark | valor=6486
linha=3236 | nome=Ana | acao=escreveu o relatorio | valor=5394
linha=3237 | nome=Bruno | acao=participou da aula | valor=6221
linha=3238 | nome=Daniela | acao=comparou as metricas | valor=1290
linha=3239 | nome=Daniela | acao=escreveu o relatorio | valor=3743
linha=3240 | nome=Tiago | acao=analisou os resultados | valor=5827
linha=3241 | nome=Bruno | acao=otimizou o algoritmo | valor=9311
linha=3242 | nome=Vitor | acao=fez um experimento | valor=5346
linha=3243 | nome=Otavio | acao=comparou as metricas | valor=5983
linha=3244 | nome=Vitor | acao=comparou as metricas | valor=5780
linha=3245 | nome=Karen | acao=fez um experimento | valor=2749
linha=3246 | nome=Gabriela | acao=comparou as metricas | valor=7627
linha=3247 | nome=Igor | acao=fez um experimento | valor=3679
linha=3248 | nome=Sofia | acao=analisou os resultados | valor=6371
linha=3249 | nome=Daniela | acao=fez um experimento | valor=5990
linha=3250 | nome=Gabriela | acao=comparou as metricas | valor=3280
linha=3251 | nome=Igor | acao=executou o benchmark | valor=9585
linha=3252 | nome=Renata | acao=comparou as metricas | valor=7325
linha=3253 | nome=Carlos | acao=fez um experimento | valor=5895
linha=3254 | nome=Karen | acao=executou o benchmark | valor=2916
linha=3255 | nome=Lucas | acao=analisou os resultados | valor=3463
linha=3256 | nome=Renata | acao=otimizou o algoritmo | valor=3972
linha=3257 | nome=Gabriela | acao=analisou os resultados | valor=6599
linha=3258 | nome=Vitor | acao=otimizou o algoritmo | valor=1190
linha=3259 | nome=Karen | acao=fez um experimento | valor=3783
linha=3260 | nome=Renata | acao=analisou os resultados | valor=9337
linha=3261 | nome=Lucas | acao=fez um experimento | valor=7562
linha=3262 | nome=Daniela | acao=fez um experimento | valor=6642
linha=3263 | nome=Vitor | acao=comparou as metricas | valor=9048
linha=3264 | nome=Vitor | acao=fez um experimento | valor=1368
linha=3265 | nome=Daniela | acao=comparou as metricas | valor=3432
linha=3266 | nome=Eduarda | acao=participou da aula | valor=3162
linha=3267 | nome=Renata | acao=estudou computacao | valor=1342
linha=3268 | nome=Carlos | acao=comparou as metricas | valor=5970
linha=3269 | nome=Helena | acao=comparou as metricas | valor=6442
linha=3270 | nome=Otavio | acao=participou da aula | valor=3451
linha=3271 | nome=Renata | acao=participou da aula | valor=5470
linha=3272 | nome=Tiago | acao=analisou os resultados | valor=2091
linha=3273 | nome=Paulo | acao=participou da aula | valor=8104
linha=3274 | nome=Karen | acao=estudou computacao | valor=9499
linha=3275 | nome=Karen | acao=otimizou o algoritmo | valor=4334
linha=3276 | nome=Eduarda | acao=executou o benchmark | valor=1549
linha=3277 | nome=Ana | acao=analisou os resultados | valor=3057
linha=3278 | nome=Carlos | acao=otimizou o algoritmo | valor=9070
linha=3279 | nome=Ana | acao=analisou os resultados | valor=8100
linha=3280 | nome=Vitor | acao=participou da aula | valor=6772
linha=3281 | nome=Gabriela | acao=executou o benchmark | valor=3904
linha=3282 | nome=Karen | acao=executou o benchmark | valor=6040
linha=3283 | nome=Eduarda | acao=executou o benchmark | valor=2777
linha=3284 | nome=Daniela | acao=otimizou o algoritmo | valor=5689
linha=3285 | nome=Paulo | acao=escreveu o relatorio | valor=7751
linha=3286 | nome=Tiago | acao=analisou os resultados | valor=9086
linha=3287 | nome=Gabriela | acao=otimizou o algoritmo | valor=8714
linha=3288 | nome=Gabriela | acao=escreveu o relatorio | valor=2692
linha=3289 | nome=Lucas | acao=escreveu o relatorio | valor=7083
linha=3290 | nome=Tiago | acao=participou da aula | valor=7438
linha=3291 | nome=Vitor | acao=escreveu o relatorio | valor=8210
linha=3292 | nome=Mariana | acao=estudou computacao | valor=8457
linha=3293 | nome=Eduarda | acao=analisou os resultados | valor=5707
linha=3294 | nome=Helena | acao=executou o benchmark | valor=9974
linha=3295 | nome=Karen | acao=escreveu o relatorio | valor=1503
linha=3296 | nome=Natalia | acao=otimizou o algoritmo | valor=1675
linha=3297 | nome=Sofia | acao=comparou as metricas | valor=8549
linha=3298 | nome=Lucas | acao=executou o benchmark | valor=6424
linha=3299 | nome=Natalia | acao=comparou as metricas | valor=9407
linha=3300 | nome=Helena | acao=analisou os resultados | valor=1071
linha=3301 | nome=Lucas | acao=comparou as metricas | valor=3375
linha=3302 | nome=Helena | acao=escreveu o relatorio | valor=7435
linha=3303 | nome=Carlos | acao=escreveu o relatorio | valor=9207
linha=3304 | nome=Paulo | acao=executou o benchmark | valor=5784
linha=3305 | nome=Igor | acao=estudou computacao | valor=7655
linha=3306 | nome=Gabriela | acao=executou o benchmark | valor=3150
