linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=2668 | nome=Felipe | acao=fez um experimento | valor=3427
linha=2669 | nome=Ana | acao=estudou computacao | valor=9248
linha=2670 | nome=Gabriela | acao=otimizou o algoritmo | valor=7515
linha=2671 | nome=Ana | acao=fez um experimento | valor=4628
linha=2672 | nome=Tiago | acao=otimizou o algoritmo | valor=6199
linha=2673 | nome=Paulo | acao=otimizou o algoritmo | valor=7600
linha=2674 | nome=Gabriela | acao=participou da aula | valor=9716
linha=2675 | nome=Felipe | acao=participou da aula | valor=4184
linha=2676 | nome=Ana | acao=executou o benchmark | valor=2748
linha=2677 | nome=Renata | acao=fez um experimento | valor=4698
linha=2678 | nome=Eduarda | acao=fez um experimento | valor=1759
linha=2679 | nome=Carlos | acao=executou o benchmark | valor=2048
linha=2680 | nome=Vitor | acao=participou da aula | valor=2799
linha=2681 | nome=Otavio | acao=escreveu o relatorio | valor=4633
linha=2682 | nome=Carlos | acao=fez um experimento | valor=8201
linha=2683 | nome=Karen | acao=comparou as metricas | valor=1891
linha=2684 | nome=Lucas | acao=executou o benchmark | valor=7990
linha=2685 | nome=Eduarda | acao=escreveu o relatorio | valor=5460
linha=2686 | nome=Bruno | acao=analisou os resultados | valor=8492
linha=2687 | nome=Ana | acao=fez um experimento | valor=3785
linha=2688 | nome=Tiago | acao=executou o benchmark | valor=2622
linha=2689 | nome=Mariana | acao=comparou as metricas | valor=3090
linha=2690 | nome=Ana | acao=otimizou o algoritmo | valor=9942
linha=2691 | nome=Felipe | acao=estudou computacao | valor=5023
linha=2692 | nome=Joao | acao=escreveu o relatorio | valor=4202
linha=2693 | nome=Natalia | acao=participou da aula | valor=1131
linha=2694 | nome=Gabriela | acao=fez um experimento | valor=4683
linha=2695 | nome=Ana | acao=executou o benchmark | valor=4333
linha=2696 | nome=Vitor | acao=escreveu o relatorio | valor=1202
linha=2697 | nome=Joao | acao=estudou computacao | valor=4643
linha=2698 | nome=Karen | acao=analisou os resultados | valor=5916
linha=2699 | nome=Felipe | acao=estudou computacao | valor=4968
linha=2700 | nome=Otavio | acao=executou o benchmark | valor=3822
linha=2701 | nome=Tiago | acao=escreveu o relatorio | valor=6728
linha=2702 | nome=Eduarda | acao=estudou computacao | valor=1242
linha=2703 | nome=Karen | acao=otimizou o algoritmo | valor=3618
linha=2704 | nome=Gabriela | acao=executou o benchmark | valor=7925
linha=2705 | nome=Renata | acao=participou da aula | valor=8836
linha=2706 | nome=Lucas | acao=estudou computacao | valor=4739
linha=2707 | nome=Otavio | acao=estudou computacao | valor=1461
linha=2708 | nome=Ana | acao=participou da aula | valor=2359
linha=2709 | nome=Sofia | acao=executou o benchmark | valor=5253
linha=2710 | nome=Natalia | acao=analisou os resultados | valor=2936
linha=2711 | nome=Sofia | acao=analisou os resultados | valor=8856
linha=2712 | nome=Karen | acao=estudou computacao | valor=4746
linha=2713 | nome=Bruno | acao=comparou as metricas | valor=3439
linha=2714 | nome=Helena | acao=escreveu o relatorio | valor=5280
linha=2715 | nome=Sofia | acao=analisou os resultados | valor=3865
linha=2716 | nome=Eduarda | acao=estudou computacao | valor=2461
linha=2717 | nome=Otavio | acao=fez um experimento | valor=2220
linha=2718 | nome=Gabriela | acao=comparou as metricas | valor=2028
linha=2719 | nome=Helena | acao=fez um experimento | valor=2537
linha=2720 | nome=Sofia | acao=participou da aula | valor=1527
linha=2721 | nome=Vitor | acao=escreveu o relatorio | valor=8507
linha=2722 | nome=Otavio | acao=executou o benchmark | valor=3103
linha=2723 | nome=Eduarda | acao=estudou computacao | valor=2758
linha=2724 | nome=Mariana | acao=executou o benchmark | valor=5978
linha=2725 | nome=Eduarda | acao=estudou computacao | valor=2189
linha=2726 | nome=Gabriela | acao=otimizou o algoritmo | valor=5129
linha=2727 | nome=Paulo | acao=otimizou o algoritmo | valor=6762
linha=2728 | nome=Otavio | acao=fez um experimento | valor=9529
linha=2729 | nome=Joao | acao=analisou os resultados | valor=8829
linha=2730 | nome=Joao | acao=analisou os resultados | valor=6689
linha=2731 | nome=Joao | acao=comparou as metricas | valor=3809
linha=2732 | nome=Daniela | acao=comparou as metricas | valor=2354
linha=2733 | nome=Sofia | acao=participou da aula | valor=6694
linha=2734 | nome=Joao | acao=estudou computacao | valor=7837
linha=2735 | nome=Helena | acao=estudou computacao | valor=1289
linha=2736 | nome=Bruno | acao=comparou as metricas | valor=4562
linha=2737 | nome=Tiago | acao=comparou as metricas | valor=6663
linha=2738 | nome=Paulo | acao=participou da aula | valor=1574
linha=2739 | nome=Natalia | acao=analisou os resultados | valor=6307
linha=2740 | nome=Eduarda | acao=fez um experimento | valor=3796
linha=2741 | nome=Eduarda | acao=estudou computacao | valor=5114
linha=2742 | nome=Otavio | acao=analisou os resultados | valor=1708
linha=2743 | nome=Lucas | acao=otimizou o algoritmo | valor=6542
linha=2744 | nome=Felipe | acao=escreveu o relatorio | valor=6285
linha=2745 | nome=Ana | acao=participou da aula | valor=9555
linha=2746 | nome=Eduarda | acao=estudou computacao | valor=8467
linha=2747 | nome=Karen | acao=comparou as metricas | valor=4436
linha=2748 | nome=Carlos | acao=participou da aula | valor=7455
linha=2749 | nome=Mariana | acao=otimizou o algoritmo | valor=6593
linha=2750 | nome=Lucas | acao=executou o benchmark | valor=1954
linha=2751 | nome=Joao | acao=comparou as metricas | valor=1904
linha=2752 | nome=Carlos | acao=escreveu o relatorio | valor=2989
linha=2753 | nome=Helena | acao=escreveu o relatorio | valor=3856
linha=2754 | nome=Vitor | acao=escreveu o relatorio | valor=5345
linha=2755 | nome=Carlos | acao=analisou os resultados | valor=8394
linha=2756 | nome=Renata | acao=escreveu o relatorio | valor=9850
linha=2757 | nome=Otavio | acao=escreveu o relatorio | valor=6427
linha=2758 | nome=Otavio | acao=otimizou o algoritmo | valor=1876
linha=2759 | nome=Karen | acao=escreveu o relatorio | valor=9767
linha=2760 | nome=Renata | acao=executou o benchmark | valor=8719
linha=2761 | nome=Vitor | acao=otimizou o algoritmo | valor=5915
linha=2762 | nome=Natalia | acao=analisou os resultados | valor=4629
linha=2763 | nome=Lucas | acao=analisou os resultados | valor=2165
linha=2764 | nome=Igor | acao=fez um experimento | valor=9063
linha=2765 | nome=Carlos | acao=executou o benchmark | valor=2322
linha=2766 | nome=Vitor | acao=executou o benchmark | valor=9625
linha=2767 | nome=Eduarda | acao=otimizou o algoritmo | valor=9150
linha=2768 | nome=Tiago | acao=otimizou o algoritmo | valor=8589
linha=2769 | nome=Joao | acao=fez um experimento | valor=3504
linha=2770 | nome=Paulo | acao=participou da aula | valor=2723
linha=2771 | nome=Lucas | acao=fez um experimento | valor=4825
linha=2772 | nome=Felipe | acao=analisou os resultados | valor=1115
linha=2773 | nome=Vitor | acao=executou o benchmark | valor=8038
linha=2774 | nome=Daniela | acao=analisou os resultados | valor=3449
linha=2775 | nome=Eduarda | acao=fez um experimento | valor=2636
linha=2776 | nome=Mariana | acao=estudou computacao | valor=4771
linha=2777 | nome=Karen | acao=comparou as metricas | valor=3163
linha=2778 | nome=Sofia | acao=otimizou o algoritmo | valor=1256
linha=2779 | nome=Igor | acao=analisou os resultados | valor=6852
linha=2780 | nome=Paulo | acao=analisou os resultados | valor=4394
linha=2781 | nome=Igor | acao=participou da aula | valor=4160
linha=2782 | nome=Helena | acao=estudou computacao | valor=4796
linha=2783 | nome=Otavio | acao=comparou as metricas | valor=6987
linha=2784 | nome=Vitor | acao=comparou as metricas | valor=5088
linha=2785 | nome=Karen | acao=executou o benchmark | valor=7785
linha=2786 | nome=Paulo | acao=comparou as metricas | valor=5313
linha=2787 | nome=Otavio | acao=executou o benchmark | valor=1612
linha=2788 | nome=Eduarda | acao=escreveu o relatorio | valor=1533
linha=2789 | nome=Otavio | acao=escreveu o relatorio | valor=6523
linha=2790 | nome=Natalia | acao=analisou os resultados | valor=4925
linha=2791 | nome=Helena | acao=estudou computacao | valor=7445
linha=2792 | nome=Gabriela | acao=comparou as metricas | valor=2415
linha=2793 | nome=Helena | acao=analisou os resultados | valor=7436
linha=2794 | nome=Bruno | acao=participou da aula | valor=8119
linha=2795 | nome=Paulo | acao=comparou as metricas | valor=3762
linha=2796 | nome=Mariana | acao=escreveu o relatorio | valor=8695
linha=2797 | nome=Helena | acao=analisou os resultados | valor=5244
linha=2798 | nome=Otavio | acao=estudou computacao | valor=1385
linha=2799 | nome=Gabriela | acao=participou da aula | valor=4034
linha=2800 | nome=Eduarda | acao=estudou computacao | valor=1282
linha=2801 | nome=Helena | acao=participou da aula | valor=3806
linha=2802 | nome=Mariana | acao=estudou computacao | valor=2241
linha=2803 | nome=Tiago | acao=comparou as metricas | valor=7601
linha=2804 | nome=Ana | acao=fez um experimento | valor=9923
linha=2805 | nome=Lucas | acao=otimizou o algoritmo | valor=8857
linha=2806 | nome=Lucas | acao=comparou as metricas | valor=8622
linha=2807 | nome=Paulo | acao=comparou as metricas | valor=4712
linha=2808 | nome=Daniela | acao=participou da aula | valor=4230
linha=2809 | nome=Karen | acao=comparou as metricas | valor=4785
linha=2810 | nome=Sofia | acao=analisou os resultados | valor=5191
linha=2811 | nome=Paulo | acao=comparou as metricas | valor=8468
linha=2812 | nome=Renata | acao=analisou os resultados | valor=3473
linha=2813 | nome=Joao | acao=participou da aula | valor=4061
linha=2814 | nome=Gabriela | acao=escreveu o relatorio | valor=4574
linha=2815 | nome=Vitor | acao=analisou os resultados | valor=6393
linha=2816 | nome=Renata | acao=otimizou o algoritmo | valor=8739
linha=2817 | nome=Gabriela | acao=participou da aula | valor=3901
linha=2818 | nome=Paulo | acao=comparou as metricas | valor=8194
linha=2819 | nome=Bruno | acao=fez um experimento | valor=7474
linha=2820 | nome=Vitor | acao=estudou computacao | valor=4744
linha=2821 | nome=Paulo | acao=fez um experimento | valor=1530
linha=2822 | nome=Helena | acao=escreveu o relatorio | valor=3883
linha=2823 | nome=Sofia | acao=otimizou o algoritmo | valor=7840
linha=2824 | nome=Felipe | acao=fez um experimento | valor=8203
linha=2825 | nome=Renata | acao=escreveu o relatorio | valor=4065
linha=2826 | nome=Tiago | acao=executou o benchmark | valor=5935
linha=2827 | nome=Helena | acao=otimizou o algoritmo | valor=3501
linha=2828 | nome=Helena | acao=analisou os resultados | valor=6938
linha=2829 | nome=Felipe | acao=estudou computacao | valor=4525
linha=2830 | nome=Bruno | acao=fez um experimento | valor=2698
linha=2831 | nome=Felipe | acao=comparou as metricas | valor=3164
linha=2832 | nome=Bruno | acao=otimizou o algoritmo | valor=1544
linha=2833 | nome=Sofia | acao=fez um experimento | valor=6480
linha=2834 | nome=Joao | acao=escreveu o relatorio | valor=3723
linha=2835 | nome=Paulo | acao=executou o benchmark | valor=6262
linha=2836 | nome=Renata | acao=escreveu o relatorio | valor=1708
linha=2837 | nome=Karen | acao=executou o benchmark | valor=3958
linha=2838 | nome=Joao | acao=fez um experimento | valor=2786
linha=2839 | nome=Bruno | acao=comparou as metricas | valor=1027
linha=2840 | nome=Ana | acao=fez um experimento | valor=2608
linha=2841 | nome=Bruno | acao=escreveu o relatorio | valor=1413
linha=2842 | nome=Natalia | acao=escreveu o relatorio | valor=2502
linha=2843 | nome=Joao | acao=estudou computacao | valor=6474
linha=2844 | nome=Mariana | acao=analisou os resultados | valor=6661
linha=2845 | nome=Otavio | acao=fez um experimento | valor=8788
linha=2846 | nome=Mariana | acao=escreveu o relatorio | valor=9872
linha=2847 | nome=Karen | acao=comparou as metricas | valor=8939
linha=2848 | nome=Igor | acao=fez um experimento | valor=8149
linha=2849 | nome=Paulo | acao=estudou computacao | valor=9397
linha=2850 | nome=Gabriela | acao=fez um experimento | valor=8237
linha=2851 | nome=Carlos | acao=otimizou o algoritmo | valor=6776
linha=2852 | nome=Joao | acao=otimizou o algoritmo | valor=2986
linha=2853 | nome=Mariana | acao=comparou as metricas | valor=5464
linha=2854 | nome=Carlos | acao=comparou as metricas | valor=5645
linha=2855 | nome=Felipe | acao=escreveu o relatorio | valor=5967
linha=2856 | nome=Daniela | acao=participou da aula | valor=6322
linha=2857 | nome=Mariana | acao=participou da aula | valor=3947
linha=2858 | nome=Ana | acao=participou da aula | valor=6634
linha=2859 | nome=Mariana | acao=fez um experimento | valor=3579
linha=2860 | nome=Ana | acao=estudou computacao | valor=7367
linha=2861 | nome=Renata | acao=analisou os resultados | valor=3766
linha=2862 | nome=Karen | acao=otimizou o algoritmo | valor=7004
linha=2863 | nome=Karen | acao=otimizou o algoritmo | valor=4626
linha=2864 | nome=Natalia | acao=executou o benchmark | valor=2133
linha=2865 | nome=Mariana | acao=otimizou o algoritmo | valor=4452
linha=2866 | nome=Lucas | acao=executou o benchmark | valor=9913
linha=2867 | nome=Natalia | acao=participou da aula | valor=9306
linha=2868 | nome=Sofia | acao=fez um experimento | valor=2470
linha=2869 | nome=Bruno | acao=executou o benchmark | valor=2191
linha=2870 | nome=Lucas | acao=otimizou o algoritmo | valor=3536
linha=2871 | nome=Sofia | acao=analisou os resultados | valor=4129
linha=2872 | nome=Mariana | acao=analisou os resultados | valor=4378
linha=2873 | nome=Natalia | acao=analisou os resultados | valor=3113
linha=2874 | nome=Paulo | acao=fez um experimento | valor=1391
linha=2875 | nome=Vitor | acao=executou o benchmark | valor=8746
linha=2876 | nome=Paulo | acao=analisou os resultados | valor=2028
linha=2877 | nome=Otavio | acao=participou da aula | valor=9345
linha=2878 | nome=Tiago | acao=participou da aula | valor=3401
linha=2879 | nome=Felipe | acao=participou da aula | valor=7101
linha=2880 | nome=Igor | acao=estudou computacao | valor=1393
linha=2881 | nome=Joao | acao=analisou os resultados | valor=7378
linha=2882 | nome=Igor | acao=otimizou o algoritmo | valor=2031
linha=2883 | nome=Mariana | acao=estudou computacao | valor=7298
linha=2884 | nome=Gabriela | acao=escreveu o relatorio | valor=2604
linha=2885 | nome=Helena | acao=estudou computacao | valor=1737
linha=2886 | nome=Tiago | acao=fez um experimento | valor=1535
linha=2887 | nome=Mariana | acao=escreveu o relatorio | valor=4160
linha=2888 | nome=Igor | acao=escreveu o relatorio | valor=2053
linha=2889 | nome=Sofia | acao=participou da aula | valor=4308
linha=2890 | nome=Karen | acao=fez um experimento | valor=6588
linha=2891 | nome=Helena | acao=escreveu o relatorio | valor=7129
linha=2892 | nome=Tiago | acao=participou da aula | valor=8039
linha=2893 | nome=Carlos | acao=fez um experimento | valor=1004
linha=2894 | nome=Ana | acao=participou da aula | valor=4729
linha=2895 | nome=Felipe | acao=analisou os resultados | valor=5607
linha=2896 | nome=Renata | acao=escreveu o relatorio | valor=4154
linha=2897 | nome=Lucas | acao=otimizou o algoritmo | valor=4906
linha=2898 | nome=Otavio | acao=participou da aula | valor=6164
linha=2899 | nome=Natalia | acao=executou o benchmark | valor=3461
linha=2900 | nome=Joao | acao=fez um experimento | valor=1359
linha=2901 | nome=Ana | acao=participou da aula | valor=1522
linha=2902 | nome=Lucas | acao=comparou as metricas | valor=6436
linha=2903 | nome=Carlos | acao=participou da aula | valor=4969
linha=2904 | nome=Paulo | acao=comparou as metricas | valor=4935
linha=2905 | nome=Daniela | acao=participou da aula | valor=4611
linha=2906 | nome=Bruno | acao=escreveu o relatorio | valor=5915
linha=2907 | nome=Felipe | acao=comparou as metricas | valor=1131
linha=2908 | nome=Ana | acao=analisou os resultados | valor=7412
linha=2909 | nome=Ana | acao=analisou os resultados | valor=2583
linha=2910 | nome=Gabriela | acao=otimizou o algoritmo | valor=8479
linha=2911 | nome=Joao | acao=participou da aula | valor=2352
linha=2912 | nome=Joao | acao=fez um experimento | valor=6688
linha=2913 | nome=Felipe | acao=analisou os resultados | valor=2725
linha=2914 | nome=Carlos | acao=participou da aula | valor=9429
linha=2915 | nome=Sofia | acao=escreveu o relatorio | valor=1354
linha=2916 | nome=Daniela | acao=comparou as metricas | valor=9457
linha=2917 | nome=Ana | acao=analisou os resultados | valor=1004
linha=2918 | nome=Lucas | acao=comparou as metricas | valor=6901
linha=2919 | nome=Natalia | acao=otimizou o algoritmo | valor=4734
linha=2920 | nome=Bruno | acao=analisou os resultados | valor=8815
linha=2921 | nome=Joao | acao=comparou as metricas | valor=8870
linha=2922 | nome=Joao | acao=comparou as metricas | valor=6097
