linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=2851 | nome=Gabriela | acao=fez um experimento | valor=6283
linha=2852 | nome=Paulo | acao=executou o benchmark | valor=3747
linha=2853 | nome=Lucas | acao=executou o benchmark | valor=2369
linha=2854 | nome=Renata | acao=otimizou o algoritmo | valor=3698
linha=2855 | nome=Natalia | acao=executou o benchmark | valor=6715
linha=2856 | nome=Helena | acao=executou o benchmark | valor=6184
linha=2857 | nome=Igor | acao=comparou as metricas | valor=1423
linha=2858 | nome=Eduarda | acao=otimizou o algoritmo | valor=9835
linha=2859 | nome=Sofia | acao=comparou as metricas | valor=4285
linha=2860 | nome=Igor | acao=participou da aula | valor=1931
linha=2861 | nome=Karen | acao=executou o benchmark | valor=8519
linha=2862 | nome=Ana | acao=executou o benchmark | valor=1264
linha=2863 | nome=Karen | acao=fez um experimento | valor=4794
linha=2864 | nome=Daniela | acao=estudou computacao | valor=7379
linha=2865 | nome=Felipe | acao=analisou os resultados | valor=5754
linha=2866 | nome=Natalia | acao=otimizou o algoritmo | valor=9612
linha=2867 | nome=Paulo | acao=fez um experimento | valor=1151
linha=2868 | nome=Igor | acao=analisou os resultados | valor=2120
linha=2869 | nome=Sofia | acao=fez um experimento | valor=1085
linha=2870 | nome=Igor | acao=comparou as metricas | valor=3876
linha=2871 | nome=Vitor | acao=estudou computacao | valor=5237
linha=2872 | nome=Renata | acao=analisou os resultados | valor=9503
linha=2873 | nome=Felipe | acao=otimizou o algoritmo | valor=5765
linha=2874 | nome=Karen | acao=otimizou o algoritmo | valor=8398
linha=2875 | nome=Otavio | acao=escreveu o relatorio | valor=2147
linha=2876 | nome=Eduarda | acao=escreveu o relatorio | valor=6458
linha=2877 | nome=Natalia | acao=escreveu o relatorio | valor=7260
linha=2878 | nome=Igor | acao=executou o benchmark | valor=8452
linha=2879 | nome=Natalia | acao=executou o benchmark | valor=3324
linha=2880 | nome=Igor | acao=comparou as metricas | valor=4120
linha=2881 | nome=Vitor | acao=comparou as metricas | valor=9368
linha=2882 | nome=Gabriela | acao=comparou as metricas | valor=7772
linha=2883 | nome=Helena | acao=comparou as metricas | valor=3803
linha=2884 | nome=Gabriela | acao=fez um experimento | valor=2766
linha=2885 | nome=Mariana | acao=executou o benchmark | valor=9680
linha=2886 | nome=Tiago | acao=comparou as metricas | valor=3477
linha=2887 | nome=Paulo | acao=fez um experimento | valor=8359
linha=2888 | nome=Lucas | acao=participou da aula | valor=7102
linha=2889 | nome=Mariana | acao=estudou computacao | valor=5608
linha=2890 | nome=Paulo | acao=comparou as metricas | valor=1158
linha=2891 | nome=Sofia | acao=executou o benchmark | valor=3307
linha=2892 | nome=Eduarda | acao=escreveu o relatorio | valor=4885
linha=2893 | nome=Eduarda | acao=estudou computacao | valor=2938
linha=2894 | nome=Helena | acao=fez um experimento | valor=3546
linha=2895 | nome=Vitor | acao=estudou computacao | valor=9175
linha=2896 | nome=Paulo | acao=fez um experimento | valor=7944
linha=2897 | nome=Eduarda | acao=estudou computacao | valor=1642
linha=2898 | nome=Gabriela | acao=analisou os resultados | valor=8590
linha=2899 | nome=Igor | acao=executou o benchmark | valor=5760
linha=2900 | nome=Mariana | acao=executou o benchmark | valor=2056
linha=2901 | nome=Helena | acao=otimizou o algoritmo | valor=1286
linha=2902 | nome=Sofia | acao=estudou computacao | valor=2987
linha=2903 | nome=Felipe | acao=fez um experimento | valor=5976
linha=2904 | nome=Sofia | acao=participou da aula | valor=6385
linha=2905 | nome=Renata | acao=comparou as metricas | valor=6834
linha=2906 | nome=Renata | acao=escreveu o relatorio | valor=5249
linha=2907 | nome=Daniela | acao=analisou os resultados | valor=4063
linha=2908 | nome=Lucas | acao=fez um experimento | valor=9885
linha=2909 | nome=Felipe | acao=fez um experimento | valor=5093
linha=2910 | nome=Mariana | acao=analisou os resultados | valor=5926
linha=2911 | nome=Karen | acao=analisou os resultados | valor=7929
linha=2912 | nome=Igor | acao=executou o benchmark | valor=6893
linha=2913 | nome=Joao | acao=fez um experimento | valor=1864
linha=2914 | nome=Ana | acao=estudou computacao | valor=9990
linha=2915 | nome=Mariana | acao=estudou computacao | valor=1445
linha=2916 | nome=Eduarda | acao=analisou os resultados | valor=2459
linha=2917 | nome=Gabriela | acao=otimizou o algoritmo | valor=4811
linha=2918 | nome=Karen | acao=estudou computacao | valor=6891
linha=2919 | nome=Vitor | acao=estudou computacao | valor=9944
linha=2920 | nome=Vitor | acao=analisou os resultados | valor=7107
linha=2921 | nome=Eduarda | acao=comparou as metricas | valor=1980
linha=2922 | nome=Helena | acao=comparou as metricas | valor=3781
linha=2923 | nome=Tiago | acao=executou o benchmark | valor=3188
linha=2924 | nome=Tiago | acao=comparou as metricas | valor=4204
linha=2925 | nome=Joao | acao=fez um experimento | valor=1161
linha=2926 | nome=Joao | acao=comparou as metricas | valor=4901
linha=2927 | nome=Tiago | acao=estudou computacao | valor=4318
linha=2928 | nome=Eduarda | acao=participou da aula | valor=1461
linha=2929 | nome=Gabriela | acao=participou da aula | valor=3438
linha=2930 | nome=Daniela | acao=executou o benchmark | valor=3994
linha=2931 | nome=Carlos | acao=estudou computacao | valor=2554
linha=2932 | nome=Carlos | acao=escreveu o relatorio | valor=2347
linha=2933 | nome=Joao | acao=fez um experimento | valor=2967
linha=2934 | nome=Daniela | acao=fez um experimento | valor=3620
linha=2935 | nome=Gabriela | acao=estudou computacao | valor=5733
linha=2936 | nome=Joao | acao=estudou computacao | valor=8903
linha=2937 | nome=Renata | acao=otimizou o algoritmo | valor=1339
linha=2938 | nome=Bruno | acao=executou o benchmark | valor=6965
linha=2939 | nome=Otavio | acao=fez um experimento | valor=8806
linha=2940 | nome=Helena | acao=otimizou o algoritmo | valor=1733
linha=2941 | nome=Vitor | acao=executou o benchmark | valor=9146
linha=2942 | nome=Igor | acao=participou da aula | valor=9230
linha=2943 | nome=Daniela | acao=comparou as metricas | valor=3289
linha=2944 | nome=Karen | acao=fez um experimento | valor=5760
linha=2945 | nome=Karen | acao=escreveu o relatorio | valor=4573
linha=2946 | nome=Tiago | acao=participou da aula | valor=6454
linha=2947 | nome=Paulo | acao=comparou as metricas | valor=5170
linha=2948 | nome=Gabriela | acao=participou da aula | valor=3730
linha=2949 | nome=Lucas | acao=fez um experimento | valor=1721
linha=2950 | nome=Joao | acao=comparou as metricas | valor=5317
linha=2951 | nome=Paulo | acao=comparou as metricas | valor=6937
linha=2952 | nome=Otavio | acao=participou da aula | valor=8232
linha=2953 | nome=Vitor | acao=participou da aula | valor=1687
linha=2954 | nome=Eduarda | acao=comparou as metricas | valor=5304
linha=2955 | nome=Carlos | acao=executou o benchmark | valor=2384
linha=2956 | nome=Sofia | acao=comparou as metricas | valor=1019
linha=2957 | nome=Helena | acao=fez um experimento | valor=6794
linha=2958 | nome=Felipe | acao=participou da aula | valor=9006
linha=2959 | nome=Sofia | acao=participou da aula | valor=8623
linha=2960 | nome=Gabriela | acao=participou da aula | valor=1426
linha=2961 | nome=Karen | acao=otimizou o algoritmo | valor=3158
linha=2962 | nome=Paulo | acao=analisou os resultados | valor=2127
linha=2963 | nome=Carlos | acao=participou da aula | valor=7464
linha=2964 | nome=Otavio | acao=comparou as metricas | valor=9844
linha=2965 | nome=Sofia | acao=executou o benchmark | valor=3761
linha=2966 | nome=Sofia | acao=otimizou o algoritmo | valor=2653
linha=2967 | nome=Carlos | acao=escreveu o relatorio | valor=3203
linha=2968 | nome=Paulo | acao=escreveu o relatorio | valor=6529
linha=2969 | nome=Helena | acao=analisou os resultados | valor=7776
linha=2970 | nome=Lucas | acao=escreveu o relatorio | valor=2827
linha=2971 | nome=Ana | acao=otimizou o algoritmo | valor=9128
linha=2972 | nome=Carlos | acao=escreveu o relatorio | valor=3361
linha=2973 | nome=Joao | acao=executou o benchmark | valor=5201
linha=2974 | nome=Mariana | acao=escreveu o relatorio | valor=1107
linha=2975 | nome=Gabriela | acao=fez um experimento | valor=4460
linha=2976 | nome=Tiago | acao=executou o benchmark | valor=8989
linha=2977 | nome=Carlos | acao=analisou os resultados | valor=4168
linha=2978 | nome=Tiago | acao=comparou as metricas | valor=8925
linha=2979 | nome=Carlos | acao=estudou computacao | valor=7537
linha=2980 | nome=Mariana | acao=estudou computacao | valor=6937
linha=2981 | nome=Renata | acao=otimizou o algoritmo | valor=5081
linha=2982 | nome=Bruno | acao=analisou os resultados | valor=3322
linha=2983 | nome=Paulo | acao=participou da aula | valor=2015
linha=2984 | nome=Mariana | acao=comparou as metricas | valor=2172
linha=2985 | nome=Helena | acao=executou o benchmark | valor=7680
linha=2986 | nome=Mariana | acao=otimizou o algoritmo | valor=4159
linha=2987 | nome=Tiago | acao=participou da aula | valor=5209
linha=2988 | nome=Bruno | acao=escreveu o relatorio | valor=2423
linha=2989 | nome=Natalia | acao=fez um experimento | valor=7752
linha=2990 | nome=Carlos | acao=executou o benchmark | valor=7805
linha=2991 | nome=Karen | acao=escreveu o relatorio | valor=5173
linha=2992 | nome=Joao | acao=estudou computacao | valor=1595
linha=2993 | nome=Mariana | acao=estudou computacao | valor=4606
linha=2994 | nome=Mariana | acao=fez um experimento | valor=9061
linha=2995 | nome=Renata | acao=executou o benchmark | valor=8259
linha=2996 | nome=Mariana | acao=otimizou o algoritmo | valor=9014
linha=2997 | nome=Mariana | acao=comparou as metricas | valor=4592
linha=2998 | nome=Natalia | acao=analisou os resultados | valor=3138
linha=2999 | nome=Helena | acao=executou o benchmark | valor=4280
linha=3000 | nome=Carlos | acao=analisou os resultados | valor=2884
linha=3001 | nome=Felipe | acao=escreveu o relatorio | valor=7727
linha=3002 | nome=Tiago | acao=participou da aula | valor=5384
linha=3003 | nome=Helena | acao=analisou os resultados | valor=7840
linha=3004 | nome=Bruno | acao=executou o benchmark | valor=7627
linha=3005 | nome=Felipe | acao=executou o benchmark | valor=1206
linha=3006 | nome=Renata | acao=comparou as metricas | valor=7497
linha=3007 | nome=Renata | acao=estudou computacao | valor=1318
linha=3008 | nome=Natalia | acao=comparou as metricas | valor=1967
linha=3009 | nome=Paulo | acao=otimizou o algoritmo | valor=6830
linha=3010 | nome=Joao | acao=analisou os resultados | valor=8711
linha=3011 | nome=Ana | acao=executou o benchmark | valor=3321
linha=3012 | nome=Helena | acao=otimizou o algoritmo | valor=8884
linha=3013 | nome=Sofia | acao=participou da aula | valor=6719
linha=3014 | nome=Karen | acao=comparou as metricas | valor=5172
linha=3015 | nome=Karen | acao=comparou as metricas | valor=2316
linha=3016 | nome=Felipe | acao=estudou computacao | valor=1075
linha=3017 | nome=Ana | acao=participou da aula | valor=3685
linha=3018 | nome=Paulo | acao=comparou as metricas | valor=7494
linha=3019 | nome=Lucas | acao=fez um experimento | valor=7857
linha=3020 | nome=Vitor | acao=comparou as metricas | valor=4332
linha=3021 | nome=Sofia | acao=participou da aula | valor=9069
linha=3022 | nome=Natalia | acao=comparou as metricas | valor=4599
linha=3023 | nome=Daniela | acao=estudou computacao | valor=9227
linha=3024 | nome=Eduarda | acao=comparou as metricas | valor=8547
linha=3025 | nome=Lucas | acao=escreveu o relatorio | valor=7754
linha=3026 | nome=Carlos | acao=participou da aula | valor=7593
linha=3027 | nome=Vitor | acao=escreveu o relatorio | valor=3239
linha=3028 | nome=Igor | acao=escreveu o relatorio | valor=4726
linha=3029 | nome=Felipe | acao=participou da aula | valor=1448
linha=3030 | nome=Daniela | acao=comparou as metricas | valor=9927
linha=3031 | nome=Carlos | acao=executou o benchmark | valor=5423
linha=3032 | nome=Mariana | acao=comparou as metricas | valor=2515
linha=3033 | nome=Carlos | acao=fez um experimento | valor=6178
linha=3034 | nome=Lucas | acao=analisou os resultados | valor=2079
linha=3035 | nome=Bruno | acao=fez um experimento | valor=2713
linha=3036 | nome=Mariana | acao=executou o benchmark | valor=7259
linha=3037 | nome=Karen | acao=analisou os resultados | valor=5042
linha=3038 | nome=Paulo | acao=otimizou o algoritmo | valor=4924
linha=3039 | nome=Joao | acao=fez um experimento | valor=6829
linha=3040 | nome=Natalia | acao=otimizou o algoritmo | valor=5085
linha=3041 | nome=Helena | acao=fez um experimento | valor=8267
linha=3042 | nome=Sofia | acao=comparou as metricas | valor=2498
linha=3043 | nome=Mariana | acao=fez um experimento | valor=8862
linha=3044 | nome=Paulo | acao=escreveu o relatorio | valor=4311
linha=3045 | nome=Helena | acao=participou da aula | valor=2646
linha=3046 | nome=Bruno | acao=otimizou o algoritmo | valor=3754
linha=3047 | nome=Sofia | acao=estudou computacao | valor=4342
linha=3048 | nome=Felipe | acao=comparou as metricas | valor=7791
linha=3049 | nome=Daniela | acao=escreveu o relatorio | valor=5353
linha=3050 | nome=Felipe | acao=participou da aula | valor=3916
linha=3051 | nome=Otavio | acao=comparou as metricas | valor=9069
linha=3052 | nome=Carlos | acao=analisou os resultados | valor=3605
linha=3053 | nome=Carlos | acao=executou o benchmark | valor=5205
linha=3054 | nome=Mariana | acao=otimizou o algoritmo | valor=2724
linha=3055 | nome=Renata | acao=estudou computacao | valor=5141
linha=3056 | nome=Felipe | acao=escreveu o relatorio | valor=1380
linha=3057 | nome=Mariana | acao=analisou os resultados | valor=9494
linha=3058 | nome=Bruno | acao=analisou os resultados | valor=5358
linha=3059 | nome=Vitor | acao=executou o benchmark | valor=7559
linha=3060 | nome=Vitor | acao=escreveu o relatorio | valor=3153
linha=3061 | nome=Daniela | acao=participou da aula | valor=6073
linha=3062 | nome=Sofia | acao=fez um experimento | valor=4828
linha=3063 | nome=Joao | acao=analisou os resultados | valor=2833
linha=3064 | nome=Karen | acao=estudou computacao | valor=3931
linha=3065 | nome=Lucas | acao=escreveu o relatorio | valor=9986
linha=3066 | nome=Tiago | acao=fez um experimento | valor=6568
linha=3067 | nome=Ana | acao=estudou computacao | valor=6205
linha=3068 | nome=Joao | acao=comparou as metricas | valor=3611
linha=3069 | nome=Mariana | acao=estudou computacao | valor=1739
linha=3070 | nome=Karen | acao=fez um experimento | valor=1888
linha=3071 | nome=Daniela | acao=participou da aula | valor=4937
linha=3072 | nome=Bruno | acao=estudou computacao | valor=8998
linha=3073 | nome=Helena | acao=analisou os resultados | valor=6234
linha=3074 | nome=Daniela | acao=otimizou o algoritmo | valor=4648
linha=3075 | nome=Natalia | acao=participou da aula | valor=1583
linha=3076 | nome=Natalia | acao=estudou computacao | valor=1597
linha=3077 | nome=Tiago | acao=estudou computacao | valor=5974
linha=3078 | nome=Sofia | acao=fez um experimento | valor=4769
linha=3079 | nome=Tiago | acao=otimizou o algoritmo | valor=9716
linha=3080 | nome=Igor | acao=otimizou o algoritmo | valor=2758
linha=3081 | nome=Paulo | acao=comparou as metricas | valor=5814
linha=3082 | nome=Eduarda | acao=analisou os resultados | valor=6800
linha=3083 | nome=Renata | acao=participou da aula | valor=4167
linha=3084 | nome=Paulo | acao=otimizou o algoritmo | valor=9028
linha=3085 | nome=Lucas | acao=executou o benchmark | valor=9265
linha=3086 | nome=Gabriela | acao=executou o benchmark | valor=9326
linha=3087 | nome=Bruno | acao=participou da aula | valor=1549
linha=3088 | nome=Helena | acao=fez um experimento | valor=8220
linha=3089 | nome=Natalia | acao=fez um experimento | valor=6153
linha=3090 | nome=Bruno | acao=otimizou o algoritmo | valor=7015
linha=3091 | nome=Sofia | acao=estudou computacao | valor=8913
linha=3092 | nome=Ana | acao=analisou os resultados | valor=4396
linha=3093 | nome=Ana | acao=executou o benchmark | valor=1640
linha=3094 | nome=Karen | acao=estudou computacao | valor=7297
linha=3095 | nome=Felipe | acao=comparou as metricas | valor=2706
linha=3096 | nome=Igor | acao=comparou as metricas | valor=5002
linha=3097 | nome=Natalia | acao=participou da aula | valor=9758
linha=3098 | nome=Bruno | acao=participou da aula | valor=4946
linha=3099 | nome=Daniela | acao=participou da aula | valor=1710
linha=3100 | nome=Helena | acao=analisou os resultados | valor=2886
linha=3101 | nome=Otavio | acao=analisou os resultados | valor=9122
linha=3102 | nome=Sofia | acao=comparou as metricas | valor=3102
linha=3103 | nome=Tiago | acao=comparou as metricas | valor=2290
