linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=3075 | nome=Gabriela | acao=estudou computacao | valor=2142
linha=3076 | nome=Bruno | acao=estudou computacao | valor=6287
linha=3077 | nome=Felipe | acao=participou da aula | valor=7095
linha=3078 | nome=Otavio | acao=fez um experimento | valor=9215
linha=3079 | nome=Tiago | acao=comparou as metricas | valor=2323
linha=3080 | nome=Joao | acao=otimizou o algoritmo | valor=1087
linha=3081 | nome=Helena | acao=otimizou o algoritmo | valor=9959
linha=3082 | nome=Ana | acao=comparou as metricas | valor=5468
linha=3083 | nome=Joao | acao=estudou computacao | valor=4981
linha=3084 | nome=Eduarda | acao=otimizou o algoritmo | valor=6380
linha=3085 | nome=Igor | acao=otimizou o algoritmo | valor=3223
linha=3086 | nome=Renata | acao=comparou as metricas | valor=4556
linha=3087 | nome=Helena | acao=executou o benchmark | valor=1280
linha=3088 | nome=Natalia | acao=escreveu o relatorio | valor=1066
linha=3089 | nome=Lucas | acao=comparou as metricas | valor=7812
linha=3090 | nome=Gabriela | acao=estudou computacao | valor=9961
linha=3091 | nome=Helena | acao=escreveu o relatorio | valor=3174
linha=3092 | nome=Karen | acao=participou da aula | valor=8579
linha=3093 | nome=Renata | acao=comparou as metricas | valor=1711
linha=3094 | nome=Ana | acao=participou da aula | valor=8398
linha=3095 | nome=Carlos | acao=analisou os resultados | valor=5181
linha=3096 | nome=Paulo | acao=fez um experimento | valor=1525
linha=3097 | nome=Bruno | acao=analisou os resultados | valor=5042
linha=3098 | nome=Bruno | acao=estudou computacao | valor=2265
linha=3099 | nome=Vitor | acao=fez um experimento | valor=7988
linha=3100 | nome=Sofia | acao=executou o benchmark | valor=1891
linha=3101 | nome=Otavio | acao=participou da aula | valor=3980
linha=3102 | nome=Otavio | acao=estudou computacao | valor=2474
linha=3103 | nome=Ana | acao=estudou computacao | valor=3627
linha=3104 | nome=Igor | acao=executou o benchmark | valor=1335
linha=3105 | nome=Natalia | acao=comparou as metricas | valor=5434
linha=3106 | nome=Natalia | acao=participou da aula | valor=4908
linha=3107 | nome=Vitor | acao=participou da aula | valor=1263
linha=3108 | nome=Natalia | acao=participou da aula | valor=4486
linha=3109 | nome=Renata | acao=participou da aula | valor=7275
linha=3110 | nome=Renata | acao=estudou computacao | valor=5481
linha=3111 | nome=Mariana | acao=escreveu o relatorio | valor=8255
linha=3112 | nome=Ana | acao=estudou computacao | valor=7225
linha=3113 | nome=Gabriela | acao=escreveu o relatorio | valor=5498
linha=3114 | nome=Sofia | acao=analisou os resultados | valor=6420
linha=3115 | nome=Natalia | acao=escreveu o relatorio | valor=5437
linha=3116 | nome=Daniela | acao=executou o benchmark | valor=1141
linha=3117 | nome=Daniela | acao=comparou as metricas | valor=7298
linha=3118 | nome=Mariana | acao=escreveu o relatorio | valor=4708
linha=3119 | nome=Mariana | acao=estudou computacao | valor=4264
linha=3120 | nome=Paulo | acao=estudou computacao | valor=2212
linha=3121 | nome=Eduarda | acao=fez um experimento | valor=2718
linha=3122 | nome=Sofia | acao=fez um experimento | valor=3862
linha=3123 | nome=Sofia | acao=executou o benchmark | valor=3830
linha=3124 | nome=Lucas | acao=escreveu o relatorio | valor=5677
linha=3125 | nome=Igor | acao=fez um experimento | valor=5980
linha=3126 | nome=Vitor | acao=participou da aula | valor=7299
linha=3127 | nome=Eduarda | acao=otimizou o algoritmo | valor=1138
linha=3128 | nome=Natalia | acao=comparou as metricas | valor=9890
linha=3129 | nome=Paulo | acao=escreveu o relatorio | valor=9920
linha=3130 | nome=Bruno | acao=participou da aula | valor=4320
linha=3131 | nome=Sofia | acao=comparou as metricas | valor=1194
linha=3132 | nome=Daniela | acao=participou da aula | valor=6790
linha=3133 | nome=Tiago | acao=otimizou o algoritmo | valor=6285
linha=3134 | nome=Karen | acao=escreveu o relatorio | valor=5606
linha=3135 | nome=Sofia | acao=executou o benchmark | valor=4531
linha=3136 | nome=Igor | acao=executou o benchmark | valor=9372
linha=3137 | nome=Carlos | acao=participou da aula | valor=9980
linha=3138 | nome=Paulo | acao=comparou as metricas | valor=3686
linha=3139 | nome=Mariana | acao=otimizou o algoritmo | valor=8737
linha=3140 | nome=Joao | acao=analisou os resultados | valor=6308
linha=3141 | nome=Carlos | acao=otimizou o algoritmo | valor=5038
linha=3142 | nome=Natalia | acao=estudou computacao | valor=3904
linha=3143 | nome=Gabriela | acao=participou da aula | valor=9990
linha=3144 | nome=Karen | acao=comparou as metricas | valor=8501
linha=3145 | nome=Vitor | acao=estudou computacao | valor=4599
linha=3146 | nome=Vitor | acao=estudou computacao | valor=8156
linha=3147 | nome=Carlos | acao=participou da aula | valor=6008
linha=3148 | nome=Igor | acao=estudou computacao | valor=4451
linha=3149 | nome=Natalia | acao=estudou computacao | valor=3170
linha=3150 | nome=Mariana | acao=participou da aula | valor=2740
linha=3151 | nome=Joao | acao=analisou os resultados | valor=5257
linha=3152 | nome=Mariana | acao=fez um experimento | valor=6583
linha=3153 | nome=Natalia | acao=escreveu o relatorio | valor=1210
linha=3154 | nome=Mariana | acao=executou o benchmark | valor=7771
linha=3155 | nome=Felipe | acao=comparou as metricas | valor=9412
linha=3156 | nome=Paulo | acao=estudou computacao | valor=9894
linha=3157 | nome=Paulo | acao=fez um experimento | valor=9277
linha=3158 | nome=Felipe | acao=comparou as metricas | valor=2617
linha=3159 | nome=Lucas | acao=fez um experimento | valor=1209
linha=3160 | nome=Renata | acao=participou da aula | valor=4330
linha=3161 | nome=Sofia | acao=participou da aula | valor=8918
linha=3162 | nome=Eduarda | acao=escreveu o relatorio | valor=5496
linha=3163 | nome=Vitor | acao=participou da aula | valor=7176
linha=3164 | nome=Bruno | acao=participou da aula | valor=7956
linha=3165 | nome=Mariana | acao=escreveu o relatorio | valor=4260
linha=3166 | nome=Joao | acao=participou da aula | valor=9727
linha=3167 | nome=Joao | acao=otimizou o algoritmo | valor=9581
linha=3168 | nome=Daniela | acao=escreveu o relatorio | valor=3670
linha=3169 | nome=Karen | acao=escreveu o relatorio | valor=6184
linha=3170 | nome=Renata | acao=executou o benchmark | valor=1861
linha=3171 | nome=Igor | acao=estudou computacao | valor=1704
linha=3172 | nome=Gabriela | acao=participou da aula | valor=7019
linha=3173 | nome=Felipe | acao=escreveu o relatorio | valor=4090
linha=3174 | nome=Lucas | acao=executou o benchmark | valor=2677
linha=3175 | nome=Lucas | acao=escreveu o relatorio | valor=4738
linha=3176 | nome=Sofia | acao=executou o benchmark | valor=7792
linha=3177 | nome=Mariana | acao=participou da aula | valor=9917
linha=3178 | nome=Paulo | acao=otimizou o algoritmo | valor=3494
linha=3179 | nome=Renata | acao=escreveu o relatorio | valor=5584
linha=3180 | nome=Igor | acao=analisou os resultados | valor=6272
linha=3181 | nome=Sofia | acao=analisou os resultados | valor=9778
linha=3182 | nome=Natalia | acao=executou o benchmark | valor=4299
linha=3183 | nome=Joao | acao=analisou os resultados | valor=9264
linha=3184 | nome=Ana | acao=analisou os resultados | valor=8236
linha=3185 | nome=Helena | acao=fez um experimento | valor=3339
linha=3186 | nome=Joao | acao=fez um experimento | valor=2084
linha=3187 | nome=Helena | acao=fez um experimento | valor=1757
linha=3188 | nome=Helena | acao=otimizou o algoritmo | valor=2855
linha=3189 | nome=Lucas | acao=otimizou o algoritmo | valor=1967
linha=3190 | nome=Joao | acao=executou o benchmark | valor=9465
linha=3191 | nome=Paulo | acao=executou o benchmark | valor=4077
linha=3192 | nome=Sofia | acao=otimizou o algoritmo | valor=4758
linha=3193 | nome=Felipe | acao=analisou os resultados | valor=7022
linha=3194 | nome=Otavio | acao=participou da aula | valor=3618
linha=3195 | nome=Sofia | acao=analisou os resultados | valor=5937
linha=3196 | nome=Vitor | acao=fez um experimento | valor=5048
linha=3197 | nome=Daniela | acao=fez um experimento | valor=6615
linha=3198 | nome=Lucas | acao=comparou as metricas | valor=8478
linha=3199 | nome=Paulo | acao=analisou os resultados | valor=1315
linha=3200 | nome=Lucas | acao=otimizou o algoritmo | valor=7106
linha=3201 | nome=Joao | acao=analisou os resultados | valor=4999
linha=3202 | nome=Joao | acao=participou da aula | valor=7936
linha=3203 | nome=Carlos | acao=participou da aula | valor=5844
linha=3204 | nome=Felipe | acao=escreveu o relatorio | valor=6401
linha=3205 | nome=Paulo | acao=fez um experimento | valor=4324
linha=3206 | nome=Gabriela | acao=executou o benchmark | valor=1136
linha=3207 | nome=Mariana | acao=otimizou o algoritmo | valor=6586
linha=3208 | nome=Gabriela | acao=analisou os resultados | valor=2368
linha=3209 | nome=Tiago | acao=analisou os resultados | valor=8229
linha=3210 | nome=Daniela | acao=analisou os resultados | valor=1279
linha=3211 | nome=Natalia | acao=executou o benchmark | valor=4089
linha=3212 | nome=Sofia | acao=participou da aula | valor=6906
linha=3213 | nome=Lucas | acao=escreveu o relatorio | valor=8468
linha=3214 | nome=Carlos | acao=escreveu o relatorio | valor=1245
linha=3215 | nome=Renata | acao=comparou as metricas | valor=1355
linha=3216 | nome=Joao | acao=estudou computacao | valor=8901
linha=3217 | nome=Vitor | acao=comparou as metricas | valor=2058
linha=3218 | nome=Ana | acao=participou da aula | valor=9020
linha=3219 | nome=Paulo | acao=escreveu o relatorio | valor=8985
linha=3220 | nome=Karen | acao=fez um experimento | valor=9269
linha=3221 | nome=Helena | acao=participou da aula | valor=9246
linha=3222 | nome=Vitor | acao=participou da aula | valor=5799
linha=3223 | nome=Daniela | acao=participou da aula | valor=6915
linha=3224 | nome=Vitor | acao=comparou as metricas | valor=3787
linha=3225 | nome=Igor | acao=comparou as metricas | valor=7133
linha=3226 | nome=Mariana | acao=fez um experimento | valor=5318
linha=3227 | nome=Igor | acao=fez um experimento | valor=8849
linha=3228 | nome=Renata | acao=comparou as metricas | valor=2006
linha=3229 | nome=Bruno | acao=fez um experimento | valor=7841
linha=3230 | nome=Bruno | acao=comparou as metricas | valor=2370
linha=3231 | nome=Lucas | acao=otimizou o algoritmo | valor=7711
linha=3232 | nome=Eduarda | acao=estudou computacao | valor=8636
linha=3233 | nome=Daniela | acao=executou o benchmark | valor=2746
linha=3234 | nome=Joao | acao=fez um experimento | valor=6979
linha=3235 | nome=Otavio | acao=fez um experimento | valor=8429
linha=3236 | nome=Carlos | acao=escreveu o relatorio | valor=5920
linha=3237 | nome=Gabriela | acao=participou da aula | valor=1988
linha=3238 | nome=Helena | acao=analisou os resultados | valor=1054
linha=3239 | nome=Sofia | acao=estudou computacao | valor=1200
linha=3240 | nome=Mariana | acao=escreveu o relatorio | valor=8310
linha=3241 | nome=Igor | acao=estudou computacao | valor=2900
linha=3242 | nome=Sofia | acao=comparou as metricas | valor=4219
linha=3243 | nome=Felipe | acao=analisou os resultados | valor=6681
linha=3244 | nome=Daniela | acao=analisou os resultados | valor=5090
linha=3245 | nome=Renata | acao=escreveu o relatorio | valor=7232
linha=3246 | nome=Felipe | acao=escreveu o relatorio | valor=9067
linha=3247 | nome=Lucas | acao=analisou os resultados | valor=4071
linha=3248 | nome=Sofia | acao=comparou as metricas | valor=6351
linha=3249 | nome=Sofia | acao=analisou os resultados | valor=2922
linha=3250 | nome=Helena | acao=participou da aula | valor=2359
linha=3251 | nome=Renata | acao=escreveu o relatorio | valor=3267
linha=3252 | nome=Karen | acao=analisou os resultados | valor=8756
linha=3253 | nome=Lucas | acao=estudou computacao | valor=7088
linha=3254 | nome=Joao | acao=analisou os resultados | valor=2820
linha=3255 | nome=Renata | acao=otimizou o algoritmo | valor=9680
linha=3256 | nome=Carlos | acao=fez um experimento | valor=9154
linha=3257 | nome=Lucas | acao=escreveu o relatorio | valor=2723
linha=3258 | nome=Mariana | acao=executou o benchmark | valor=2564
linha=3259 | nome=Natalia | acao=otimizou o algoritmo | valor=5068
linha=3260 | nome=Natalia | acao=fez um experimento | valor=8689
linha=3261 | nome=Vitor | acao=analisou os resultados | valor=9226
linha=3262 | nome=Felipe | acao=estudou computacao | valor=8583
linha=3263 | nome=Mariana | acao=otimizou o algoritmo | valor=9617
linha=3264 | nome=Igor | acao=executou o benchmark | valor=5169
linha=3265 | nome=Karen | acao=escreveu o relatorio | valor=3326
linha=3266 | nome=Joao | acao=estudou computacao | valor=7874
linha=3267 | nome=Daniela | acao=estudou computacao | valor=8304
linha=3268 | nome=Tiago | acao=fez um experimento | valor=4732
linha=3269 | nome=Helena | acao=comparou as metricas | valor=9492
linha=3270 | nome=Sofia | acao=escreveu o relatorio | valor=7452
linha=3271 | nome=Paulo | acao=analisou os resultados | valor=2128
linha=3272 | nome=Joao | acao=fez um experimento | valor=3904
linha=3273 | nome=Karen | acao=otimizou o algoritmo | valor=8331
linha=3274 | nome=Vitor | acao=participou da aula | valor=9744
linha=3275 | nome=Ana | acao=otimizou o algoritmo | valor=5309
linha=3276 | nome=Ana | acao=estudou computacao | valor=1296
linha=3277 | nome=Karen | acao=estudou computacao | valor=3773
linha=3278 | nome=Karen | acao=analisou os resultados | valor=7744
linha=3279 | nome=Helena | acao=analisou os resultados | valor=2074
linha=3280 | nome=Paulo | acao=escreveu o relatorio | valor=3323
linha=3281 | nome=Carlos | acao=escreveu o relatorio | valor=9135
linha=3282 | nome=Felipe | acao=estudou computacao | valor=9277
linha=3283 | nome=Igor | acao=comparou as metricas | valor=5854
linha=3284 | nome=Eduarda | acao=estudou computacao | valor=3437
linha=3285 | nome=Ana | acao=participou da aula | valor=8657
linha=3286 | nome=Eduarda | acao=comparou as metricas | valor=2557
linha=3287 | nome=Renata | acao=executou o benchmark | valor=3686
linha=3288 | nome=Igor | acao=escreveu o relatorio | valor=3022
linha=3289 | nome=Eduarda | acao=comparou as metricas | valor=8842
linha=3290 | nome=Eduarda | acao=analisou os resultados | valor=7994
linha=3291 | nome=Sofia | acao=executou o benchmark | valor=5917
linha=3292 | nome=Paulo | acao=comparou as metricas | valor=2445
linha=3293 | nome=Renata | acao=analisou os resultados | valor=8415
linha=3294 | nome=Eduarda | acao=estudou computacao | valor=4655
linha=3295 | nome=Igor | acao=comparou as metricas | valor=7967
linha=3296 | nome=Lucas | acao=participou da aula | valor=8816
linha=3297 | nome=Renata | acao=comparou as metricas | valor=6490
linha=3298 | nome=Tiago | acao=comparou as metricas | valor=5617
linha=3299 | nome=Karen | acao=executou o benchmark | valor=1708
linha=3300 | nome=Gabriela | acao=escreveu o relatorio | valor=4395
linha=3301 | nome=Lucas | acao=analisou os resultados | valor=2776
linha=3302 | nome=Otavio | acao=estudou computacao | valor=6504
linha=3303 | nome=Helena | acao=executou o benchmark | valor=9136
linha=3304 | nome=Renata | acao=executou o benchmark | valor=2171
linha=3305 | nome=Eduarda | acao=executou o benchmark | valor=9027
linha=3306 | nome=Felipe | acao=otimizou o algoritmo | valor=6649
linha=3307 | nome=Paulo | acao=estudou computacao | valor=6831
linha=3308 | nome=Otavio | acao=otimizou o algoritmo | valor=9909
linha=3309 | nome=Daniela | acao=participou da aula | valor=7591
linha=3310 | nome=Mariana | acao=analisou os resultados | valor=1246
linha=3311 | nome=Renata | acao=fez um experimento | valor=7803
linha=3312 | nome=Tiago | acao=estudou computacao | valor=1892
linha=3313 | nome=Otavio | acao=analisou os resultados | valor=2181
linha=3314 | nome=Gabriela | acao=participou da aula | valor=4470
linha=3315 | nome=Paulo | acao=participou da aula | valor=3199
linha=3316 | nome=Mariana | acao=comparou as metricas | valor=4028
linha=3317 | nome=Natalia | acao=participou da aula | valor=6627
linha=3318 | nome=Gabriela | acao=participou da aula | valor=6404
linha=3319 | nome=Vitor | acao=otimizou o algoritmo | valor=2789
linha=3320 | nome=Joao | acao=fez um experimento | valor=9224
linha=3321 | nome=Natalia | acao=fez um experimento | valor=2770
linha=3322 | nome=Sofia | acao=otimizou o algoritmo | valor=8517
linha=3323 | nome=Carlos | acao=escreveu o relatorio | valor=9940
linha=3324 | nome=Ana | acao=comparou as metricas | valor=1680
linha=3325 | nome=Helena | acao=participou da aula | valor=3070
linha=3326 | nome=Natalia | acao=fez um experimento | valor=6280
linha=3327 | nome=Paulo | acao=analisou os resultados | valor=7141
