linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=3059 | nome=Otavio | acao=escreveu o relatorio | valor=4342
linha=3060 | nome=Sofia | acao=escreveu o relatorio | valor=4743
linha=3061 | nome=Karen | acao=executou o benchmark | valor=2584
linha=3062 | nome=Vitor | acao=comparou as metricas | valor=2185
linha=3063 | nome=Paulo | acao=otimizou o algoritmo | valor=5630
linha=3064 | nome=Karen | acao=fez um experimento | valor=1866
linha=3065 | nome=Ana | acao=comparou as metricas | valor=2361
linha=3066 | nome=Helena | acao=escreveu o relatorio | valor=8289
linha=3067 | nome=Helena | acao=participou da aula | valor=5610
linha=3068 | nome=Bruno | acao=estudou computacao | valor=8980
linha=3069 | nome=Gabriela | acao=escreveu o relatorio | valor=2421
linha=3070 | nome=Bruno | acao=estudou computacao | valor=8234
linha=3071 | nome=Joao | acao=fez um experimento | valor=5752
linha=3072 | nome=Eduarda | acao=estudou computacao | valor=8905
linha=3073 | nome=Igor | acao=escreveu o relatorio | valor=7191
linha=3074 | nome=Natalia | acao=escreveu o relatorio | valor=8363
linha=3075 | nome=Joao | acao=otimizou o algoritmo | valor=8916
linha=3076 | nome=Daniela | acao=estudou computacao | valor=4998
linha=3077 | nome=Bruno | acao=fez um experimento | valor=4248
linha=3078 | nome=Otavio | acao=executou o benchmark | valor=2607
linha=3079 | nome=Carlos | acao=fez um experimento | valor=5875
linha=3080 | nome=Tiago | acao=participou da aula | valor=4742
linha=3081 | nome=Mariana | acao=analisou os resultados | valor=7956
linha=3082 | nome=Joao | acao=estudou computacao | valor=6070
linha=3083 | nome=Mariana | acao=escreveu o relatorio | valor=4553
linha=3084 | nome=Vitor | acao=comparou as metricas | valor=8458
linha=3085 | nome=Ana | acao=estudou computacao | valor=6582
linha=3086 | nome=Otavio | acao=fez um experimento | valor=4171
linha=3087 | nome=Ana | acao=analisou os resultados | valor=6506
linha=3088 | nome=Joao | acao=estudou computacao | valor=2262
linha=3089 | nome=Bruno | acao=comparou as metricas | valor=4810
linha=3090 | nome=Bruno | acao=executou o benchmark | valor=7040
linha=3091 | nome=Mariana | acao=analisou os resultados | valor=1940
linha=3092 | nome=Joao | acao=otimizou o algoritmo | valor=4583
linha=3093 | nome=Natalia | acao=estudou computacao | valor=6987
linha=3094 | nome=Carlos | acao=otimizou o algoritmo | valor=3640
linha=3095 | nome=Felipe | acao=fez um experimento | valor=2909
linha=3096 | nome=Gabriela | acao=comparou as metricas | valor=1960
linha=3097 | nome=Natalia | acao=analisou os resultados | valor=1051
linha=3098 | nome=Otavio | acao=fez um experimento | valor=2148
linha=3099 | nome=Mariana | acao=escreveu o relatorio | valor=3289
linha=3100 | nome=Bruno | acao=comparou as metricas | valor=2793
linha=3101 | nome=Tiago | acao=otimizou o algoritmo | valor=9210
linha=3102 | nome=Daniela | acao=otimizou o algoritmo | valor=7581
linha=3103 | nome=Igor | acao=participou da aula | valor=8793
linha=3104 | nome=Daniela | acao=participou da aula | valor=4609
linha=3105 | nome=Karen | acao=analisou os resultados | valor=8443
linha=3106 | nome=Joao | acao=estudou computacao | valor=1626
linha=3107 | nome=Renata | acao=fez um experimento | valor=7001
linha=3108 | nome=Tiago | acao=executou o benchmark | valor=2869
linha=3109 | nome=Joao | acao=participou da aula | valor=2249
linha=3110 | nome=Joao | acao=participou da aula | valor=4990
linha=3111 | nome=Bruno | acao=comparou as metricas | valor=2537
linha=3112 | nome=Otavio | acao=fez um experimento | valor=4282
linha=3113 | nome=Lucas | acao=escreveu o relatorio | valor=6709
linha=3114 | nome=Joao | acao=participou da aula | valor=7728
linha=3115 | nome=Carlos | acao=executou o benchmark | valor=7632
linha=3116 | nome=Felipe | acao=fez um experimento | valor=1552
linha=3117 | nome=Helena | acao=comparou as metricas | valor=4640
linha=3118 | nome=Daniela | acao=executou o benchmark | valor=6018
linha=3119 | nome=Renata | acao=participou da aula | valor=4553
linha=3120 | nome=Sofia | acao=comparou as metricas | valor=9217
linha=3121 | nome=Renata | acao=participou da aula | valor=8525
linha=3122 | nome=Daniela | acao=analisou os resultados | valor=2947
linha=3123 | nome=Renata | acao=fez um experimento | valor=6722
linha=3124 | nome=Renata | acao=estudou computacao | valor=8136
linha=3125 | nome=Mariana | acao=fez um experimento | valor=8259
linha=3126 | nome=Karen | acao=executou o benchmark | valor=5441
linha=3127 | nome=Igor | acao=otimizou o algoritmo | valor=4145
linha=3128 | nome=Renata | acao=executou o benchmark | valor=6927
linha=3129 | nome=Paulo | acao=participou da aula | valor=6485
linha=3130 | nome=Bruno | acao=estudou computacao | valor=8472
linha=3131 | nome=Tiago | acao=otimizou o algoritmo | valor=7682
linha=3132 | nome=Lucas | acao=fez um experimento | valor=8662
linha=3133 | nome=Joao | acao=escreveu o relatorio | valor=7248
linha=3134 | nome=Joao | acao=analisou os resultados | valor=4503
linha=3135 | nome=Sofia | acao=comparou as metricas | valor=9137
linha=3136 | nome=Felipe | acao=participou da aula | valor=4183
linha=3137 | nome=Otavio | acao=analisou os resultados | valor=8560
linha=3138 | nome=Igor | acao=escreveu o relatorio | valor=2595
linha=3139 | nome=Ana | acao=escreveu o relatorio | valor=9414
linha=3140 | nome=Carlos | acao=analisou os resultados | valor=6379
linha=3141 | nome=Ana | acao=fez um experimento | valor=8842
linha=3142 | nome=Tiago | acao=fez um experimento | valor=5246
linha=3143 | nome=Natalia | acao=escreveu o relatorio | valor=5507
linha=3144 | nome=Helena | acao=otimizou o algoritmo | valor=4650
linha=3145 | nome=Natalia | acao=executou o benchmark | valor=6642
linha=3146 | nome=Helena | acao=escreveu o relatorio | valor=1192
linha=3147 | nome=Gabriela | acao=escreveu o relatorio | valor=6845
linha=3148 | nome=Tiago | acao=fez um experimento | valor=8072
linha=3149 | nome=Ana | acao=comparou as metricas | valor=2203
linha=3150 | nome=Daniela | acao=analisou os resultados | valor=6807
linha=3151 | nome=Helena | acao=fez um experimento | valor=8924
linha=3152 | nome=Carlos | acao=participou da aula | valor=2786
linha=3153 | nome=Otavio | acao=otimizou o algoritmo | valor=1165
linha=3154 | nome=Joao | acao=executou o benchmark | valor=4876
linha=3155 | nome=Sofia | acao=escreveu o relatorio | valor=2171
linha=3156 | nome=Ana | acao=otimizou o algoritmo | valor=5434
linha=3157 | nome=Helena | acao=estudou computacao | valor=8095
linha=3158 | nome=Daniela | acao=fez um experimento | valor=1404
linha=3159 | nome=Felipe | acao=fez um experimento | valor=4681
linha=3160 | nome=Natalia | acao=participou da aula | valor=5458
linha=3161 | nome=Natalia | acao=analisou os resultados | valor=5005
linha=3162 | nome=Bruno | acao=analisou os resultados | valor=4663
linha=3163 | nome=Otavio | acao=otimizou o algoritmo | valor=4686
linha=3164 | nome=Lucas | acao=comparou as metricas | valor=9272
linha=3165 | nome=Helena | acao=comparou as metricas | valor=2939
linha=3166 | nome=Mariana | acao=executou o benchmark | valor=2944
linha=3167 | nome=Otavio | acao=estudou computacao | valor=5842
linha=3168 | nome=Lucas | acao=otimizou o algoritmo | valor=5807
linha=3169 | nome=Vitor | acao=analisou os resultados | valor=1279
linha=3170 | nome=Lucas | acao=estudou computacao | valor=7689
linha=3171 | nome=Renata | acao=comparou as metricas | valor=4352
linha=3172 | nome=Ana | acao=fez um experimento | valor=8573
linha=3173 | nome=Otavio | acao=estudou computacao | valor=3502
linha=3174 | nome=Carlos | acao=estudou computacao | valor=5417
linha=3175 | nome=Vitor | acao=otimizou o algoritmo | valor=3569
linha=3176 | nome=Daniela | acao=executou o benchmark | valor=9253
linha=3177 | nome=Felipe | acao=analisou os resultados | valor=1910
linha=3178 | nome=Paulo | acao=analisou os resultados | valor=2381
linha=3179 | nome=Karen | acao=estudou computacao | valor=7452
linha=3180 | nome=Tiago | acao=otimizou o algoritmo | valor=5347
linha=3181 | nome=Sofia | acao=otimizou o algoritmo | valor=7042
linha=3182 | nome=Bruno | acao=participou da aula | valor=6009
linha=3183 | nome=Daniela | acao=participou da aula | valor=1306
linha=3184 | nome=Paulo | acao=otimizou o algoritmo | valor=6967
linha=3185 | nome=Igor | acao=escreveu o relatorio | valor=4962
linha=3186 | nome=Vitor | acao=estudou computacao | valor=2297
linha=3187 | nome=Lucas | acao=participou da aula | valor=7078
linha=3188 | nome=Mariana | acao=fez um experimento | valor=4131
linha=3189 | nome=Eduarda | acao=participou da aula | valor=3375
linha=3190 | nome=Vitor | acao=estudou computacao | valor=1307
linha=3191 | nome=Felipe | acao=otimizou o algoritmo | valor=1394
linha=3192 | nome=Renata | acao=participou da aula | valor=2801
linha=3193 | nome=Sofia | acao=executou o benchmark | valor=9127
linha=3194 | nome=Felipe | acao=fez um experimento | valor=1143
linha=3195 | nome=Natalia | acao=escreveu o relatorio | valor=4482
linha=3196 | nome=Helena | acao=participou da aula | valor=2624
linha=3197 | nome=Daniela | acao=fez um experimento | valor=7825
linha=3198 | nome=Natalia | acao=analisou os resultados | valor=1137
linha=3199 | nome=Gabriela | acao=comparou as metricas | valor=2077
linha=3200 | nome=Karen | acao=otimizou o algoritmo | valor=4391
linha=3201 | nome=Karen | acao=analisou os resultados | valor=7171
linha=3202 | nome=Otavio | acao=participou da aula | valor=1339
linha=3203 | nome=Mariana | acao=analisou os resultados | valor=2478
linha=3204 | nome=Natalia | acao=participou da aula | valor=7053
linha=3205 | nome=Renata | acao=comparou as metricas | valor=5132
linha=3206 | nome=Otavio | acao=estudou computacao | valor=6726
linha=3207 | nome=Igor | acao=escreveu o relatorio | valor=7765
linha=3208 | nome=Helena | acao=participou da aula | valor=1042
linha=3209 | nome=Eduarda | acao=participou da aula | valor=5488
linha=3210 | nome=Otavio | acao=executou o benchmark | valor=2111
linha=3211 | nome=Paulo | acao=participou da aula | valor=7682
linha=3212 | nome=Gabriela | acao=comparou as metricas | valor=2579
linha=3213 | nome=Tiago | acao=analisou os resultados | valor=6796
linha=3214 | nome=Otavio | acao=escreveu o relatorio | valor=1797
linha=3215 | nome=Igor | acao=executou o benchmark | valor=5105
linha=3216 | nome=Vitor | acao=participou da aula | valor=9381
linha=3217 | nome=Paulo | acao=fez um experimento | valor=2566
linha=3218 | nome=Renata | acao=escreveu o relatorio | valor=8559
linha=3219 | nome=Otavio | acao=executou o benchmark | valor=3450
linha=3220 | nome=Mariana | acao=estudou computacao | valor=5099
linha=3221 | nome=Otavio | acao=otimizou o algoritmo | valor=9137
linha=3222 | nome=Mariana | acao=escreveu o relatorio | valor=8329
linha=3223 | nome=Eduarda | acao=escreveu o relatorio | valor=3553
linha=3224 | nome=Carlos | acao=estudou computacao | valor=1366
linha=3225 | nome=Tiago | acao=fez um experimento | valor=4402
linha=3226 | nome=Joao | acao=escreveu o relatorio | valor=3803
linha=3227 | nome=Eduarda | acao=otimizou o algoritmo | valor=8413
linha=3228 | nome=Tiago | acao=analisou os resultados | valor=6068
linha=3229 | nome=Renata | acao=escreveu o relatorio | valor=6214
linha=3230 | nome=Otavio | acao=otimizou o algoritmo | valor=7704
linha=3231 | nome=Daniela | acao=estudou computacao | valor=2227
linha=3232 | nome=Felipe | acao=executou o benchmark | valor=5024
linha=3233 | nome=Helena | acao=otimizou o algoritmo | valor=2152
linha=3234 | nome=Natalia | acao=participou da aula | valor=5994
linha=3235 | nome=Vitor | acao=comparou as metricas | valor=8138
linha=3236 | nome=Tiago | acao=estudou computacao | valor=8103
linha=3237 | nome=Carlos | acao=otimizou o algoritmo | valor=7472
linha=3238 | nome=Otavio | acao=executou o benchmark | valor=5931
linha=3239 | nome=Paulo | acao=otimizou o algoritmo | valor=7688
linha=3240 | nome=Daniela | acao=escreveu o relatorio | valor=5604
linha=3241 | nome=Eduarda | acao=participou da aula | valor=2785
linha=3242 | nome=Ana | acao=estudou computacao | valor=6676
linha=3243 | nome=Mariana | acao=estudou computacao | valor=7758
linha=3244 | nome=Lucas | acao=escreveu o relatorio | valor=6044
linha=3245 | nome=Gabriela | acao=escreveu o relatorio | valor=9152
linha=3246 | nome=Eduarda | acao=otimizou o algoritmo | valor=5597
linha=3247 | nome=Mariana | acao=executou o benchmark | valor=2682
linha=3248 | nome=Mariana | acao=comparou as metricas | valor=2382
linha=3249 | nome=Vitor | acao=analisou os resultados | valor=7038
linha=3250 | nome=Helena | acao=participou da aula | valor=3238
linha=3251 | nome=Igor | acao=fez um experimento | valor=1460
linha=3252 | nome=Felipe | acao=estudou computacao | valor=5830
linha=3253 | nome=Helena | acao=participou da aula | valor=7303
linha=3254 | nome=Mariana | acao=executou o benchmark | valor=5125
linha=3255 | nome=Igor | acao=executou o benchmark | valor=7865
linha=3256 | nome=Natalia | acao=fez um experimento | valor=1667
linha=3257 | nome=Daniela | acao=participou da aula | valor=5215
linha=3258 | nome=Bruno | acao=estudou computacao | valor=1238
linha=3259 | nome=Daniela | acao=executou o benchmark | valor=4450
linha=3260 | nome=Eduarda | acao=fez um experimento | valor=5465
linha=3261 | nome=Vitor | acao=comparou as metricas | valor=8781
linha=3262 | nome=Carlos | acao=executou o benchmark | valor=1070
linha=3263 | nome=Otavio | acao=participou da aula | valor=3004
linha=3264 | nome=Daniela | acao=participou da aula | valor=8397
linha=3265 | nome=Carlos | acao=executou o benchmark | valor=2704
linha=3266 | nome=Ana | acao=comparou as metricas | valor=7524
linha=3267 | nome=Otavio | acao=analisou os resultados | valor=1415
linha=3268 | nome=Joao | acao=executou o benchmark | valor=1707
linha=3269 | nome=Sofia | acao=escreveu o relatorio | valor=8629
linha=3270 | nome=Vitor | acao=estudou computacao | valor=6889
linha=3271 | nome=Vitor | acao=comparou as metricas | valor=6962
linha=3272 | nome=Gabriela | acao=estudou computacao | valor=7263
linha=3273 | nome=Renata | acao=fez um experimento | valor=6991
linha=3274 | nome=Mariana | acao=analisou os resultados | valor=5038
linha=3275 | nome=Tiago | acao=escreveu o relatorio | valor=2831
linha=3276 | nome=Ana | acao=otimizou o algoritmo | valor=7019
linha=3277 | nome=Eduarda | acao=analisou os resultados | valor=3174
linha=3278 | nome=Gabriela | acao=otimizou o algoritmo | valor=9041
linha=3279 | nome=Natalia | acao=comparou as metricas | valor=7642
linha=3280 | nome=Lucas | acao=participou da aula | valor=3501
linha=3281 | nome=Vitor | acao=analisou os resultados | valor=4916
linha=3282 | nome=Carlos | acao=escreveu o relatorio | valor=2262
linha=3283 | nome=Ana | acao=analisou os resultados | valor=5215
linha=3284 | nome=Natalia | acao=fez um experimento | valor=9312
linha=3285 | nome=Lucas | acao=estudou computacao | valor=5141
linha=3286 | nome=Natalia | acao=comparou as metricas | valor=6648
linha=3287 | nome=Daniela | acao=otimizou o algoritmo | valor=8479
linha=3288 | nome=Sofia | acao=otimizou o algoritmo | valor=9851
linha=3289 | nome=Helena | acao=analisou os resultados | valor=3441
linha=3290 | nome=Igor | acao=otimizou o algoritmo | valor=1583
linha=3291 | nome=Vitor | acao=otimizou o algoritmo | valor=9670
linha=3292 | nome=Bruno | acao=analisou os resultados | valor=8143
linha=3293 | nome=Helena | acao=fez um experimento | valor=6801
linha=3294 | nome=Tiago | acao=analisou os resultados | valor=4364
linha=3295 | nome=Helena | acao=otimizou o algoritmo | valor=4596
linha=3296 | nome=Vitor | acao=analisou os resultados | valor=8979
linha=3297 | nome=Vitor | acao=comparou as metricas | valor=6388
linha=3298 | nome=Joao | acao=escreveu o relatorio | valor=5353
linha=3299 | nome=Igor | acao=estudou computacao | valor=9542
linha=3300 | nome=Gabriela | acao=estudou computacao | valor=3379
linha=3301 | nome=Eduarda | acao=estudou computacao | valor=3564
linha=3302 | nome=Daniela | acao=analisou os resultados | valor=8293
linha=3303 | nome=Ana | acao=estudou computacao | valor=1392
linha=3304 | nome=Lucas | acao=comparou as metricas | valor=2293
linha=3305 | nome=Gabriela | acao=comparou as metricas | valor=2458
linha=3306 | nome=Ana | acao=estudou computacao | valor=1091
linha=3307 | nome=Renata | acao=otimizou o algoritmo | valor=7520
linha=3308 | nome=Gabriela | acao=escreveu o relatorio | valor=6860
linha=3309 | nome=Sofia | acao=comparou as metricas | valor=7019
linha=3310 | nome=Bruno | acao=estudou computacao | valor=1258
linha=3311 | nome=Joao | acao=comparou as metricas | valor=7306
linha=3312 | nome=Paulo | acao=analisou os resultados | valor=5118
