linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=3305 | nome=Bruno | acao=executou o benchmark | valor=3048
linha=3306 | nome=Daniela | acao=otimizou o algoritmo | valor=4249
linha=3307 | nome=Felipe | acao=comparou as metricas | valor=8289
linha=3308 | nome=Vitor | acao=fez um experimento | valor=5156
linha=3309 | nome=Bruno | acao=executou o benchmark | valor=5437
linha=3310 | nome=Karen | acao=comparou as metricas | valor=8978
linha=3311 | nome=Felipe | acao=escreveu o relatorio | valor=5025
linha=3312 | nome=Renata | acao=participou da aula | valor=5972
linha=3313 | nome=Eduarda | acao=analisou os resultados | valor=3030
linha=3314 | nome=Otavio | acao=participou da aula | valor=6191
linha=3315 | nome=Bruno | acao=estudou computacao | valor=8960
linha=3316 | nome=Igor | acao=comparou as metricas | valor=1754
linha=3317 | nome=Renata | acao=participou da aula | valor=1878
linha=3318 | nome=Vitor | acao=escreveu o relatorio | valor=2286
linha=3319 | nome=Paulo | acao=otimizou o algoritmo | valor=8324
linha=3320 | nome=Joao | acao=executou o benchmark | valor=6753
linha=3321 | nome=Sofia | acao=analisou os resultados | valor=7751
linha=3322 | nome=Daniela | acao=participou da aula | valor=1613
linha=3323 | nome=Vitor | acao=otimizou o algoritmo | valor=1182
linha=3324 | nome=Otavio | acao=estudou computacao | valor=4287
linha=3325 | nome=Joao | acao=fez um experimento | valor=1677
linha=3326 | nome=Otavio | acao=participou da aula | valor=5396
linha=3327 | nome=Joao | acao=analisou os resultados | valor=2748
linha=3328 | nome=Gabriela | acao=escreveu o relatorio | valor=9160
linha=3329 | nome=Otavio | acao=otimizou o algoritmo | valor=4303
linha=3330 | nome=Daniela | acao=analisou os resultados | valor=6817
linha=3331 | nome=Eduarda | acao=comparou as metricas | valor=4054
linha=3332 | nome=Vitor | acao=executou o benchmark | valor=8779
linha=3333 | nome=Tiago | acao=executou o benchmark | valor=5578
linha=3334 | nome=Daniela | acao=executou o benchmark | valor=5730
linha=3335 | nome=Joao | acao=analisou os resultados | valor=7088
linha=3336 | nome=Joao | acao=analisou os resultados | valor=5481
linha=3337 | nome=Karen | acao=estudou computacao | valor=6795
linha=3338 | nome=Felipe | acao=participou da aula | valor=2150
linha=3339 | nome=Felipe | acao=escreveu o relatorio | valor=2248
linha=3340 | nome=Karen | acao=analisou os resultados | valor=7854
linha=3341 | nome=Mariana | acao=fez um experimento | valor=6840
linha=3342 | nome=Bruno | acao=escreveu o relatorio | valor=6646
linha=3343 | nome=Ana | acao=analisou os resultados | valor=7597
linha=3344 | nome=Carlos | acao=analisou os resultados | valor=1134
linha=3345 | nome=Lucas | acao=executou o benchmark | valor=4668
linha=3346 | nome=Gabriela | acao=estudou computacao | valor=4728
linha=3347 | nome=Tiago | acao=comparou as metricas | valor=9733
linha=3348 | nome=Sofia | acao=fez um experimento | valor=3737
linha=3349 | nome=Bruno | acao=analisou os resultados | valor=2069
linha=3350 | nome=Ana | acao=escreveu o relatorio | valor=1874
linha=3351 | nome=Bruno | acao=participou da aula | valor=1904
linha=3352 | nome=Karen | acao=executou o benchmark | valor=2426
linha=3353 | nome=Bruno | acao=executou o benchmark | valor=8395
linha=3354 | nome=Daniela | acao=fez um experimento | valor=6668
linha=3355 | nome=Paulo | acao=executou o benchmark | valor=8406
linha=3356 | nome=Ana | acao=analisou os resultados | valor=3609
linha=3357 | nome=Paulo | acao=escreveu o relatorio | valor=4367
linha=3358 | nome=Tiago | acao=escreveu o relatorio | valor=9295
linha=3359 | nome=Sofia | acao=otimizou o algoritmo | valor=7546
linha=3360 | nome=Igor | acao=estudou computacao | valor=8930
linha=3361 | nome=Karen | acao=estudou computacao | valor=7478
linha=3362 | nome=Daniela | acao=fez um experimento | valor=5442
linha=3363 | nome=Felipe | acao=participou da aula | valor=9240
linha=3364 | nome=Joao | acao=fez um experimento | valor=8781
linha=3365 | nome=Ana | acao=analisou os resultados | valor=4416
linha=3366 | nome=Daniela | acao=estudou computacao | valor=1797
linha=3367 | nome=Mariana | acao=executou o benchmark | valor=3034
linha=3368 | nome=Mariana | acao=executou o benchmark | valor=9425
linha=3369 | nome=Vitor | acao=fez um experimento | valor=6964
linha=3370 | nome=Joao | acao=participou da aula | valor=1334
linha=3371 | nome=Gabriela | acao=participou da aula | valor=3144
linha=3372 | nome=Vitor | acao=escreveu o relatorio | valor=5178
linha=3373 | nome=Otavio | acao=escreveu o relatorio | valor=9446
linha=3374 | nome=Tiago | acao=escreveu o relatorio | valor=5647
linha=3375 | nome=Tiago | acao=executou o benchmark | valor=3002
linha=3376 | nome=Sofia | acao=escreveu o relatorio | valor=2544
linha=3377 | nome=Eduarda | acao=participou da aula | valor=6347
linha=3378 | nome=Karen | acao=comparou as metricas | valor=6291
linha=3379 | nome=Natalia | acao=fez um experimento | valor=8780
linha=3380 | nome=Vitor | acao=escreveu o relatorio | valor=9606
linha=3381 | nome=Carlos | acao=fez um experimento | valor=9038
linha=3382 | nome=Sofia | acao=executou o benchmark | valor=5503
linha=3383 | nome=Paulo | acao=estudou computacao | valor=9295
linha=3384 | nome=Daniela | acao=comparou as metricas | valor=9314
linha=3385 | nome=Vitor | acao=fez um experimento | valor=7510
linha=3386 | nome=Karen | acao=comparou as metricas | valor=3752
linha=3387 | nome=Paulo | acao=comparou as metricas | valor=9903
linha=3388 | nome=Ana | acao=fez um experimento | valor=6816
linha=3389 | nome=Ana | acao=fez um experimento | valor=5084
linha=3390 | nome=Felipe | acao=comparou as metricas | valor=4607
linha=3391 | nome=Igor | acao=escreveu o relatorio | valor=7951
linha=3392 | nome=Tiago | acao=estudou computacao | valor=1263
linha=3393 | nome=Karen | acao=analisou os resultados | valor=1784
linha=3394 | nome=Joao | acao=fez um experimento | valor=2026
linha=3395 | nome=Mariana | acao=estudou computacao | valor=4897
linha=3396 | nome=Tiago | acao=comparou as metricas | valor=3189
linha=3397 | nome=Eduarda | acao=estudou computacao | valor=2289
linha=3398 | nome=Eduarda | acao=estudou computacao | valor=9325
linha=3399 | nome=Felipe | acao=executou o benchmark | valor=5947
linha=3400 | nome=Natalia | acao=participou da aula | valor=4920
linha=3401 | nome=Paulo | acao=comparou as metricas | valor=3693
linha=3402 | nome=Tiago | acao=analisou os resultados | valor=9603
linha=3403 | nome=Daniela | acao=otimizou o algoritmo | valor=9008
linha=3404 | nome=Paulo | acao=participou da aula | valor=1337
linha=3405 | nome=Renata | acao=otimizou o algoritmo | valor=3372
linha=3406 | nome=Ana | acao=estudou computacao | valor=6480
linha=3407 | nome=Karen | acao=analisou os resultados | valor=7202
linha=3408 | nome=Mariana | acao=escreveu o relatorio | valor=7447
linha=3409 | nome=Felipe | acao=analisou os resultados | valor=8265
linha=3410 | nome=Carlos | acao=executou o benchmark | valor=5810
linha=3411 | nome=Otavio | acao=estudou computacao | valor=2027
linha=3412 | nome=Mariana | acao=escreveu o relatorio | valor=1035
linha=3413 | nome=Natalia | acao=otimizou o algoritmo | valor=5087
linha=3414 | nome=Vitor | acao=comparou as metricas | valor=3629
linha=3415 | nome=Helena | acao=comparou as metricas | valor=4195
linha=3416 | nome=Felipe | acao=participou da aula | valor=6249
linha=3417 | nome=Gabriela | acao=analisou os resultados | valor=1667
linha=3418 | nome=Natalia | acao=escreveu o relatorio | valor=2982
linha=3419 | nome=Lucas | acao=otimizou o algoritmo | valor=8321
linha=3420 | nome=Ana | acao=executou o benchmark | valor=4499
linha=3421 | nome=Tiago | acao=analisou os resultados | valor=3953
linha=3422 | nome=Renata | acao=otimizou o algoritmo | valor=7408
linha=3423 | nome=Sofia | acao=analisou os resultados | valor=7562
linha=3424 | nome=Felipe | acao=participou da aula | valor=6746
linha=3425 | nome=Tiago | acao=otimizou o algoritmo | valor=2672
linha=3426 | nome=Igor | acao=otimizou o algoritmo | valor=3284
linha=3427 | nome=Igor | acao=fez um experimento | valor=7739
linha=3428 | nome=Gabriela | acao=fez um experimento | valor=9692
linha=3429 | nome=Tiago | acao=comparou as metricas | valor=7472
linha=3430 | nome=Daniela | acao=otimizou o algoritmo | valor=1570
linha=3431 | nome=Igor | acao=analisou os resultados | valor=3720
linha=3432 | nome=Joao | acao=escreveu o relatorio | valor=4190
linha=3433 | nome=Ana | acao=estudou computacao | valor=8104
linha=3434 | nome=Joao | acao=estudou computacao | valor=2858
linha=3435 | nome=Sofia | acao=analisou os resultados | valor=3816
linha=3436 | nome=Mariana | acao=estudou computacao | valor=7647
linha=3437 | nome=Mariana | acao=estudou computacao | valor=5205
linha=3438 | nome=Natalia | acao=escreveu o relatorio | valor=5278
linha=3439 | nome=Renata | acao=fez um experimento | valor=2380
linha=3440 | nome=Renata | acao=comparou as metricas | valor=1290
linha=3441 | nome=Bruno | acao=otimizou o algoritmo | valor=2485
linha=3442 | nome=Karen | acao=otimizou o algoritmo | valor=5373
linha=3443 | nome=Lucas | acao=estudou computacao | valor=3223
linha=3444 | nome=Helena | acao=comparou as metricas | valor=7575
linha=3445 | nome=Gabriela | acao=executou o benchmark | valor=7082
linha=3446 | nome=Tiago | acao=otimizou o algoritmo | valor=3110
linha=3447 | nome=Helena | acao=comparou as metricas | valor=8623
linha=3448 | nome=Joao | acao=escreveu o relatorio | valor=5015
linha=3449 | nome=Natalia | acao=participou da aula | valor=8306
linha=3450 | nome=Vitor | acao=escreveu o relatorio | valor=5791
linha=3451 | nome=Karen | acao=escreveu o relatorio | valor=9499
linha=3452 | nome=Carlos | acao=comparou as metricas | valor=7658
linha=3453 | nome=Felipe | acao=comparou as metricas | valor=3572
linha=3454 | nome=Karen | acao=executou o benchmark | valor=5920
linha=3455 | nome=Bruno | acao=analisou os resultados | valor=7126
linha=3456 | nome=Karen | acao=comparou as metricas | valor=1103
linha=3457 | nome=Sofia | acao=executou o benchmark | valor=7542
linha=3458 | nome=Igor | acao=escreveu o relatorio | valor=7425
linha=3459 | nome=Bruno | acao=estudou computacao | valor=7688
linha=3460 | nome=Felipe | acao=analisou os resultados | valor=3719
linha=3461 | nome=Eduarda | acao=executou o benchmark | valor=3842
linha=3462 | nome=Eduarda | acao=fez um experimento | valor=1597
linha=3463 | nome=Renata | acao=analisou os resultados | valor=1364
linha=3464 | nome=Natalia | acao=escreveu o relatorio | valor=1453
linha=3465 | nome=Renata | acao=analisou os resultados | valor=2264
linha=3466 | nome=Paulo | acao=analisou os resultados | valor=7225
linha=3467 | nome=Tiago | acao=comparou as metricas | valor=1620
linha=3468 | nome=Karen | acao=participou da aula | valor=3270
linha=3469 | nome=Carlos | acao=escreveu o relatorio | valor=7117
linha=3470 | nome=Felipe | acao=fez um experimento | valor=6316
linha=3471 | nome=Otavio | acao=otimizou o algoritmo | valor=4522
linha=3472 | nome=Gabriela | acao=fez um experimento | valor=5089
linha=3473 | nome=Paulo | acao=escreveu o relatorio | valor=5202
linha=3474 | nome=Daniela | acao=escreveu o relatorio | valor=4620
linha=3475 | nome=Renata | acao=estudou computacao | valor=3313
linha=3476 | nome=Paulo | acao=comparou as metricas | valor=2554
linha=3477 | nome=Karen | acao=otimizou o algoritmo | valor=9480
linha=3478 | nome=Carlos | acao=analisou os resultados | valor=6667
linha=3479 | nome=Natalia | acao=escreveu o relatorio | valor=5961
linha=3480 | nome=Lucas | acao=fez um experimento | valor=2417
linha=3481 | nome=Gabriela | acao=fez um experimento | valor=9960
linha=3482 | nome=Tiago | acao=comparou as metricas | valor=2220
linha=3483 | nome=Natalia | acao=executou o benchmark | valor=5383
linha=3484 | nome=Carlos | acao=escreveu o relatorio | valor=7082
linha=3485 | nome=Natalia | acao=escreveu o relatorio | valor=7912
linha=3486 | nome=Joao | acao=escreveu o relatorio | valor=1998
linha=3487 | nome=Tiago | acao=executou o benchmark | valor=6235
linha=3488 | nome=Gabriela | acao=executou o benchmark | valor=7280
linha=3489 | nome=Otavio | acao=otimizou o algoritmo | valor=5848
linha=3490 | nome=Gabriela | acao=otimizou o algoritmo | valor=7291
linha=3491 | nome=Gabriela | acao=comparou as metricas | valor=4133
linha=3492 | nome=Daniela | acao=escreveu o relatorio | valor=6091
linha=3493 | nome=Daniela | acao=executou o benchmark | valor=8651
linha=3494 | nome=Helena | acao=fez um experimento | valor=2526
linha=3495 | nome=Felipe | acao=otimizou o algoritmo | valor=5591
linha=3496 | nome=Joao | acao=escreveu o relatorio | valor=8843
linha=3497 | nome=Tiago | acao=comparou as metricas | valor=4281
linha=3498 | nome=Daniela | acao=participou da aula | valor=3774
linha=3499 | nome=Mariana | acao=comparou as metricas | valor=1206
linha=3500 | nome=Bruno | acao=analisou os resultados | valor=5359
linha=3501 | nome=Vitor | acao=comparou as metricas | valor=2250
linha=3502 | nome=Ana | acao=otimizou o algoritmo | valor=2194
linha=3503 | nome=Renata | acao=fez um experimento | valor=1556
linha=3504 | nome=Natalia | acao=escreveu o relatorio | valor=2726
linha=3505 | nome=Felipe | acao=escreveu o relatorio | valor=8053
linha=3506 | nome=Gabriela | acao=comparou as metricas | valor=6531
linha=3507 | nome=Paulo | acao=otimizou o algoritmo | valor=3533
linha=3508 | nome=Eduarda | acao=analisou os resultados | valor=3705
linha=3509 | nome=Otavio | acao=executou o benchmark | valor=5047
linha=3510 | nome=Sofia | acao=executou o benchmark | valor=9897
linha=3511 | nome=Bruno | acao=estudou computacao | valor=8867
linha=3512 | nome=Karen | acao=analisou os resultados | valor=5490
linha=3513 | nome=Renata | acao=comparou as metricas | valor=4473
linha=3514 | nome=Carlos | acao=participou da aula | valor=2139
linha=3515 | nome=Natalia | acao=analisou os resultados | valor=3052
linha=3516 | nome=Igor | acao=analisou os resultados | valor=4877
linha=3517 | nome=Eduarda | acao=escreveu o relatorio | valor=8121
linha=3518 | nome=Mariana | acao=comparou as metricas | valor=9237
linha=3519 | nome=Eduarda | acao=participou da aula | valor=3421
linha=3520 | nome=Paulo | acao=fez um experimento | valor=8715
linha=3521 | nome=Vitor | acao=executou o benchmark | valor=7389
linha=3522 | nome=Mariana | acao=comparou as metricas | valor=1432
linha=3523 | nome=Ana | acao=fez um experimento | valor=3459
linha=3524 | nome=Eduarda | acao=executou o benchmark | valor=5743
linha=3525 | nome=Lucas | acao=otimizou o algoritmo | valor=6000
linha=3526 | nome=Lucas | acao=participou da aula | valor=8585
linha=3527 | nome=Karen | acao=fez um experimento | valor=9504
linha=3528 | nome=Helena | acao=escreveu o relatorio | valor=5711
linha=3529 | nome=Daniela | acao=participou da aula | valor=6196
linha=3530 | nome=Lucas | acao=estudou computacao | valor=8450
linha=3531 | nome=Vitor | acao=otimizou o algoritmo | valor=4810
linha=3532 | nome=Felipe | acao=analisou os resultados | valor=5436
linha=3533 | nome=Felipe | acao=analisou os resultados | valor=8148
linha=3534 | nome=Daniela | acao=estudou computacao | valor=9566
linha=3535 | nome=Mariana | acao=comparou as metricas | valor=1759
linha=3536 | nome=Eduarda | acao=analisou os resultados | valor=2423
linha=3537 | nome=Lucas | acao=executou o benchmark | valor=9284
linha=3538 | nome=Daniela | acao=otimizou o algoritmo | valor=3534
linha=3539 | nome=Felipe | acao=comparou as metricas | valor=2810
linha=3540 | nome=Natalia | acao=comparou as metricas | valor=3962
linha=3541 | nome=Lucas | acao=participou da aula | valor=8565
linha=3542 | nome=Gabriela | acao=participou da aula | valor=4557
linha=3543 | nome=Mariana | acao=executou o benchmark | valor=6086
linha=3544 | nome=Karen | acao=escreveu o relatorio | valor=3486
linha=3545 | nome=Carlos | acao=analisou os resultados | valor=6676
linha=3546 | nome=Eduarda | acao=estudou computacao | valor=3890
linha=3547 | nome=Bruno | acao=escreveu o relatorio | valor=4696
linha=3548 | nome=Otavio | acao=participou da aula | valor=3351
linha=3549 | nome=Tiago | acao=analisou os resultados | valor=6784
linha=3550 | nome=Renata | acao=comparou as metricas | valor=8034
linha=3551 | nome=Tiago | acao=fez um experimento | valor=8561
linha=3552 | nome=Joao | acao=fez um experimento | valor=1024
linha=3553 | nome=Mariana | acao=estudou computacao | valor=1201
linha=3554 | nome=Joao | acao=participou da aula | valor=4330
linha=3555 | nome=Vitor | acao=participou da aula | valor=9917
linha=3556 | nome=Joao | acao=otimizou o algoritmo | valor=8243
linha=3557 | nome=Carlos | acao=executou o benchmark | valor=6918
linha=3558 | nome=Felipe | acao=executou o benchmark | valor=2264
linha=3559 | nome=Paulo | acao=participou da aula | valor=5768
