linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=2689 | nome=Mariana | acao=estudou computacao | valor=3391
linha=2690 | nome=Vitor | acao=executou o benchmark | valor=5924
linha=2691 | nome=Renata | acao=participou da aula | valor=8350
linha=2692 | nome=Sofia | acao=estudou computacao | valor=3371
linha=2693 | nome=Eduarda | acao=otimizou o algoritmo | valor=4308
linha=2694 | nome=Paulo | acao=executou o benchmark | valor=2790
linha=2695 | nome=Otavio | acao=estudou computacao | valor=2757
linha=2696 | nome=Otavio | acao=estudou computacao | valor=2947
linha=2697 | nome=Natalia | acao=comparou as metricas | valor=7625
linha=2698 | nome=Felipe | acao=participou da aula | valor=5471
linha=2699 | nome=Helena | acao=escreveu o relatorio | valor=4327
linha=2700 | nome=Lucas | acao=estudou computacao | valor=7637
linha=2701 | nome=Ana | acao=executou o benchmark | valor=3491
linha=2702 | nome=Paulo | acao=comparou as metricas | valor=1400
linha=2703 | nome=Igor | acao=escreveu o relatorio | valor=5992
linha=2704 | nome=Bruno | acao=escreveu o relatorio | valor=7958
linha=2705 | nome=Mariana | acao=fez um experimento | valor=7790
linha=2706 | nome=Carlos | acao=comparou as metricas | valor=6491
linha=2707 | nome=Vitor | acao=comparou as metricas | valor=4347
linha=2708 | nome=Joao | acao=analisou os resultados | valor=5517
linha=2709 | nome=Joao | acao=otimizou o algoritmo | valor=2556
linha=2710 | nome=Tiago | acao=otimizou o algoritmo | valor=9363
linha=2711 | nome=Otavio | acao=executou o benchmark | valor=4988
linha=2712 | nome=Joao | acao=executou o benchmark | valor=9411
linha=2713 | nome=Renata | acao=participou da aula | valor=2496
linha=2714 | nome=Sofia | acao=executou o benchmark | valor=9595
linha=2715 | nome=Helena | acao=executou o benchmark | valor=9168
linha=2716 | nome=Joao | acao=otimizou o algoritmo | valor=4490
linha=2717 | nome=Daniela | acao=estudou computacao | valor=2303
linha=2718 | nome=Lucas | acao=otimizou o algoritmo | valor=4106
linha=2719 | nome=Carlos | acao=analisou os resultados | valor=9057
linha=2720 | nome=Karen | acao=escreveu o relatorio | valor=3697
linha=2721 | nome=Carlos | acao=participou da aula | valor=6327
linha=2722 | nome=Renata | acao=otimizou o algoritmo | valor=7128
linha=2723 | nome=Natalia | acao=executou o benchmark | valor=9790
linha=2724 | nome=Eduarda | acao=estudou computacao | valor=5776
linha=2725 | nome=Renata | acao=otimizou o algoritmo | valor=5912
linha=2726 | nome=Lucas | acao=executou o benchmark | valor=4574
linha=2727 | nome=Vitor | acao=fez um experimento | valor=6200
linha=2728 | nome=Carlos | acao=executou o benchmark | valor=5614
linha=2729 | nome=Sofia | acao=fez um experimento | valor=4175
linha=2730 | nome=Lucas | acao=executou o benchmark | valor=4552
linha=2731 | nome=Joao | acao=otimizou o algoritmo | valor=3704
linha=2732 | nome=Renata | acao=fez um experimento | valor=7557
linha=2733 | nome=Mariana | acao=escreveu o relatorio | valor=1359
linha=2734 | nome=Otavio | acao=comparou as metricas | valor=1793
linha=2735 | nome=Tiago | acao=analisou os resultados | valor=7485
linha=2736 | nome=Felipe | acao=comparou as metricas | valor=5163
linha=2737 | nome=Felipe | acao=estudou computacao | valor=4987
linha=2738 | nome=Lucas | acao=analisou os resultados | valor=1199
linha=2739 | nome=Tiago | acao=otimizou o algoritmo | valor=1774
linha=2740 | nome=Mariana | acao=analisou os resultados | valor=5344
linha=2741 | nome=Helena | acao=estudou computacao | valor=4196
linha=2742 | nome=Felipe | acao=fez um experimento | valor=8820
linha=2743 | nome=Felipe | acao=escreveu o relatorio | valor=8003
linha=2744 | nome=Tiago | acao=executou o benchmark | valor=3501
linha=2745 | nome=Paulo | acao=escreveu o relatorio | valor=9197
linha=2746 | nome=Paulo | acao=otimizou o algoritmo | valor=1437
linha=2747 | nome=Bruno | acao=fez um experimento | valor=4388
linha=2748 | nome=Sofia | acao=fez um experimento | valor=7519
linha=2749 | nome=Tiago | acao=comparou as metricas | valor=7866
linha=2750 | nome=Renata | acao=comparou as metricas | valor=2706
linha=2751 | nome=Carlos | acao=analisou os resultados | valor=2090
linha=2752 | nome=Renata | acao=fez um experimento | valor=4927
linha=2753 | nome=Joao | acao=comparou as metricas | valor=1698
linha=2754 | nome=Natalia | acao=escreveu o relatorio | valor=7167
linha=2755 | nome=Natalia | acao=fez um experimento | valor=6471
linha=2756 | nome=Natalia | acao=estudou computacao | valor=2081
linha=2757 | nome=Mariana | acao=participou da aula | valor=3454
linha=2758 | nome=Bruno | acao=executou o benchmark | valor=4068
linha=2759 | nome=Carlos | acao=estudou computacao | valor=9102
linha=2760 | nome=Mariana | acao=fez um experimento | valor=7440
linha=2761 | nome=Lucas | acao=otimizou o algoritmo | valor=7972
linha=2762 | nome=Gabriela | acao=analisou os resultados | valor=1816
linha=2763 | nome=Paulo | acao=analisou os resultados | valor=4043
linha=2764 | nome=Mariana | acao=analisou os resultados | valor=3878
linha=2765 | nome=Mariana | acao=participou da aula | valor=5306
linha=2766 | nome=Otavio | acao=analisou os resultados | valor=2379
linha=2767 | nome=Ana | acao=fez um experimento | valor=8680
linha=2768 | nome=Paulo | acao=executou o benchmark | valor=1134
linha=2769 | nome=Igor | acao=fez um experimento | valor=7215
linha=2770 | nome=Natalia | acao=fez um experimento | valor=8630
linha=2771 | nome=Lucas | acao=escreveu o relatorio | valor=2332
linha=2772 | nome=Vitor | acao=executou o benchmark | valor=5985
linha=2773 | nome=Karen | acao=escreveu o relatorio | valor=5945
linha=2774 | nome=Paulo | acao=fez um experimento | valor=7411
linha=2775 | nome=Sofia | acao=estudou computacao | valor=7665
linha=2776 | nome=Lucas | acao=executou o benchmark | valor=8471
linha=2777 | nome=Bruno | acao=escreveu o relatorio | valor=5611
linha=2778 | nome=Igor | acao=executou o benchmark | valor=5587
linha=2779 | nome=Karen | acao=estudou computacao | valor=8327
linha=2780 | nome=Paulo | acao=comparou as metricas | valor=9923
linha=2781 | nome=Renata | acao=escreveu o relatorio | valor=2078
linha=2782 | nome=Felipe | acao=escreveu o relatorio | valor=6609
linha=2783 | nome=Daniela | acao=otimizou o algoritmo | valor=7807
linha=2784 | nome=Tiago | acao=participou da aula | valor=8254
linha=2785 | nome=Daniela | acao=executou o benchmark | valor=6940
linha=2786 | nome=Ana | acao=participou da aula | valor=1458
linha=2787 | nome=Igor | acao=otimizou o algoritmo | valor=2120
linha=2788 | nome=Daniela | acao=participou da aula | valor=1324
linha=2789 | nome=Helena | acao=executou o benchmark | valor=1734
linha=2790 | nome=Mariana | acao=participou da aula | valor=1962
linha=2791 | nome=Daniela | acao=executou o benchmark | valor=4351
linha=2792 | nome=Joao | acao=analisou os resultados | valor=3473
linha=2793 | nome=Lucas | acao=participou da aula | valor=1909
linha=2794 | nome=Gabriela | acao=estudou computacao | valor=4077
linha=2795 | nome=Vitor | acao=participou da aula | valor=9533
linha=2796 | nome=Ana | acao=comparou as metricas | valor=9678
linha=2797 | nome=Eduarda | acao=estudou computacao | valor=2476
linha=2798 | nome=Bruno | acao=comparou as metricas | valor=6014
linha=2799 | nome=Paulo | acao=escreveu o relatorio | valor=8400
linha=2800 | nome=Joao | acao=escreveu o relatorio | valor=8158
linha=2801 | nome=Vitor | acao=executou o benchmark | valor=5331
linha=2802 | nome=Paulo | acao=participou da aula | valor=3032
linha=2803 | nome=Gabriela | acao=comparou as metricas | valor=1708
linha=2804 | nome=Eduarda | acao=analisou os resultados | valor=2224
linha=2805 | nome=Vitor | acao=comparou as metricas | valor=4998
linha=2806 | nome=Sofia | acao=participou da aula | valor=3766
linha=2807 | nome=Eduarda | acao=executou o benchmark | valor=2323
linha=2808 | nome=Paulo | acao=participou da aula | valor=8175
linha=2809 | nome=Natalia | acao=comparou as metricas | valor=3485
linha=2810 | nome=Helena | acao=participou da aula | valor=4896
linha=2811 | nome=Otavio | acao=otimizou o algoritmo | valor=2049
linha=2812 | nome=Gabriela | acao=participou da aula | valor=6750
linha=2813 | nome=Felipe | acao=escreveu o relatorio | valor=1670
linha=2814 | nome=Bruno | acao=fez um experimento | valor=2852
linha=2815 | nome=Igor | acao=escreveu o relatorio | valor=5899
linha=2816 | nome=Karen | acao=analisou os resultados | valor=9185
linha=2817 | nome=Lucas | acao=escreveu o relatorio | valor=4773
linha=2818 | nome=Paulo | acao=participou da aula | valor=9670
linha=2819 | nome=Renata | acao=comparou as metricas | valor=3790
linha=2820 | nome=Joao | acao=analisou os resultados | valor=4009
linha=2821 | nome=Lucas | acao=otimizou o algoritmo | valor=3772
linha=2822 | nome=Mariana | acao=otimizou o algoritmo | valor=1958
linha=2823 | nome=Vitor | acao=analisou os resultados | valor=4725
linha=2824 | nome=Sofia | acao=executou o benchmark | valor=6048
linha=2825 | nome=Lucas | acao=comparou as metricas | valor=3198
linha=2826 | nome=Paulo | acao=participou da aula | valor=7789
linha=2827 | nome=Paulo | acao=fez um experimento | valor=1075
linha=2828 | nome=Mariana | acao=escreveu o relatorio | valor=6269
linha=2829 | nome=Joao | acao=escreveu o relatorio | valor=1494
linha=2830 | nome=Tiago | acao=fez um experimento | valor=3723
linha=2831 | nome=Ana | acao=otimizou o algoritmo | valor=9423
linha=2832 | nome=Mariana | acao=estudou computacao | valor=3132
linha=2833 | nome=Mariana | acao=escreveu o relatorio | valor=9981
linha=2834 | nome=Mariana | acao=escreveu o relatorio | valor=6319
linha=2835 | nome=Igor | acao=analisou os resultados | valor=7018
linha=2836 | nome=Igor | acao=participou da aula | valor=7821
linha=2837 | nome=Felipe | acao=escreveu o relatorio | valor=9211
linha=2838 | nome=Helena | acao=otimizou o algoritmo | valor=7349
linha=2839 | nome=Igor | acao=participou da aula | valor=2562
linha=2840 | nome=Sofia | acao=analisou os resultados | valor=6050
linha=2841 | nome=Otavio | acao=analisou os resultados | valor=8093
linha=2842 | nome=Igor | acao=estudou computacao | valor=4846
linha=2843 | nome=Helena | acao=analisou os resultados | valor=3278
linha=2844 | nome=Eduarda | acao=otimizou o algoritmo | valor=7602
linha=2845 | nome=Mariana | acao=participou da aula | valor=7666
linha=2846 | nome=Lucas | acao=comparou as metricas | valor=5980
linha=2847 | nome=Sofia | acao=analisou os resultados | valor=8437
linha=2848 | nome=Paulo | acao=fez um experimento | valor=6844
linha=2849 | nome=Carlos | acao=escreveu o relatorio | valor=3308
linha=2850 | nome=Otavio | acao=executou o benchmark | valor=1751
linha=2851 | nome=Otavio | acao=estudou computacao | valor=3876
linha=2852 | nome=Otavio | acao=executou o benchmark | valor=5133
linha=2853 | nome=Sofia | acao=analisou os resultados | valor=5323
linha=2854 | nome=Tiago | acao=fez um experimento | valor=8696
linha=2855 | nome=Karen | acao=comparou as metricas | valor=7136
linha=2856 | nome=Mariana | acao=analisou os resultados | valor=7566
linha=2857 | nome=Karen | acao=otimizou o algoritmo | valor=6485
linha=2858 | nome=Felipe | acao=escreveu o relatorio | valor=1299
linha=2859 | nome=Ana | acao=executou o benchmark | valor=9162
linha=2860 | nome=Renata | acao=comparou as metricas | valor=8274
linha=2861 | nome=Daniela | acao=estudou computacao | valor=5916
linha=2862 | nome=Mariana | acao=fez um experimento | valor=1631
linha=2863 | nome=Lucas | acao=otimizou o algoritmo | valor=6206
linha=2864 | nome=Tiago | acao=analisou os resultados | valor=7510
linha=2865 | nome=Ana | acao=otimizou o algoritmo | valor=4875
linha=2866 | nome=Renata | acao=otimizou o algoritmo | valor=8606
linha=2867 | nome=Natalia | acao=comparou as metricas | valor=2106
linha=2868 | nome=Renata | acao=comparou as metricas | valor=3521
linha=2869 | nome=Vitor | acao=otimizou o algoritmo | valor=3739
linha=2870 | nome=Bruno | acao=escreveu o relatorio | valor=5536
linha=2871 | nome=Paulo | acao=analisou os resultados | valor=8115
linha=2872 | nome=Mariana | acao=participou da aula | valor=7938
linha=2873 | nome=Karen | acao=otimizou o algoritmo | valor=5943
linha=2874 | nome=Felipe | acao=participou da aula | valor=9055
linha=2875 | nome=Sofia | acao=fez um experimento | valor=6041
linha=2876 | nome=Otavio | acao=fez um experimento | valor=8102
linha=2877 | nome=Bruno | acao=comparou as metricas | valor=3879
linha=2878 | nome=Helena | acao=executou o benchmark | valor=9091
linha=2879 | nome=Helena | acao=comparou as metricas | valor=5989
linha=2880 | nome=Renata | acao=escreveu o relatorio | valor=5799
linha=2881 | nome=Otavio | acao=otimizou o algoritmo | valor=4036
linha=2882 | nome=Helena | acao=fez um experimento | valor=1454
linha=2883 | nome=Igor | acao=otimizou o algoritmo | valor=2604
linha=2884 | nome=Ana | acao=escreveu o relatorio | valor=2957
linha=2885 | nome=Vitor | acao=participou da aula | valor=9302
linha=2886 | nome=Helena | acao=escreveu o relatorio | valor=6185
linha=2887 | nome=Vitor | acao=fez um experimento | valor=5777
linha=2888 | nome=Daniela | acao=analisou os resultados | valor=1188
linha=2889 | nome=Otavio | acao=comparou as metricas | valor=8018
linha=2890 | nome=Daniela | acao=estudou computacao | valor=2753
linha=2891 | nome=Natalia | acao=escreveu o relatorio | valor=9208
linha=2892 | nome=Carlos | acao=participou da aula | valor=1858
linha=2893 | nome=Gabriela | acao=participou da aula | valor=3304
linha=2894 | nome=Eduarda | acao=fez um experimento | valor=1966
linha=2895 | nome=Carlos | acao=fez um experimento | valor=7909
linha=2896 | nome=Vitor | acao=fez um experimento | valor=3674
linha=2897 | nome=Mariana | acao=otimizou o algoritmo | valor=3091
linha=2898 | nome=Karen | acao=participou da aula | valor=3184
linha=2899 | nome=Ana | acao=estudou computacao | valor=7131
linha=2900 | nome=Daniela | acao=executou o benchmark | valor=5604
linha=2901 | nome=Mariana | acao=participou da aula | valor=7213
linha=2902 | nome=Daniela | acao=estudou computacao | valor=9297
linha=2903 | nome=Joao | acao=otimizou o algoritmo | valor=4243
linha=2904 | nome=Otavio | acao=participou da aula | valor=4545
linha=2905 | nome=Igor | acao=comparou as metricas | valor=3665
linha=2906 | nome=Tiago | acao=escreveu o relatorio | valor=9182
linha=2907 | nome=Natalia | acao=fez um experimento | valor=6596
linha=2908 | nome=Helena | acao=escreveu o relatorio | valor=9510
linha=2909 | nome=Vitor | acao=executou o benchmark | valor=6437
linha=2910 | nome=Mariana | acao=estudou computacao | valor=5460
linha=2911 | nome=Natalia | acao=participou da aula | valor=9680
linha=2912 | nome=Vitor | acao=fez um experimento | valor=8047
linha=2913 | nome=Paulo | acao=participou da aula | valor=8446
linha=2914 | nome=Carlos | acao=participou da aula | valor=3513
linha=2915 | nome=Vitor | acao=escreveu o relatorio | valor=4272
linha=2916 | nome=Carlos | acao=estudou computacao | valor=1279
linha=2917 | nome=Ana | acao=comparou as metricas | valor=3934
linha=2918 | nome=Gabriela | acao=participou da aula | valor=8409
linha=2919 | nome=Tiago | acao=escreveu o relatorio | valor=4777
linha=2920 | nome=Mariana | acao=fez um experimento | valor=8728
linha=2921 | nome=Vitor | acao=fez um experimento | valor=8431
linha=2922 | nome=Joao | acao=estudou computacao | valor=9579
linha=2923 | nome=Sofia | acao=escreveu o relatorio | valor=8160
linha=2924 | nome=Eduarda | acao=analisou os resultados | valor=2205
linha=2925 | nome=Paulo | acao=executou o benchmark | valor=1667
linha=2926 | nome=Sofia | acao=participou da aula | valor=6318
linha=2927 | nome=Igor | acao=otimizou o algoritmo | valor=2512
linha=2928 | nome=Felipe | acao=comparou as metricas | valor=9450
linha=2929 | nome=Mariana | acao=comparou as metricas | valor=4646
linha=2930 | nome=Carlos | acao=comparou as metricas | valor=6037
linha=2931 | nome=Otavio | acao=estudou computacao | valor=2400
linha=2932 | nome=Sofia | acao=estudou computacao | valor=9679
linha=2933 | nome=Ana | acao=escreveu o relatorio | valor=9310
linha=2934 | nome=Helena | acao=fez um experimento | valor=9395
linha=2935 | nome=Igor | acao=comparou as metricas | valor=1986
linha=2936 | nome=Tiago | acao=participou da aula | valor=6866
linha=2937 | nome=Joao | acao=otimizou o algoritmo | valor=3723
linha=2938 | nome=Otavio | acao=escreveu o relatorio | valor=6769
linha=2939 | nome=Bruno | acao=executou o benchmark | valor=7879
linha=2940 | nome=Mariana | acao=fez um experimento | valor=3515
linha=2941 | nome=Otavio | acao=otimizou o algoritmo | valor=5800
linha=2942 | nome=Carlos | acao=executou o benchmark | valor=3938
linha=2943 | nome=Mariana | acao=participou da aula | valor=8972
