linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=2696 | nome=Joao | acao=fez um experimento | valor=8578
linha=2697 | nome=Daniela | acao=analisou os resultados | valor=5732
linha=2698 | nome=Igor | acao=escreveu o relatorio | valor=1909
linha=2699 | nome=Ana | acao=analisou os resultados | valor=8064
linha=2700 | nome=Felipe | acao=participou da aula | valor=2942
linha=2701 | nome=Ana | acao=estudou computacao | valor=7679
linha=2702 | nome=Mariana | acao=estudou computacao | valor=3818
linha=2703 | nome=Gabriela | acao=otimizou o algoritmo | valor=6523
linha=2704 | nome=Igor | acao=analisou os resultados | valor=5722
linha=2705 | nome=Paulo | acao=comparou as metricas | valor=3530
linha=2706 | nome=Joao | acao=executou o benchmark | valor=5748
linha=2707 | nome=Mariana | acao=comparou as metricas | valor=7936
linha=2708 | nome=Igor | acao=analisou os resultados | valor=9499
linha=2709 | nome=Paulo | acao=escreveu o relatorio | valor=5495
linha=2710 | nome=Daniela | acao=participou da aula | valor=4469
linha=2711 | nome=Joao | acao=participou da aula | valor=3672
linha=2712 | nome=Gabriela | acao=otimizou o algoritmo | valor=3317
linha=2713 | nome=Carlos | acao=fez um experimento | valor=7262
linha=2714 | nome=Mariana | acao=comparou as metricas | valor=7019
linha=2715 | nome=Karen | acao=analisou os resultados | valor=4729
linha=2716 | nome=Vitor | acao=otimizou o algoritmo | valor=3363
linha=2717 | nome=Gabriela | acao=participou da aula | valor=3528
linha=2718 | nome=Joao | acao=analisou os resultados | valor=3985
linha=2719 | nome=Tiago | acao=comparou as metricas | valor=9292
linha=2720 | nome=Mariana | acao=estudou computacao | valor=1800
linha=2721 | nome=Lucas | acao=executou o benchmark | valor=8652
linha=2722 | nome=Vitor | acao=executou o benchmark | valor=8886
linha=2723 | nome=Ana | acao=participou da aula | valor=6979
linha=2724 | nome=Sofia | acao=participou da aula | valor=8528
linha=2725 | nome=Mariana | acao=analisou os resultados | valor=4996
linha=2726 | nome=Eduarda | acao=participou da aula | valor=9857
linha=2727 | nome=Daniela | acao=participou da aula | valor=3449
linha=2728 | nome=Karen | acao=analisou os resultados | valor=3338
linha=2729 | nome=Natalia | acao=executou o benchmark | valor=8946
linha=2730 | nome=Lucas | acao=fez um experimento | valor=9643
linha=2731 | nome=Karen | acao=otimizou o algoritmo | valor=2973
linha=2732 | nome=Eduarda | acao=estudou computacao | valor=7720
linha=2733 | nome=Eduarda | acao=comparou as metricas | valor=8496
linha=2734 | nome=Carlos | acao=otimizou o algoritmo | valor=5395
linha=2735 | nome=Eduarda | acao=otimizou o algoritmo | valor=4659
linha=2736 | nome=Helena | acao=fez um experimento | valor=2551
linha=2737 | nome=Vitor | acao=analisou os resultados | valor=4050
linha=2738 | nome=Natalia | acao=escreveu o relatorio | valor=4240
linha=2739 | nome=Mariana | acao=fez um experimento | valor=8606
linha=2740 | nome=Daniela | acao=escreveu o relatorio | valor=6184
linha=2741 | nome=Eduarda | acao=estudou computacao | valor=1511
linha=2742 | nome=Eduarda | acao=fez um experimento | valor=9135
linha=2743 | nome=Ana | acao=comparou as metricas | valor=5154
linha=2744 | nome=Felipe | acao=otimizou o algoritmo | valor=3372
linha=2745 | nome=Carlos | acao=otimizou o algoritmo | valor=1842
linha=2746 | nome=Mariana | acao=participou da aula | valor=4322
linha=2747 | nome=Natalia | acao=executou o benchmark | valor=8261
linha=2748 | nome=Lucas | acao=otimizou o algoritmo | valor=1172
linha=2749 | nome=Carlos | acao=escreveu o relatorio | valor=9513
linha=2750 | nome=Helena | acao=comparou as metricas | valor=9382
linha=2751 | nome=Carlos | acao=participou da aula | valor=4154
linha=2752 | nome=Helena | acao=comparou as metricas | valor=7260
linha=2753 | nome=Joao | acao=analisou os resultados | valor=8945
linha=2754 | nome=Bruno | acao=escreveu o relatorio | valor=7807
linha=2755 | nome=Bruno | acao=fez um experimento | valor=1867
linha=2756 | nome=Vitor | acao=escreveu o relatorio | valor=8621
linha=2757 | nome=Renata | acao=estudou computacao | valor=5478
linha=2758 | nome=Eduarda | acao=otimizou o algoritmo | valor=1665
linha=2759 | nome=Helena | acao=escreveu o relatorio | valor=6514
linha=2760 | nome=Sofia | acao=analisou os resultados | valor=5828
linha=2761 | nome=Helena | acao=participou da aula | valor=9101
linha=2762 | nome=Vitor | acao=analisou os resultados | valor=9230
linha=2763 | nome=Lucas | acao=escreveu o relatorio | valor=1903
linha=2764 | nome=Igor | acao=participou da aula | valor=7860
linha=2765 | nome=Helena | acao=participou da aula | valor=8781
linha=2766 | nome=Mariana | acao=escreveu o relatorio | valor=9939
linha=2767 | nome=Daniela | acao=escreveu o relatorio | valor=4986
linha=2768 | nome=Ana | acao=otimizou o algoritmo | valor=8518
linha=2769 | nome=Gabriela | acao=executou o benchmark | valor=2180
linha=2770 | nome=Eduarda | acao=escreveu o relatorio | valor=2821
linha=2771 | nome=Karen | acao=executou o benchmark | valor=8181
linha=2772 | nome=Tiago | acao=otimizou o algoritmo | valor=9069
linha=2773 | nome=Helena | acao=comparou as metricas | valor=8518
linha=2774 | nome=Joao | acao=executou o benchmark | valor=4115
linha=2775 | nome=Natalia | acao=comparou as metricas | valor=8241
linha=2776 | nome=Carlos | acao=fez um experimento | valor=6105
linha=2777 | nome=Mariana | acao=escreveu o relatorio | valor=7062
linha=2778 | nome=Eduarda | acao=analisou os resultados | valor=8495
linha=2779 | nome=Vitor | acao=participou da aula | valor=6572
linha=2780 | nome=Ana | acao=participou da aula | valor=9053
linha=2781 | nome=Mariana | acao=fez um experimento | valor=9871
linha=2782 | nome=Natalia | acao=fez um experimento | valor=7081
linha=2783 | nome=Ana | acao=executou o benchmark | valor=4568
linha=2784 | nome=Joao | acao=executou o benchmark | valor=7437
linha=2785 | nome=Renata | acao=comparou as metricas | valor=4891
linha=2786 | nome=Helena | acao=fez um experimento | valor=6527
linha=2787 | nome=Lucas | acao=comparou as metricas | valor=4251
linha=2788 | nome=Mariana | acao=estudou computacao | valor=9748
linha=2789 | nome=Natalia | acao=comparou as metricas | valor=1033
linha=2790 | nome=Tiago | acao=fez um experimento | valor=1506
linha=2791 | nome=Gabriela | acao=otimizou o algoritmo | valor=4986
linha=2792 | nome=Sofia | acao=otimizou o algoritmo | valor=4943
linha=2793 | nome=Felipe | acao=analisou os resultados | valor=5207
linha=2794 | nome=Vitor | acao=participou da aula | valor=3773
linha=2795 | nome=Daniela | acao=escreveu o relatorio | valor=6949
linha=2796 | nome=Eduarda | acao=fez um experimento | valor=2569
linha=2797 | nome=Ana | acao=escreveu o relatorio | valor=9382
linha=2798 | nome=Paulo | acao=otimizou o algoritmo | valor=5457
linha=2799 | nome=Paulo | acao=fez um experimento | valor=7380
linha=2800 | nome=Helena | acao=escreveu o relatorio | valor=4644
linha=2801 | nome=Carlos | acao=analisou os resultados | valor=1308
linha=2802 | nome=Joao | acao=escreveu o relatorio | valor=4289
linha=2803 | nome=Carlos | acao=analisou os resultados | valor=4815
linha=2804 | nome=Eduarda | acao=escreveu o relatorio | valor=2712
linha=2805 | nome=Vitor | acao=estudou computacao | valor=2043
linha=2806 | nome=Renata | acao=estudou computacao | valor=1399
linha=2807 | nome=Karen | acao=comparou as metricas | valor=1108
linha=2808 | nome=Felipe | acao=estudou computacao | valor=5211
linha=2809 | nome=Felipe | acao=comparou as metricas | valor=2856
linha=2810 | nome=Natalia | acao=executou o benchmark | valor=6873
linha=2811 | nome=Carlos | acao=otimizou o algoritmo | valor=3739
linha=2812 | nome=Mariana | acao=escreveu o relatorio | valor=8193
linha=2813 | nome=Gabriela | acao=participou da aula | valor=3106
linha=2814 | nome=Otavio | acao=participou da aula | valor=9894
linha=2815 | nome=Daniela | acao=participou da aula | valor=6196
linha=2816 | nome=Ana | acao=fez um experimento | valor=8801
linha=2817 | nome=Felipe | acao=executou o benchmark | valor=2156
linha=2818 | nome=Natalia | acao=analisou os resultados | valor=6130
linha=2819 | nome=Paulo | acao=executou o benchmark | valor=9968
linha=2820 | nome=Lucas | acao=escreveu o relatorio | valor=3871
linha=2821 | nome=Otavio | acao=estudou computacao | valor=1542
linha=2822 | nome=Igor | acao=executou o benchmark | valor=4203
linha=2823 | nome=Natalia | acao=analisou os resultados | valor=8902
linha=2824 | nome=Mariana | acao=otimizou o algoritmo | valor=6142
linha=2825 | nome=Carlos | acao=executou o benchmark | valor=3425
linha=2826 | nome=Renata | acao=comparou as metricas | valor=2628
linha=2827 | nome=Natalia | acao=analisou os resultados | valor=4756
linha=2828 | nome=Gabriela | acao=fez um experimento | valor=5329
linha=2829 | nome=Mariana | acao=executou o benchmark | valor=7336
linha=2830 | nome=Daniela | acao=analisou os resultados | valor=5697
linha=2831 | nome=Joao | acao=participou da aula | valor=7511
linha=2832 | nome=Gabriela | acao=executou o benchmark | valor=5167
linha=2833 | nome=Karen | acao=participou da aula | valor=6281
linha=2834 | nome=Paulo | acao=fez um experimento | valor=8564
linha=2835 | nome=Otavio | acao=analisou os resultados | valor=6085
linha=2836 | nome=Mariana | acao=otimizou o algoritmo | valor=7974
linha=2837 | nome=Joao | acao=escreveu o relatorio | valor=5510
linha=2838 | nome=Felipe | acao=executou o benchmark | valor=6623
linha=2839 | nome=Igor | acao=estudou computacao | valor=2289
linha=2840 | nome=Carlos | acao=escreveu o relatorio | valor=9134
linha=2841 | nome=Paulo | acao=estudou computacao | valor=2605
linha=2842 | nome=Bruno | acao=participou da aula | valor=6100
linha=2843 | nome=Ana | acao=analisou os resultados | valor=7758
linha=2844 | nome=Otavio | acao=participou da aula | valor=9843
linha=2845 | nome=Otavio | acao=executou o benchmark | valor=9532
linha=2846 | nome=Renata | acao=escreveu o relatorio | valor=4747
linha=2847 | nome=Daniela | acao=executou o benchmark | valor=4861
linha=2848 | nome=Mariana | acao=comparou as metricas | valor=5728
linha=2849 | nome=Natalia | acao=escreveu o relatorio | valor=4784
linha=2850 | nome=Renata | acao=comparou as metricas | valor=1664
linha=2851 | nome=Paulo | acao=participou da aula | valor=6633
linha=2852 | nome=Sofia | acao=otimizou o algoritmo | valor=1175
linha=2853 | nome=Karen | acao=participou da aula | valor=9859
linha=2854 | nome=Bruno | acao=comparou as metricas | valor=4060
linha=2855 | nome=Joao | acao=participou da aula | valor=6555
linha=2856 | nome=Paulo | acao=comparou as metricas | valor=9306
linha=2857 | nome=Natalia | acao=executou o benchmark | valor=6512
linha=2858 | nome=Daniela | acao=otimizou o algoritmo | valor=7044
linha=2859 | nome=Vitor | acao=escreveu o relatorio | valor=1695
linha=2860 | nome=Sofia | acao=estudou computacao | valor=4259
linha=2861 | nome=Otavio | acao=comparou as metricas | valor=3873
linha=2862 | nome=Sofia | acao=fez um experimento | valor=2956
linha=2863 | nome=Gabriela | acao=escreveu o relatorio | valor=1536
linha=2864 | nome=Eduarda | acao=otimizou o algoritmo | valor=8924
linha=2865 | nome=Ana | acao=estudou computacao | valor=9093
linha=2866 | nome=Carlos | acao=fez um experimento | valor=1228
linha=2867 | nome=Eduarda | acao=estudou computacao | valor=3762
linha=2868 | nome=Ana | acao=executou o benchmark | valor=6954
linha=2869 | nome=Paulo | acao=participou da aula | valor=4633
linha=2870 | nome=Paulo | acao=estudou computacao | valor=8570
linha=2871 | nome=Gabriela | acao=escreveu o relatorio | valor=9426
linha=2872 | nome=Paulo | acao=estudou computacao | valor=6506
linha=2873 | nome=Carlos | acao=participou da aula | valor=3065
linha=2874 | nome=Gabriela | acao=executou o benchmark | valor=1653
linha=2875 | nome=Mariana | acao=otimizou o algoritmo | valor=1540
linha=2876 | nome=Lucas | acao=analisou os resultados | valor=8014
linha=2877 | nome=Helena | acao=analisou os resultados | valor=6299
linha=2878 | nome=Mariana | acao=participou da aula | valor=5098
linha=2879 | nome=Eduarda | acao=comparou as metricas | valor=2347
linha=2880 | nome=Felipe | acao=estudou computacao | valor=9550
linha=2881 | nome=Renata | acao=comparou as metricas | valor=5774
linha=2882 | nome=Paulo | acao=fez um experimento | valor=8970
linha=2883 | nome=Joao | acao=comparou as metricas | valor=3401
linha=2884 | nome=Lucas | acao=estudou computacao | valor=6601
linha=2885 | nome=Natalia | acao=escreveu o relatorio | valor=3559
linha=2886 | nome=Tiago | acao=fez um experimento | valor=4304
linha=2887 | nome=Joao | acao=executou o benchmark | valor=4487
linha=2888 | nome=Mariana | acao=otimizou o algoritmo | valor=7348
linha=2889 | nome=Eduarda | acao=escreveu o relatorio | valor=6759
linha=2890 | nome=Helena | acao=participou da aula | valor=3915
linha=2891 | nome=Lucas | acao=fez um experimento | valor=5188
linha=2892 | nome=Carlos | acao=analisou os resultados | valor=9402
linha=2893 | nome=Vitor | acao=comparou as metricas | valor=4253
linha=2894 | nome=Ana | acao=escreveu o relatorio | valor=7855
linha=2895 | nome=Carlos | acao=analisou os resultados | valor=7882
linha=2896 | nome=Helena | acao=otimizou o algoritmo | valor=4472
linha=2897 | nome=Gabriela | acao=participou da aula | valor=1614
linha=2898 | nome=Vitor | acao=fez um experimento | valor=4390
linha=2899 | nome=Karen | acao=otimizou o algoritmo | valor=5433
linha=2900 | nome=Carlos | acao=participou da aula | valor=7036
linha=2901 | nome=Paulo | acao=estudou computacao | valor=5533
linha=2902 | nome=Joao | acao=escreveu o relatorio | valor=8142
linha=2903 | nome=Otavio | acao=escreveu o relatorio | valor=1020
linha=2904 | nome=Tiago | acao=executou o benchmark | valor=4689
linha=2905 | nome=Joao | acao=otimizou o algoritmo | valor=5450
linha=2906 | nome=Paulo | acao=analisou os resultados | valor=4276
linha=2907 | nome=Eduarda | acao=estudou computacao | valor=2089
linha=2908 | nome=Sofia | acao=analisou os resultados | valor=5353
linha=2909 | nome=Igor | acao=analisou os resultados | valor=9999
linha=2910 | nome=Natalia | acao=participou da aula | valor=5341
linha=2911 | nome=Mariana | acao=executou o benchmark | valor=2106
linha=2912 | nome=Renata | acao=fez um experimento | valor=6687
linha=2913 | nome=Lucas | acao=executou o benchmark | valor=4630
linha=2914 | nome=Bruno | acao=fez um experimento | valor=7341
linha=2915 | nome=Daniela | acao=analisou os resultados | valor=5857
linha=2916 | nome=Natalia | acao=estudou computacao | valor=1632
linha=2917 | nome=Gabriela | acao=fez um experimento | valor=9415
linha=2918 | nome=Karen | acao=analisou os resultados | valor=2718
linha=2919 | nome=Ana | acao=comparou as metricas | valor=1521
linha=2920 | nome=Sofia | acao=escreveu o relatorio | valor=4829
linha=2921 | nome=Mariana | acao=otimizou o algoritmo | valor=9887
linha=2922 | nome=Helena | acao=estudou computacao | valor=6437
linha=2923 | nome=Mariana | acao=executou o benchmark | valor=3480
linha=2924 | nome=Daniela | acao=analisou os resultados | valor=2943
linha=2925 | nome=Gabriela | acao=comparou as metricas | valor=5507
linha=2926 | nome=Daniela | acao=participou da aula | valor=7140
linha=2927 | nome=Karen | acao=comparou as metricas | valor=9138
linha=2928 | nome=Carlos | acao=estudou computacao | valor=6111
linha=2929 | nome=Karen | acao=otimizou o algoritmo | valor=1329
linha=2930 | nome=Otavio | acao=otimizou o algoritmo | valor=9872
linha=2931 | nome=Vitor | acao=otimizou o algoritmo | valor=9879
linha=2932 | nome=Mariana | acao=executou o benchmark | valor=1233
linha=2933 | nome=Paulo | acao=participou da aula | valor=5439
linha=2934 | nome=Natalia | acao=analisou os resultados | valor=4325
linha=2935 | nome=Helena | acao=participou da aula | valor=2569
linha=2936 | nome=Mariana | acao=analisou os resultados | valor=4331
linha=2937 | nome=Bruno | acao=otimizou o algoritmo | valor=5514
linha=2938 | nome=Natalia | acao=executou o benchmark | valor=9278
linha=2939 | nome=Gabriela | acao=analisou os resultados | valor=4678
linha=2940 | nome=Bruno | acao=executou o benchmark | valor=4271
linha=2941 | nome=Vitor | acao=estudou computacao | valor=8590
linha=2942 | nome=Paulo | acao=comparou as metricas | valor=6339
linha=2943 | nome=Lucas | acao=otimizou o algoritmo | valor=3272
linha=2944 | nome=Felipe | acao=estudou computacao | valor=4800
linha=2945 | nome=Joao | acao=fez um experimento | valor=3504
linha=2946 | nome=Karen | acao=participou da aula | valor=3641
linha=2947 | nome=Natalia | acao=analisou os resultados | valor=2949
linha=2948 | nome=Lucas | acao=escreveu o relatorio | valor=6133
linha=2949 | nome=Daniela | acao=otimizou o algoritmo | valor=4554
