linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=2757 | nome=Tiago | acao=escreveu o relatorio | valor=9766
linha=2758 | nome=Lucas | acao=otimizou o algoritmo | valor=2267
linha=2759 | nome=Lucas | acao=analisou os resultados | valor=6968
linha=2760 | nome=Vitor | acao=comparou as metricas | valor=3038
linha=2761 | nome=Paulo | acao=comparou as metricas | valor=9890
linha=2762 | nome=Joao | acao=comparou as metricas | valor=2086
linha=2763 | nome=Otavio | acao=fez um experimento | valor=6385
linha=2764 | nome=Ana | acao=otimizou o algoritmo | valor=3342
linha=2765 | nome=Otavio | acao=escreveu o relatorio | valor=9096
linha=2766 | nome=Karen | acao=comparou as metricas | valor=6903
linha=2767 | nome=Mariana | acao=analisou os resultados | valor=6175
linha=2768 | nome=Vitor | acao=comparou as metricas | valor=7706
linha=2769 | nome=Paulo | acao=escreveu o relatorio | valor=2233
linha=2770 | nome=Carlos | acao=estudou computacao | valor=5702
linha=2771 | nome=Natalia | acao=otimizou o algoritmo | valor=6789
linha=2772 | nome=Renata | acao=escreveu o relatorio | valor=5838
linha=2773 | nome=Vitor | acao=executou o benchmark | valor=2698
linha=2774 | nome=Paulo | acao=fez um experimento | valor=2045
linha=2775 | nome=Mariana | acao=comparou as metricas | valor=7993
linha=2776 | nome=Sofia | acao=escreveu o relatorio | valor=2276
linha=2777 | nome=Mariana | acao=escreveu o relatorio | valor=6248
linha=2778 | nome=Joao | acao=analisou os resultados | valor=6734
linha=2779 | nome=Lucas | acao=otimizou o algoritmo | valor=5358
linha=2780 | nome=Igor | acao=fez um experimento | valor=6086
linha=2781 | nome=Joao | acao=estudou computacao | valor=9162
linha=2782 | nome=Tiago | acao=escreveu o relatorio | valor=6020
linha=2783 | nome=Karen | acao=otimizou o algoritmo | valor=4881
linha=2784 | nome=Helena | acao=executou o benchmark | valor=8209
linha=2785 | nome=Mariana | acao=escreveu o relatorio | valor=8393
linha=2786 | nome=Felipe | acao=escreveu o relatorio | valor=6965
linha=2787 | nome=Ana | acao=comparou as metricas | valor=9636
linha=2788 | nome=Joao | acao=fez um experimento | valor=4529
linha=2789 | nome=Bruno | acao=estudou computacao | valor=8398
linha=2790 | nome=Otavio | acao=estudou computacao | valor=1130
linha=2791 | nome=Ana | acao=comparou as metricas | valor=5257
linha=2792 | nome=Renata | acao=participou da aula | valor=1402
linha=2793 | nome=Joao | acao=participou da aula | valor=8069
linha=2794 | nome=Ana | acao=executou o benchmark | valor=5976
linha=2795 | nome=Helena | acao=fez um experimento | valor=4657
linha=2796 | nome=Bruno | acao=comparou as metricas | valor=7746
linha=2797 | nome=Mariana | acao=executou o benchmark | valor=6470
linha=2798 | nome=Helena | acao=estudou computacao | valor=7444
linha=2799 | nome=Mariana | acao=comparou as metricas | valor=3674
linha=2800 | nome=Paulo | acao=comparou as metricas | valor=2651
linha=2801 | nome=Helena | acao=executou o benchmark | valor=9188
linha=2802 | nome=Otavio | acao=estudou computacao | valor=6341
linha=2803 | nome=Renata | acao=escreveu o relatorio | valor=5188
linha=2804 | nome=Ana | acao=executou o benchmark | valor=5217
linha=2805 | nome=Helena | acao=executou o benchmark | valor=3545
linha=2806 | nome=Vitor | acao=comparou as metricas | valor=8911
linha=2807 | nome=Vitor | acao=executou o benchmark | valor=2535
linha=2808 | nome=Joao | acao=fez um experimento | valor=7213
linha=2809 | nome=Eduarda | acao=participou da aula | valor=5629
linha=2810 | nome=Helena | acao=executou o benchmark | valor=7453
linha=2811 | nome=Sofia | acao=participou da aula | valor=6113
linha=2812 | nome=Mariana | acao=analisou os resultados | valor=3020
linha=2813 | nome=Felipe | acao=otimizou o algoritmo | valor=3084
linha=2814 | nome=Karen | acao=escreveu o relatorio | valor=9837
linha=2815 | nome=Ana | acao=analisou os resultados | valor=9090
linha=2816 | nome=Ana | acao=otimizou o algoritmo | valor=3378
linha=2817 | nome=Joao | acao=participou da aula | valor=5696
linha=2818 | nome=Otavio | acao=executou o benchmark | valor=1963
linha=2819 | nome=Carlos | acao=executou o benchmark | valor=1253
linha=2820 | nome=Helena | acao=participou da aula | valor=1335
linha=2821 | nome=Sofia | acao=otimizou o algoritmo | valor=6549
linha=2822 | nome=Natalia | acao=participou da aula | valor=9482
linha=2823 | nome=Natalia | acao=comparou as metricas | valor=8035
linha=2824 | nome=Ana | acao=participou da aula | valor=2231
linha=2825 | nome=Karen | acao=otimizou o algoritmo | valor=7412
linha=2826 | nome=Joao | acao=otimizou o algoritmo | valor=6312
linha=2827 | nome=Mariana | acao=estudou computacao | valor=6369
linha=2828 | nome=Eduarda | acao=estudou computacao | valor=5981
linha=2829 | nome=Ana | acao=escreveu o relatorio | valor=4903
linha=2830 | nome=Vitor | acao=analisou os resultados | valor=5802
linha=2831 | nome=Vitor | acao=otimizou o algoritmo | valor=1657
linha=2832 | nome=Igor | acao=estudou computacao | valor=3496
linha=2833 | nome=Tiago | acao=otimizou o algoritmo | valor=9598
linha=2834 | nome=Paulo | acao=estudou computacao | valor=6361
linha=2835 | nome=Lucas | acao=escreveu o relatorio | valor=6111
linha=2836 | nome=Gabriela | acao=fez um experimento | valor=9709
linha=2837 | nome=Otavio | acao=otimizou o algoritmo | valor=5682
linha=2838 | nome=Otavio | acao=otimizou o algoritmo | valor=8651
linha=2839 | nome=Tiago | acao=comparou as metricas | valor=2203
linha=2840 | nome=Bruno | acao=estudou computacao | valor=4133
linha=2841 | nome=Tiago | acao=estudou computacao | valor=5369
linha=2842 | nome=Tiago | acao=comparou as metricas | valor=8837
linha=2843 | nome=Mariana | acao=estudou computacao | valor=3536
linha=2844 | nome=Paulo | acao=comparou as metricas | valor=9097
linha=2845 | nome=Helena | acao=fez um experimento | valor=9054
linha=2846 | nome=Lucas | acao=participou da aula | valor=1182
linha=2847 | nome=Ana | acao=participou da aula | valor=9766
linha=2848 | nome=Otavio | acao=otimizou o algoritmo | valor=3184
linha=2849 | nome=Ana | acao=analisou os resultados | valor=8939
linha=2850 | nome=Helena | acao=executou o benchmark | valor=4448
linha=2851 | nome=Gabriela | acao=otimizou o algoritmo | valor=3189
linha=2852 | nome=Felipe | acao=escreveu o relatorio | valor=6356
linha=2853 | nome=Helena | acao=participou da aula | valor=2819
linha=2854 | nome=Vitor | acao=escreveu o relatorio | valor=9789
linha=2855 | nome=Gabriela | acao=participou da aula | valor=7391
linha=2856 | nome=Ana | acao=participou da aula | valor=2696
linha=2857 | nome=Mariana | acao=otimizou o algoritmo | valor=6227
linha=2858 | nome=Eduarda | acao=comparou as metricas | valor=9157
linha=2859 | nome=Daniela | acao=otimizou o algoritmo | valor=2743
linha=2860 | nome=Otavio | acao=escreveu o relatorio | valor=1677
linha=2861 | nome=Tiago | acao=participou da aula | valor=6828
linha=2862 | nome=Carlos | acao=participou da aula | valor=8964
linha=2863 | nome=Vitor | acao=comparou as metricas | valor=2444
linha=2864 | nome=Vitor | acao=analisou os resultados | valor=1651
linha=2865 | nome=Carlos | acao=participou da aula | valor=9719
linha=2866 | nome=Mariana | acao=comparou as metricas | valor=2409
linha=2867 | nome=Karen | acao=participou da aula | valor=9756
linha=2868 | nome=Joao | acao=analisou os resultados | valor=8835
linha=2869 | nome=Bruno | acao=executou o benchmark | valor=7718
linha=2870 | nome=Natalia | acao=estudou computacao | valor=4641
linha=2871 | nome=Sofia | acao=comparou as metricas | valor=2990
linha=2872 | nome=Natalia | acao=fez um experimento | valor=4842
linha=2873 | nome=Otavio | acao=participou da aula | valor=1098
linha=2874 | nome=Igor | acao=participou da aula | valor=1395
linha=2875 | nome=Felipe | acao=analisou os resultados | valor=2480
linha=2876 | nome=Lucas | acao=fez um experimento | valor=4337
linha=2877 | nome=Natalia | acao=executou o benchmark | valor=1942
linha=2878 | nome=Carlos | acao=comparou as metricas | valor=1870
linha=2879 | nome=Felipe | acao=estudou computacao | valor=6425
linha=2880 | nome=Renata | acao=otimizou o algoritmo | valor=1759
linha=2881 | nome=Ana | acao=escreveu o relatorio | valor=7791
linha=2882 | nome=Joao | acao=executou o benchmark | valor=8005
linha=2883 | nome=Lucas | acao=executou o benchmark | valor=2148
linha=2884 | nome=Joao | acao=executou o benchmark | valor=6177
linha=2885 | nome=Eduarda | acao=analisou os resultados | valor=1238
linha=2886 | nome=Ana | acao=comparou as metricas | valor=9851
linha=2887 | nome=Helena | acao=analisou os resultados | valor=7098
linha=2888 | nome=Igor | acao=otimizou o algoritmo | valor=9120
linha=2889 | nome=Vitor | acao=analisou os resultados | valor=6596
linha=2890 | nome=Otavio | acao=comparou as metricas | valor=3130
linha=2891 | nome=Otavio | acao=escreveu o relatorio | valor=6235
linha=2892 | nome=Mariana | acao=comparou as metricas | valor=4096
linha=2893 | nome=Sofia | acao=escreveu o relatorio | valor=4427
linha=2894 | nome=Helena | acao=analisou os resultados | valor=3641
linha=2895 | nome=Carlos | acao=otimizou o algoritmo | valor=7717
linha=2896 | nome=Karen | acao=participou da aula | valor=3804
linha=2897 | nome=Sofia | acao=executou o benchmark | valor=1536
linha=2898 | nome=Eduarda | acao=executou o benchmark | valor=2514
linha=2899 | nome=Renata | acao=escreveu o relatorio | valor=3821
linha=2900 | nome=Daniela | acao=analisou os resultados | valor=1506
linha=2901 | nome=Mariana | acao=otimizou o algoritmo | valor=5187
linha=2902 | nome=Daniela | acao=fez um experimento | valor=5719
linha=2903 | nome=Felipe | acao=analisou os resultados | valor=5528
linha=2904 | nome=Helena | acao=otimizou o algoritmo | valor=3116
linha=2905 | nome=Lucas | acao=fez um experimento | valor=7659
linha=2906 | nome=Ana | acao=executou o benchmark | valor=4904
linha=2907 | nome=Gabriela | acao=executou o benchmark | valor=7685
linha=2908 | nome=Karen | acao=escreveu o relatorio | valor=8095
linha=2909 | nome=Carlos | acao=fez um experimento | valor=4738
linha=2910 | nome=Sofia | acao=executou o benchmark | valor=9622
linha=2911 | nome=Natalia | acao=comparou as metricas | valor=3924
linha=2912 | nome=Otavio | acao=otimizou o algoritmo | valor=2305
linha=2913 | nome=Natalia | acao=executou o benchmark | valor=6292
linha=2914 | nome=Helena | acao=otimizou o algoritmo | valor=1983
linha=2915 | nome=Natalia | acao=fez um experimento | valor=8264
linha=2916 | nome=Ana | acao=participou da aula | valor=7816
linha=2917 | nome=Joao | acao=otimizou o algoritmo | valor=8344
linha=2918 | nome=Helena | acao=estudou computacao | valor=5376
linha=2919 | nome=Bruno | acao=escreveu o relatorio | valor=5041
linha=2920 | nome=Tiago | acao=escreveu o relatorio | valor=3240
linha=2921 | nome=Bruno | acao=participou da aula | valor=2772
linha=2922 | nome=Gabriela | acao=fez um experimento | valor=9518
linha=2923 | nome=Bruno | acao=estudou computacao | valor=6145
linha=2924 | nome=Sofia | acao=participou da aula | valor=4696
linha=2925 | nome=Paulo | acao=comparou as metricas | valor=6937
linha=2926 | nome=Mariana | acao=comparou as metricas | valor=7550
linha=2927 | nome=Otavio | acao=fez um experimento | valor=8835
linha=2928 | nome=Bruno | acao=fez um experimento | valor=9902
linha=2929 | nome=Natalia | acao=analisou os resultados | valor=3062
linha=2930 | nome=Sofia | acao=comparou as metricas | valor=3553
linha=2931 | nome=Paulo | acao=executou o benchmark | valor=8123
linha=2932 | nome=Tiago | acao=otimizou o algoritmo | valor=1065
linha=2933 | nome=Eduarda | acao=participou da aula | valor=7821
linha=2934 | nome=Bruno | acao=analisou os resultados | valor=4350
linha=2935 | nome=Ana | acao=escreveu o relatorio | valor=5927
linha=2936 | nome=Daniela | acao=participou da aula | valor=9832
linha=2937 | nome=Vitor | acao=escreveu o relatorio | valor=8551
linha=2938 | nome=Paulo | acao=analisou os resultados | valor=3506
linha=2939 | nome=Helena | acao=estudou computacao | valor=3720
linha=2940 | nome=Karen | acao=analisou os resultados | valor=3507
linha=2941 | nome=Ana | acao=executou o benchmark | valor=3537
linha=2942 | nome=Lucas | acao=participou da aula | valor=6085
linha=2943 | nome=Paulo | acao=otimizou o algoritmo | valor=8262
linha=2944 | nome=Mariana | acao=estudou computacao | valor=3825
linha=2945 | nome=Natalia | acao=fez um experimento | valor=8691
linha=2946 | nome=Renata | acao=comparou as metricas | valor=6454
linha=2947 | nome=Gabriela | acao=comparou as metricas | valor=4908
linha=2948 | nome=Tiago | acao=otimizou o algoritmo | valor=4610
linha=2949 | nome=Felipe | acao=otimizou o algoritmo | valor=4623
linha=2950 | nome=Ana | acao=executou o benchmark | valor=5888
linha=2951 | nome=Natalia | acao=fez um experimento | valor=9378
linha=2952 | nome=Vitor | acao=participou da aula | valor=1182
linha=2953 | nome=Mariana | acao=participou da aula | valor=7895
linha=2954 | nome=Mariana | acao=analisou os resultados | valor=5943
linha=2955 | nome=Eduarda | acao=analisou os resultados | valor=4760
linha=2956 | nome=Eduarda | acao=executou o benchmark | valor=5196
linha=2957 | nome=Mariana | acao=comparou as metricas | valor=4814
linha=2958 | nome=Joao | acao=participou da aula | valor=6856
linha=2959 | nome=Renata | acao=executou o benchmark | valor=3395
linha=2960 | nome=Igor | acao=executou o benchmark | valor=5683
linha=2961 | nome=Felipe | acao=analisou os resultados | valor=2009
linha=2962 | nome=Otavio | acao=executou o benchmark | valor=6202
linha=2963 | nome=Bruno | acao=comparou as metricas | valor=5953
linha=2964 | nome=Mariana | acao=participou da aula | valor=1806
linha=2965 | nome=Vitor | acao=analisou os resultados | valor=1277
linha=2966 | nome=Mariana | acao=escreveu o relatorio | valor=9640
linha=2967 | nome=Joao | acao=estudou computacao | valor=6442
linha=2968 | nome=Ana | acao=fez um experimento | valor=2588
linha=2969 | nome=Eduarda | acao=comparou as metricas | valor=4331
linha=2970 | nome=Joao | acao=analisou os resultados | valor=2617
linha=2971 | nome=Otavio | acao=otimizou o algoritmo | valor=2340
linha=2972 | nome=Daniela | acao=participou da aula | valor=1296
linha=2973 | nome=Mariana | acao=executou o benchmark | valor=6174
linha=2974 | nome=Gabriela | acao=comparou as metricas | valor=4243
linha=2975 | nome=Carlos | acao=participou da aula | valor=9006
linha=2976 | nome=Ana | acao=fez um experimento | valor=6351
linha=2977 | nome=Lucas | acao=fez um experimento | valor=2454
linha=2978 | nome=Tiago | acao=escreveu o relatorio | valor=4523
linha=2979 | nome=Karen | acao=comparou as metricas | valor=5416
linha=2980 | nome=Mariana | acao=comparou as metricas | valor=3898
linha=2981 | nome=Sofia | acao=comparou as metricas | valor=3136
linha=2982 | nome=Lucas | acao=estudou computacao | valor=8563
linha=2983 | nome=Paulo | acao=participou da aula | valor=1193
linha=2984 | nome=Vitor | acao=escreveu o relatorio | valor=3948
linha=2985 | nome=Daniela | acao=escreveu o relatorio | valor=2372
linha=2986 | nome=Tiago | acao=participou da aula | valor=7659
linha=2987 | nome=Helena | acao=escreveu o relatorio | valor=4793
linha=2988 | nome=Lucas | acao=estudou computacao | valor=2778
linha=2989 | nome=Otavio | acao=escreveu o relatorio | valor=9266
linha=2990 | nome=Felipe | acao=comparou as metricas | valor=1797
linha=2991 | nome=Gabriela | acao=otimizou o algoritmo | valor=1752
linha=2992 | nome=Otavio | acao=otimizou o algoritmo | valor=9525
linha=2993 | nome=Otavio | acao=executou o benchmark | valor=5134
linha=2994 | nome=Gabriela | acao=analisou os resultados | valor=2627
linha=2995 | nome=Bruno | acao=executou o benchmark | valor=6206
linha=2996 | nome=Eduarda | acao=executou o benchmark | valor=6787
linha=2997 | nome=Natalia | acao=comparou as metricas | valor=5665
linha=2998 | nome=Sofia | acao=comparou as metricas | valor=9077
linha=2999 | nome=Gabriela | acao=estudou computacao | valor=5191
linha=3000 | nome=Vitor | acao=participou da aula | valor=1829
linha=3001 | nome=Sofia | acao=otimizou o algoritmo | valor=7893
linha=3002 | nome=Otavio | acao=estudou computacao | valor=4587
linha=3003 | nome=Natalia | acao=comparou as metricas | valor=1835
linha=3004 | nome=Natalia | acao=otimizou o algoritmo | valor=2219
linha=3005 | nome=Vitor | acao=otimizou o algoritmo | valor=2284
linha=3006 | nome=Ana | acao=otimizou o algoritmo | valor=4833
linha=3007 | nome=Lucas | acao=fez um experimento | valor=2631
linha=3008 | nome=Helena | acao=otimizou o algoritmo | valor=3858
linha=3009 | nome=Mariana | acao=comparou as metricas | valor=7573
linha=3010 | nome=Otavio | acao=executou o benchmark | valor=5065
linha=3011 | nome=Gabriela | acao=estudou computacao | valor=8619
