linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=2775 | nome=Daniela | acao=executou o benchmark | valor=5976
linha=2776 | nome=Karen | acao=otimizou o algoritmo | valor=6773
linha=2777 | nome=Renata | acao=escreveu o relatorio | valor=7241
linha=2778 | nome=Bruno | acao=analisou os resultados | valor=5811
linha=2779 | nome=Karen | acao=fez um experimento | valor=6868
linha=2780 | nome=Ana | acao=estudou computacao | valor=8667
linha=2781 | nome=Bruno | acao=escreveu o relatorio | valor=8045
linha=2782 | nome=Natalia | acao=analisou os resultados | valor=9503
linha=2783 | nome=Daniela | acao=estudou computacao | valor=2418
linha=2784 | nome=Paulo | acao=otimizou o algoritmo | valor=6186
linha=2785 | nome=Joao | acao=analisou os resultados | valor=4623
linha=2786 | nome=Tiago | acao=executou o benchmark | valor=7305
linha=2787 | nome=Mariana | acao=comparou as metricas | valor=3686
linha=2788 | nome=Lucas | acao=comparou as metricas | valor=5186
linha=2789 | nome=Helena | acao=comparou as metricas | valor=8604
linha=2790 | nome=Vitor | acao=comparou as metricas | valor=5409
linha=2791 | nome=Carlos | acao=executou o benchmark | valor=8731
linha=2792 | nome=Eduarda | acao=analisou os resultados | valor=9895
linha=2793 | nome=Ana | acao=analisou os resultados | valor=9643
linha=2794 | nome=Helena | acao=analisou os resultados | valor=5804
linha=2795 | nome=Daniela | acao=comparou as metricas | valor=3589
linha=2796 | nome=Vitor | acao=escreveu o relatorio | valor=3965
linha=2797 | nome=Mariana | acao=comparou as metricas | valor=7516
linha=2798 | nome=Eduarda | acao=analisou os resultados | valor=1223
linha=2799 | nome=Daniela | acao=estudou computacao | valor=1192
linha=2800 | nome=Felipe | acao=executou o benchmark | valor=1037
linha=2801 | nome=Gabriela | acao=fez um experimento | valor=8248
linha=2802 | nome=Paulo | acao=fez um experimento | valor=5243
linha=2803 | nome=Vitor | acao=participou da aula | valor=1862
linha=2804 | nome=Lucas | acao=analisou os resultados | valor=3701
linha=2805 | nome=Lucas | acao=escreveu o relatorio | valor=4792
linha=2806 | nome=Vitor | acao=escreveu o relatorio | valor=9402
linha=2807 | nome=Otavio | acao=escreveu o relatorio | valor=7680
linha=2808 | nome=Paulo | acao=otimizou o algoritmo | valor=9450
linha=2809 | nome=Bruno | acao=participou da aula | valor=4282
linha=2810 | nome=Joao | acao=comparou as metricas | valor=7545
linha=2811 | nome=Lucas | acao=participou da aula | valor=2574
linha=2812 | nome=Paulo | acao=escreveu o relatorio | valor=5776
linha=2813 | nome=Tiago | acao=fez um experimento | valor=1220
linha=2814 | nome=Tiago | acao=fez um experimento | valor=3781
linha=2815 | nome=Natalia | acao=analisou os resultados | valor=4180
linha=2816 | nome=Igor | acao=comparou as metricas | valor=8926
linha=2817 | nome=Gabriela | acao=analisou os resultados | valor=9247
linha=2818 | nome=Mariana | acao=escreveu o relatorio | valor=4797
linha=2819 | nome=Renata | acao=otimizou o algoritmo | valor=5896
linha=2820 | nome=Otavio | acao=executou o benchmark | valor=4990
linha=2821 | nome=Otavio | acao=estudou computacao | valor=2322
linha=2822 | nome=Otavio | acao=escreveu o relatorio | valor=3632
linha=2823 | nome=Vitor | acao=participou da aula | valor=8143
linha=2824 | nome=Karen | acao=estudou computacao | valor=2303
linha=2825 | nome=Helena | acao=executou o benchmark | valor=5227
linha=2826 | nome=Eduarda | acao=estudou computacao | valor=5670
linha=2827 | nome=Joao | acao=executou o benchmark | valor=1887
linha=2828 | nome=Vitor | acao=comparou as metricas | valor=6049
linha=2829 | nome=Eduarda | acao=comparou as metricas | valor=4873
linha=2830 | nome=Mariana | acao=escreveu o relatorio | valor=4718
linha=2831 | nome=Otavio | acao=escreveu o relatorio | valor=1918
linha=2832 | nome=Carlos | acao=otimizou o algoritmo | valor=8820
linha=2833 | nome=Bruno | acao=otimizou o algoritmo | valor=9781
linha=2834 | nome=Renata | acao=estudou computacao | valor=1739
linha=2835 | nome=Lucas | acao=otimizou o algoritmo | valor=2496
linha=2836 | nome=Sofia | acao=participou da aula | valor=6492
linha=2837 | nome=Helena | acao=otimizou o algoritmo | valor=9816
linha=2838 | nome=Sofia | acao=comparou as metricas | valor=3603
linha=2839 | nome=Otavio | acao=analisou os resultados | valor=7830
linha=2840 | nome=Renata | acao=fez um experimento | valor=7157
linha=2841 | nome=Felipe | acao=escreveu o relatorio | valor=2134
linha=2842 | nome=Sofia | acao=otimizou o algoritmo | valor=7894
linha=2843 | nome=Eduarda | acao=executou o benchmark | valor=7314
linha=2844 | nome=Daniela | acao=otimizou o algoritmo | valor=2847
linha=2845 | nome=Mariana | acao=comparou as metricas | valor=7639
linha=2846 | nome=Paulo | acao=participou da aula | valor=3604
linha=2847 | nome=Tiago | acao=escreveu o relatorio | valor=9795
linha=2848 | nome=Carlos | acao=analisou os resultados | valor=9957
linha=2849 | nome=Mariana | acao=analisou os resultados | valor=7252
linha=2850 | nome=Vitor | acao=executou o benchmark | valor=2388
linha=2851 | nome=Vitor | acao=fez um experimento | valor=3194
linha=2852 | nome=Sofia | acao=participou da aula | valor=3266
linha=2853 | nome=Lucas | acao=escreveu o relatorio | valor=6548
linha=2854 | nome=Paulo | acao=participou da aula | valor=8433
linha=2855 | nome=Daniela | acao=fez um experimento | valor=2181
linha=2856 | nome=Karen | acao=fez um experimento | valor=3596
linha=2857 | nome=Bruno | acao=fez um experimento | valor=1572
linha=2858 | nome=Felipe | acao=escreveu o relatorio | valor=5767
linha=2859 | nome=Lucas | acao=analisou os resultados | valor=2786
linha=2860 | nome=Bruno | acao=executou o benchmark | valor=5221
linha=2861 | nome=Mariana | acao=analisou os resultados | valor=8752
linha=2862 | nome=Otavio | acao=otimizou o algoritmo | valor=7065
linha=2863 | nome=Vitor | acao=analisou os resultados | valor=2781
linha=2864 | nome=Ana | acao=participou da aula | valor=4278
linha=2865 | nome=Igor | acao=comparou as metricas | valor=1933
linha=2866 | nome=Bruno | acao=fez um experimento | valor=1549
linha=2867 | nome=Tiago | acao=otimizou o algoritmo | valor=7759
linha=2868 | nome=Eduarda | acao=estudou computacao | valor=5023
linha=2869 | nome=Carlos | acao=executou o benchmark | valor=6800
linha=2870 | nome=Igor | acao=estudou computacao | valor=4956
linha=2871 | nome=Mariana | acao=fez um experimento | valor=7889
linha=2872 | nome=Carlos | acao=escreveu o relatorio | valor=6637
linha=2873 | nome=Natalia | acao=participou da aula | valor=6124
linha=2874 | nome=Otavio | acao=fez um experimento | valor=9614
linha=2875 | nome=Gabriela | acao=analisou os resultados | valor=1441
linha=2876 | nome=Helena | acao=escreveu o relatorio | valor=5879
linha=2877 | nome=Vitor | acao=escreveu o relatorio | valor=4781
linha=2878 | nome=Natalia | acao=fez um experimento | valor=2991
linha=2879 | nome=Gabriela | acao=estudou computacao | valor=9289
linha=2880 | nome=Sofia | acao=comparou as metricas | valor=4536
linha=2881 | nome=Tiago | acao=escreveu o relatorio | valor=6367
linha=2882 | nome=Otavio | acao=otimizou o algoritmo | valor=3621
linha=2883 | nome=Ana | acao=executou o benchmark | valor=1970
linha=2884 | nome=Carlos | acao=otimizou o algoritmo | valor=1721
linha=2885 | nome=Felipe | acao=analisou os resultados | valor=4596
linha=2886 | nome=Sofia | acao=otimizou o algoritmo | valor=1706
linha=2887 | nome=Otavio | acao=estudou computacao | valor=5926
linha=2888 | nome=Tiago | acao=otimizou o algoritmo | valor=9581
linha=2889 | nome=Otavio | acao=otimizou o algoritmo | valor=8691
linha=2890 | nome=Vitor | acao=escreveu o relatorio | valor=1484
linha=2891 | nome=Paulo | acao=fez um experimento | valor=5046
linha=2892 | nome=Eduarda | acao=analisou os resultados | valor=2577
linha=2893 | nome=Vitor | acao=otimizou o algoritmo | valor=7356
linha=2894 | nome=Lucas | acao=analisou os resultados | valor=6316
linha=2895 | nome=Ana | acao=executou o benchmark | valor=8269
linha=2896 | nome=Natalia | acao=estudou computacao | valor=2964
linha=2897 | nome=Helena | acao=escreveu o relatorio | valor=1740
linha=2898 | nome=Gabriela | acao=participou da aula | valor=5156
linha=2899 | nome=Ana | acao=escreveu o relatorio | valor=3582
linha=2900 | nome=Sofia | acao=comparou as metricas | valor=7418
linha=2901 | nome=Vitor | acao=executou o benchmark | valor=5911
linha=2902 | nome=Eduarda | acao=estudou computacao | valor=4041
linha=2903 | nome=Igor | acao=participou da aula | valor=5209
linha=2904 | nome=Mariana | acao=executou o benchmark | valor=2811
linha=2905 | nome=Eduarda | acao=escreveu o relatorio | valor=5309
linha=2906 | nome=Sofia | acao=fez um experimento | valor=1116
linha=2907 | nome=Eduarda | acao=executou o benchmark | valor=2932
linha=2908 | nome=Ana | acao=estudou computacao | valor=8123
linha=2909 | nome=Natalia | acao=analisou os resultados | valor=3091
linha=2910 | nome=Sofia | acao=fez um experimento | valor=2830
linha=2911 | nome=Gabriela | acao=participou da aula | valor=8342
linha=2912 | nome=Joao | acao=estudou computacao | valor=8222
linha=2913 | nome=Joao | acao=comparou as metricas | valor=7555
linha=2914 | nome=Eduarda | acao=executou o benchmark | valor=9864
linha=2915 | nome=Ana | acao=comparou as metricas | valor=7045
linha=2916 | nome=Felipe | acao=analisou os resultados | valor=7321
linha=2917 | nome=Vitor | acao=estudou computacao | valor=6631
linha=2918 | nome=Ana | acao=participou da aula | valor=2067
linha=2919 | nome=Bruno | acao=estudou computacao | valor=5751
linha=2920 | nome=Lucas | acao=fez um experimento | valor=4487
linha=2921 | nome=Igor | acao=comparou as metricas | valor=8391
linha=2922 | nome=Eduarda | acao=fez um experimento | valor=6651
linha=2923 | nome=Sofia | acao=participou da aula | valor=9327
linha=2924 | nome=Paulo | acao=escreveu o relatorio | valor=5478
linha=2925 | nome=Otavio | acao=executou o benchmark | valor=9690
linha=2926 | nome=Paulo | acao=escreveu o relatorio | valor=1898
linha=2927 | nome=Bruno | acao=estudou computacao | valor=3678
linha=2928 | nome=Igor | acao=fez um experimento | valor=7517
linha=2929 | nome=Helena | acao=executou o benchmark | valor=5042
linha=2930 | nome=Vitor | acao=participou da aula | valor=8548
linha=2931 | nome=Carlos | acao=otimizou o algoritmo | valor=2545
linha=2932 | nome=Tiago | acao=fez um experimento | valor=2117
linha=2933 | nome=Joao | acao=fez um experimento | valor=5281
linha=2934 | nome=Bruno | acao=analisou os resultados | valor=1583
linha=2935 | nome=Paulo | acao=comparou as metricas | valor=4554
linha=2936 | nome=Lucas | acao=estudou computacao | valor=7841
linha=2937 | nome=Igor | acao=estudou computacao | valor=1736
linha=2938 | nome=Natalia | acao=executou o benchmark | valor=1572
linha=2939 | nome=Otavio | acao=participou da aula | valor=6175
linha=2940 | nome=Otavio | acao=fez um experimento | valor=2475
linha=2941 | nome=Lucas | acao=analisou os resultados | valor=3159
linha=2942 | nome=Sofia | acao=estudou computacao | valor=1398
linha=2943 | nome=Renata | acao=analisou os resultados | valor=3056
linha=2944 | nome=Lucas | acao=escreveu o relatorio | valor=6684
linha=2945 | nome=Mariana | acao=analisou os resultados | valor=7223
linha=2946 | nome=Lucas | acao=fez um experimento | valor=7133
linha=2947 | nome=Bruno | acao=participou da aula | valor=2757
linha=2948 | nome=Carlos | acao=fez um experimento | valor=3199
linha=2949 | nome=Otavio | acao=otimizou o algoritmo | valor=7372
linha=2950 | nome=Tiago | acao=participou da aula | valor=3767
linha=2951 | nome=Daniela | acao=analisou os resultados | valor=6964
linha=2952 | nome=Karen | acao=analisou os resultados | valor=1594
linha=2953 | nome=Felipe | acao=executou o benchmark | valor=6903
linha=2954 | nome=Ana | acao=participou da aula | valor=8244
linha=2955 | nome=Renata | acao=fez um experimento | valor=1905
linha=2956 | nome=Natalia | acao=executou o benchmark | valor=3834
linha=2957 | nome=Mariana | acao=executou o benchmark | valor=2761
linha=2958 | nome=Bruno | acao=escreveu o relatorio | valor=6428
linha=2959 | nome=Gabriela | acao=participou da aula | valor=3526
linha=2960 | nome=Paulo | acao=escreveu o relatorio | valor=5546
linha=2961 | nome=Natalia | acao=executou o benchmark | valor=6690
linha=2962 | nome=Helena | acao=analisou os resultados | valor=9135
linha=2963 | nome=Lucas | acao=otimizou o algoritmo | valor=2267
linha=2964 | nome=Sofia | acao=analisou os resultados | valor=6087
linha=2965 | nome=Otavio | acao=executou o benchmark | valor=4119
linha=2966 | nome=Bruno | acao=comparou as metricas | valor=4633
linha=2967 | nome=Otavio | acao=comparou as metricas | valor=1376
linha=2968 | nome=Eduarda | acao=comparou as metricas | valor=7955
linha=2969 | nome=Paulo | acao=fez um experimento | valor=1931
linha=2970 | nome=Felipe | acao=analisou os resultados | valor=6968
linha=2971 | nome=Ana | acao=estudou computacao | valor=4269
linha=2972 | nome=Mariana | acao=analisou os resultados | valor=3230
linha=2973 | nome=Renata | acao=fez um experimento | valor=2348
linha=2974 | nome=Otavio | acao=estudou computacao | valor=5047
linha=2975 | nome=Joao | acao=otimizou o algoritmo | valor=6139
linha=2976 | nome=Gabriela | acao=comparou as metricas | valor=5332
linha=2977 | nome=Eduarda | acao=otimizou o algoritmo | valor=4642
linha=2978 | nome=Lucas | acao=participou da aula | valor=4198
linha=2979 | nome=Igor | acao=comparou as metricas | valor=2315
linha=2980 | nome=Tiago | acao=estudou computacao | valor=8121
linha=2981 | nome=Lucas | acao=fez um experimento | valor=4301
linha=2982 | nome=Joao | acao=analisou os resultados | valor=7170
linha=2983 | nome=Renata | acao=otimizou o algoritmo | valor=6889
linha=2984 | nome=Igor | acao=participou da aula | valor=6711
linha=2985 | nome=Igor | acao=participou da aula | valor=5355
linha=2986 | nome=Mariana | acao=escreveu o relatorio | valor=5390
linha=2987 | nome=Renata | acao=otimizou o algoritmo | valor=8001
linha=2988 | nome=Lucas | acao=otimizou o algoritmo | valor=9255
linha=2989 | nome=Felipe | acao=otimizou o algoritmo | valor=3727
linha=2990 | nome=Ana | acao=analisou os resultados | valor=7358
linha=2991 | nome=Sofia | acao=comparou as metricas | valor=4698
linha=2992 | nome=Bruno | acao=otimizou o algoritmo | valor=5791
linha=2993 | nome=Mariana | acao=fez um experimento | valor=5563
linha=2994 | nome=Natalia | acao=estudou computacao | valor=3598
linha=2995 | nome=Daniela | acao=executou o benchmark | valor=2771
linha=2996 | nome=Felipe | acao=escreveu o relatorio | valor=4136
linha=2997 | nome=Karen | acao=comparou as metricas | valor=5539
linha=2998 | nome=Tiago | acao=escreveu o relatorio | valor=4621
linha=2999 | nome=Felipe | acao=analisou os resultados | valor=4907
linha=3000 | nome=Karen | acao=estudou computacao | valor=2151
linha=3001 | nome=Paulo | acao=participou da aula | valor=8175
linha=3002 | nome=Ana | acao=analisou os resultados | valor=7819
linha=3003 | nome=Mariana | acao=estudou computacao | valor=9818
linha=3004 | nome=Karen | acao=fez um experimento | valor=8041
linha=3005 | nome=Ana | acao=otimizou o algoritmo | valor=1566
linha=3006 | nome=Ana | acao=executou o benchmark | valor=2565
linha=3007 | nome=Gabriela | acao=analisou os resultados | valor=4095
linha=3008 | nome=Sofia | acao=escreveu o relatorio | valor=1053
linha=3009 | nome=Paulo | acao=comparou as metricas | valor=3683
linha=3010 | nome=Igor | acao=escreveu o relatorio | valor=1833
linha=3011 | nome=Joao | acao=estudou computacao | valor=6873
linha=3012 | nome=Felipe | acao=comparou as metricas | valor=8891
linha=3013 | nome=Gabriela | acao=fez um experimento | valor=5506
linha=3014 | nome=Helena | acao=analisou os resultados | valor=4940
linha=3015 | nome=Karen | acao=fez um experimento | valor=9626
linha=3016 | nome=Bruno | acao=executou o benchmark | valor=2203
linha=3017 | nome=Tiago | acao=participou da aula | valor=5423
linha=3018 | nome=Helena | acao=escreveu o relatorio | valor=8934
linha=3019 | nome=Helena | acao=escreveu o relatorio | valor=7457
linha=3020 | nome=Ana | acao=escreveu o relatorio | valor=6224
linha=3021 | nome=Eduarda | acao=estudou computacao | valor=3579
linha=3022 | nome=Ana | acao=otimizou o algoritmo | valor=2588
linha=3023 | nome=Mariana | acao=fez um experimento | valor=1161
linha=3024 | nome=Eduarda | acao=otimizou o algoritmo | valor=5014
linha=3025 | nome=Daniela | acao=estudou computacao | valor=6966
linha=3026 | nome=Paulo | acao=executou o benchmark | valor=6813
linha=3027 | nome=Carlos | acao=executou o benchmark | valor=3524
linha=3028 | nome=Otavio | acao=comparou as metricas | valor=5293
linha=3029 | nome=Sofia | acao=estudou computacao | valor=2697
