linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=3179 | nome=Lucas | acao=comparou as metricas | valor=7991
linha=3180 | nome=Natalia | acao=escreveu o relatorio | valor=7019
linha=3181 | nome=Sofia | acao=otimizou o algoritmo | valor=9073
linha=3182 | nome=Otavio | acao=escreveu o relatorio | valor=6889
linha=3183 | nome=Eduarda | acao=participou da aula | valor=5670
linha=3184 | nome=Gabriela | acao=executou o benchmark | valor=5532
linha=3185 | nome=Mariana | acao=executou o benchmark | valor=4406
linha=3186 | nome=Otavio | acao=escreveu o relatorio | valor=1799
linha=3187 | nome=Tiago | acao=participou da aula | valor=8168
linha=3188 | nome=Daniela | acao=estudou computacao | valor=1746
linha=3189 | nome=Otavio | acao=comparou as metricas | valor=8380
linha=3190 | nome=Eduarda | acao=analisou os resultados | valor=9685
linha=3191 | nome=Renata | acao=participou da aula | valor=6199
linha=3192 | nome=Renata | acao=escreveu o relatorio | valor=1654
linha=3193 | nome=Daniela | acao=analisou os resultados | valor=4725
linha=3194 | nome=Karen | acao=estudou computacao | valor=2822
linha=3195 | nome=Bruno | acao=otimizou o algoritmo | valor=8869
linha=3196 | nome=Gabriela | acao=fez um experimento | valor=8224
linha=3197 | nome=Ana | acao=estudou computacao | valor=8322
linha=3198 | nome=Joao | acao=otimizou o algoritmo | valor=7185
linha=3199 | nome=Eduarda | acao=escreveu o relatorio | valor=6832
linha=3200 | nome=Mariana | acao=analisou os resultados | valor=6439
linha=3201 | nome=Bruno | acao=otimizou o algoritmo | valor=4667
linha=3202 | nome=Natalia | acao=participou da aula | valor=6209
linha=3203 | nome=Helena | acao=estudou computacao | valor=9498
linha=3204 | nome=Otavio | acao=escreveu o relatorio | valor=4709
linha=3205 | nome=Carlos | acao=estudou computacao | valor=5048
linha=3206 | nome=Lucas | acao=fez um experimento | valor=9504
linha=3207 | nome=Natalia | acao=executou o benchmark | valor=7141
linha=3208 | nome=Bruno | acao=fez um experimento | valor=8824
linha=3209 | nome=Paulo | acao=otimizou o algoritmo | valor=8894
linha=3210 | nome=Eduarda | acao=comparou as metricas | valor=2275
linha=3211 | nome=Karen | acao=estudou computacao | valor=7562
linha=3212 | nome=Natalia | acao=otimizou o algoritmo | valor=4092
linha=3213 | nome=Igor | acao=otimizou o algoritmo | valor=2498
linha=3214 | nome=Paulo | acao=participou da aula | valor=6647
linha=3215 | nome=Gabriela | acao=escreveu o relatorio | valor=1485
linha=3216 | nome=Vitor | acao=comparou as metricas | valor=5309
linha=3217 | nome=Gabriela | acao=fez um experimento | valor=5003
linha=3218 | nome=Mariana | acao=escreveu o relatorio | valor=5033
linha=3219 | nome=Karen | acao=comparou as metricas | valor=5254
linha=3220 | nome=Lucas | acao=escreveu o relatorio | valor=1353
linha=3221 | nome=Karen | acao=analisou os resultados | valor=9431
linha=3222 | nome=Daniela | acao=comparou as metricas | valor=9692
linha=3223 | nome=Ana | acao=analisou os resultados | valor=5814
linha=3224 | nome=Otavio | acao=analisou os resultados | valor=3962
linha=3225 | nome=Daniela | acao=fez um experimento | valor=5644
linha=3226 | nome=Paulo | acao=analisou os resultados | valor=8957
linha=3227 | nome=Mariana | acao=escreveu o relatorio | valor=2174
linha=3228 | nome=Tiago | acao=participou da aula | valor=6449
linha=3229 | nome=Carlos | acao=estudou computacao | valor=7785
linha=3230 | nome=Igor | acao=escreveu o relatorio | valor=6218
linha=3231 | nome=Paulo | acao=otimizou o algoritmo | valor=3458
linha=3232 | nome=Tiago | acao=executou o benchmark | valor=2689
linha=3233 | nome=Helena | acao=escreveu o relatorio | valor=9895
linha=3234 | nome=Joao | acao=fez um experimento | valor=2589
linha=3235 | nome=Sofia | acao=fez um experimento | valor=8804
linha=3236 | nome=Ana | acao=participou da aula | valor=4561
linha=3237 | nome=Lucas | acao=executou o benchmark | valor=9641
linha=3238 | nome=Natalia | acao=estudou computacao | valor=6872
linha=3239 | nome=Renata | acao=escreveu o relatorio | valor=8506
linha=3240 | nome=Tiago | acao=escreveu o relatorio | valor=2217
linha=3241 | nome=Helena | acao=estudou computacao | valor=9921
linha=3242 | nome=Igor | acao=executou o benchmark | valor=8984
linha=3243 | nome=Felipe | acao=otimizou o algoritmo | valor=9445
linha=3244 | nome=Mariana | acao=executou o benchmark | valor=5703
linha=3245 | nome=Bruno | acao=estudou computacao | valor=1482
linha=3246 | nome=Gabriela | acao=comparou as metricas | valor=8470
linha=3247 | nome=Tiago | acao=otimizou o algoritmo | valor=5549
linha=3248 | nome=Sofia | acao=escreveu o relatorio | valor=9500
linha=3249 | nome=Eduarda | acao=escreveu o relatorio | valor=2833
linha=3250 | nome=Joao | acao=fez um experimento | valor=2442
linha=3251 | nome=Mariana | acao=escreveu o relatorio | valor=1421
linha=3252 | nome=Felipe | acao=otimizou o algoritmo | valor=9175
linha=3253 | nome=Renata | acao=participou da aula | valor=9253
linha=3254 | nome=Igor | acao=estudou computacao | valor=7270
linha=3255 | nome=Otavio | acao=fez um experimento | valor=4750
linha=3256 | nome=Igor | acao=otimizou o algoritmo | valor=1633
linha=3257 | nome=Mariana | acao=participou da aula | valor=8671
linha=3258 | nome=Otavio | acao=analisou os resultados | valor=2254
linha=3259 | nome=Paulo | acao=executou o benchmark | valor=4681
linha=3260 | nome=Mariana | acao=comparou as metricas | valor=5021
linha=3261 | nome=Lucas | acao=estudou computacao | valor=8125
linha=3262 | nome=Paulo | acao=participou da aula | valor=4473
linha=3263 | nome=Eduarda | acao=participou da aula | valor=3333
linha=3264 | nome=Mariana | acao=otimizou o algoritmo | valor=3463
linha=3265 | nome=Joao | acao=participou da aula | valor=8955
linha=3266 | nome=Natalia | acao=executou o benchmark | valor=2099
linha=3267 | nome=Helena | acao=otimizou o algoritmo | valor=1358
linha=3268 | nome=Gabriela | acao=estudou computacao | valor=3760
linha=3269 | nome=Tiago | acao=analisou os resultados | valor=7024
linha=3270 | nome=Eduarda | acao=participou da aula | valor=5028
linha=3271 | nome=Helena | acao=escreveu o relatorio | valor=8399
linha=3272 | nome=Mariana | acao=fez um experimento | valor=1900
linha=3273 | nome=Helena | acao=escreveu o relatorio | valor=3380
linha=3274 | nome=Renata | acao=estudou computacao | valor=6308
linha=3275 | nome=Otavio | acao=escreveu o relatorio | valor=9773
linha=3276 | nome=Paulo | acao=analisou os resultados | valor=9764
linha=3277 | nome=Bruno | acao=comparou as metricas | valor=5536
linha=3278 | nome=Otavio | acao=otimizou o algoritmo | valor=5597
linha=3279 | nome=Daniela | acao=comparou as metricas | valor=4062
linha=3280 | nome=Joao | acao=fez um experimento | valor=3280
linha=3281 | nome=Eduarda | acao=comparou as metricas | valor=2046
linha=3282 | nome=Renata | acao=comparou as metricas | valor=9808
linha=3283 | nome=Otavio | acao=otimizou o algoritmo | valor=9714
linha=3284 | nome=Tiago | acao=fez um experimento | valor=7689
linha=3285 | nome=Renata | acao=estudou computacao | valor=5829
linha=3286 | nome=Mariana | acao=comparou as metricas | valor=3953
linha=3287 | nome=Renata | acao=escreveu o relatorio | valor=7359
linha=3288 | nome=Joao | acao=participou da aula | valor=4995
linha=3289 | nome=Natalia | acao=otimizou o algoritmo | valor=9666
linha=3290 | nome=Sofia | acao=otimizou o algoritmo | valor=5206
linha=3291 | nome=Daniela | acao=escreveu o relatorio | valor=9555
linha=3292 | nome=Renata | acao=estudou computacao | valor=8881
linha=3293 | nome=Bruno | acao=estudou computacao | valor=4421
linha=3294 | nome=Igor | acao=comparou as metricas | valor=6695
linha=3295 | nome=Renata | acao=fez um experimento | valor=7324
linha=3296 | nome=Tiago | acao=executou o benchmark | valor=9634
linha=3297 | nome=Otavio | acao=estudou computacao | valor=8484
linha=3298 | nome=Vitor | acao=comparou as metricas | valor=6168
linha=3299 | nome=Otavio | acao=escreveu o relatorio | valor=6639
linha=3300 | nome=Gabriela | acao=otimizou o algoritmo | valor=2096
linha=3301 | nome=Mariana | acao=fez um experimento | valor=5344
linha=3302 | nome=Sofia | acao=estudou computacao | valor=6906
linha=3303 | nome=Joao | acao=estudou computacao | valor=4780
linha=3304 | nome=Renata | acao=estudou computacao | valor=1808
linha=3305 | nome=Renata | acao=otimizou o algoritmo | valor=4914
linha=3306 | nome=Joao | acao=estudou computacao | valor=9585
linha=3307 | nome=Karen | acao=fez um experimento | valor=1722
linha=3308 | nome=Vitor | acao=escreveu o relatorio | valor=5236
linha=3309 | nome=Carlos | acao=otimizou o algoritmo | valor=3297
linha=3310 | nome=Bruno | acao=executou o benchmark | valor=1407
linha=3311 | nome=Helena | acao=comparou as metricas | valor=9947
linha=3312 | nome=Natalia | acao=executou o benchmark | valor=1164
linha=3313 | nome=Ana | acao=estudou computacao | valor=6227
linha=3314 | nome=Eduarda | acao=executou o benchmark | valor=8646
linha=3315 | nome=Tiago | acao=fez um experimento | valor=5214
linha=3316 | nome=Mariana | acao=participou da aula | valor=1170
linha=3317 | nome=Carlos | acao=estudou computacao | valor=8037
linha=3318 | nome=Helena | acao=executou o benchmark | valor=8164
linha=3319 | nome=Helena | acao=participou da aula | valor=9474
linha=3320 | nome=Otavio | acao=participou da aula | valor=6890
linha=3321 | nome=Paulo | acao=comparou as metricas | valor=3265
linha=3322 | nome=Helena | acao=analisou os resultados | valor=6297
linha=3323 | nome=Felipe | acao=analisou os resultados | valor=8728
linha=3324 | nome=Helena | acao=comparou as metricas | valor=4546
linha=3325 | nome=Daniela | acao=fez um experimento | valor=8469
linha=3326 | nome=Vitor | acao=executou o benchmark | valor=2432
linha=3327 | nome=Helena | acao=fez um experimento | valor=1254
linha=3328 | nome=Tiago | acao=estudou computacao | valor=8655
linha=3329 | nome=Sofia | acao=estudou computacao | valor=4960
linha=3330 | nome=Vitor | acao=comparou as metricas | valor=1187
linha=3331 | nome=Lucas | acao=otimizou o algoritmo | valor=1810
linha=3332 | nome=Mariana | acao=participou da aula | valor=5993
linha=3333 | nome=Mariana | acao=participou da aula | valor=2184
linha=3334 | nome=Helena | acao=fez um experimento | valor=6004
linha=3335 | nome=Mariana | acao=executou o benchmark | valor=7118
linha=3336 | nome=Renata | acao=estudou computacao | valor=4331
linha=3337 | nome=Ana | acao=otimizou o algoritmo | valor=8811
linha=3338 | nome=Karen | acao=executou o benchmark | valor=6906
linha=3339 | nome=Sofia | acao=participou da aula | valor=1476
linha=3340 | nome=Renata | acao=fez um experimento | valor=4220
linha=3341 | nome=Vitor | acao=fez um experimento | valor=4626
linha=3342 | nome=Felipe | acao=estudou computacao | valor=6898
linha=3343 | nome=Carlos | acao=fez um experimento | valor=5244
linha=3344 | nome=Igor | acao=analisou os resultados | valor=6790
linha=3345 | nome=Renata | acao=executou o benchmark | valor=5020
linha=3346 | nome=Mariana | acao=comparou as metricas | valor=7908
linha=3347 | nome=Otavio | acao=analisou os resultados | valor=1670
linha=3348 | nome=Bruno | acao=escreveu o relatorio | valor=6641
linha=3349 | nome=Bruno | acao=fez um experimento | valor=1071
linha=3350 | nome=Vitor | acao=participou da aula | valor=2216
linha=3351 | nome=Daniela | acao=comparou as metricas | valor=3593
linha=3352 | nome=Lucas | acao=executou o benchmark | valor=7015
linha=3353 | nome=Felipe | acao=fez um experimento | valor=8010
linha=3354 | nome=Karen | acao=analisou os resultados | valor=1838
linha=3355 | nome=Ana | acao=analisou os resultados | valor=5968
linha=3356 | nome=Tiago | acao=comparou as metricas | valor=6931
linha=3357 | nome=Karen | acao=escreveu o relatorio | valor=8523
linha=3358 | nome=Tiago | acao=escreveu o relatorio | valor=6558
linha=3359 | nome=Otavio | acao=otimizou o algoritmo | valor=4116
linha=3360 | nome=Tiago | acao=fez um experimento | valor=2334
linha=3361 | nome=Lucas | acao=escreveu o relatorio | valor=9916
linha=3362 | nome=Bruno | acao=estudou computacao | valor=1511
linha=3363 | nome=Bruno | acao=participou da aula | valor=6694
linha=3364 | nome=Lucas | acao=otimizou o algoritmo | valor=4438
linha=3365 | nome=Bruno | acao=otimizou o algoritmo | valor=8118
linha=3366 | nome=Carlos | acao=comparou as metricas | valor=4924
linha=3367 | nome=Felipe | acao=estudou computacao | valor=4231
linha=3368 | nome=Eduarda | acao=fez um experimento | valor=7549
linha=3369 | nome=Joao | acao=fez um experimento | valor=5556
linha=3370 | nome=Gabriela | acao=otimizou o algoritmo | valor=7344
linha=3371 | nome=Otavio | acao=comparou as metricas | valor=1053
linha=3372 | nome=Natalia | acao=comparou as metricas | valor=7391
linha=3373 | nome=Carlos | acao=comparou as metricas | valor=5732
linha=3374 | nome=Eduarda | acao=estudou computacao | valor=9195
linha=3375 | nome=Sofia | acao=executou o benchmark | valor=1200
linha=3376 | nome=Otavio | acao=comparou as metricas | valor=1674
linha=3377 | nome=Daniela | acao=analisou os resultados | valor=3955
linha=3378 | nome=Bruno | acao=otimizou o algoritmo | valor=7359
linha=3379 | nome=Otavio | acao=comparou as metricas | valor=5545
linha=3380 | nome=Paulo | acao=escreveu o relatorio | valor=3439
linha=3381 | nome=Bruno | acao=otimizou o algoritmo | valor=5748
linha=3382 | nome=Carlos | acao=escreveu o relatorio | valor=2405
linha=3383 | nome=Renata | acao=estudou computacao | valor=3454
linha=3384 | nome=Sofia | acao=estudou computacao | valor=8949
linha=3385 | nome=Natalia | acao=fez um experimento | valor=9781
linha=3386 | nome=Mariana | acao=estudou computacao | valor=5776
linha=3387 | nome=Igor | acao=estudou computacao | valor=7885
linha=3388 | nome=Eduarda | acao=participou da aula | valor=6451
linha=3389 | nome=Lucas | acao=executou o benchmark | valor=4366
linha=3390 | nome=Bruno | acao=escreveu o relatorio | valor=4706
linha=3391 | nome=Gabriela | acao=estudou computacao | valor=4754
linha=3392 | nome=Bruno | acao=fez um experimento | valor=4778
linha=3393 | nome=Bruno | acao=estudou computacao | valor=4241
linha=3394 | nome=Vitor | acao=comparou as metricas | valor=9337
linha=3395 | nome=Felipe | acao=comparou as metricas | valor=6828
linha=3396 | nome=Igor | acao=estudou computacao | valor=2556
linha=3397 | nome=Tiago | acao=otimizou o algoritmo | valor=5184
linha=3398 | nome=Karen | acao=executou o benchmark | valor=2186
linha=3399 | nome=Lucas | acao=analisou os resultados | valor=3586
linha=3400 | nome=Mariana | acao=comparou as metricas | valor=5215
linha=3401 | nome=Gabriela | acao=analisou os resultados | valor=1035
linha=3402 | nome=Bruno | acao=analisou os resultados | valor=7788
linha=3403 | nome=Vitor | acao=estudou computacao | valor=9819
linha=3404 | nome=Felipe | acao=escreveu o relatorio | valor=9792
linha=3405 | nome=Bruno | acao=participou da aula | valor=1466
linha=3406 | nome=Joao | acao=comparou as metricas | valor=2174
linha=3407 | nome=Ana | acao=comparou as metricas | valor=4001
linha=3408 | nome=Bruno | acao=executou o benchmark | valor=6441
linha=3409 | nome=Igor | acao=executou o benchmark | valor=8427
linha=3410 | nome=Renata | acao=estudou computacao | valor=2906
linha=3411 | nome=Ana | acao=fez um experimento | valor=5117
linha=3412 | nome=Eduarda | acao=executou o benchmark | valor=8538
linha=3413 | nome=Gabriela | acao=executou o benchmark | valor=3846
linha=3414 | nome=Gabriela | acao=participou da aula | valor=3525
linha=3415 | nome=Joao | acao=analisou os resultados | valor=2573
linha=3416 | nome=Joao | acao=executou o benchmark | valor=3266
linha=3417 | nome=Lucas | acao=fez um experimento | valor=9845
linha=3418 | nome=Carlos | acao=escreveu o relatorio | valor=6714
linha=3419 | nome=Ana | acao=otimizou o algoritmo | valor=9835
linha=3420 | nome=Sofia | acao=fez um experimento | valor=9444
linha=3421 | nome=Vitor | acao=executou o benchmark | valor=1460
linha=3422 | nome=Vitor | acao=participou da aula | valor=1343
linha=3423 | nome=Tiago | acao=participou da aula | valor=6066
linha=3424 | nome=Gabriela | acao=participou da aula | valor=3616
linha=3425 | nome=Renata | acao=escreveu o relatorio | valor=5019
linha=3426 | nome=Vitor | acao=executou o benchmark | valor=2000
linha=3427 | nome=Eduarda | acao=escreveu o relatorio | valor=6948
linha=3428 | nome=Daniela | acao=otimizou o algoritmo | valor=8198
linha=3429 | nome=Sofia | acao=estudou computacao | valor=4939
linha=3430 | nome=Felipe | acao=analisou os resultados | valor=6993
linha=3431 | nome=Gabriela | acao=fez um experimento | valor=7715
linha=3432 | nome=Daniela | acao=otimizou o algoritmo | valor=6995
linha=3433 | nome=Renata | acao=participou da aula | valor=4523
